,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_23,SHAP_OX_22,SHAP_OX_21,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_OX_04,SHAP_OX_05
2019-04-06 12:00:00,-1.8956034369766712,-26.33953971862793,4.5921915650367735,-2.031928572058678,-2.9074218630790716,-1.564103376865387,18.58999490737915,6.5095654964447025,-2.8868691481649877,-3.206273984722793
2019-04-22 11:00:00,-3.5809808373451233,-16.67909860610962,0.2052235331386328,-2.073988682031632,0.0328316103667021,-0.5750919669866562,12.748068523406982,4.797501969337463,-0.034530837833881375,-2.4271190881729128
2019-04-22 12:00:00,-1.4742590308189398,-14.680387210845947,0.8551446825265885,-2.0852049589157104,-2.2884211421012877,0.018314803764224074,10.035746383666993,3.829814279079437,-1.3588306874036788,-2.507721221446991
2019-05-05 11:00:00,-3.5809808373451233,-17.012217521667477,0.36770381852984435,-2.043144488334656,-2.2884211421012877,-0.7728942260146141,13.373989868164063,5.020814549922943,-1.0532230263575912,-2.5883236557245257
2019-05-10 10:00:00,-0.210226184129715,-12.015437793731689,5.242112326622009,-2.003888377547264,-4.300173830986023,-3.146521380916238,13.373989868164063,4.574189484119415,0.06733839660882952,-2.239047002792358
2019-05-10 11:00:00,0.2111180917127058,-9.68360710144043,4.429711186885834,-2.006692370772362,-4.300173830986023,-3.5421260759234428,10.035746383666993,4.053126764297486,-1.1550922311842442,-2.4808538138866423
2019-05-10 12:00:00,2.7391841888427733,-6.352421140670776,5.729553139209748,-2.006692370772362,-4.609674167633057,-3.146521380916238,5.862941980361939,2.862126874923706,-1.9700459510087964,-2.8032629907131197
2019-05-10 13:00:00,9.480692768096924,-4.35370945930481,6.054514026641845,-2.0010843127965927,-4.300173830986023,-2.9487192135304205,1.4814977437257766,1.3733763843774796,-3.701822730898857,-3.018202185630799
2019-05-11 09:00:00,-4.84501359462738,-16.345979404449462,1.017624944448471,-2.0403406381607057,-1.5146701872348785,3.5787553787231445,13.165349388122559,3.5320644974708566,1.5953767158091068,-2.1853119254112245
2019-05-11 10:00:00,-7.794423770904541,-13.014793586730956,2.154986971616745,-2.0571645319461824,0.961332768201828,6.5457892417907715,9.827106428146362,3.9786895751953124,0.06733839660882952,-2.077842684090138
2019-05-11 11:00:00,6.952627038955688,-9.68360710144043,4.429711186885834,-2.1020288795232775,3.282585543394089,5.55677809715271,8.36662483215332,2.7876891076564787,-0.7476153582334518,-2.4808538138866423
2019-05-11 12:00:00,15.379514789581297,-7.018658065795899,4.754671585559845,-2.144088715314865,2.50883464217186,2.5897441029548647,6.280222415924072,2.2666267067193986,-2.5812611300498247,-2.6957932353019713
2019-05-23 13:00:00,2.7391841888427733,-7.018658065795899,3.9422703266143806,-2.031928572058678,-3.0621720314025875,-2.157510155439377,0.02101630531251435,1.1500638499855995,-2.784999641031027,-2.910732650756836
2019-05-23 14:00:00,3.160528314113617,-6.019302225112916,4.917151999473572,-2.029124504327774,-3.526422619819641,-3.5421260759234428,-1.648105449974537,-0.7108739599585534,-3.294345946609974,-3.2331418097019196
2019-05-24 10:00:00,-3.5809808373451233,-9.017370319366455,3.2923488855361938,-2.0403406381607057,-1.5146701872348785,0.6117215417325497,7.532063674926758,2.2666267067193986,0.8822921872138976,-2.0509748877957463
2019-05-24 11:00:00,-0.6315705582499506,-5.019946813583374,3.2923488855361938,-2.0571645319461824,-1.3599200963974,1.007326079159975,5.237021398544312,1.9688765048980712,-0.23826925000175833,-2.2659144401550293
2019-05-24 12:00:00,3.5818727731704714,-0.02316724136471753,3.2923488855361938,-2.059968650341034,-1.0504196614027024,2.5897441029548647,2.316058605909348,1.1500638499855995,-1.562569026648998,-2.56145607829094
2019-05-25 09:00:00,-4.002324950695038,-4.35370945930481,3.9422703266143806,-2.0347327500581742,-1.2051698356866836,2.5897441029548647,6.906143093109131,1.224501410126686,-0.5438768953084946,-2.56145607829094
2019-05-25 10:00:00,-0.6315705582499506,-0.689404533803463,2.8049080967903133,-2.062772607803345,0.18758170548826456,6.347987270355225,3.567899751663208,1.7455641254782672,-1.562569026648998,-2.6420585982501508
2019-05-25 11:00:00,1.896495458483696,4.640493774414063,3.77978972196579,-2.088008856773376,3.1278351724147795,5.358975839614869,1.6901380568742752,0.5545637488365174,-2.4793921791017057,-2.910732650756836
2019-05-25 12:00:00,17.907579517364503,8.971035432815551,5.079632067680359,-2.1412851378321647,2.354084408283234,2.391941857337952,-2.899946254491806,-0.1153739187866449,-2.784999641031027,-3.152539648115635
2019-05-25 16:00:00,5.267249655723572,-0.3562858484685421,1.8300263702869415,-2.0515568614006043,-1.3599200963974,0.018314803764224074,-15.418359756469727,-5.251562595367431,-7.674722564220429,-4.630247954279184
2019-05-26 08:00:00,1.4751512184739115,-7.018658065795899,1.5050658226013183,-2.0347327500581742,-1.8241706371307373,7.534800624847412,5.862941980361939,1.0011887073516845,1.2897691279649732,-2.3196492910385134
2019-05-26 09:00:00,4.003217124938966,-0.02316724136471753,0.2052235331386328,-2.0515568614006043,4.056336283683777,6.743591976165772,5.862941980361939,1.3733763843774796,0.37294598035514354,-2.1584446072578425
2019-05-26 10:00:00,-1.4742590308189398,-0.02316724136471753,0.692664335668087,-2.158109156507999,3.437335658073425,8.128207635879516,2.316058605909348,1.3733763843774796,-1.562569026648998,-2.4002516031265264
2019-05-26 11:00:00,14.536824703216553,2.308663046360016,1.1801052868366242,-2.1468931369483473,4.520587038993836,4.36996443271637,-1.2308248564600945,0.10793865071609614,-4.10929965376854,-2.910732650756836
2019-05-26 12:00:00,21.278335762023925,7.638561630249024,3.2923488855361938,-2.1665211878716946,1.5803335176780817,1.6007327914237972,-5.403629112243651,-1.1574989959597586,-4.720514667034149,-3.5824180424213408
