,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_WS_02,SHAP_TEMP_06,SHAP_TEMP_22,SHAP_TEMP_02,SHAP_WS_01,SHAP_NO2_02
2019-12-15 21:00:00,-23.59645919799805,-13.800586414337157,0.1606838218867779,1.1864742398262025,0.4026657015085221,1.2625977277755736,-1.6907060623168946,12.52880802154541,0.18326015323400496,0.5156174510717392
2019-05-31 05:00:00,3.1131962060928338,7.63601450920105,-0.19445422068238258,0.4500863552093506,-0.5244109004735946,0.6275599658489227,0.36076586320996284,-8.197793626785279,1.9234035015106201,-0.15542555451393128
2019-06-22 07:00:00,2.192174482345581,11.157744884490965,-0.32529453486204146,0.9410114169120789,0.020928259193897215,0.5467371314764022,1.2725313901901245,-11.136642456054686,0.8358140110969543,-0.11068933587521312
2020-01-14 23:00:00,-23.59645919799805,-10.585092544555664,-0.23183724135160447,1.4933027267456056,0.3753987960517406,1.1933212444186212,-2.2517927408218386,8.971265029907226,-0.5780525296926499,0.5156174510717392
2019-07-07 16:00:00,4.034219598770141,7.023539400100709,-0.6056669145822526,0.20462356358766556,-0.7970803439617157,0.6391062766313553,0.7465126246213915,-8.97117567062378,2.5759576797485346,-0.35673847086727617
2019-06-13 10:00:00,8.639335250854492,12.076452255249022,0.2541412380058318,0.7569145381450653,0.12999609978869558,0.9393060147762299,0.5361052498221397,-10.053908729553223,-0.14301681742072106,0.0011511415243148637
2019-04-19 21:00:00,24.296724510192867,-0.17303159683942795,-0.3439860343933106,-1.1454206347465514,-0.33354211598634725,0.5698290780186653,-0.42826192229986193,-6.032327890396118,2.1409217715263367,-0.043585057929158184
2019-12-11 09:00:00,-24.517484092712404,-9.053907775878907,-0.3439860343933106,2.2910561084747316,0.10272914236411453,1.2683709032833579,-1.25235738158226,9.12593479156494,-0.25177582651376723,0.22483218181878328
2020-01-24 14:00:00,-5.176006174087524,-4.307233285903932,0.011151972366496895,1.431937003135681,0.34813157841563225,1.3491944286972282,-2.1465888977050787,3.712272548675537,-0.6868117809295654,0.13535966482013465
2019-10-03 02:00:00,-12.544187450408936,10.239030075073243,-0.23183724135160447,1.0637427926063538,0.23906389094918268,0.4197292398661375,0.36076586320996284,-12.219374275207521,-1.4481244206428525,0.2472002126276493
2019-10-17 17:00:00,-8.860099029541015,0.7456794574856759,-0.5495923474431038,0.020526647102087712,-0.00633868761360646,0.777659919857979,-0.41072793751955033,-2.0107476234436032,-1.0130885839462282,0.20246407128870486
2019-10-24 23:00:00,-2.412939786911011,-0.785506121814251,-0.5309008046984672,0.2659892626106739,0.048195241531357146,0.8296177744865417,-0.14771877713501452,-1.701394522190094,-1.0130885839462282,-0.22252984195947648
2019-11-17 22:00:00,-20.83339653015137,-5.0728260517120365,0.23544960943982005,1.3092050731182099,0.32086472846567626,0.9566251844167711,-1.497832953929901,4.330975079536438,-0.5780525296926499,0.26956834606826313
2020-02-09 14:00:00,10.48137493133545,-12.72875318527222,0.7775024309754371,-0.040838996320962904,-0.9879491031169891,1.6724861919879914,-1.2698914945125581,12.219459724426269,4.3161016464233395,-0.37910645455122
2019-08-25 09:00:00,17.849566078186037,16.210648632049562,-0.007539495429955386,-0.1635703969048336,-0.03360564545728266,0.5986946821212769,2.1141612291336065,-13.456783771514887,1.4883678913116456,-0.31200211644172665
2020-01-12 02:00:00,-24.517484092712404,-19.46597080230713,-0.40006043314933776,2.0455933570861817,0.23906389094918268,1.4935212850570678,-2.4797343492507933,17.478454589843746,-0.7955705881118774,0.11299163857474923
2019-04-24 04:00:00,-4.254985141754151,3.6549320936203005,-0.23183724135160447,0.3887205675244331,-0.00633868761360646,0.8122986674308776,-0.42826192229986193,-6.187004232406617,0.18326015323400496,-0.021216909587383263
2019-10-16 14:00:00,12.323423576354982,3.808049964904785,0.17937529869377614,0.32735494822263717,-0.03360564545728266,0.9623981922864914,-0.007447102665901165,-5.877651643753053,0.4007780760526658,-0.2896341333165765
2019-06-27 10:00:00,4.034219598770141,20.651095390319824,0.08591789323836563,0.7569145381450653,-0.27900826930999756,0.5178718227893115,1.9212875723838807,-19.3344783782959,2.249680614471436,-0.17779360339045525
2019-08-10 07:00:00,-21.75441970825195,21.263565063476562,-0.0823054085485637,2.2910561084747316,0.34813157841563225,0.17726052580401302,2.6752470493316656,-20.881247711181636,-0.4692938536405563,-0.13305740281939507
2019-08-06 15:00:00,-3.3339601516723634,28.919496726989745,0.1046093937009573,0.3887205675244331,-0.7698132634162903,-0.13448570296168336,2.482374227046967,-31.5539047241211,3.9898240089416506,-0.06595319518819451
2019-07-22 23:00:00,-16.228283596038818,10.392148876190186,-0.6430498003959657,1.8001301527023315,0.32086472846567626,0.4832332646474242,0.6062412738800049,-11.755346488952638,-1.121847504377365,-0.22252984195947648
2020-01-02 19:00:00,-16.228283596038818,-11.963158988952637,0.1606838218867779,0.20462356358766556,0.12999609978869558,1.1471367761492728,-2.4446655988693236,9.435291957855224,-1.4481244206428525,-0.021216909587383263
2019-05-29 16:00:00,16.00751428604126,9.014084339141846,-0.1196883473545313,-0.2863016463816166,-0.5244109004735946,0.5178718227893115,0.956919813156128,-11.755346488952638,2.4671982288360597,-0.26726605370640755
2019-07-07 17:00:00,2.192174482345581,6.257947301864624,-0.6056669145822526,0.20462356358766556,-0.5516777038574219,0.6102407813072205,0.6763769805431366,-8.197793626785279,2.5759576797485346,-0.35673847086727617
