,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_OX_04,SHAP_OX_07,SHAP_OX_02,SHAP_TEMP_03,SHAP_WS_02,SHAP_TEMP_23,SHAP_NMHC_08,SHAP_OX_24,SHAP_OX_21,SHAP_HUM_02,SHAP_TEMP_13,SHAP_OX_03,SHAP_HUM_06,SHAP_SPM_20,SHAP_SPM_02,SHAP_PM25_07,SHAP_OX_14,SHAP_OX_23,SHAP_PM25_12,SHAP_NO2_02,SHAP_TEMP_22,SHAP_NMHC_07,SHAP_OX_18,SHAP_SPM_08,SHAP_TEMP_05,SHAP_OX_19
2019-04-06 17:00:00,-11.87193260192871,-11.9667799949646,0.7112107276916504,5.017392706871033,-0.7169519990682602,-0.2868878483772278,2.2837233901023866,-1.9499981105327606,-0.39829313755035395,4.329700946807861,-2.051387763023377,-0.35503846406936646,0.0373362401500344,-1.8107541799545284,1.862650507688522,-0.04028454078361389,-0.10863466821610927,0.3912612617015839,0.7482224106788635,0.04732880422379819,0.8557935014367104,-0.229852195829153,-0.2721059702336788,0.1364048294723034,-4.2727361679077145,-0.569188466668129,-0.3377151057124138,-0.49362216591835023,1.6533082842826843,0.029994896240532382
2019-04-18 15:00:00,-9.002389717102051,-8.349033498764038,2.7441491127014164,3.390215039253235,-0.3559210762381554,-0.23186191972345113,0.9979840576648711,-1.7467823386192323,-0.5060806214809419,4.5579210996627815,0.9956041932106018,-0.31183426454663277,-0.24152875728905202,-1.4206917405128479,1.5593503177165988,-0.07695646341890094,-0.5335850328207016,-1.4982147097587586,0.8635041177272796,0.0742842901498079,0.126967229321599,-0.1913922093808651,-0.20850122794508935,0.08941804766654966,-4.565829396247864,-0.10043853446841237,-0.16263726092875003,0.08074841424822805,1.6313741683959961,-0.5661110672168433
2019-04-18 16:00:00,-7.089362287521363,-7.581632995605469,1.4372601151466369,3.54768385887146,-0.7169519990682602,-0.2765704803168774,0.515831807255745,-1.40131601691246,-0.34439941048622125,4.923073935508728,-0.5770369082689286,-0.39824272617697715,-1.0382860124111175,-1.6993077158927918,1.700890415906906,0.033059284090995775,-0.32843661606311797,-0.8970178097486496,1.5551941394805908,0.10797862168401477,0.15126143544912338,-0.2683121904730797,-0.14489647187292573,0.08941804766654966,-4.932195091247558,-0.3504385031759739,-0.14804748259484768,-0.7808075845241548,1.4559020340442657,-0.6602330099791289
2019-04-18 17:00:00,-6.132848405838013,-10.43197946548462,0.1303712695837021,3.1802567958831793,-0.8974673449993134,-0.2903269931674003,0.19439693801105024,-1.4622806310653682,-0.6138681096956133,5.379514884948731,-1.363357317447662,-0.4846511520445347,-1.5561782240867614,-1.1977988302707672,1.6806704342365264,0.143075040448457,-0.26982277184724807,-1.1546736359596248,0.9787858128547668,0.06080653481185434,-0.01879803221672772,-0.4413822561502457,-0.081291722971946,0.04243127834051844,-5.22528829574585,-0.41293855011463165,-0.206406731531024,-0.5893505871295929,1.1926937133073807,-0.7072939737699928
2019-04-18 18:00:00,-6.132848405838013,-12.624552154541018,-1.0313077270984647,4.544985938072204,-1.077982884645462,-0.30752261504530903,0.033679553866386394,-1.320029598474503,-0.7575847744941712,5.744667673110961,-1.5599374413490297,-0.6790700058452785,-1.7952054858207702,-0.6962899744510651,1.6806704342365264,0.21641886532306676,-0.21120889782905575,-1.6699851751327515,0.2870958596467972,0.08102314192801711,-0.2860343644046225,-0.8259821951389312,-0.017686968389898517,-0.2864760980010033,-5.152014875411988,-0.38168851435184487,-0.2258598070591688,1.9953171730041503,0.8198152363300324,-0.5190500017255545
2019-04-19 12:00:00,-14.741472721099854,-8.239405584335326,0.1303712695837021,4.492496204376221,1.2687176704406737,-0.1458839452825487,2.926593232154846,-2.0719272494316106,-0.34439941048622125,1.9562082409858703,-0.38045674860477446,-0.13901742454618216,1.0731207072734832,-0.19478114768862725,0.9123102441430092,-0.7370509564876556,-0.9731888957321644,-0.38170614838600153,0.1718142159283161,0.12819520526099948,0.8072050854563713,0.09705782346427441,-0.3993154481053352,-0.2864760980010033,-2.29436000585556,0.024561474286019794,-0.5079297289252281,0.750847464799881,2.420999050140381,0.48491786303929985
2019-04-19 13:00:00,-8.045875406265258,-7.362375974655151,0.5660008907318117,3.4951942920684815,0.36614055186510086,-0.16307956799864767,1.4801363825798035,-1.8280685663223266,-0.34439941048622125,2.0931404829025273,-0.1838766373693943,-0.0742110861930996,1.112958586215973,-0.6962899744510651,1.033630308508873,-0.40700374618172647,-0.8266542553901672,-1.0687883615493774,0.5752999722957611,0.14841179326176643,0.8800877884030343,0.15474782641977072,-0.04948934381827708,-0.23948928639292721,-2.037903678417206,0.08706142783630635,-0.4447071253089234,-0.11070846021175385,2.004252713918686,0.4535437924321741
2019-04-21 14:00:00,-9.002389717102051,-9.774206066131592,-1.0313077270984647,4.649964761734009,0.06528154993429783,-0.20778811760246754,1.640853762626648,-2.0312841594219213,-0.3623639851808548,4.192768502235412,-1.2650673806667327,-0.37664060741662986,0.11701195025234486,-0.13905788622796536,1.4380303621292114,-0.3703318115323782,-0.7094265967607498,-1.8417558193206787,1.0940674841403961,0.14167295480147005,0.24843830401077865,-0.15293218763545155,-0.3357106879353523,0.08941804766654966,-4.675739216804505,-0.3504385031759739,-0.36203152239322656,1.5166749119758602,2.0919887721538544,0.014307922124862657
2019-04-22 12:00:00,-9.002389717102051,-6.266089344024658,-0.8860978364944458,4.177559089660646,1.3288895964622494,-0.10117540135979657,2.4444407463073725,-1.929676502943039,-0.3803285807371139,2.686513602733612,-1.0684870779514313,-0.1606195315718651,0.794255617260933,0.08383492454886435,0.972970312833786,-1.0304263591766358,-0.9731888957321644,-1.3264441668987272,-0.3469532787799835,0.1349340813467279,0.29702671431005,0.15474782641977072,-0.30390832349658015,-0.23948928639292721,-2.5141793966293333,-0.13168852608650922,-0.4349806297570467,-0.39789377748966215,2.135856765508652,0.3123608547262848
2019-04-22 13:00:00,-3.263306474685669,-5.717946243286133,-0.5956781685352326,2.5503817319869997,0.8475150823593139,-0.14244487851392476,0.515831807255745,-1.7061392784118656,-0.3803285807371139,2.3670050382614134,-0.6753269016742707,-0.009404763765633078,0.8340935289859772,-0.30622757859528066,0.972970312833786,-0.2969879550393671,-0.8852680906653404,-0.12405032329261301,-0.0011082750512287128,0.16188955157995227,0.29702671431005,0.2701278347522021,0.0141154024749994,-0.14551576524972912,-2.917182040214539,-0.16293853297829627,-0.3717580392956734,-0.49362216591835023,1.6752423703670503,0.2182388745713979
2019-04-22 14:00:00,-0.39376518651843073,-5.717946243286133,-0.16004845462739464,2.287933683395386,-0.3559210762381554,-0.17683601025491952,-0.4484727203845978,-1.0761708974838256,-0.4701515078544617,2.8690899848937983,-0.7736169636249542,0.12020791172981263,0.6747420012950898,-0.41767398491501806,1.033630308508873,0.143075040448457,-0.753386989235878,0.6489171326160431,-0.17403074502944943,0.0742842901498079,0.3213208831846714,0.05859781631152143,0.0141154024749994,-0.09852899648249148,-2.9904553174972537,0.2745614156126976,-0.3279885903000831,-0.6850790917873383,1.3900999963283538,0.014307922124862657
2019-04-22 15:00:00,6.301831769943237,-4.40240159034729,-0.014838622068054964,2.287933683395386,-1.077982884645462,-0.2112272273749113,-0.930625057220459,-0.9745632439851761,-0.2905056670308113,2.960378193855285,0.6024438917636872,-0.11741529311984775,0.4357149079442024,-0.5848435848951341,1.1347303181886672,0.3631065011024475,-0.636159235239029,0.04772020117379724,0.4600183188915253,0.06080653481185434,0.1755556311458349,0.07782781347632409,0.0141154024749994,-0.05154223442077632,-3.027091932296753,-0.2566885352134704,-0.2842190966010093,-1.7380918979644773,1.148825627565384,-0.12687509767711164
2019-04-22 16:00:00,5.345317459106445,-5.16980278491974,-0.30525828897953033,1.6580587387084962,-1.4390135049819945,-0.23874017484486104,-2.0556471586227416,-0.9745632439851761,-0.3803285807371139,3.0060224294662476,-1.0684870779514313,-0.09581320719153155,-0.0821773327887058,-0.6405668437480927,1.1751704424619676,0.47312232255935677,-0.5335850328207016,-0.12405032329261301,-0.0011082750512287128,0.0742842901498079,0.05408460428006946,0.0009078106377273602,-0.017686968389898517,-0.09852899648249148,-3.4300945520401003,-0.19418853446841242,-0.279355850815773,0.36793372631072996,0.46887089163064966,-0.26805807538330556
2019-05-10 11:00:00,-16.65449991226196,-4.840916919708252,1.872889757156372,2.917808997631073,1.9306078255176544,-0.1355666041607037,3.4087454795837404,-1.604531425237656,-0.2905056670308113,2.6408698558807373,0.4058637723326683,-0.6142637934535742,0.15684982389211652,-1.0306293010711671,0.9931903183460236,-1.06709823012352,-0.7387334883213044,-1.5841000497341153,-0.11638992317020891,0.16188955157995227,-0.18885746961459518,-0.32600226551294326,-0.30390832349658015,-0.19250254333019254,-2.3676331043243417,0.2745614156126976,-0.39121110513806345,-0.39789377748966215,1.8945824682712555,0.0927428950089961
2019-05-10 12:00:00,-6.132848405838013,-5.389060497283934,2.4537291288375855,1.868017041683197,0.9076869517564774,-0.11493187099695205,1.801571297645569,-1.2184219360351565,-0.3623639851808548,2.1844286322593693,0.6024438917636872,-0.5494574949145317,0.15684982389211652,-1.3649686574935913,1.074070343375206,-0.5170194387435914,-0.5482385158538818,-2.271182358264923,0.2870958596467972,0.18884505927562714,-0.1645632998086512,-0.3067722350358963,-0.1766988545656204,-0.05154223442077632,-2.807272529602051,0.7120614469051361,-0.38148457556962967,0.5593905776739121,1.565572237968445,0.07705589230172331
2019-05-10 13:00:00,2.475776386260986,-4.40240159034729,2.7441491127014164,2.130464804172516,0.005109736137092148,-0.15276221623644232,0.033679553866386394,-0.8119907557964325,-0.39829313755035395,2.7321577787399294,1.9785048484802246,-0.5278553377836943,0.11701195025234486,-1.5878612756729127,1.1347303181886672,-0.15030033178627492,-0.41635734364390375,-0.8970178097486496,0.40237751007080086,0.16188955157995227,-0.0916806605644524,-0.24908221140503883,-0.1766988545656204,-0.004555482973228173,-2.770635867118836,0.3995614096522332,-0.3571681976318359,1.3252180099487303,1.039155513048172,0.04568190164864061
