,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_OX_04,SHAP_OX_07,SHAP_OX_02,SHAP_TEMP_03,SHAP_WS_02,SHAP_TEMP_23,SHAP_NMHC_08,SHAP_OX_24,SHAP_OX_21,SHAP_HUM_02,SHAP_TEMP_13,SHAP_OX_03,SHAP_HUM_06,SHAP_SPM_20,SHAP_SPM_02,SHAP_PM25_07,SHAP_OX_14,SHAP_OX_23,SHAP_PM25_12,SHAP_NO2_02,SHAP_TEMP_22,SHAP_NMHC_07,SHAP_OX_18,SHAP_SPM_08,SHAP_TEMP_05,SHAP_OX_19
2019-05-28 19:00:00,13.859847831726071,7.883148670196533,2.5503685235977174,-7.019216060638428,-0.36972890496253963,0.10992874316871164,-2.0617261052131655,-0.7820504056289792,0.857789495587349,-0.34583866153843706,-0.10795338656753299,-0.3934123605489731,0.587367831170559,-2.4083715200424196,0.7214042448904365,0.882849371433258,-0.18865403011441229,0.38427684605121615,-0.02846352597698564,0.07382276337593792,-0.31426106914877894,0.6619030863046647,0.5373183012008667,-0.13771509453654288,1.678907334804535,0.03067502103222065,-0.11219785213470457,-0.2406797841191292,-1.2793177366256716,0.026081561297178268
2019-06-15 01:00:00,-9.561197185516358,4.540132236480714,-1.9549699425697327,-5.1467536926269535,0.24928963109850882,-0.015618924889713481,0.7870857775211334,-0.6469747125636787,-0.24080252274870872,0.2808499067090452,-0.10795338656753299,-0.055375113338232015,-0.06507170684635638,0.6572141826152802,0.6541480049490929,0.021383974817581454,-0.11996545940637586,-0.07908350490033625,-0.03555150292813776,-0.14032258735969655,0.2745846353471279,-0.10176619519479571,-0.03998713741311799,-0.16475461199879646,0.06261354722082615,0.03745137052610513,-0.10965054864063858,0.09247125368565319,-0.9660884946584701,-0.01839382266625759
2019-06-26 05:00:00,-16.119086742401123,4.892028903961181,-3.117638158798217,-4.902520322799683,0.026442936877720036,-0.015618924889713481,2.025699865818024,-0.6469747125636787,-0.32217953801155086,0.37809467017650605,-0.0900329418480396,0.1577352572232485,-0.09283505454659462,2.4258211851119995,0.6189187679439783,-0.019638185575604424,-0.029811694979434804,0.472536063194275,-0.021375532727688516,-0.07786346185021102,0.5951784461736679,-0.3263749361038208,0.2638579860329628,0.07860122658312318,-0.041663586907088754,0.028980933129787407,-0.18606881387531754,0.021081758569925994,-0.9051823228597641,0.024646869301795958
2019-06-07 08:00:00,9.175638771057129,6.739485502243042,-2.245637059211731,-6.0422779560089115,0.0016821992350742187,0.08900413624942301,-0.20380510687828063,-0.6827297203242779,0.04401758965104817,-0.6915978573262691,-0.04523187950253484,-0.12886146595701573,0.6984214600175619,2.072100353240967,0.660553440451622,0.2264947272837162,-0.03410473796539005,0.16362910643219947,-0.11351940454915163,0.18089539147913453,0.8241739302873612,0.5121641352772712,-0.22229418605566026,-0.029556905513163624,2.799885725975037,0.00865182024426758,-0.2140888597816229,-0.35966237783432004,-0.8964816600084304,0.05477542784065009
2020-03-29 10:00:00,1.6809054493904114,-12.614819717407228,-3.9896389961242678,11.542574310302737,-0.023078527557663583,-0.022593808919191324,-0.07994371037930248,0.16347953230142592,0.003329023998230656,0.03233555536717179,-0.121393733844161,-0.1435587192885578,0.4069058861583471,3.0153568267822264,1.2690607905387883,0.26751695126295083,0.013118646293878605,-0.12321306467056273,0.056592334154993276,-0.024327164888381936,0.03904645573347805,0.36242493316531177,-0.22229418605566026,-0.21883369386196136,0.7664832047186791,0.03575727851130066,-0.117292386200279,0.17575899586081506,0.7653728276491165,-0.0011775503866374214
2019-08-21 16:00:00,26.97564258575439,13.777412033081054,0.951700496673584,-13.369296646118164,-0.36972890496253963,-0.022593808919191324,-3.3622698545455934,-1.1038485661149025,0.5729693174362184,-0.35664325789548457,-0.03179153497330841,-0.07007237412035464,-0.05118998440448193,-1.11139315366745,0.7598360963165761,1.2520486295223239,-0.10708633530884981,-0.29973127990961074,-0.00188357494771478,0.145204508677125,-0.3927737236022949,0.09289464252069592,-0.10075617209076879,-0.01603714131269949,1.3139380991458895,0.00865182024426758,-0.051063229702413046,0.10436949320137498,-1.6360510766506196,-0.039914178336039184
2019-10-11 08:00:00,-8.624354314804076,2.8686241626739504,-3.698972249031067,-2.2973570108413695,0.07596446238458156,-0.08536762036383153,1.5302535891532896,-0.4960076350718737,-0.24080252274870872,0.3564846873283386,-0.08107275664806364,0.07690027793869375,0.28197067715227614,2.897449779510498,0.8174842387437821,-0.22474901974201203,0.01741168908774855,0.031240403559058882,-0.0745354326441884,-0.05109533453360199,0.012875510426238135,-0.0718183712568134,-0.1615251749753952,0.10564080215990539,0.3754443466663361,0.02389864232391114,-0.16059601847082378,-0.19308676794171334,-0.4527405917644501,0.02751629929989577
2019-05-09 09:00:00,9.175638771057129,5.067976570129394,5.166372585296631,-3.5185263633728026,0.5711792200803756,-0.09234250448644159,0.04391764625906943,-0.47217080257833005,-0.4442454755306244,0.1295802339911461,-0.08555286694318054,-0.15825602681725284,0.49019593745470047,-3.233722996711731,0.9519963562488558,-0.511903977394104,-0.1242585327476263,0.031240403559058882,-0.02846352597698564,0.0381318692117929,0.32692643553018563,0.3923726871609688,-0.37421676814556126,0.10564080215990539,0.6361370056867599,0.022204563114792072,-0.18097423762083054,-0.0027147510903887144,-0.20911792069673538,0.03612439344287852
2019-11-06 12:00:00,2.6177485227584842,3.660390591621399,6.038371753692627,-2.3787673473358155,0.7445044904947281,-0.2597394586598966,1.5302535891532896,-0.41655137864872815,-0.24080252274870872,0.464534476515837,-0.00043082511983811856,-0.10681561082601547,0.24032552614808084,-3.7053503036499023,1.1986017942428588,-0.7170148432254791,0.004532599169760962,0.07536994144320484,-0.014287547953426797,0.0381318692117929,-0.3927737236022949,0.21268583908677102,-0.00960262962616976,0.2949176236987114,-0.32842544121667744,-0.035394525527954086,-0.05870503727928733,-0.0027147510903887144,0.09541033059358593,-0.021263224352151146
2019-08-09 02:00:00,-23.613819885253907,11.841979789733886,-1.3736357331275941,-11.659662055969239,0.6454617351293563,-0.10629230029881001,3.140450429916382,-1.0045280113816262,0.04401758965104817,-0.4863031625747681,-0.06763242967426772,0.16508390307426452,-0.3010604292154312,0.6572141826152802,0.37551574110984803,-0.799059134721756,-0.11996545940637586,0.6490541666746139,-0.06390344537794587,-0.09570889057940801,0.5755502343177795,-0.356322580575943,0.14231991097331045,-0.029556905513163624,2.0438765883445744,0.017122293077409263,-0.10965054864063858,-0.2525780096650124,-1.64475160241127,-0.03130605239421129
