,0
SHAP_CH4_01,0.024632808924702917
SHAP_CH4_02,0.011647440814077224
SHAP_CH4_03,0.013923943476099855
SHAP_CH4_04,0.012283673294458241
SHAP_CH4_05,0.014113662406038695
SHAP_CH4_06,0.01174378294806109
SHAP_CH4_07,0.013211099320671054
SHAP_CH4_08,0.009888586810154457
SHAP_CH4_09,0.009409225559742955
SHAP_CH4_10,0.004997193350696111
SHAP_CH4_11,0.005441358823994028
SHAP_CH4_12,0.007064795919812577
SHAP_CH4_13,0.004070244834673201
SHAP_CH4_14,0.00320029178902928
SHAP_CH4_15,0.0011248650188015197
SHAP_CH4_16,0.0036240802496984898
SHAP_CH4_17,0.00924869249964375
SHAP_CH4_18,0.003433297408337171
SHAP_CH4_19,0.004313320988831665
SHAP_CH4_20,0.0066007775400513825
SHAP_CH4_21,0.005712132634608405
SHAP_CH4_22,0.007861457782271106
SHAP_CH4_23,0.016305354199273675
SHAP_CH4_24,0.025950839736391368
SHAP_CO_01,0.05012985126670588
SHAP_CO_02,0.010680605885136078
SHAP_CO_03,0.04011216128585277
SHAP_CO_04,0.05153741990493676
SHAP_CO_05,0.04988862266621319
SHAP_CO_06,0.039356215261096374
SHAP_CO_07,0.039679384579290905
SHAP_CO_08,0.07636211461448016
SHAP_CO_09,0.12953320244430164
SHAP_CO_10,0.14617609639580428
SHAP_CO_11,0.09989995950188196
SHAP_CO_12,0.0286215243789438
SHAP_CO_13,0.023969404358559987
SHAP_CO_14,0.04058067522369892
SHAP_CO_15,0.048041605101181835
SHAP_CO_16,0.07235138897784048
SHAP_CO_17,0.09661242280155416
SHAP_CO_18,0.07811944437643073
SHAP_CO_19,0.03926928469767927
SHAP_CO_20,0.027137843277842574
SHAP_CO_21,0.024701263059933514
SHAP_CO_22,0.0055751229465330005
SHAP_CO_23,0.0109340287248722
SHAP_CO_24,0.05299192732271659
SHAP_HUM_01,2.229285980224108
SHAP_HUM_02,0.45004539890729717
SHAP_HUM_03,0.11208064763802278
SHAP_HUM_04,0.24824838427495424
SHAP_HUM_05,0.19105548517518817
SHAP_HUM_06,0.07823796130515305
SHAP_HUM_07,0.2967422244290356
SHAP_HUM_08,0.09308653561655839
SHAP_HUM_09,0.3423841383385409
SHAP_HUM_10,0.23284689405901673
SHAP_HUM_11,0.15834633595292238
SHAP_HUM_12,0.09591234080999404
SHAP_HUM_13,0.09472355595270453
SHAP_HUM_14,0.3048813222565401
SHAP_HUM_15,0.46296094406570776
SHAP_HUM_16,0.3672599170531612
SHAP_HUM_17,0.1475641203150175
SHAP_HUM_18,0.08567517902886854
SHAP_HUM_19,0.2910534226140365
SHAP_HUM_20,0.6014478989072645
SHAP_HUM_21,0.8261986631212326
SHAP_HUM_22,0.3602351405385595
SHAP_HUM_23,0.1367704031430632
SHAP_HUM_24,0.13110080601934052
SHAP_NMHC_01,0.18477006412899263
SHAP_NMHC_02,0.17958274699572938
SHAP_NMHC_03,0.010306797620094232
SHAP_NMHC_04,0.15927838457981117
SHAP_NMHC_05,0.19614617839791415
SHAP_NMHC_06,0.05300487158820024
SHAP_NMHC_07,0.005017232784840113
SHAP_NMHC_08,0.11033841679589101
SHAP_NMHC_09,0.061619902590755296
SHAP_NMHC_10,0.0853009925266199
SHAP_NMHC_11,0.05707867554935192
SHAP_NMHC_12,0.011075796989898554
SHAP_NMHC_13,0.06942298953134843
SHAP_NMHC_14,0.07173017431910214
SHAP_NMHC_15,0.04999349504315215
SHAP_NMHC_16,0.11844225351770331
SHAP_NMHC_17,0.186743615809828
SHAP_NMHC_18,0.1408498579363983
SHAP_NMHC_19,0.06998123808423624
SHAP_NMHC_20,0.020978103195615883
SHAP_NMHC_21,0.012926417229464192
SHAP_NMHC_22,0.015353354616090605
SHAP_NMHC_23,0.05871253750832965
SHAP_NMHC_24,0.27292657369461193
SHAP_NO_01,0.0010928780744477974
SHAP_NO_02,0.0
SHAP_NO_03,0.008495736065356356
SHAP_NO_04,0.004148720727087148
SHAP_NO_05,0.004231371844787227
SHAP_NO_06,0.015751120356412882
SHAP_NO_07,0.0006594249448802954
SHAP_NO_08,0.004066625082722003
SHAP_NO_09,0.0071542865277912275
SHAP_NO_10,0.01081002740064054
SHAP_NO_11,0.007948424798042315
SHAP_NO_12,0.024051613715620486
SHAP_NO_13,0.025448464289880606
SHAP_NO_14,0.012840091297761114
SHAP_NO_15,0.010147477740135184
SHAP_NO_16,0.014016165079978717
SHAP_NO_17,0.008877604680870052
SHAP_NO_18,0.010002984778704772
SHAP_NO_19,0.015127068386198188
SHAP_NO_20,0.001180302147896748
SHAP_NO_21,0.0001899046491234316
SHAP_NO_22,0.005100887595998154
SHAP_NO_23,0.010068096014169433
SHAP_NO_24,0.001578088839137614
SHAP_NO2_01,0.04374529263130024
SHAP_NO2_02,0.11309000224591442
SHAP_NO2_03,0.07496685922486125
SHAP_NO2_04,0.020470006063472965
SHAP_NO2_05,0.05811385378832564
SHAP_NO2_06,0.07927924710397531
SHAP_NO2_07,0.06378685068567454
SHAP_NO2_08,0.039791372425388466
SHAP_NO2_09,0.017747897459731276
SHAP_NO2_10,0.06106568582741038
SHAP_NO2_11,0.003717305977787323
SHAP_NO2_12,0.01697915621377777
SHAP_NO2_13,0.06265647684850792
SHAP_NO2_14,0.09939490859754951
SHAP_NO2_15,0.005447973558173151
SHAP_NO2_16,0.005815988064065167
SHAP_NO2_17,0.07202620407888805
SHAP_NO2_18,0.16136735976888578
SHAP_NO2_19,0.16093898458836162
SHAP_NO2_20,0.07930547916599043
SHAP_NO2_21,0.009556031199843683
