,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_06,SHAP_TEMP_03,SHAP_OX_04,SHAP_TEMP_04,SHAP_TEMP_21,SHAP_TEMP_24
2019-10-09 05:00:00,0.5830413788557054,3.2597849488258364,-0.5368900775909423,0.2196003802353516,0.23017306977999397,-5.477294111251831,-0.23824493344873193,-1.565575015544891,0.013877182453870754,0.17760237604379653
2019-08-05 12:00:00,7.63008222579956,24.07102680206299,-0.2335926939500496,0.2196003802353516,-0.6650742575526237,-20.94667673110962,0.5802455365657806,-4.530896401405335,9.856157493591308,-2.862187266349793
2019-09-23 09:00:00,-21.564802551269533,8.170303058624267,-1.3817908287048337,5.1756409168243405,-0.17114472908433526,-6.548250532150268,0.5412699863314628,-1.6443002760410308,4.316515481472016,-0.74140385389328
2019-09-07 06:00:00,-30.625289726257325,10.859389686584475,-1.2951350688934324,7.203110980987549,-0.6342036336660385,-11.66505107879639,1.2038579106330871,-2.903907108306885,5.983785629272461,-1.0065014034509658
2019-09-15 12:00:00,13.670401191711425,14.600731945037841,-0.5152261793613435,-2.033145010471344,-0.6033333212137222,-12.973998737335203,0.11253671153681355,-2.903907108306885,2.918157684803009,-0.74140385389328
2019-06-12 05:00:00,-12.50432291030884,-0.36464386731386184,-1.3601264715194699,2.47234570980072,-0.17114472908433526,0.3534757975488901,0.30741544216871264,-0.3059683576226234,0.4979237798601389,0.5840858772397042
2019-12-20 13:00:00,2.596481621265412,-0.598478102684021,-0.10360800633206961,1.1206984281539918,-0.8194270849227905,2.8523775339126587,0.7361486047506333,0.7174613647162914,-5.633333849906923,1.838882677257061
2019-12-20 12:00:00,-3.4438397169113157,-1.5338145554065705,-0.14693618491292004,2.47234570980072,-0.8502978831529617,4.51830940246582,1.125906187295914,1.2422976739704608,-5.5257690906524655,1.7681904599070548
2019-05-10 04:00:00,-18.5446418762207,-2.7029852271080017,-0.7535312086343766,2.9228939533233644,-0.4181094594299794,1.186442929506302,0.46331845223903667,-0.14851761981844902,0.06766041442751884,0.9022035360336303
2019-10-27 14:00:00,6.623362970352173,7.351882266998291,-0.5368900775909423,-0.005674214847385892,-0.6033333212137222,-6.072268342971801,0.7361486047506333,-1.2244307583663612,1.1971025325357914,-0.74140385389328
2019-06-21 15:00:00,35.81824951171875,16.354500389099123,-0.3852414131164551,-8.340832948684692,-0.17114472908433526,-14.520938873291016,-1.0177602589130401,-3.4287420988082884,3.6711199522018445,-1.8548152565956115
2019-12-18 09:00:00,-30.625289726257325,-10.185677194595337,-1.403454703092575,7.428387069702149,-0.8502978831529617,12.372002029418944,1.2428336024284363,2.265727885067463,-6.1173830986022955,2.263039955496788
2020-03-19 05:00:00,-29.618568229675294,-10.419511747360229,-0.7968597173690796,4.274542331695557,-0.35636829733848574,9.754103517532348,0.7751244395971298,1.662166841328144,-4.019845914840698,2.3867521852254865
2020-01-27 14:00:00,-20.558083915710448,-11.58867931365967,-0.6668747782707214,4.950364112854004,-0.7576861664652824,11.77702054977417,0.9310275167226791,2.423178832232952,-7.193040752410889,2.1570008873939512
2019-09-17 14:00:00,23.737606239318847,16.822163772583007,-0.5152261793613435,-3.8353398084640498,-0.23288585916161536,-17.85280246734619,-0.16029354706406593,-3.7961278915405274,4.047600936889649,-1.0418484330177304
2019-07-24 06:00:00,-28.611844062805183,10.39172592163086,-1.3817908287048337,7.203110980987549,-0.7885567232966423,-10.356101751327515,1.1648821234703064,-2.6152472257614137,2.8643730640411382,-0.6707111775875092
2019-04-25 04:00:00,1.5897621193900706,3.2597849488258364,-1.3601264715194699,-0.005674214847385892,0.1684319900814444,-4.049350285530091,-0.043366261199116685,-1.1457058370113373,0.06766041442751884,0.31898787915706633
2019-06-17 18:00:00,14.677125930786133,12.145483398437497,0.02637670561671259,-3.384792709350586,0.7549732021987439,-14.282944488525391,-0.7839055657386781,-3.559950959682464,1.3046690601855517,-1.1125410795211794
2019-05-14 01:00:00,14.677125930786133,3.3767016649246218,-0.9701726913452149,-2.7089691996574405,0.6314908422529697,-4.525330901145936,-0.5110753238201141,-1.486849188804626,-2.5677057504653926,0.9198769629001617
2019-08-13 23:00:00,-18.5446418762207,16.471410942077636,-1.0351650118827818,4.499817252159119,-0.17114472908433526,-17.376819610595703,0.5412699863314628,-4.21599690914154,4.7467761754989635,-1.7664489030838013
2020-02-17 01:00:00,-13.51104564666748,-7.262751817703247,-1.403454703092575,2.6976206064224244,-0.2946271046996117,6.660224914550781,0.30741544216871264,1.3472644319757818,-6.601425313949585,2.0332881838083265
2020-03-29 15:00:00,1.5897621193900706,-15.680779075622558,-1.403454703092575,0.6701494216918945,0.13756125088548288,17.369799423217774,0.03458525706082578,3.57781882584095,-4.719025015830994,1.0435888022184372
2020-01-14 12:00:00,-3.4438397169113157,-6.210496592521668,-0.7968597173690796,2.47234570980072,-0.8194270849227905,9.397115564346313,0.8920519232749939,2.1082777470350265,-3.5895824432373047,1.3617065154016021
2019-07-26 23:00:00,-22.57151737213135,12.613149166107181,-1.338462394475937,5.1756409168243405,-0.2946271046996117,-13.568970775604248,0.7751244395971298,-3.7961278915405274,3.9400339484214784,-1.448332703113556
2020-01-03 12:00:00,-6.463999938964844,-7.964252853393555,-0.4718979075551033,2.6976206064224244,-0.7885567232966423,12.134009838104246,1.008979430794716,2.895531459152698,-4.181194615364075,1.467746031284332
2019-11-07 03:00:00,-27.605114555358888,-7.4965838432312015,-1.2301421165466309,6.527290296554566,-0.7885567232966423,6.422238159179687,1.2038579106330871,1.0061210885643959,-5.5257690906524655,1.962595234811306
2019-06-10 19:00:00,-0.4236787477508187,-0.48156107887625693,-1.403454703092575,1.1206984281539918,-0.10940354689955709,-0.7174820959568023,0.30741544216871264,-0.515902984328568,-1.43826297223568,0.5310663737356662
2019-12-15 23:00:00,-28.611844062805183,-13.2255202293396,-0.7535312086343766,6.302012634277344,-0.07853297144174576,11.896014404296874,0.9700033038854599,2.1345194444060325,-6.547645330429077,1.962595234811306
2019-07-16 12:00:00,-14.517761516571046,8.053386020660401,-1.2301421165466309,3.5987178802490236,-0.6342036336660385,-7.024233627319336,0.7361486047506333,-1.7230259418487548,2.7030254602432247,-0.829769852757454
2019-06-05 19:00:00,16.690568447113037,9.924058151245116,-0.7968597173690796,-4.285890698432923,0.878455600887537,-13.925960636138914,-0.8618571341037751,-3.376258647441864,1.519800735265017,-0.6176914498209953
2019-10-11 16:00:00,-8.477441453933716,6.1827111721038825,-1.3817908287048337,1.7965222954750064,0.044949516002088755,-6.191264247894287,0.15151250222697854,-1.6967839539051055,1.6811490818858146,-0.6883845403790474
