,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_06,SHAP_TEMP_03,SHAP_OX_04,SHAP_TEMP_04,SHAP_TEMP_21,SHAP_TEMP_24
2019-04-06 16:00:00,-9.38777928352356,-22.51055727005005,1.7700579822063447,-1.2072466731071474,-1.1880311369895935,2.269590768031776,-1.6935003638267516,12.84031400680542,-15.149198055267338,7.047492551803589
2019-04-18 14:00:00,-2.2228780061006543,-15.428463649749759,0.7913668461143972,-1.0227063149213789,-1.2667045286623762,2.339325154037215,-1.599074423313141,12.671969985961914,-16.0275315284729,8.359471940994263
2019-04-18 15:00:00,0.46395973712205885,-16.1138277053833,1.490431949496269,-1.5763272702693938,-1.2027824349701404,1.9209185525774959,-1.6665214896202087,11.325227451324464,-17.125453186035156,8.769464588165283
2019-04-18 16:00:00,2.255184799432754,-14.51464614868164,0.23211485743522645,-2.1299482703208925,-1.183113981038332,1.3281757920980455,-1.7474580883979798,9.305108880996704,-18.003788757324216,9.261457395553588
2019-04-18 17:00:00,3.1507975578308107,-20.454464530944826,-1.026202018558979,-2.499028968811035,-1.158528511226177,1.4327776566147803,-1.7879267036914825,6.443276071548462,-17.784205150604247,9.917447137832642
2019-04-19 11:00:00,-12.970230579376224,-20.22601261138916,-2.2845192790031437,2.299019893072546,-1.389631712436676,3.2110056087374685,-1.1943910658359531,18.73232231140137,-9.220429992675781,6.965493822097779
2019-04-19 12:00:00,-4.909715986251832,-15.885372257232666,-1.026202018558979,0.6381568288896233,-1.3650464117527008,2.4787939632311464,-1.3023066520690916,15.533804130554199,-8.451887083053588,5.981509113311768
2019-04-21 13:00:00,-5.805328249931335,-20.911376094818113,-2.424331986904144,0.4536162316799164,-1.3011241674423217,3.0715364329516888,-1.4911587476730348,16.20717496871948,-16.35690803527832,7.293488502502441
2019-04-22 11:00:00,-10.283392000198365,-18.85528507232666,-2.9835844874382023,3.775342324376106,-1.4535539865493774,2.687997454404831,-1.1539226204156874,16.543861198425294,-9.879182147979737,7.1294914245605465
2019-04-22 12:00:00,0.46395973712205885,-11.773191595077517,-2.0048930823802946,0.08453568518161772,-1.3945488452911379,2.2347235762514175,-1.2888171970844269,13.008656120300293,-11.086893939971922,6.5554999828338625
2019-04-22 13:00:00,5.83763542175293,-10.630918598175047,-1.7252674400806423,-2.1299482703208925,-1.3453778684139255,1.8511842019855975,-1.396732711791992,10.820196342468261,-11.30647783279419,5.8995108127594
2019-04-22 14:00:00,8.524473619461059,-10.630918598175047,-1.3058281302452088,-3.23719037771225,-1.29620718061924,0.7703004663810133,-1.6665214896202087,8.96842303276062,-11.416269302368164,5.325519275665283
2019-04-22 15:00:00,14.793762302398681,-7.88946270942688,-1.1660151600837707,-3.790811336040497,-1.2568703040480613,0.5959644414484501,-1.8283947944641112,3.7497868895530715,-12.623981761932374,6.227505779266357
2019-05-10 10:00:00,-15.657068347930908,-13.37237319946289,-0.18732406576164068,3.959883099794388,-1.4043828845024109,2.5136611294001345,-1.059496509283781,14.692087173461914,-9.440014600753784,5.161522626876831
2019-05-10 11:00:00,-6.700941014289856,-8.803281593322755,0.6515538880601526,1.1917776942253113,-1.433885455131531,1.6768481068313121,-1.1539226204156874,12.166941976547239,-10.75751781463623,5.243521308898926
2019-05-10 12:00:00,3.1507975578308107,-9.945553970336913,1.2108059167861938,-0.6536256358027458,-1.3797976493835449,1.0143709771335123,-1.3832432508468626,8.126706504821778,-10.647726154327392,5.817511510848999
2019-05-10 13:00:00,11.211310958862304,-7.88946270942688,1.490431949496269,-2.6835693955421447,-1.3453778684139255,0.3170268148183823,-1.5855848908424375,4.928188586235047,-10.977102088928223,4.9975248098373415
2019-05-10 14:00:00,14.793762302398681,-6.518735313415528,1.7700579822063447,-4.344432854652405,-1.2617875576019286,0.49136281087994577,-1.7204793035984038,1.5613266308791935,-11.416269302368164,5.981509113311768
2019-05-10 15:00:00,13.898148345947266,-3.548825168609619,1.9098707675933837,-5.082593393325806,-1.1880311369895935,0.17755794227123262,-1.8688632786273955,2.4030422151088713,-12.623981761932374,5.8995108127594
