,SHAP_TEMP_16,SHAP_TEMP_24,SHAP_OX_15,SHAP_OX_14,SHAP_SPM_02,SHAP_OX_19,SHAP_OX_18,SHAP_TEMP_01,SHAP_SPM_01,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_TEMP_23,SHAP_TEMP_02,SHAP_OX_01,SHAP_WS_02,SHAP_TEMP_17,SHAP_TEMP_03,SHAP_TEMP_20,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_TEMP_19,SHAP_TEMP_04,SHAP_OX_02,SHAP_HUM_02,SHAP_TEMP_07,SHAP_HUM_01,SHAP_TEMP_18,SHAP_WS_01
2019-04-19 11:00:00,0.9892060875892639,5.955619859695434,0.36791193746030326,-0.17144730193540464,0.06993498883675782,2.5158392071723936,0.07249363139271739,-25.702024650573737,-0.9628086119890213,-0.3665007472038269,-2.751522517204285,-2.2070170760154726,-3.000162270665169,-2.89113404750824,0.15766465098131446,-0.11972627062350512,2.3046166404034008,-0.9812307696789503,7.876374387741089,8.580152988433838,-1.9070325434207915,7.639773511886597,0.9877709977328777,-0.6090338617563248,4.392485938221216,-0.2459180809557438,-1.6532815694808964,0.5717869520187377
2019-04-19 12:00:00,1.0897211104631424,5.011350536346436,0.036015982180833815,-0.18913149554282427,-0.042154772067442545,2.000994676351547,-0.03504742737859488,-21.000313568115235,-1.1025314062833784,-0.46117002367973325,-2.419179230928421,-2.1525012731552122,-2.8127987980842595,3.410446381568909,-0.04843068051850419,-0.12269622199237347,1.7413912564516068,-1.1065690252929925,5.730671739578247,7.184424543380738,-2.7046206831932063,6.519000577926636,-0.7050070494413376,-0.662812027335167,4.355896083265543,1.3261849462985993,-2.068118315935135,1.255855882167816
2019-04-19 13:00:00,1.1758765190839768,4.853972482681274,-0.011397689953446389,-0.20681578461080785,-0.0645727145951241,-0.5732285499572753,-0.05655568130314348,-14.731361293792725,-1.381976854801178,-0.5025878340005875,-3.0100117087364198,-1.9071806252002717,-2.3310072764754297,7.821551656723022,0.26071229092776776,-0.12458608224987988,1.5536495834589004,-1.5542060159146784,4.791927075386047,4.951258754730224,-3.27888423204422,4.837840270996094,-2.1156554341316225,-1.1468158304691316,3.6241044595837595,2.723609972000123,-2.3216298103332518,-0.11228224001824856
2019-04-19 14:00:00,1.2476727977395057,4.145770144462586,-0.05881143230944874,-0.5074481394141912,-0.10940863852738403,-1.0880733281373978,-0.05655568130314348,-13.16412525177002,-1.381976854801178,-0.6505083203315735,-3.2685007214546205,-2.343306183815002,-1.6886183589696884,9.081868600845336,-0.35757366493344306,-0.1262059099972248,1.0708849012851718,-1.87650458663702,3.3838094234466554,3.9742486238479615,-3.6298231959342955,4.277453899383545,-3.1031093358993536,-1.5770412921905517,2.4532374799251557,2.723609972000123,-2.4829550623893737,-0.11228224001824856
2019-04-22 10:00:00,0.9461283788084984,8.394981861114502,0.17825710512697698,-0.15376301333308215,0.24927862379699944,1.4861499458551408,0.06532423943281174,-22.82875747680664,0.15497312936931845,-0.5262549966573715,-3.7854793190956117,-3.1882996439933775,-3.026928114891052,-11.713345718383787,0.6729029059410095,-0.11783653497695923,2.197335617244244,-0.9991361822932958,7.474055337905884,6.7657064437866214,-2.194164323806763,7.879939365386963,3.1037437140941617,-0.5014774799346924,3.514335433393717,-0.07124005462974307,-1.515002539753914,1.7119021892547608
2019-04-22 11:00:00,1.0753617614507676,7.844158506393432,0.08342971652746198,-0.24218428314197804,0.1371888378635049,1.8293797433376313,0.02230781372636561,-21.000313568115235,-0.12447231328114867,-0.4670867770910263,-3.4162086844444275,-2.915721213817596,-2.5183704569935794,-3.5212915420532225,0.4668076053261757,-0.12188608385622494,1.7682116925716407,-1.2677184715867043,5.931831359863281,6.7657064437866214,-2.5131995677948002,6.198779487609864,1.2699008133262393,-0.7165902763605118,3.4045668914914122,0.27811620086431504,-1.906793123483658,1.255855882167816
2019-04-22 12:00:00,1.1758765190839768,7.057267808914185,-0.1536388494074345,-0.31292132884264,0.09235295923426745,0.7996903553605079,-0.04938627742230892,-16.821011447906493,-0.2641950465738773,-0.5558392167091369,-3.046938514709473,-2.6431429028511046,-2.3310072764754297,2.1501300930976877,0.26071229092776776,-0.12431598156690596,1.258626739680767,-1.4467731341719627,4.523714065551759,5.160618257522583,-3.055559515953064,4.917895388603211,-0.5639422327280045,-0.8241466999053957,3.4045668914914122,1.3261849462985993,-2.252490186691284,0.7998099684715271
2019-05-03 14:00:00,1.21895449757576,2.9654334068298343,-0.4381211370229721,-0.3482898253947496,-0.28875227672979237,-2.4609923005104064,-0.1067415090277791,-11.335680580139158,-2.3600359082221987,-0.4907541245222092,-2.566887265443802,-1.7981492638587953,-1.6618523478507996,-0.3705015406012535,-0.8728119969367981,-0.12431598156690596,0.8295026957988739,-1.428867664188147,2.847383785247802,4.044035506248475,-2.864138460159302,2.8364596605300916,-0.7050070494413376,-1.684597760438919,3.1118499875068673,3.4223225116729736,-2.2063975155353543,-2.3925127744674684
2019-05-05 12:00:00,1.132798869907856,4.460526943206788,-0.011397689953446389,-0.40134259350597856,-0.22149840025231243,0.28484566658735283,-0.006369799748063093,-17.604630851745604,-2.2203134655952455,-0.4907541245222092,-2.7884495019912725,-1.7981492638587953,-2.3310072764754297,-1.6308177769184113,-0.04843068051850419,-0.12215610109269619,1.4463684245944017,-1.4646788474172352,6.065938472747803,7.114638137817383,-3.5341124892234803,6.118724250793457,0.00031717196106908487,-0.9317030131816864,4.2095380164682865,1.3261849462985993,-2.183350843191147,-1.708443534374237
2019-05-05 13:00:00,1.132798869907856,3.8310136795043936,-0.5803621988743544,-0.43671110197901725,-0.24391637770459057,0.11323087736964221,-0.04221679586917164,-14.208949375152589,-2.639481592178345,-0.6209242194890977,-3.19464703798294,-2.179759204387665,-1.9830465644598,2.1501300930976877,-1.0789073616266251,-0.1253961499780417,1.0708849012851718,-2.019748571515083,4.456660962104798,5.300190782546997,-3.4384021878242494,3.9572330951690673,-0.9871368110179901,-1.1468158304691316,3.58751470297575,1.850219440460205,-2.275536918640136,-3.5326274394989015
2019-05-25 09:00:00,-0.7769826620817184,3.6736353635787964,1.3161860525608062,0.11150079071521764,-0.042154772067442545,1.4861499458551408,0.029477204382419585,-14.731361293792725,-1.381976854801178,0.08317790633882398,-0.166630544885993,-0.8441242218017578,-2.41130558103323,-7.932397699356079,-0.8728119969367981,-0.08435774296522136,1.929133089631796,0.7197897307574749,6.065938472747803,4.532540488243103,1.442838680744171,6.919276189804077,2.2573546260595325,-1.2543722152709962,2.0873415604233747,2.1995756030082703,1.319716648454778,1.255855882167816
2019-05-25 10:00:00,-0.43236040472984316,1.076894819736481,0.7946352303028107,0.04076389223337169,-0.10940863852738403,0.9713052548468113,0.10834065787494182,-11.596886253356933,-0.6833632230758667,0.10092836571857333,0.38727486878633505,-0.24445138089358806,-1.6886183589696884,-3.5212915420532225,0.26071229092776776,-0.08948754668235781,1.1513457596302037,0.773506085947156,5.127193260192871,5.300190782546997,1.4109350621700287,5.398227453231812,0.42351162284612653,-1.415706789493561,2.233699835836888,1.850219440460205,0.9509726069867611,1.255855882167816
2019-05-25 11:00:00,-0.21697153002023697,-0.6542658537626264,0.6049804642796517,-0.2775528199970722,0.0026811294257640785,2.8590690255165097,0.13701832946389916,-5.850348234176637,0.15497312936931845,0.11867887042462821,0.49805594980716705,0.16441642630379652,-1.3674240857362745,4.670762443542481,0.26071229092776776,-0.09596729874610899,0.4271988272666931,0.7556006835773588,3.853182125091552,4.323180890083313,0.9004786640405655,3.0766252040863042,-0.5639422327280045,-1.308150452375412,2.6361855387687685,2.723609972000123,0.5130891472101211,0.7998099684715271
2019-05-25 12:00:00,0.09893217049539087,-1.8346023678779602,-0.24846623772755266,-0.419026842713356,0.1371888378635049,3.545528531074524,0.08683244287967681,-2.97707941532135,-1.381976854801178,0.11276202891021965,0.6088370323181153,0.24618996158242226,-0.7785676717758178,10.342183876037598,0.05461698621511457,-0.10001712422817946,0.10535581298172474,0.46911303997039794,1.908638882637024,2.9972389936447144,0.2943114791065455,0.9151341021060944,-2.3977851390838625,-1.5770412921905517,2.123931147158146,3.072966194152832,-0.04002674464136362,0.5717869520187377
2019-05-25 13:00:00,0.2856025077402592,-2.0706698179244993,-0.6277758575975894,-0.38365831011906265,-0.10940863852738403,2.344224298000335,0.007969046011567116,2.5082527399063115,-1.1025314062833784,0.018092833645641803,0.5719100207090377,0.32796353492885827,-0.4841395378112793,17.904080963134767,-0.04843068051850419,-0.1059568580240012,-0.4846897840499878,0.1289089102298021,0.09820203594863415,0.9734324157238008,-0.4713733598589897,-0.0455286215990782,-3.6673689603805544,-1.684597760438919,1.4287289708852768,3.946357011795044,-0.38572418242692946,-0.34030528608709576
2019-05-25 14:00:00,0.4722728490829467,-2.3067369222640988,-0.5329484209418297,-0.472079636156559,-0.0645727145951241,0.45646060816943645,-0.020708592142909765,4.336696696281433,-0.9628086119890213,-0.09432683037593961,-0.018922411510720872,0.3007056285510772,0.07795064868405462,23.575503730773924,-0.46062132269144074,-0.10946665927767762,-0.7797126203775406,-0.300822551548481,-0.7064363598823548,-0.9108011811971665,-0.9499265044927597,-1.8067440032958983,-5.360146522521973,-1.9534888446331025,0.3676307983696461,4.994425654411317,-0.8927471093833447,-1.2523975610733034
2019-05-25 15:00:00,0.572787693887949,-2.2280481576919557,-0.7700170442461968,-0.5605009354650975,-0.042154772067442545,-0.22999881580471992,-0.14975789189338684,4.336696696281433,-1.1025314062833784,-0.23633065782487392,-0.7205359369516373,-0.1354199780151248,0.2653140470385552,27.9866081237793,-0.8728119969367981,-0.11297662993893028,-1.3429381132125855,-0.569404622539878,-2.181607186794281,-1.7482384324073794,-1.6518042802810673,-2.6873513221740724,-6.629730486869812,-2.27615807056427,-0.6202882031095214,4.819747829437256,-1.1923514991998672,-3.9886741161346437
2019-05-25 16:00:00,0.644583976692229,-0.9690222203731537,-1.007085520029068,-0.48976384829729797,-0.0645727145951241,-3.319066786766052,-0.20711315013468265,4.336696696281433,-0.9628086119890213,-0.32508295923471453,-1.6067846298217774,-0.653319239616394,0.2653140470385552,33.02787342071533,-2.109383904933929,-0.1148665442597121,-1.5306796371936797,-0.9633253183215856,-2.9191924333572383,-3.283539652824401,-2.0665501236915587,-4.368511629104614,-7.617184114456177,-2.2223797738552094,-1.059363290667534,4.470391249656677,-1.4919558733701705,-4.672743320465088
2019-05-26 07:00:00,-1.293915867805481,5.5621741771697994,3.070493149757385,0.6950812578201294,0.2941145713441074,6.462981414794922,0.32342302054166794,-24.65720119476319,1.2727550208568572,-0.11207733117043968,-1.6437117159366608,-1.6618598639965056,-3.3481226488947877,-19.905399322509766,0.9820458918809891,-0.0797679126262664,2.2777965270914136,0.27215277645736935,4.121394920349121,2.857665872573852,1.2195139884948731,6.038669109344483,4.3733274102210995,0.4127519208937884,1.0628331050276756,-1.6433434247970582,1.3427631067577748,2.1679482221603394
2019-05-26 08:00:00,-1.1216048359870912,3.4375680923461913,2.3592874884605406,0.5005545020103455,0.3165324850007892,8.007515716552735,0.37360871136188506,-16.821011447906493,1.2727550208568572,-0.04699222818017006,-0.8313170284032821,-1.3347656309604643,-2.7057338461279867,-10.453028964996339,0.6729029059410095,-0.0797679126262664,2.0900546479970226,0.648167822510004,4.3896075963974,3.2763845443725588,1.442838680744171,6.438945198059082,3.1037437140941617,-0.23258646838366986,1.3555497527122498,-0.42059631943702713,1.3427631067577748,0.5717869520187377
2019-05-26 09:00:00,-0.9349344313144685,2.4932987093925476,1.8377367436885834,0.3767645955085755,0.3165324850007892,9.20882043838501,0.43096389174461364,-13.94774284362793,1.6919230937957763,0.07726108236238358,-0.42511972845532,-0.7350927606225014,-1.9027478843927383,-1.0006597489118576,-0.04843068051850419,-0.0830079272389411,1.4463684245944017,0.773506085947156,4.724873614311219,3.55553023815155,1.442838680744171,5.878558683395386,0.9877709977328777,-0.6090338617563248,1.5750873744487763,-0.07124005462974307,1.3427631067577748,0.5717869520187377
2019-05-26 10:00:00,-0.6477492660284042,0.7621382355690002,1.5058407366275786,0.21760647296905516,0.3837863858789206,10.581738662719726,0.35210053697228433,-7.678791809082031,1.4124776065349578,0.11867887042462821,0.3503478616476059,-0.4352563887834549,-1.6083198994398118,9.081868600845336,-0.04843068051850419,-0.08651775568723678,0.6417608827352523,0.773506085947156,4.255501294136048,3.9044624328613273,1.442838680744171,3.9572330951690673,-1.1282016694545747,-0.7165902763605118,1.7214456796646118,0.6274724870920181,1.0662051014602185,1.4838791131973268
2019-05-26 11:00:00,-0.4180011510848999,-0.10344198830425737,1.0791174471378326,-0.11839448511600499,0.33895041495561606,8.693975257873536,0.24455948770046235,-2.4546667337417607,1.4124776065349578,0.11867887042462821,0.6088370323181153,0.13715855646878483,-0.965931102633476,16.643765354156493,0.363759908080101,-0.09191745938733223,0.34673804938793185,0.773506085947156,2.646224331855774,3.415957403182982,1.0599962055683136,1.5555759966373446,-3.385238802433014,-0.9317030131816864,1.904393731057644,0.9768287241458893,0.7666005983948708,1.4838791131973268
