,SHAP_TEMP_24,SHAP_OX_05,SHAP_OX_22,SHAP_TEMP_09,SHAP_TEMP_08,SHAP_OX_19,SHAP_OX_06,SHAP_OX_18,SHAP_TEMP_01,SHAP_PM25_01,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_TEMP_23,SHAP_OX_03,SHAP_TEMP_02,SHAP_OX_01,SHAP_OX_04,SHAP_WS_02,SHAP_TEMP_03,SHAP_OX_23,SHAP_HUM_24,SHAP_TEMP_05,SHAP_HUM_05,SHAP_TEMP_04,SHAP_OX_02,SHAP_HUM_02,SHAP_TEMP_07,SHAP_HUM_01,SHAP_WD_01,SHAP_TEMP_10,SHAP_WS_01
2019-04-06 13:00:00,1.7631499648094178,-0.6868847817182541,0.038794615399092396,1.9600824579596519,7.430385684967041,0.3396408811211586,0.0644171666353941,0.7015839725732803,-16.596108055114744,-0.5815767914056779,-2.8442734479904175,-0.5864235695451498,-1.158715295791626,-0.008102987334132198,0.8937585040926933,-4.778550434112549,-0.3754861995577813,-0.26949015259742737,2.3656854301691057,-0.5099974662065506,-1.8293213188648223,1.3832856073975566,0.4635704539716244,3.3193382740020754,0.6438419938087463,-1.2052371799945831,1.15502887070179,4.478530311584473,0.25664015561342235,-1.5382884621620179,-0.3941550269722939
2019-04-06 14:00:00,1.9680748462677002,-0.8928004413843155,-0.0036180239170789594,2.1352217197418213,6.7582688331604,0.32095145434141165,0.42925011962652204,0.22109092427417637,-16.776198959350587,-0.7257657021284103,-4.146604394912719,-0.6539594475179911,-1.4991998344659805,-0.12343892883509396,0.8708267580717802,-3.3055675268173226,-0.4503935530781746,-0.26949015259742737,1.7868892461061479,-0.447185181081295,-1.8293213188648223,1.270445427298546,1.1787566125392914,3.1123662948608404,0.0884358186274767,-1.280859237909317,0.8850435018539429,4.244883036613464,0.25664015561342235,-1.5095139265060422,-0.412093947827816
2019-04-06 15:00:00,2.582850086688995,-1.057532799243927,-0.08844327619299293,1.9425687044858932,5.291830253601075,0.2882449507713318,0.7332776576280594,1.0447933077812195,-13.89475374221802,-0.5815767914056779,-4.383391857147216,-0.9511174634099007,-1.6410681843757629,-0.2387748661916703,0.8822925001382828,0.3768902853131294,-0.544027778506279,-0.5502028405666353,1.7423663556575775,-0.5099974662065506,-1.6955822288990021,1.1717104956507682,1.4648311853408813,2.3436121344566345,-0.13372669275850052,-1.2430482387542727,0.6263074994087219,4.712177038192749,0.17526221945881845,-1.6533861041069031,-0.3439261168241501
2019-04-18 14:00:00,4.93948884010315,-0.8104341894388198,-0.13085590321570634,1.8024576917290687,5.5362366199493405,0.2835725899785757,0.00361170913092789,-0.1907603576779366,-11.193400382995607,-1.3025215923786162,-5.92251057624817,-1.30230410695076,-2.8611372053623203,-0.1695733156055212,0.6873729117214681,-1.0960926055908202,-0.4503935530781746,-0.7747730433940887,1.586536528170109,-0.5099974662065506,0.04302702015265824,1.0447654113173483,-0.39465300738811504,2.284477174282074,-0.355889219790697,-0.9783711612224579,0.5250627815723419,3.3102955341339113,-0.06887169196270404,-1.3800292491912844,-0.4192694164812565
2019-04-18 15:00:00,5.041951847076416,-1.057532799243927,-0.13085590321570634,1.5922910153865812,3.336579442024231,0.2602108344435692,0.6116666376590729,-0.1907603576779366,-12.093852329254151,-1.3025215923786162,-6.218495035171509,-1.3563328236341476,-3.0030055940151215,-0.3310436302796006,0.5268510848283767,-1.8325844407081604,-0.5814814373850823,-0.6624880075454712,1.3861839428544045,-0.6984342753887176,0.08760675694793463,0.7767702013254165,0.03445875346660614,2.0775048255920407,-0.4669704556465149,-1.0918041288852693,0.45756650291150436,4.244883036613464,-0.06887169196270404,-1.3800292491912844,-0.4300328839570284
2019-04-18 16:00:00,5.298107624053955,-1.3458146572113037,-0.3005064889788628,0.9617907263338565,2.969970130920411,0.2602108344435692,0.9764995858073234,-0.3966859951615334,-13.174394226074218,-1.0141436040401461,-6.810463237762453,-1.4238685101270676,-3.116500610113144,-0.3541108109056951,0.5841803275048733,0.3768902853131294,-0.7125692635774612,-0.830915653705597,1.0745244488120078,-0.6984342753887176,0.08760675694793463,0.678035207092762,0.5350891202688217,1.8113977670669557,-0.355889219790697,-1.2430482387542727,0.35632196143269546,1.6747671604156493,-0.15024965517222885,-1.2073826313018798,-0.5125519052147866
2019-04-19 11:00:00,3.1976258635520933,0.5486087962985039,0.717396679520607,1.6098048463463783,5.8417445659637455,0.45644976049661634,-1.3341091573238373,2.55491441488266,-15.155386161804199,-0.00482097808271649,-2.193107879161835,-0.43784461468458175,-1.5843206137418748,0.36097204554826023,0.744702260196209,-15.089430809020996,0.11141166742891069,0.348077791929245,1.7646276712417603,0.49499858021736143,-0.8485674291849137,1.6512809112668037,-2.1111000180244446,3.023663580417633,2.087898242473602,-0.33558382987976076,1.0312854111194611,-1.3626425743103028,0.012506269442383183,-1.2217699408531186,-0.3726283490657807
2019-04-19 12:00:00,2.736544060707092,0.17796068377792834,0.6749840676784516,1.6798604786396027,6.086151361465454,0.44710504859685896,-1.3949146211147307,2.074421572685242,-13.89475374221802,-0.7257657021284103,-2.548289167881012,-0.5053805496543646,-1.187089055031538,0.17643452500342388,0.7790998384356499,-8.461008214950562,-0.15076409559696913,0.06736510363407433,1.497490835189819,0.5578108757734299,-1.2052052080631257,1.1293954119086265,-1.3243949592113493,2.314044559001922,1.6435733199119564,-0.33558382987976076,1.0537844091653823,-0.42805498242378237,0.17526221945881845,-1.2217699408531186,-0.3726283490657807
2019-04-19 13:00:00,2.0193062663078307,-0.3986029969528317,0.8022218704223633,1.7499159291386603,6.208354473114014,0.4143985232338309,-0.8476651668548584,1.1820770740509032,-12.273941230773927,-0.5815767914056779,-3.317848825454712,-0.5864235695451498,-1.3289574831724167,0.08416579561308024,0.698838847130537,-0.359601316601038,-0.30057884678244595,0.06736510363407433,1.5642752796411512,0.49499858021736143,-1.3389444708824154,0.7908752098679542,-0.6807273656129837,1.9592349827289581,0.6438419938087463,-0.4868279039859772,0.8400459587574005,0.2728858275339007,0.5007741212844848,-1.279318779706955,-0.3941550269722939
2019-04-19 14:00:00,2.2754624605178835,-0.72806795835495,0.8870471835136413,1.7849437147378922,5.047423934936523,0.35365793555974956,0.00361170913092789,0.6329420924186706,-10.833220100402833,-0.5815767914056779,-4.264998459815979,-0.7620168611407279,-1.4991998344659805,-0.12343892883509396,0.5956461526453495,4.059347987174988,-0.3754861995577813,-0.26949015259742737,1.4084454968571662,0.6834353297948838,-1.5172633409500123,0.6216152027249336,-0.10857850592583418,2.047937202453613,-0.5780516803264619,-0.600261002779007,0.4238183630630374,1.2074735641479493,0.3380181416869163,-1.3368675410747528,-0.4192694164812565
