,SHAP_TEMP_24,SHAP_OX_05,SHAP_OX_22,SHAP_TEMP_09,SHAP_TEMP_08,SHAP_OX_19,SHAP_OX_06,SHAP_OX_18,SHAP_TEMP_01,SHAP_PM25_01,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_TEMP_23,SHAP_OX_03,SHAP_TEMP_02,SHAP_OX_01,SHAP_OX_04,SHAP_WS_02,SHAP_TEMP_03,SHAP_OX_23,SHAP_HUM_24,SHAP_TEMP_05,SHAP_HUM_05,SHAP_TEMP_04,SHAP_OX_02,SHAP_HUM_02,SHAP_TEMP_07,SHAP_HUM_01,SHAP_WD_01,SHAP_TEMP_10,SHAP_WS_01
2020-03-21 11:00:00,0.8539647683501244,-0.06907187961041925,0.8891818881034851,0.04888478899374605,2.3570215463638307,-0.13456990569829938,-0.2273790754377843,0.24258918091654777,0.4422425020951778,-0.055883420724421706,-0.6065512105822564,-0.26339159682393076,0.17047778796404606,-0.11092683691531417,-0.33323212116956713,5.084042119979857,-0.21713987588882447,-0.3175529919564724,0.04481393657624722,0.6501956015825272,-2.227654302120208,1.530176478624344,-0.5442917957901955,1.9142602562904358,0.0358599735307507,-3.4670279026031494,0.5746814757585526,5.9096386432647705,0.11133893504738805,-2.547535610198975,0.8735827505588531
2019-09-24 05:00:00,0.1382249863818288,-0.034200289938598846,-0.3618913020938635,-1.1462128952145574,-0.8810586966574192,-0.04006953882053495,-0.6441872138530017,-0.44222152531147,7.463821363449097,-0.25196492820978167,-0.2013676643371582,-0.16417469680309296,1.0763618707656861,-0.12802521362900732,-5.9339972019195555,-17.470298767089844,-0.46838528513908384,-0.08936892505735156,-3.7774962186813354,-0.4075183689594269,0.5303628802299498,0.09635879145935178,-0.19400203404948116,-1.637226438522339,1.0996250867843629,1.5073144555091857,1.2439685016870496,-2.80032217502594,-0.2862364232540131,1.4555461287498472,-1.0032865524291992
2019-04-10 09:00:00,2.1469141840934753,-0.09984094612300394,0.9282777190208436,0.030403925850987435,2.272255313396454,-0.1508631298318505,-0.1976070195436478,0.47085941545665266,-16.933182621002196,-0.13431604579091072,-1.3984999060630794,-0.48437454402446745,-1.1197209477424621,-0.11021439030300824,7.573733234405518,-0.22286097072064873,-0.03568476121872661,-0.0346047580707818,3.826889729499817,0.7635221064090729,-1.745001041889191,1.6819921255111694,-0.30733114629983904,3.389492988586426,-0.000821510143578033,1.5073144555091857,0.5989561572670936,-2.947947907447815,-0.5247816652059556,-2.587567317485809,-0.8400806963443757
2019-10-25 00:00:00,0.7616108372807503,-0.07932824306190012,-0.3227953670546413,-0.6410681679844856,0.6616917550563812,-0.04984543453902005,-0.01897499209735539,-0.299552670121193,-2.2949825644493105,-0.17353234253823754,-0.9012301087379455,-0.3220196285285055,0.17047778796404606,-0.11163923628628251,-0.267340786755085,1.7672285437583923,-0.17526558265089986,-0.10762370945885777,-0.6794129177927971,-0.5963957369327545,0.32351162396371363,0.8132675036787986,-0.19400203404948116,0.6029419392347336,0.10922311265021563,1.5073144555091857,0.9318655669689179,-2.947947907447815,-0.4452666401863098,-0.34584078080952174,0.3839647486805916
2019-04-14 09:00:00,1.708235019445419,-0.08137950375676153,1.2410459995269778,-0.09896209388971329,1.933188986778259,-0.18670806903392076,0.010796985588967805,0.8132648564875126,-3.604091167449952,0.06176546681672333,-1.1774910748004914,-0.4528055667877197,-0.9550146937370301,-0.11520143458619714,1.3140519559383392,11.054311847686765,-0.2310979835689068,0.06579630486667154,1.2920939564704894,1.0279508590698243,-1.779475736618042,1.462702488899231,-0.4309628546237946,2.4879629015922546,-0.07418468473479148,-2.903894352912902,0.6683122009038925,4.28574697971344,0.27036905884742735,-1.907043421268463,-0.9216836988925934
2019-10-18 05:00:00,1.5697044312953947,-0.08958460465073584,-0.6355636045336723,-0.5117018431425094,0.8142708510160446,-0.06287994291633367,0.0703409959649434,-0.07128244242630896,-0.5098358541261405,-0.04835705019067972,-1.3616652846336366,-0.439275948703289,-0.6805043518543243,-0.10807712031528353,-1.255711442232132,-3.539675712585449,-0.10547519018873572,0.029286828637123084,-0.9208219647407532,-0.8230488657951355,0.4614124223589897,0.863872940838337,-0.15279147177934646,0.520984610915184,0.21926790056750178,1.6011704325675964,0.9075907111167908,-2.947947907447815,-0.20672133564949036,-0.7461489766836167,-0.5136686891317368
2019-05-02 09:00:00,0.022782969474792487,-0.06086680882144717,0.9282777190208436,-0.4624197185039522,1.051617330312729,-0.13456990569829938,-0.16783502530306577,0.3281904399394989,1.5133298963308337,-0.33039753194898364,0.019641474541276693,-0.09652683436870575,1.1861660182476044,-0.12018847223371268,-1.716951274871826,-2.8763121604919437,-0.3567207530140877,0.029286828637123084,-1.363405603170395,0.6879714459180832,-0.434942826628685,1.0325573682785034,-0.15279147177934646,0.9307714939117432,0.4760386049747467,1.5073144555091857,0.8625095516443253,-1.4716835975646971,0.588429433107376,-0.8862569689750671,-0.5952716141939163
2019-11-12 22:00:00,2.3085329055786135,-0.0977896962314844,-0.1273150922730565,-0.8566784560680389,0.23785888747952413,-0.0531040845438838,0.30851703435182576,-0.32808645218610766,-5.984287071228027,-0.17353234253823754,-2.1167801022529598,-0.6106508120894432,-1.613839715719223,-0.11733874124474819,0.9187040805816651,-12.163392829895018,-0.09151712043676526,-0.07111420743167399,0.3666926242411136,-0.3697428226470948,0.4958877369761467,0.8554387509822845,-0.6267133027315139,0.712218502163887,0.7694911956787109,0.2871930330991745,0.9873504668474198,-1.766936755180359,-0.04769119611009953,0.33468300402164464,-1.0032865524291992
2020-03-12 06:00:00,2.031472158432007,-0.08137950375676153,0.30274132639169693,-0.22832860816270112,2.0349090814590456,-0.1378285493701696,0.24897303953766822,0.44232563450932505,-13.362893390655518,-0.33039753194898364,-1.011734163761139,-0.4031971365213394,-0.5981515660881996,-0.11876357174478472,5.5969902038574215,-10.173303508758545,-0.17526558265089986,0.11143312584608789,3.464775538444519,-0.5963957369327545,0.4958877369761467,1.6566889941692355,-0.3279364585876464,3.2528975009918213,0.8061728656291962,0.5687597066164017,0.6266985788941384,-0.29067229479551315,0.6679445624351501,-1.606811624765396,-0.5136686891317368
2019-10-03 07:00:00,-0.1157471239566803,-0.08958460465073584,0.8109896957874299,-0.8320376629009842,-0.08425400853157042,-0.24862209483981138,0.18942900151014325,1.3839397564530374,4.964612936973572,0.29706322178244593,0.9220956683158874,0.07935770899057386,1.817540955543518,-0.11092683691531417,-4.023148107528686,-7.519851303100586,-0.1333913527429104,0.09317841343581675,-2.489980411529541,0.2724407404661179,-0.15914125144481658,0.40842515677213675,-0.24551531970500945,-0.653737922757864,0.5494018167257309,1.3196038544178008,1.0879169255495071,-2.35744309425354,-0.2862364232540131,0.29465202838182447,-1.4113021731376647
