,高濃度出現回数,高濃度追跡,高濃度追跡率,高濃度RMSE,予測高濃度出現回数,予測高濃度追跡,予測高濃度追跡率,適合率
0,150,134,89.33333333333333,10.155142451322044,197,134,68.02030456852792,77.23342939481267
