,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_OX_04,SHAP_OX_07,SHAP_OX_02,SHAP_TEMP_03,SHAP_WS_02,SHAP_TEMP_23,SHAP_NMHC_08,SHAP_OX_24,SHAP_OX_21,SHAP_HUM_02,SHAP_TEMP_13,SHAP_OX_03,SHAP_HUM_06,SHAP_SPM_20,SHAP_SPM_02,SHAP_PM25_07
2019-04-06 17:00:00,-12.058652973175048,-14.542522048950195,0.6469751328229905,7.426441764831543,-1.0102026104927062,0.3613647386431694,2.4666138887405396,0.07686005532741547,-0.5796374559402466,0.6510013468563557,-2.0732269167900084,-0.13978281654417513,-0.49290611818432817,-1.4414736926555634,1.1269333139061928,-0.19064554506912826,-0.6163341341540217,0.5211884349584579,0.8645793318748474,-0.04205491319298742
2019-04-18 15:00:00,-9.105157852172852,-10.156602478027345,2.822474646568298,5.089086556434632,-0.4880959168076515,0.253268975764513,0.9659476518630982,0.039323064312338854,-0.5164431065320968,0.7262022517621518,0.8665859699249268,-0.08967593424022198,-1.1443199217319489,-1.206122702360153,0.9312358051538467,-0.23185027204453945,-0.8375435292720794,-1.5022510647773744,0.9941361665725708,0.10089741777628658
2019-04-18 16:00:00,-7.1361603260040285,-9.226257228851319,1.423939287662506,5.315282273292542,-1.0102026104927062,0.3410967886447907,0.40319778919219973,-0.024490027397405377,-0.6112345397472382,0.8465242244303226,-0.6507368326187134,-0.189889667450916,-3.005501699447632,-1.3742304146289825,1.0225612968206406,-0.10823624394834039,-0.7307527482509613,-0.8584294080734253,1.7714768767356872,0.2795878371223808
2019-04-18 17:00:00,-6.151662015914917,-12.681828784942626,0.02540383654413742,4.787492632865906,-1.2712559461593629,0.36812071651220324,0.028031172021292128,-0.013228782638907432,-0.4532488211989403,0.9969265788793562,-1.4093982458114627,-0.290103330090642,-4.215270018577575,-1.07163645029068,1.009514731168747,0.015377777814865129,-0.7002411484718323,-1.1343528926372528,1.1236928522586822,0.029421248810831434
2019-04-18 18:00:00,-6.151662015914917,-15.339960193634033,-1.2177387714385988,6.747855138778687,-1.5323091626167298,0.4019006684422493,-0.15955210328102112,-0.039504756499081875,-0.36898977980017655,1.117248155735433,-1.5990634799003598,-0.5155841720290482,-4.773625063896179,-0.7690423339605331,1.009514731168747,0.0977871057926677,-0.6697295278310775,-1.6861999630928033,0.3463522598147392,0.13663551532663404
2019-04-19 12:00:00,-15.012146759033204,-10.02369604110718,0.02540383654413742,6.672456455230713,1.861384212970734,0.08436936549842357,3.2169470310211175,0.09938233382999898,-0.6112345397472382,-0.13109061084687706,-0.4610714167356491,0.11075146384537216,1.9266304969787598,-0.4664483442902565,0.513748025149107,-0.9735344827175141,-1.0663808912038801,-0.30658228918910024,0.21679552644491196,0.38680208511650566
2019-04-19 13:00:00,-8.120658731460571,-8.96044397354126,0.4915823578834534,5.2398841142654415,0.5561173662543297,0.11814926601946354,1.5286975502967834,0.05433788523077965,-0.6112345397472382,-0.08596989042125643,-0.2714060649275779,0.18591173067688943,2.019689691066742,-0.7690423339605331,0.5920269757509231,-0.602692312002182,-0.9901016533374787,-1.0423783481121063,0.6702441990375518,0.494016345590353
2019-04-21 14:00:00,-9.105157852172852,-11.884388637542726,-1.2177387714385988,6.8986516952514645,0.12102854270488024,0.2059770677704364,1.716280746459961,0.09187481999397278,-0.6007021754980088,0.6058805141597988,-1.3145654678344727,-0.16483621560037137,-0.3067880138754845,-0.43282681331038475,0.8529569260776043,-0.5614877074956894,-0.9290784895420074,-1.8701489090919494,1.2532497406005858,0.4582782905548811
2019-04-22 12:00:00,-9.105157852172852,-7.631377458572388,-1.0623459756374358,6.220065450668335,1.9484020709991454,-0.003458473738282905,2.654197406768799,0.07310646027326584,-0.5901697605848313,0.10955304298549892,-1.1249000549316404,0.08569802474230526,1.2752167880535126,-0.2983404699712992,0.5528874561190605,-1.3031718969345092,-1.0663808912038801,-1.318302035331726,-0.3662098720669746,0.42254023179411887
2019-04-22 13:00:00,-3.1981671333312987,-6.9668440341949465,-0.7515601396560669,3.882710027694702,1.2522595524787903,0.07761334329843521,0.40319778919219973,0.03181564193218946,-0.5901697605848313,0.004271478950977325,-0.7455694139003753,0.2610719881951809,1.3682760655879975,-0.5336914673447609,0.5528874561190605,-0.4790782883763313,-1.0206134229898454,-0.03065872695297004,0.022460405481979206,0.565492495149374
