,0
SHAP_CH4_01,0.07529313846863799
SHAP_CH4_02,0.05453404962706062
SHAP_CH4_03,0.0575514572094349
SHAP_CH4_04,0.0469181755142441
SHAP_CH4_05,0.023707902141943654
SHAP_CH4_06,0.005883922287573955
SHAP_CH4_07,0.014504757383741204
SHAP_CH4_08,0.018764160400019356
SHAP_CH4_09,0.018033151842556664
SHAP_CH4_10,0.03813657549709502
SHAP_CH4_11,0.0045444191762943975
SHAP_CH4_12,0.012359614995378484
SHAP_CH4_13,0.0026235775927294642
SHAP_CH4_14,0.01544491621780366
SHAP_CH4_15,0.016412871202744924
SHAP_CH4_16,0.01900018205800241
SHAP_CH4_17,0.056743281191554404
SHAP_CH4_18,0.05618091427853014
SHAP_CH4_19,0.046631174446180534
SHAP_CH4_20,0.026943213382677567
SHAP_CH4_21,0.023287042467822705
SHAP_CH4_22,0.014624293918294428
SHAP_CH4_23,0.0027143858198056324
SHAP_CH4_24,0.016273892975373412
SHAP_HUM_01,2.5763615554819506
SHAP_HUM_02,0.37308844187886764
SHAP_HUM_03,0.24252804505592204
SHAP_HUM_04,0.5295452460455903
SHAP_HUM_05,0.6733677816249741
SHAP_HUM_06,0.36309981344601444
SHAP_HUM_07,0.16705918935469038
SHAP_HUM_08,0.14816011126502412
SHAP_HUM_09,0.10913174070458621
SHAP_HUM_10,0.1418163298174428
SHAP_HUM_11,0.17510156847047617
SHAP_HUM_12,0.08735447968326232
SHAP_HUM_13,0.029759660277962438
SHAP_HUM_14,0.12065256276458963
SHAP_HUM_15,0.2000854443364466
SHAP_HUM_16,0.09190571284854855
SHAP_HUM_17,0.08553194963706719
SHAP_HUM_18,0.19568754214877843
SHAP_HUM_19,0.21756708054372573
SHAP_HUM_20,0.19899680589620639
SHAP_HUM_21,0.21495449212410794
SHAP_HUM_22,0.1510671150240232
SHAP_HUM_23,0.4137872619060799
SHAP_HUM_24,0.8680380217265338
SHAP_NMHC_01,0.27664910605425636
SHAP_NMHC_02,0.249291154354345
SHAP_NMHC_03,0.167993895000002
SHAP_NMHC_04,0.15316088284441498
SHAP_NMHC_05,0.19025882445031309
SHAP_NMHC_06,0.6150288616502657
SHAP_NMHC_07,0.5645261739705069
SHAP_NMHC_08,0.43976447662742185
SHAP_NMHC_09,0.11984728149344051
SHAP_NMHC_10,0.15213522552027517
SHAP_NMHC_11,0.12334475419940034
SHAP_NMHC_12,0.05456889429042586
SHAP_NMHC_13,0.008639699377410518
SHAP_NMHC_14,0.2784975120332092
SHAP_NMHC_15,0.23731169411741812
SHAP_NMHC_16,0.25120460679257905
SHAP_NMHC_17,0.035823380430292
SHAP_NMHC_18,0.10805206667336942
SHAP_NMHC_19,0.08225160124614675
SHAP_NMHC_20,0.23995232166435257
SHAP_NMHC_21,0.17341497578658158
SHAP_NMHC_22,0.05613225094981797
SHAP_NMHC_23,0.05016430815879714
SHAP_NMHC_24,0.05132152004710702
SHAP_NO_01,0.10755149023048574
SHAP_NO_02,0.008221715605774024
SHAP_NO_03,0.038139255435749204
SHAP_NO_04,0.04201298273964002
SHAP_NO_05,0.05405690111316889
SHAP_NO_06,0.10440036331458634
SHAP_NO_07,0.10548872324979547
SHAP_NO_08,0.15965319560468194
SHAP_NO_09,0.05377833179368942
SHAP_NO_10,0.07720411264275504
SHAP_NO_11,0.19235712135753902
SHAP_NO_12,0.12391131195301805
SHAP_NO_13,0.06038043201947576
SHAP_NO_14,0.026811063994731085
SHAP_NO_15,0.02128184014341474
SHAP_NO_16,0.013760329391069945
SHAP_NO_17,0.0033562571091267064
SHAP_NO_18,0.01890038394446784
SHAP_NO_19,0.008977916815337505
SHAP_NO_20,0.023244684853125284
SHAP_NO_21,0.004351727004327852
SHAP_NO_22,0.04064814247113339
SHAP_NO_23,0.0365332498084753
SHAP_NO_24,0.020763971401223172
SHAP_NO2_01,0.2639644686494333
SHAP_NO2_02,0.1598811549392218
SHAP_NO2_03,0.05518416956244128
SHAP_NO2_04,0.05625095552295285
SHAP_NO2_05,0.17515189724997612
SHAP_NO2_06,0.25294500108653056
SHAP_NO2_07,0.23750455575956333
SHAP_NO2_08,0.14653113518678576
SHAP_NO2_09,0.07156069451186334
SHAP_NO2_10,0.05272551985302312
SHAP_NO2_11,0.10341221583603565
SHAP_NO2_12,0.3034932392220944
SHAP_NO2_13,0.2537416089940428
SHAP_NO2_14,0.06916039786055135
SHAP_NO2_15,0.1150240754655096
SHAP_NO2_16,0.15018385922551772
SHAP_NO2_17,0.1358301248261705
SHAP_NO2_18,0.12191344878155111
SHAP_NO2_19,0.07147793143273636
SHAP_NO2_20,0.01630929956107858
SHAP_NO2_21,0.1149752722892444
SHAP_NO2_22,0.18486785702779887
SHAP_NO2_23,0.06895216079867282
SHAP_NO2_24,0.1981833746985842
SHAP_NOX_01,0.12326731397956607
SHAP_NOX_02,0.13692048080886404
SHAP_NOX_03,0.062113202663148154
SHAP_NOX_04,0.03154189499316265
SHAP_NOX_05,0.15307082347191558
SHAP_NOX_06,0.17437674593180413
SHAP_NOX_07,0.14707122124529748
SHAP_NOX_08,0.007815201358714404
SHAP_NOX_09,0.016722612060771316
SHAP_NOX_10,0.1305081951068714
SHAP_NOX_11,0.1245683555333331
SHAP_NOX_12,0.08125350315705869
SHAP_NOX_13,0.07563524320925348
SHAP_NOX_14,0.05479643437732005
SHAP_NOX_15,0.04122907552507234
SHAP_NOX_16,0.022157617385266278
SHAP_NOX_17,0.08153995770002552
SHAP_NOX_18,0.12572766016796222
SHAP_NOX_19,0.11782006450249653
