,SHAP_TEMP_24,SHAP_OX_15,SHAP_OX_19,SHAP_OX_18,SHAP_TEMP_01,SHAP_SPM_01,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_TEMP_23,SHAP_OX_03,SHAP_OX_17,SHAP_OX_21,SHAP_TEMP_02,SHAP_OX_01,SHAP_TEMP_17,SHAP_TEMP_03,SHAP_TEMP_20,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_OX_16,SHAP_TEMP_19,SHAP_SPM_14,SHAP_TEMP_04,SHAP_HUM_06,SHAP_OX_02,SHAP_TEMP_07,SHAP_HUM_01,SHAP_TEMP_18,SHAP_WS_01
2019-04-06 11:00:00,3.4326721906661994,0.43625406809151174,0.5509432315826416,0.24376575916539878,-28.65485210418701,-0.8733390271663666,0.9502655405551195,-0.12793923243880273,-0.4938047163188459,-1.323168766498566,0.28196434006094934,-1.0957675725221634,3.740536558628082,-5.106951785087586,-3.9962942123413088,7.81285080909729,0.2450111538171768,2.1041676223278047,2.2756217755377293,0.42992389053106306,-1.5309608140960331,1.33976132273674,3.1602780342102053,-0.48730172459036114,-0.34690979123115545,3.8435510039329537,3.5132150411605836,-3.1225498914718632,-0.22117728432640432
2019-04-06 12:00:00,1.932843887805939,0.43625406809151174,0.4646359860897064,0.20984056442975998,-24.521069526672363,-0.5334415674209595,1.0816516306251285,-0.1343834138475358,-0.5181435596197843,-1.3215613305568694,0.15172063903883098,-0.9841647714376449,3.2010619282722472,-3.2522367238998413,-4.296532654762268,6.444564580917358,0.3715645164251328,1.7860744476318362,2.2173186764121056,0.42992389053106306,-1.7590052442625166,1.2402281165122986,2.429609203338623,-0.4396222295239568,-1.4195950269699096,3.6927061557769774,3.848558115959166,-3.4557079792022707,1.047258022427559
2019-04-06 13:00:00,2.155040743947029,0.5035997128114104,0.3783286891877652,0.17591539546847343,-22.29518508911133,-0.3634928420186043,1.3225264653563498,-0.13921659514307977,-0.5668211715295911,-1.3119172573089601,0.15172063903883098,-1.0957675725221634,2.5635010242462157,0.4571927173994482,-4.496691298484803,5.441154670715333,0.5326324075460434,1.4326373174786569,1.9549550250172616,0.42992389053106306,-1.8893163111060853,1.2402281165122986,1.881606823205948,-0.3839961484074592,-1.9559379458427428,3.5720305681228637,4.016230082511902,-3.7055762648582458,0.09593152301385999
2019-04-06 14:00:00,2.599434340000152,0.5709453448653221,0.2920214373618365,0.17591539546847343,-22.29518508911133,-0.023595321597531426,1.629094278812408,-0.14807738661766057,-0.6033294052351266,-1.3070952653884886,0.15172063903883098,-1.3189737081527713,2.220198732614517,3.54838387966156,-4.796929883956909,4.255306124687196,0.6246710002422333,1.1675595268607142,1.6634402088820934,0.31259864736348386,-1.9870495821349325,1.1406948745250705,1.479738920927048,-0.3522097796201705,-3.0286230802536016,3.028990566730499,3.848558115959166,-3.8721553087234497,-0.8553949415683746
2019-04-18 15:00:00,4.9324999928474424,0.975019198656082,-0.959433962777257,-0.3329627025872469,-13.39165735244751,-2.0629801392555236,2.264127725362778,-0.17627052813768387,-0.8467175275087353,-1.2942365765571597,-1.6716917693614959,-2.3233996629714966,1.2883785724639893,0.4571927173994482,-5.597565126419068,2.066047966480255,0.8892827241215855,0.6020603150129318,1.2407432734966277,-0.5086783671751618,-2.361693843267858,1.4392944097518923,0.38373502455651765,-0.5031951010227204,-3.2074040174484253,2.0937549829483033,1.836497926712036,-4.788339591026306,-1.8067213416099548
2019-04-19 10:00:00,3.321573626995087,0.34645988009870055,1.1550940990447995,0.5321299949660897,-22.931152343750004,-1.38318532705307,0.8407769918441772,-0.13196687269955873,-0.5911600100807846,-1.3681740805506706,1.7146457433700566,0.4666728347539902,3.1520188927650454,-9.434619808197022,-3.595976686477661,7.447974467277527,0.014914120733737967,1.8567617237567902,2.1007124722003936,0.8210082441568375,-1.2703387998044493,1.6383608341217042,2.904544007778168,-0.6939131006598473,3.0499271631240847,3.1194972872734072,-0.34323409348726275,-2.497878980636597,-1.1725038051605225
2019-04-19 11:00:00,2.821631300449371,0.5035997128114104,1.198247730731964,0.5830178231000901,-20.069303894042967,-1.2132365524768831,0.643697752058506,-0.13035585395991803,-0.5485670983791351,-1.3521007746458054,0.802939373254776,0.3550699159502983,2.3182849287986755,-3.870474791526795,-4.096373581886292,5.34993531703949,0.18748690634965895,1.6623712360858918,2.0132579594850535,0.5863576292991638,-1.514671939518303,1.33976132273674,2.2834750056266784,-0.7018597602844239,-0.16812886968255042,3.3306796312332154,0.662796077132225,-3.1225498914718632,-1.4896125912666325
2019-04-22 10:00:00,3.8770655035972594,0.36890848875045795,0.9824796199798584,0.44731696445378477,-20.705272102355956,0.9960972607135773,0.8626747041940689,-0.1351889686658978,-0.6702611234039069,-1.3617447823286057,0.9331831455230712,0.6898786753416062,2.6125439763069154,-12.525810146331784,-2.8954201221466067,5.714811968803406,0.11845772750675679,1.4149654135107994,1.6925915217027068,0.8210082441568375,-1.286627642810345,-0.551368971914053,1.9546739339828492,-0.7495392516255379,2.3348036408424373,2.425612735748291,-1.6846077859401702,-1.9981421589851376,1.047258022427559
2019-04-22 11:00:00,3.543770396709442,0.6382910170126707,0.9824796199798584,0.3794665861874818,-14.663588809967038,0.9960972607135773,0.8407769918441772,-0.13116138670593508,-0.5729058364406229,-1.3456714481115342,0.802939373254776,0.24346700832247734,1.9749830603599547,-3.870474791526795,-3.095579290390015,4.346525120735168,0.19899174720048907,1.202903151512146,1.6488642744719981,0.5472492516040802,-1.3192055061459542,-0.7504353180527688,1.5893393576145172,-0.7495392516255379,0.7257755652070046,2.4859506368637083,-1.0139209389686585,-2.5395235300064085,-0.5382861107587816
2019-04-22 13:00:00,2.3772374868392943,0.8627764493227005,0.7235577762126922,0.2268031993880868,-7.3499755859375,0.8261484324932098,1.0378562550293284,-0.13599448204040523,-0.5363977383822203,-1.308702576160431,-0.4343762569129467,0.020261209839372886,0.6017741872929038,4.7848611831665036,-3.545936632156372,1.427514223009348,0.3715645164251328,0.761106988787651,1.328197678923607,-0.2740278221666813,-1.5961163379251955,0.34442956894636156,0.5664023376943078,-0.6621267050504684,-3.0286230802536016,2.033417272567749,0.8304677367210388,-2.831036901473999,-0.8553949415683746
2019-04-22 14:00:00,2.3216884613037108,0.8627764493227005,0.4214823216199875,0.023251914978027345,-4.1701437711715705,0.8261484324932098,1.3225264653563498,-0.13760545775294306,-0.578990587219596,-1.2974511981010437,-1.0204731449484825,-0.42615040522068737,-0.08483023755252363,9.112529039382935,-3.796135663986206,0.6065424293279648,0.41758377850055695,0.5313728608191013,1.1095614075660705,-0.31313628479838373,-1.644983055815101,0.34442956894636156,-0.12773334756493568,-0.6223937451839447,-4.280089521408081,1.7317283272743225,0.8304677367210388,-3.0809051156044003,-1.8067213416099548
2019-05-10 09:00:00,3.2660243272781373,0.5260482508689165,0.16256053373217583,0.12502756915055216,-17.525438594818116,-2.232928967475891,1.147344934940338,-0.14566076397895808,-0.6580917719751598,-1.3906768403947352,0.08659876063466072,-2.435002851486206,2.710630512237549,-18.089954376220703,-2.6452214479446416,7.81285080909729,0.30253535956144334,2.015808165073395,2.1007124722003936,0.42992389053106306,-1.4495162822306156,1.7378939151763917,3.4160124182701113,-0.6939131006598473,6.446764183044434,2.9686527967453005,2.1718413114547728,-2.3729446887969976,0.09593152301385999
2019-05-10 10:00:00,3.4326721906661994,0.5709453448653221,0.16256053373217583,0.15895273257046935,-11.483757781982423,-1.8930315256118775,1.1911401458084583,-0.14163318425416951,-0.6520071456208825,-1.3826402884616982,0.15172063903883098,-2.5466053485870357,1.4845510870218277,-5.7251897811889645,-2.7953406333923336,4.528963613510132,0.3140401899814606,1.9097771972417825,2.144439797103405,0.27349020456895234,-1.4658053517341612,1.5388276994228363,2.429609203338623,-0.7098062112927438,2.3348036408424373,3.3306796312332154,3.848558115959166,-2.3313000321388246,0.4130403284681961
2019-05-10 11:00:00,3.377123123407364,0.8178792834281922,0.2488678004825488,0.17591539546847343,-8.939891529083251,-1.2132365524768831,1.2130379833281042,-0.14324409961700435,-0.6215835998766124,-1.3456714481115342,-0.10876681059598921,-2.1001940011978144,0.5527310499397572,1.0754311352968215,-3.2456984996795653,2.248486164212227,0.32554503083229064,1.4326373174786569,2.0569854259490965,0.19527335390448572,-1.4495162822306156,1.5388276994228363,1.1144044518470764,-0.7018597602844239,-1.2408141836524007,3.42118616104126,4.183901500701904,-2.456234300136566,-0.22117728432640432
