,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_05,SHAP_TEMP_04,SHAP_TEMP_06,SHAP_WS_01,SHAP_SPM_01,SHAP_OX_02,SHAP_OX_15
2019-09-13 19:00:00,-5.260840797424317,10.383847904205322,-0.9607006371021269,-7.086891078948975,-15.448123741149905,5.359134268760681,-0.4000263698399067,-0.1566573584452271,0.03460794016718862,-1.816537046432495
2019-06-11 04:00:00,0.18039295971393585,-1.7810138374567033,-1.1235476717352866,-1.7406301507726312,-1.090500783920288,3.0210549354553224,0.07154844403266906,-0.7088104009628295,-0.7797753823921084,-1.0886918008327484
2020-01-11 15:00:00,0.18039295971393585,-10.09366464614868,-0.5598450750112534,3.2679735612124206,12.253643417358397,0.4990804612636566,-0.7144096165895462,-0.20685310885310174,-0.291145420819521,-3.0122823476791374
2020-03-20 20:00:00,9.5082218170166,-12.121145343780517,-0.38447077088057996,-2.4722242504358296,-1.090500783920288,3.65154972076416,-1.1073886394500732,-0.35744019150733947,-2.734295630455017,-0.6727799393236638
2019-08-21 19:00:00,0.9577119231224058,17.074516677856444,-1.1736546897329392,-10.350924587249756,-25.07618522644043,7.014180207252503,0.30733585311099887,0.34529986456036565,-1.919912421703339,-2.3364267230033873
2019-11-11 04:00:00,-8.370116090774536,-8.674435806274413,-0.8980665773153305,0.06021582186222076,4.821461343765259,2.3905611872673034,-0.242834800761193,-0.40763619989156724,1.6633752942085267,0.9908667892217636
2019-10-04 16:00:00,13.394811248779297,25.792668342590332,-0.6851123332977295,-8.944016408920287,-27.10313949584961,5.989630031585694,0.4645274905487895,-0.35744019150733947,-3.3858017683029176,1.198822373151779
2019-05-02 11:00:00,16.504091262817383,10.181098556518556,-0.38447077088057996,-2.5847765445709228,-5.988983798027038,3.152407336235046,2.4294234752655033,-0.4578317105770111,-3.8744334936141973,-0.36084625720977787
2019-11-18 15:00:00,0.9577119231224058,6.937135457992554,-0.572371493279934,-2.190841733664274,-4.13093888759613,2.758348596096039,-0.9501965865492821,0.0943212286016205,-1.1055287718772888,-1.920514452457428
2019-08-22 04:00:00,-1.3742447137832643,13.222317695617676,-1.198708209395409,-6.524126625061035,-14.772473049163821,5.359134268760681,-0.4000263698399067,-0.30724449753761285,-0.291145420819521,1.7187111318111419
