,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_05,SHAP_TEMP_04,SHAP_TEMP_06,SHAP_WS_01,SHAP_SPM_01,SHAP_OX_02,SHAP_OX_15
2019-04-19 11:00:00,-3.223888623714447,-34.70875091552735,-1.4051686942577362,13.008937549591064,9.974028754234315,5.497067904472352,0.4913910701870918,-2.209449058771133,-0.4602179929614067,0.7469212517142296
2019-04-19 12:00:00,5.664926338195801,-28.399258995056147,0.7194276972906664,9.125532293319703,8.6145583152771,4.606145620346069,1.2317005038261415,-2.479525470733643,-6.475840759277344,-0.4536754906177521
2019-04-19 13:00:00,11.887095928192135,-19.98659858703613,2.607957744598388,7.426542592048645,6.575353670120239,3.180669748783112,-0.24891832768917083,-3.019678342342376,-11.488859367370607,-0.625189584493637
2019-04-19 14:00:00,13.664860153198239,-17.883434295654297,2.607957744598388,4.878058695793152,5.895618414878846,2.5570241153240203,-0.24891832768917083,-3.019678342342376,-14.997973155975341,-0.7967031896114349
2019-04-22 10:00:00,-15.668228435516358,-30.852947235107422,-1.1691023468971253,12.280799484252928,10.265343832969666,4.338868594169616,1.7252399802207947,-0.04883740129880607,7.059311056137085,0.060866066813468934
2019-04-22 11:00:00,-4.112769544124602,-28.399258995056147,-0.696969746798277,9.489601278305054,8.22613821029663,4.338868594169616,1.2317005038261415,-0.5889902830123901,0.5423858381807805,-0.2821617215871811
2019-04-22 12:00:00,3.8871635913848883,-22.790817642211916,0.7194276972906664,6.94111704826355,6.672457981109619,3.3143081426620484,0.7381608724594116,-0.8590666353702545,-5.97453908920288,-1.1397307902574538
2019-05-03 14:00:00,0.33163773342967034,-15.429740619659423,3.5522225856781007,3.9072074919939057,4.147727763652801,2.601570022106171,-2.7166163444519045,-4.910213565826416,-6.475840759277344,-2.168814018368721
2019-05-05 12:00:00,-1.4461248710751533,-23.842399597167972,0.7194276972906664,9.732313632965086,8.12903335094452,4.561598920822144,-1.9763070225715638,-4.640137290954591,-3.969331479072571,-0.625189584493637
2019-05-05 13:00:00,3.8871635913848883,-19.285542297363282,1.4276264697313308,6.819760942459108,5.5071978092193605,3.4034002780914308,-3.9504652976989747,-5.450366187095642,-7.4784448623657225,-2.683355727791786
2019-05-25 09:00:00,-10.334938383102418,-19.98659858703613,1.8997590243816371,9.732313632965086,9.10008282661438,2.9133929014205933,1.2317005038261415,-3.019678342342376,4.0514991104602815,4.1771987631917
2019-05-25 10:00:00,-4.112769544124602,-15.780269145965576,1.4276264697313308,8.03332452774048,7.255088257789612,3.4034002780914308,1.2317005038261415,-1.6692960172891618,-2.4654255688190463,2.2905463099479677
