,SHAP_TEMP_24,SHAP_OX_05,SHAP_OX_14,SHAP_OX_19,SHAP_OX_06,SHAP_OX_18,SHAP_TEMP_01,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_OX_03,SHAP_TEMP_02,SHAP_OX_01,SHAP_OX_04,SHAP_WS_02,SHAP_TEMP_03,SHAP_HUM_24,SHAP_TEMP_20,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_TEMP_19,SHAP_TEMP_04,SHAP_OX_02,SHAP_TEMP_07,SHAP_HUM_01,SHAP_TEMP_18,SHAP_WS_01
2019-05-31 17:00:00,-2.0209661424160004,-0.7305425167083741,0.8230474829673767,0.6660804748535156,0.4875673078000545,-0.3252629943192005,9.53850965499878,0.44380555599927896,0.9790379732847214,-0.14261303655803204,-6.087377977371216,12.682925415039062,-0.2775689370930195,-0.3744121257215739,-5.168206596374512,-1.6494328141212464,1.080432280898094,-2.0591527342796327,-0.5525513133034111,1.5079136610031127,-2.497790968418122,-0.969647228717804,0.226774400472641,-0.6402085185050964,0.5801848161965608,2.7868818998336797
2020-02-29 04:00:00,4.407858729362488,0.39299585819244387,0.8230474829673767,-0.15251459442079068,-0.5673905834555626,-0.34706095457077024,-16.34095230102539,-3.49917151927948,-6.208548974990845,0.0025805721059441707,7.896713209152222,-10.483184051513673,-0.00022087814286352454,0.00193323031999173,6.367453622817993,-0.8577009260654449,-3.4633759379386904,1.2426785379648209,-0.512969708442688,-1.1062023997306825,2.146514141559601,0.6795076817274094,1.6019892990589142,-0.8508340328931808,3.105757188796997,-0.5198296815156936
2019-08-26 03:00:00,-1.31320561170578,-0.8642970263957978,2.1262118816375732,0.9809242010116577,0.7688894882798195,-0.2937771067023277,9.965092849731445,0.5782254110090435,0.5756527718156577,-0.07221613335423172,-5.859374856948852,6.891396856307983,-0.18810191452503205,-0.1636587603017688,-5.3562888383865355,1.0911771804094315,2.027058839797974,-2.328324973583222,-0.555647099018097,2.3727333188056945,-2.5743461728096007,-0.39021453969180586,0.09241436012089253,-2.3252107143402094,-0.7155435815453529,0.4249448984861373
2019-06-10 01:00:00,-0.2810544848442077,-0.19552428051829335,0.7187947541475297,-0.026576875150203703,0.04214056334458292,-0.34948291033506396,0.43803843557834626,-0.6987617702223361,-1.0012160316109657,-0.06781637407839299,-0.9193434864282608,-0.8306386023759842,-0.11652812794782219,-0.013120579672977301,-0.4661712866276503,1.0911771804094315,-0.37106223776936526,-0.5517951577901841,-0.533313415152952,0.6430931374430656,-0.4563384834676981,-0.12278392924927176,0.91438227891922,-2.8868772983551025,1.5245297670364382,0.7398696690797806
2020-02-04 08:00:00,3.169278049468994,-0.14202248342335225,-1.0013817250728607,0.16232957434840498,0.0655841091647744,-0.34948291033506396,-14.776807117462159,-1.9533462136983872,-3.934925365447998,-0.028218103945255285,7.896713209152222,-5.335161209106446,-0.08968801489099858,0.016987069696187983,6.4928412437438965,-0.918603527545929,-1.6647851765155792,1.2247333467006682,-0.5107585638761521,-0.1431069694459438,2.146514141559601,0.2783618792891503,1.6731217741966247,0.061875374987721464,2.1614131331443787,-2.0944547176361086
2019-08-14 04:00:00,-3.0531157970428464,0.3394938513636589,0.9794275641441346,-1.6007972478866577,-0.4501730173826218,-0.4051887080073356,16.648254489898683,2.2584727406501774,3.2526640772819517,0.04657863532193005,-10.039400577545166,-15.631211662292486,0.09819296970963473,0.13741764072328805,-8.177509069442749,0.5430552825331688,3.8887584447860717,-2.8128315925598146,-0.5629441753029824,3.217898738384247,-3.7481810092926025,0.9915104329586029,-0.14469144018366936,-2.535835218429565,-1.4841957420110703,-1.6220672369003295
2019-05-27 17:00:00,-3.7313866138458254,-2.576354610919952,-0.48011620342731476,0.9809242010116577,1.7769600570201873,-0.31799704656004907,21.909458923339844,1.2727271556854245,2.629249274730683,-0.3230051434598863,-14.219427108764648,41.6405746459961,-0.9754123270511625,-0.5098967000842094,-12.00182876586914,-2.441164171695709,2.0901671409606934,-4.176631677150725,-0.5757696896791458,2.0385987401008605,-5.432380175590516,-2.7525179266929625,-0.3422799348831177,1.6064601421356202,0.09703197777271273,5.621205210685732
2019-07-31 16:00:00,-5.323848724365234,-1.5063190102577209,-1.209888118505478,-1.1600160062313083,0.8392197012901306,-0.39792268723249435,30.014564323425294,2.5721185564994817,4.609502959251404,-0.2482083355076611,-16.727440452575685,35.20553894042969,-0.6264907211065293,-0.28408930599689486,-10.873341369628905,-1.3449201703071592,4.04652909040451,-4.5355266571044925,-0.5757696896791458,3.1196244239807127,-5.968261122703552,-2.0393692851066585,-0.6030969202518464,0.6235425686463714,-1.4183120518922805,2.6294186592102053
2019-12-01 05:00:00,4.28989884853363,0.6337539285421372,0.614541518688202,-0.08954569473862646,-0.708051599562168,-0.34221684336662295,-19.753630256652833,-2.871880179643631,-5.365108489990235,0.06857770048081875,9.872725200653075,-17.56171760559082,0.17871332094073294,0.107309989631176,8.687125539779663,0.11673818891867997,-2.7691838920116423,2.0681354463100434,-0.5025768145918847,-0.7131021231412887,3.2437957882881165,1.1252254366874697,1.8944205969572068,-2.395418798923492,2.84221932888031,-1.464604687690735
2019-12-20 05:00:00,2.402537417411804,0.5267502099275589,-0.3758630841970444,-1.5378287672996522,-0.5673905834555626,-0.4027664825320244,-12.786079406738283,-2.379007571935654,-4.1182821035385135,0.0509784540568944,6.148699235916137,-16.918214797973633,0.1250331714749336,0.12236377093940969,5.489742064476014,-0.7358959168195724,-2.642967301607132,1.1708987176418302,-0.5127486541867257,-0.7720668852329254,1.993404966592789,1.036081713438034,1.6336039751768112,-2.746461021900177,3.0837961435317993,-1.6220672369003295
2019-12-22 06:00:00,2.933358633518219,0.4999993085861206,-0.48011620342731476,-1.2229847490787504,-0.5556690245866776,-0.39792268723249435,-16.909735202789307,-2.804669946432113,-4.558338713645935,0.06857770048081875,7.744711828231812,-19.492230415344235,0.1518733046948909,0.1524714436382055,6.555534315109253,-0.2486764756962657,-3.3371594905853272,1.3682911843061447,-0.5094322875142099,-1.184821617603302,2.299623185396195,1.2589412033557894,1.7126399487257005,-2.8166693449020386,3.4571412324905397,-0.8347544848918916
