,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_TEMP_24,SHAP_OX_03,SHAP_WS_01,SHAP_OX_22,SHAP_HUM_02,SHAP_OX_21,SHAP_OX_02,SHAP_TEMP_07,SHAP_OX_20,SHAP_TEMP_06,SHAP_TEMP_05,SHAP_TEMP_03,SHAP_OX_15,SHAP_OX_05,SHAP_TEMP_19,SHAP_TEMP_20,SHAP_TEMP_04,SHAP_OX_14,SHAP_WS_02,SHAP_TEMP_18,SHAP_TEMP_08,SHAP_TEMP_17,SHAP_OX_19,SHAP_TEMP_22,SHAP_OX_16,SHAP_TEMP_21
2019-05-03 04:00:00,-6.357487678527832,-4.959501051902771,0.16654454562813042,-0.08619729559868575,-0.4294748641550541,-0.032513625547289836,-0.18121256045997142,-0.4065508335828782,-1.1298626542091368,-0.0861604836769402,0.3521887332201004,-0.3490608073771,0.3664289087057114,-0.4363186210393907,-0.4690986931324005,2.079146420955658,0.13966078069061041,0.015266439598053683,0.01403309684246778,0.9043109148740769,0.13948881775140762,0.5883657120168209,-0.19147974848747254,0.24085260285064578,0.9440487176179886,0.8580300200730562,0.8786877691745758,0.7761897057294845,0.17097526183351877,1.513046258687973
2019-08-14 18:00:00,-11.014229106903077,11.318991947174073,-2.3676085829734803,0.31861135325161744,-13.195766735076905,0.40191683620214463,0.5094136595726013,-0.5681162059307099,2.2404032826423643,-0.00029218569397926884,0.7135356307029725,-1.6952775776386262,-0.49310276806354525,-3.8737335801124573,-3.512068438529968,-5.9359667778015135,-0.2731291841715574,-0.5430552691221238,0.7606355011463165,1.6776620745658875,-1.9034035086631775,-0.5746485501527785,-0.2430957198143006,0.7665839791297913,2.4940510451793676,0.945305704511702,-1.004060024023056,8.017836618423463,-0.5770023927092552,4.035641741752625
2020-03-03 14:00:00,8.277990818023682,0.9679917626082897,5.516422510147095,-0.3110910087823867,5.438259148597717,-0.2497288335114717,1.4302494168281554,-0.3603889882564545,-5.081208872795106,-0.033685414958745205,-0.37050500065088277,0.19610119611024857,-0.2847313106060028,0.17028390020132064,-0.31909321434795856,0.47612408474087714,-0.12693280689418315,0.22463705732952804,-1.0736103221774103,-0.32511964729055765,0.06438263924792406,-0.3808129757642747,0.29887171052396294,-0.7730587642639876,-0.25799412429332735,0.6139818104187725,-0.4392358809709549,-4.348670411109924,-0.31750005632638933,-1.2460420548915863
2020-03-28 23:00:00,2.290750205516815,-7.6136046886444095,-4.197830271720886,-0.22113349065184598,-1.2224116533994676,-0.14112130161374808,0.3943092912435532,-0.3142275080084801,2.4728360056877134,-0.07184911407530307,-0.1296070734038949,0.08484377264976499,-0.20659214630723,0.6252359449863434,0.5380812972784043,3.882546377182007,0.019263727008365088,0.15484681036323308,-0.36387684270739556,0.4284021556377411,0.8304673433303833,0.24915315685793762,0.16983195189386605,-0.19475396485067903,0.46955825090408326,0.7448952376842499,-0.6745793282985687,-0.003680159524083125,-0.2259107932448387,0.8298438876867295
2020-02-22 05:00:00,-17.001469326019286,-8.675247049331665,-1.8044634819030763,0.7084269642829895,8.134242296218872,0.7277398467063904,-0.6416301280260086,-0.6373584777116776,0.6133783258497715,-0.033685414958745205,1.1551816880702972,0.5298740796511993,-0.20659214630723,1.4340386033058166,1.2452502958476541,4.9345309972763065,0.03646328037721104,-0.7524255514144897,-0.7786557048559188,-0.1367392551153898,1.2660841673612595,0.24915315685793762,-0.26890356689691547,-0.42757796198129655,-0.36870840489864354,0.7125710159540176,0.07851980999112129,-5.685589599609375,-0.027467745169997216,-1.2460420548915863
2020-01-04 12:00:00,4.286496329307556,-4.871032190322876,4.249345874786377,-0.22113349065184598,3.2973286747932433,-0.16827308759093282,3.6172335386276244,-0.10650034844875336,-4.03526349067688,-0.10524234652984887,-0.1697567531839013,0.7746405399870129,-0.024267234583385262,2.0153670638799666,1.2452502958476541,3.5819803714752196,-0.2731291841715574,0.015266439598053683,-0.9906544893980026,-0.057421038113534474,0.9656588956713676,-0.3808129757642747,0.6343752920627594,-0.750527808815241,-0.90646438524127,0.5945871356874705,-0.6745793282985687,-2.064764821529389,-0.4854132741689682,-0.16868343017995358
2019-06-08 09:00:00,5.616994333267213,4.595264482498169,-2.086034691333771,0.07872476140037177,-5.98003478050232,0.1032459210604429,0.04899614411406217,0.031984404707327475,1.1944588541984555,-0.1386356155388057,0.0711411692202091,-0.7718396976590156,0.4185215592384338,-1.6242487192153932,-1.5834259629249572,-1.7781266450881958,0.11386144515126942,-0.12431402360089121,0.10620623845607043,0.9340548515319824,-0.716723407804966,0.4914477437734604,-0.13986381888389587,0.14321646839380264,1.3236405968666076,0.8143924221396446,0.7374814301729202,2.280224597454071,0.12518070451915264,2.0385878443717957
2019-04-21 08:00:00,3.6212475061416627,-1.8630507111549377,0.7296899259090424,-0.07120439091231674,1.5528673708438872,0.1032459210604429,-0.411421400308609,0.1473883168771863,-1.2460784912109375,-0.17679926734417678,0.19159004762768744,-0.048665369302034356,0.6789854943752289,-0.03191698081791401,-0.06194089201744646,2.5800912261009223,0.1912595631554723,0.050161535292863824,-0.0044015944004058925,0.7754188776016236,0.4549354910850525,0.5883657120168209,-0.19147974848747254,0.18827920556068417,0.3746601585298777,0.8143924221396446,1.4905810236930843,0.33054984286427497,0.30835887305438525,1.2765533208847049
2020-03-28 04:00:00,-5.692237710952758,-1.155289614200592,1.2928349912166597,0.07872476140037177,5.7554347038269045,0.15754973329603675,-0.411421400308609,-0.891247245669365,-2.292023551464081,0.023560061864554904,0.19159004762768744,-0.5381989173591137,-0.36287042647600176,-0.9418208420276641,-0.9834032952785492,0.17555746063590044,0.1654602574184537,-0.1941042087972164,-0.4560500539839268,0.15078878276981414,-0.20600053146481515,0.6852836057543754,-0.11405582092702389,-0.12715994361788036,1.2920086801052093,0.780451799929142,-0.15682366639375683,-3.9030293941497805,0.12518070451915264,-0.5891159372404218
2019-10-14 08:00:00,-7.687983417510987,1.233402156829834,0.16654454562813042,0.28862560782581564,-9.389663648605346,0.37476495504379276,-0.18121256045997142,-0.17574277520179746,-0.6649982571601868,-0.09570143190212546,0.5930864930152893,-0.6049532383680345,0.13201120216399426,-1.1440217792987823,-1.0691208481788637,-0.22519818395376207,0.0020641511771827743,-0.4732651084661484,0.7329837441444397,1.6479182600975038,-0.34119181539863347,0.05531736128032205,-0.26890356689691547,0.623885503411293,1.21292639374733,0.8952027179300786,0.26679466664791107,6.179575824737549,-0.07326236898079516,3.956811022758484
