,高濃度出現回数,高濃度追跡,高濃度追跡率,高濃度RMSE,予測高濃度出現回数,予測高濃度追跡,予測高濃度追跡率,適合率
0,71,43,60.56338028169014,13.955889959331667,55,43,78.18181818181819,68.25396825396825
