,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_05,SHAP_TEMP_04,SHAP_OX_03,SHAP_TEMP_03,SHAP_OX_19,SHAP_OX_20
2019-04-21 13:00:00,-9.6797269821167,-16.052898025512697,-1.9567609429359436,-0.18009808510541916,-0.5091712832450866,4.3203556597232815,1.0565307796001435,6.487711238861084,-1.2803273379802704,-1.8812225341796875
2019-04-22 13:00:00,-11.262993335723877,-9.118155717849731,-1.9567609429359436,-0.07971817553043366,-0.49946416169404984,3.83291380405426,0.5768824845552445,4.766045546531677,0.2923871115781367,-0.7302934490144254
2019-04-22 14:00:00,-3.3466631412506103,-8.935662508010864,-1.199371200799942,-0.6318078376352787,-0.5771210186183453,3.223611831665039,-0.8620619975030422,3.1940906047821045,-0.8871487021446228,-0.44256135672330854
2019-05-10 09:00:00,-22.345856475830075,-13.86297903060913,1.0727970778942109,1.425980994105339,-0.36356458961963656,5.782680463790894,7.2919574737548825,8.05966567993164,-0.625029730796814,-1.449624264240265
2019-05-10 10:00:00,-11.262993335723877,-11.308074760437012,2.2088812828063964,0.773511440679431,-0.2859075784683228,5.0108975112438205,5.373364067077637,6.338001036643982,-0.7560891404747965,-1.449624264240265
2019-05-10 11:00:00,-1.7633967399597168,-10.213114643096922,2.5875759243965146,0.37199162542819975,-0.41210012286901476,4.076634883880615,1.53617886453867,4.242060494422914,-0.8871487021446228,-1.5934905111789703
2019-05-10 12:00:00,2.986401629447937,-6.563250494003296,3.155618095397949,-0.4310479499399662,-0.48975702822208406,2.939270889759063,-1.8213584184646607,3.1940906047821045,-0.8871487021446228,-1.7373566031455994
2019-05-10 13:00:00,6.152933979034424,-4.920811700820924,3.344965386390686,-1.1337075412273407,-0.6450709223747254,2.370589244365692,-4.6992474555969235,2.7449610352516176,-1.0182081788778303,-1.7373566031455994
2019-05-10 14:00:00,-1.7633967399597168,-6.38075737953186,2.9662706375122068,-1.7359871506690978,-0.7809704840183258,2.126868152618408,-6.1381923198699955,1.2478608429431914,-1.2803273379802704,-1.8812225341796875
2019-05-10 15:00:00,4.569667482376099,-5.468290948867798,2.7769233942031866,-2.0371271133422852,-0.8974558745278045,1.3144657313823704,-7.097488260269165,0.5741658121347428,-1.8045652389526368,-2.1689550399780275
2019-05-10 16:00:00,3.778034496307373,-6.563250494003296,2.9662706375122068,-2.2378868937492373,-0.9556986413896084,0.9488846227526665,-4.6992474555969235,1.173005771636963,-2.4598629713058466,-2.7444195747375484
2019-05-10 17:00:00,6.152933979034424,-10.213114643096922,0.5047549679875374,-1.7359871506690978,-0.9945271208882331,1.2738455712795256,-6.617840099334717,0.7987308025360107,-3.2462203025817864,-3.463750386238098
2019-05-10 18:00:00,14.069264793395996,-12.585526275634765,-0.06328712292015552,-2.1375072479248045,-0.8974558745278045,1.0707449644804001,-6.378016233444215,1.2478608429431914,-4.949993586540222,-4.326947522163392
2019-05-10 19:00:00,15.652531147003174,-14.77544584274292,-1.0100239932537078,-2.087317049503326,-0.9751128114759922,1.3144657313823704,-7.097488260269165,2.7449610352516176,-6.522708511352539,-6.1972071647644045
2019-05-11 11:00:00,-11.262993335723877,-10.030621433258055,-0.252634550377843,0.12104173153638839,-0.40239295214414594,4.239115643501282,1.2963547319173814,4.5414804220199585,3.6999347686767576,2.866360056400299
2019-05-11 12:00:00,-9.6797269821167,-7.475716781616211,1.4514917314052582,-0.48123792856931685,-0.5382926180958748,3.101751434803009,-1.3417102813720703,3.867785835266113,5.010529923439026,3.2979584693908697
2019-05-11 13:00:00,0.6115023568272591,-6.38075737953186,2.0195338487625127,-1.0333276093006134,-0.6547780439257622,2.7361702561378474,-1.8213584184646607,2.670105683803558,5.272649335861205,4.736619830131531
2019-05-11 14:00:00,9.319465065002442,-3.6433588743209837,3.155618095397949,-1.1337075412273407,-0.7615562342107296,2.0862481594085693,-2.301006805896759,1.622135770320892,3.8309945344924925,5.024352025985718
2019-05-23 11:00:00,-13.637893104553223,-10.030621433258055,0.8834496736526489,0.6229415379464627,-0.36356458961963656,3.751673996448517,3.6945953130722047,4.5414804220199585,-0.7560891404747965,-1.449624264240265
2019-05-23 14:00:00,-4.929928970336915,-8.023196458816528,1.2621444046497343,-0.9831376135349272,-0.6741922400891781,2.0862481594085693,-2.7806548833847042,2.1461206793785097,-3.2462203025817864,-3.319883394241333
2019-05-23 15:00:00,-3.3466631412506103,-7.475716781616211,1.4514917314052582,-1.3344674468040463,-0.7518491216003895,1.8019073963165284,-4.939071512222291,0.8735858380794526,-3.9015180110931396,-4.326947522163392
2019-05-23 16:00:00,6.152933979034424,-6.198264408111574,1.4514917314052582,-1.786177158355713,-0.8197990223765373,1.1113650500774386,-3.7399513721466064,1.8467006802558898,-4.294696497917175,-5.04627754688263
2019-05-24 10:00:00,-17.596058082580566,-8.388182973861694,-0.252634550377843,0.773511440679431,-0.30532197654247284,4.239115643501282,5.853012800216675,4.766045546531677,3.6999347686767576,1.5715647280216218
2019-05-24 13:00:00,-7.304828071594239,-1.6359334230422973,3.344965386390686,-0.7321877509355545,-0.5674139663111418,1.7206670045852661,-3.500127172470093,1.173005771636963,1.8651012897491455,2.866360056400299
2019-05-24 14:00:00,-4.138295435905457,0.006505464017391202,3.534312915802002,-1.4850375175476074,-0.7033135699108243,1.2738455712795256,-4.4594237327575685,0.27474579140543937,1.6029824256896972,1.2838323891162873
