,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_OX_04,SHAP_OX_07,SHAP_OX_02,SHAP_TEMP_03,SHAP_WS_02,SHAP_TEMP_23
2019-10-09 05:00:00,2.2549237251281737,3.7606692790985106,0.01004937812685967,-6.556207799911499,-0.12437226828187706,-0.40475594699382783,-0.3460288256406784,0.6150113135576248,0.24594918191432952,0.3144795879721642
2019-08-05 12:00:00,9.860223579406739,29.7968448638916,0.3537598483264445,-30.352200317382813,0.34579673409461975,-0.8577614754438401,-0.3460288256406784,-0.7990555020049215,-0.2706890881061554,3.8582893967628484
2019-09-23 09:00:00,-21.647456169128418,9.904039382934572,-0.9474298655986786,-10.059909343719482,0.3234076276421546,-0.32925501763820647,4.579528903961181,0.5171143293380738,-0.30107962638139724,1.5511209905147552
2019-09-07 06:00:00,-31.42568893432617,13.2682674407959,-0.8492268711328507,-14.147573089599609,0.7040205627679825,-0.7067597657442093,6.594528770446777,0.049384549260139445,-0.5138130709528924,2.049469769001007
2019-09-15 12:00:00,16.379055881500243,17.948923587799072,0.03460017815232275,-18.23522663116455,0.07712865164503453,-0.7319267451763153,-2.584918880462646,-0.07026727348566056,-0.08834614846855401,1.2742617309093474
2019-06-12 05:00:00,-11.869211006164551,-0.7737214550375938,-0.9228795439004898,-0.7166982658207417,0.1890736162662506,-0.40475594699382783,1.89286128282547,1.1480053663253784,-0.42264166474342346,-0.017752630636096004
2019-12-20 13:00:00,4.427866697311401,-1.0662630498409271,0.5010644197463989,0.7431788101792336,0.4353524923324585,-0.9080957174301147,0.5495270818471909,1.37643204331398,0.18516826555132865,-1.4020542412996289
2019-12-20 12:00:00,-2.0909630239009855,-2.2364289283752443,0.4519629403948784,2.6410196661949152,0.6592423617839813,-0.8829284876585006,1.89286128282547,1.5287160754203797,0.06360629033297298,-1.4020542412996289
2019-05-10 04:00:00,-18.38803482055664,-3.6991348266601562,-0.235458105057478,1.6191052436828612,0.2786294937133789,-0.5809248834848404,2.3406391382217406,1.224147516489029,-0.5138130709528924,-0.38689942806959154
2019-10-27 14:00:00,8.77375283241272,8.880144023895264,0.01004937812685967,-9.621949481964112,0.4353524923324585,-0.7822606325149536,-0.5699178993701934,0.5606241390109062,-0.20990811809897422,1.163517010211945
2019-06-21 15:00:00,40.2814453125,20.142986488342284,0.18190466780215503,-20.8630048751831,-0.572152042388916,-0.5305910736322403,-8.853810119628907,-0.21167393489740788,0.6714161932468413,2.197128939628601
2019-12-18 09:00:00,-31.42568893432617,-13.06046028137207,-0.9719809561967849,12.568184185028075,0.7264095544815063,-0.9080957174301147,6.818420314788819,2.24662606716156,-0.42264166474342346,-1.7712003350257874
2020-03-19 05:00:00,-30.339233016967775,-13.353002548217773,-0.28455963134765627,12.568184185028075,0.45774171650409706,-0.5557579308748245,3.6839720726013185,2.007323098182679,-0.604984512925148,-1.4943406730890276
2020-01-27 14:00:00,-20.560985755920406,-14.8157057762146,-0.13725507407216356,13.00614376068115,0.5472974956035614,-0.8577614754438401,4.355640363693238,2.1922392725944517,-0.33147017210721974,-1.8450300514698028
