,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_WS_02,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_WS_01,SHAP_TEMP_04,SHAP_TEMP_11,SHAP_TEMP_12,SHAP_TEMP_03,SHAP_OX_17,SHAP_OX_15,SHAP_SPM_01,SHAP_TEMP_02,SHAP_OX_24,SHAP_TEMP_13,SHAP_TEMP_17,SHAP_SPM_03,SHAP_OX_16,SHAP_NOX_08,SHAP_HUM_21,SHAP_CH4_07,SHAP_THC_07,SHAP_NO2_01,SHAP_PM25_19,SHAP_NMHC_09,SHAP_NO_11,SHAP_SPM_06
2019-04-19 13:00:00,-6.722431707382202,-7.856457948684692,0.9954070448875427,1.0842669010162354,0.611687782406807,1.9130730390548707,1.6874123454093932,0.5072762608528137,1.4419955430785196,0.5892534280195832,1.3623936712741853,-0.8678647615015507,-0.18118120878934868,1.048742499947548,-0.3500810503959656,2.0215882807970047,0.14045235142111775,1.9835442960262295,-1.2264203935861586,-0.33070981055498117,-0.29501762986183167,-0.039256776589900226,-0.6117381185293198,-0.11221972750499845,-0.012201584037393343,0.24515902847051613,-0.2549474313855171,-0.027930723084136817,-0.4425631985068321,0.02696507158689198
2019-04-19 14:00:00,-4.917015790939331,-7.164429330825806,0.9954070448875427,-0.24870961308479314,0.1371594418771565,1.4934398412704466,1.4138554006814956,0.5072762608528137,1.3343381056212822,0.6035277936607599,1.4414997220039365,-0.78042266163975,-0.2572154253721237,1.0040160968899727,-0.3500810503959656,1.3616189135238528,0.1925853785127401,1.9630892634391786,-1.2958684220910075,-0.3744241788983345,-0.2937016725540161,0.14979960233904424,-0.4182769738137722,-0.1990543436259031,-0.012686727056279795,0.24515902847051613,-0.4862647444009781,-0.027930723084136817,-0.4425631985068321,0.09169492982327936
2019-04-19 15:00:00,-4.917015790939331,-8.087133932113648,1.2253644466400144,-1.181793212890625,0.1371594418771565,1.3535619795322418,1.0035196227952838,0.9005240023136138,1.057504990277812,0.6368346866220236,1.4810528963804246,-0.6638332888484001,-0.26807747781276703,0.24366655778139829,-0.29217464029788975,1.1966268422082067,0.24471842274069786,2.085820597410202,-1.353741829097271,-0.46185288280248643,-0.29238580614328386,-0.039256776589900226,-0.05285033396212382,-0.2858889381866902,-0.01389962603570898,0.24515902847051613,-0.7175820171833038,0.14792512133717534,-0.4425631985068321,0.09169492982327936
2019-04-19 16:00:00,-3.1116002321243283,-9.240515232086182,0.45883960127830514,-1.448388564586639,0.532599712908268,0.9938763618469239,0.8667411364614963,-0.12192005915567279,0.6883941134437919,0.6320765253156424,1.5733432859182355,-0.6346859534271061,-0.27893952205777167,0.19894012473523617,-0.2053149864077568,1.4166164163500072,0.1925853785127401,2.1471862286329273,-1.4116151675581934,-0.46185288280248643,-0.27001534029841423,-0.34174696505069735,0.09761945065110919,-0.30759761997906027,-0.014384779240936068,0.24515902847051613,-0.5633704841136933,0.030687888106331197,-0.3403012529015541,0.2535195738077164
2019-04-22 12:00:00,-14.84680404663086,-8.779162454605103,0.3821871399879455,2.9504339456558233,0.611687782406807,1.8331429004669189,1.7460318148136138,0.821874451637268,1.4573750196956095,0.4988490500676563,1.1909967690706251,-0.8144278578460217,-0.22462933650240302,0.9145631864666939,-0.11845536045730114,2.0215882807970047,-0.38087805509567263,1.7176267489790917,-1.2148455753922465,0.019005035609006883,-0.2963335238397121,-0.26612441390752795,-0.13883306551724675,-0.2207629988901317,-0.014384779240936068,0.24515902847051613,0.6703217625617981,0.26516232043504717,-0.5448251783847808,-0.1995894346386194
2019-04-22 13:00:00,-5.819723176956177,-7.395106172561645,0.3821871399879455,1.2175645768642427,0.4535116866230965,1.5134223759174346,1.3356962278485298,0.5072762608528137,1.1651623064419254,0.5083653180394322,1.1909967690706251,-0.78042266163975,-0.24635339900851255,0.7356573566794395,-0.06054892457323145,1.5816086873412136,-0.2766120120882988,1.6971713840961455,-1.2958684220910075,-0.0684236768633127,-0.2897539660334587,-0.22831313982605933,-0.07434601224958895,-0.24247166197746992,-0.014384779240936068,0.24515902847051613,0.5161102503538132,0.3823995515704155,-0.5448251783847808,-0.1348595702089369
2019-04-22 14:00:00,-5.819723176956177,-6.241725254058839,0.3821871399879455,0.017885645478963846,0.1371594418771565,1.133754202723503,1.0230594601482152,-0.3578686974942684,1.057504990277812,0.5226396447978915,1.2173653900623322,-0.7026964273303747,-0.30066359266638754,0.6909309588372707,-0.03159572118893263,1.2516240688972176,-0.2244788810610771,1.6971713840961455,-1.3305924519896508,-0.11213803663849833,-0.2844903241842985,-0.07706804890185595,0.05462808494921771,-0.24247166197746992,-0.013657046811022183,0.373615762591362,-0.023630131129175395,0.3823995515704155,-0.5448251783847808,-0.16722449343651533
2019-05-03 16:00:00,-12.1386794090271,-7.164429330825806,1.4553218603134157,0.5510763436555862,-0.6537210464477539,0.8140336304903031,0.5150247395038605,-0.2792191391810775,0.673014548420906,0.6606253255158663,1.7447398275136947,-0.6006807138212025,-0.3658357908483595,0.3331194473430514,-0.40798749923706057,0.8391433387994767,-0.7979424118995666,2.4131043016910554,-1.423189939558506,-0.7678534358739852,-0.28185851871967316,-0.49299203753471377,-0.5472510367631912,-0.30759761997906027,-0.015597679838538197,0.24515902847051613,-0.5633704841136933,0.3823995515704155,-0.4425631985068321,0.5448039025068283
2019-05-05 14:00:00,-7.625139474868774,-7.164429330825806,0.9954070448875427,0.8176716208457947,-1.0491612732410431,1.2736318707466123,1.3161562621593474,-0.515167810022831,1.057504990277812,0.6368346866220236,1.4678681999444962,-0.717270153388381,-0.26807747781276703,0.422572311013937,-0.5238003462553026,1.3066216169856488,-0.38087805509567263,2.065365099906921,-1.2611443385481835,-0.7241390228271485,-0.2779107605805621,-0.5308032870292665,0.011636725813150426,-0.1990543436259031,-0.01389962603570898,0.373615762591362,-0.5633704841136933,0.3823995515704155,-0.5448251783847808,0.48007404059171677
2019-05-05 15:00:00,-4.014308023452759,-7.164429330825806,0.9954070448875427,0.017885645478963846,-0.8909852385520936,0.9938763618469239,0.7885819166898728,-0.3578686974942684,0.8575699734501541,0.6558672051876784,1.5733432859182355,-0.6541175084188581,-0.3984218828380109,0.3778458936139941,-0.4948471233248711,1.1966268422082067,-0.4330110788345337,2.126730799674988,-1.3305924519896508,-0.8552821010351181,-0.275278970040381,-0.5686145901679993,-0.07434601224958895,-0.30759761997906027,-0.015597679838538197,0.373615762591362,-0.4862647444009781,0.3237809553742409,-0.5448251783847808,0.4153441905975342
