,SHAP_NO2_01,SHAP_TEMP_24,SHAP_TEMP_12,SHAP_OX_15,SHAP_OX_22,SHAP_OX_19,SHAP_TEMP_01,SHAP_SPM_01,SHAP_TEMP_14,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_OX_03,SHAP_OX_17,SHAP_NOX_01,SHAP_TEMP_02,SHAP_OX_21,SHAP_OX_01,SHAP_OX_04,SHAP_WS_02,SHAP_NO2_02,SHAP_TEMP_03,SHAP_NOX_02,SHAP_HUM_20,SHAP_TEMP_04,SHAP_OX_20,SHAP_OX_02,SHAP_HUM_02,SHAP_TEMP_07,SHAP_HUM_01,SHAP_WS_01,SHAP_TEMP_11
2019-04-19 12:00:00,-0.06305029466748235,-0.6024099215865135,0.9015263542532921,0.9318706274032593,0.4204136848449707,-1.8021099388599395,-12.560824680328368,0.10595589727163315,0.2749210350215435,-1.4258960843086241,0.3015532046556472,-0.304078734666109,0.9651578277349472,0.25969436168670657,6.363579654693604,0.380856578052044,-13.703229713439942,0.49551078081130984,0.14758938010782002,-0.14529584497213363,0.24476528093218813,-0.08758535375818609,-2.1176452994346624,2.2526708424091337,0.8002669721841812,3.0840764522552497,-0.34609674513339994,1.369623312354088,-0.08486757902428506,0.40915892124176023,2.3028365850448607
2019-04-19 13:00:00,0.010219198995036967,-0.5145692676305771,0.9496901050209999,0.4062596857547759,0.4792403131723404,-1.589344495534897,-10.426803874969483,0.14820487946271896,0.3523887455463409,-1.6479911744594573,0.29617178067564964,-0.23853358672931785,0.7101407736539841,0.006122933933511337,5.702137660980226,0.40915459841489793,-8.631572151184082,0.1093852085992694,0.12554482053965332,-0.14529584497213363,0.20547251533716926,-0.08758535375818609,-1.0811057031154632,1.8361624419689178,0.8987038433551788,1.4342218875885009,-0.44777687191963195,1.2809079885482786,0.7064299881458284,0.5838431000709534,2.468983232975006
2019-04-19 14:00:00,0.08348870426416395,-0.5010553359985351,1.021935833990574,0.4062596857547759,0.5968937277793884,-1.429770052433014,-9.359795570373535,0.1693293921649456,0.476337037794292,-2.377731680870056,0.3338417686522007,-0.19086432382464405,0.2001065332442522,-0.12066277936100958,4.6438291549682615,0.4516015812754631,-7.61724100112915,-0.2767403766512871,0.19167846515774728,-0.06491377875208852,0.1823591805994511,-0.02034180772025133,-0.7537775695323944,1.4989889532327652,0.7674546331167222,0.40306279957294466,-0.5349312454462052,1.0147613257169723,0.8383128762245178,-0.1731215223670006,2.49667409658432
2019-04-19 15:00:00,0.010219198995036967,-0.49429843574762344,1.033976750075817,0.14345419853925706,0.7733737230300904,-0.9510472416877747,-8.426161193847657,0.10595589727163315,0.507324069365859,-2.9171055078506476,0.4576147086918354,-0.1610710643231869,-0.05491058602929113,0.006122933933511337,4.1146748065948495,0.3950056210160256,-2.5455849885940554,-0.5575590163469315,-0.09490055441856382,0.01546829072758551,0.1453778173774481,0.013279965287074402,-0.48100398182868964,1.300651475787163,0.669017693400383,0.1968310609459877,-0.5494569540023804,0.8246566563844681,0.8383128762245178,0.1180187107180245,2.4136009335517885
2019-04-19 16:00:00,0.010219198995036967,-0.5415971457958222,0.9978540003299713,-0.1193513222038746,0.5380670756101609,0.006398303620517279,-9.626548385620117,0.063706914242357,0.5538047783076763,-3.20265611410141,0.5490989193320275,-0.15511240996420383,-0.05491058602929113,0.006122933933511337,3.6516651630401613,0.35255858898162845,2.5260711193084724,-0.7330706477165222,0.015322139859199507,-0.06491377875208852,0.12688719090074302,-0.02034180772025133,-0.15367571860551832,0.9833116203546524,0.37370700389146805,-0.8343279838562012,-0.5494569540023804,0.5585101157426834,0.7064299881458284,0.8167552441358567,2.3305274724960325
2019-04-22 13:00:00,-0.06305029466748235,-0.6699795320630073,0.6727480858564376,0.7566669523715974,0.36158700585365294,-0.7382815927267075,-8.026032257080079,0.03554091164842244,0.2904145173728466,-2.155636787414551,0.40380038022994996,-0.2802441209554672,0.28511223122477525,0.17517049908638,4.246963524818421,0.32426055520772934,-13.703229713439942,0.3551014512777329,-0.006722397590056039,-0.22567790299654006,0.16617985367774962,-0.10999988429248334,-0.044566293992102116,1.4593213379383085,0.6362053841352463,2.980960154533386,-0.41872539222240446,0.9133720904588699,0.047015328705310805,0.2344748005270958,1.638250207901001
2019-04-22 14:00:00,0.010219198995036967,-0.6294377714395523,0.6607071742415428,0.5814633399248124,0.24393368363380433,-0.3659416675567627,-6.292140102386476,0.02145793519448485,0.3214016664773226,-2.6315547704696653,0.4199446216225624,-0.23555422555655242,0.2001065332442522,0.006122933933511337,3.4532322883605957,0.3384095668792725,-7.61724100112915,-0.031024088803678733,0.05941121997311709,-0.14529584497213363,0.13150983145460488,-0.0651708336547017,0.22820725589990615,1.1618153423070907,0.24245778415352107,1.4342218875885009,-0.46230259239673616,0.7105937778949738,0.3107812210917474,-0.11489347144961357,1.77670556306839
2019-04-22 15:00:00,0.010219198995036967,-0.6294377714395523,0.7209119126200676,0.4062596857547759,0.30276034176349637,-0.15317599158734083,-5.625259160995484,-0.020791045622900094,0.3291484653949738,-3.044016957283021,0.5006661430001259,-0.19086432382464405,0.11510082818567749,0.006122933933511337,2.593356728553772,0.16862148391082882,-2.5455849885940554,-0.2942915633320809,-0.07285601459443566,-0.06491377875208852,0.10377386966720228,-0.02034180772025133,0.4464261204004288,0.8643092244863511,0.012771681323647454,0.1968310609459877,-0.49135402143001555,0.5204890936613082,0.4426640868186952,-0.1731215223670006,1.6659411668777466
2019-04-22 16:00:00,0.010219198995036967,-0.6497087880969048,0.6727480858564376,0.34785848259925845,-0.40315971970558173,0.006398303620517279,-5.7586346626281735,-0.04191553294658658,0.3214016664773226,-3.361295533180237,0.570624703168869,-0.15511240996420383,0.030095122894272176,0.006122933933511337,2.2626354694366455,0.06957844803109765,3.5404024362564086,-0.5575590163469315,-0.09490055441856382,-0.06491377875208852,0.07372653714337503,-0.02034180772025133,0.6646449714899063,0.6263043686747551,-0.11847750917077064,-0.8343279838562012,-0.5058797508478164,0.3177108198404312,0.17889827117323878,-0.23134957551956173,1.6105591297149657
2019-05-10 11:00:00,-0.06305029466748235,-0.6091668620705606,0.6607071742415428,0.17265480980277062,-0.8149463832378387,-0.5787073716521263,-8.426161193847657,0.14820487946271896,0.2516807414591312,-1.870086133480072,0.3392231896519661,-0.32791336104273794,0.34178270250558856,0.25969436168670657,5.239127349853516,0.06957844803109765,-18.77488555908203,0.8465340733528137,-0.11694509163498878,-0.3060599744319915,0.1731138113886118,-0.15482891025021672,-1.4084340572357177,1.4394874960184096,0.04558397810906171,5.352626323699951,-0.5349312454462052,1.2555605083703996,1.629610371589661,-0.11489347144961357,1.8043968200683593
