,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_HUM_02,SHAP_OX_03,SHAP_TEMP_08,SHAP_OX_23,SHAP_OX_19,SHAP_WS_02
2020-03-21 11:00:00,8.117440509796143,0.15031798984855413,10.265969944000243,-0.322031844034791,-8.921454620361327,0.12582847466692323,0.19083082145079971,0.5778519660234451,0.02569304592907425,-0.3435913536697626
2019-09-24 05:00:00,-24.1934045791626,3.394279146194458,-3.767838883399963,-4.945868587493896,3.247127151489258,2.0655641198158263,0.39235148280858995,-0.23907102085649967,-0.487870815396309,-0.20856734961271287
2019-04-10 09:00:00,0.5148916736245155,-7.8771075963973995,-4.00569965839386,6.205737543106079,3.247127151489258,0.04500612677074969,0.1961061457172036,0.6653791964054108,0.11423849165439608,-0.17616164833307268
2019-10-25 00:00:00,3.365847635269165,-1.114277122169733,-4.00569965839386,-0.26763353031128645,3.247127151489258,0.2066506933188066,0.29633894860744475,-0.38495021015405656,-0.43474360704422,-0.2193693183362484
2019-04-14 09:00:00,16.670312118530273,-1.7190832555294038,7.649498701095581,1.037920701503754,-7.54387936592102,0.6107622832059859,0.21720790397375822,0.8696099817752838,0.30903864353895194,-0.11675115320831538
2019-10-18 05:00:00,-4.236703968048095,-0.2895409975200892,-4.00569965839386,-1.0836056113243102,3.476724076271057,-0.19746076278388502,0.2868433207273483,-0.560005071759224,-0.36390708982944486,-0.13835497302934527
2019-05-02 09:00:00,-3.286383771896362,0.6451594069600105,-1.6270878911018372,-1.4643922984600068,3.247127151489258,1.1765182971954347,0.2720720738172531,0.6070276528596878,0.02569304592907425,-0.13835497302934527
2019-11-12 22:00:00,-16.59085159301758,-2.8187312304973604,-2.102810275554657,0.7115320086479187,0.2623816199600697,0.8532290458679199,0.32271618358790877,-0.20989528968930243,-0.4170343458652496,-0.19776553586125376
2020-03-12 06:00:00,-13.739892864227295,-6.227638435363771,0.27580150216817856,4.573797321319581,0.9511694550514221,1.0148738801479342,0.21087736133486032,-0.38495021015405656,0.043402151390910124,-0.08974631503224374
2019-10-03 07:00:00,-9.938615608215333,2.2396487593650813,-3.054255747795105,-3.368325185775757,2.7879365444183355,0.12582847466692323,0.34276261255145074,0.28609374910593033,0.6455115467309952,-0.10054826233536004
2019-12-11 12:00:00,2.4155292868614198,-0.9493295373395085,1.2272466540336606,-0.10443933364003896,0.032785715628415306,1.6614521384239196,0.20982209052890538,-0.06401617650408295,-0.7180891185998917,-0.159958753362298
2019-09-04 02:00:00,0.5148916736245155,2.679507923126221,-4.00569965839386,-4.075498986244202,3.706320571899414,1.1765182971954347,0.3775804918259382,-0.06401617650408295,-0.43474360704422,-0.1707606822252273
2019-05-25 23:00:00,14.769670677185058,3.229332137107849,5.508747005462647,-4.4018885612487795,-4.329537415504456,-1.6522625744342805,0.4324444799683988,0.9571374654769897,0.02569304592907425,-0.159958753362298
2019-06-01 11:00:00,29.024452209472656,4.27399697303772,4.795164155960082,-5.707443952560425,-4.099940013885498,-1.086506336927414,0.30372461201623085,0.6070276528596878,-0.04514336436986921,-0.1653596915304661
2020-02-01 23:00:00,-8.9882963180542,-6.447568917274476,2.8922742843627933,5.063378763198853,-2.951961302757263,0.6915844738483428,0.2361993769183755,-0.12236776482313874,-0.3816162794828415,-0.1653596915304661
2019-09-28 13:00:00,14.769670677185058,6.088417768478394,5.984470844268801,-7.339383697509765,-6.625497531890869,-1.1673282444477082,0.33432195968925943,1.5990058422088624,0.22049308754503721,-0.3543932199478149
2019-08-18 08:00:00,-8.9882963180542,7.407992649078369,0.9893852114677429,-8.04656023979187,0.9511694550514221,1.4189853549003602,0.4187288356944919,0.40279692262411115,0.3444568835198879,-0.1059492101892829
2019-07-09 16:00:00,-2.3360653162002567,2.074701845645905,-1.389226984977722,-3.5315197944641112,0.9511694550514221,0.5299398809671402,0.3195508152246475,0.22774210721254348,-0.3107797741889954,-0.1329540079226717
2020-01-14 18:00:00,-13.739892864227295,-3.973360574245453,1.2272466540336606,1.7450959891080857,-3.870345401763916,0.2874730706214904,0.22670363718643785,-0.12236776482313874,-0.36390708982944486,-0.12215207805857062
2020-03-20 00:00:00,-0.4354271233081818,-2.1589416742324827,-2.5785328149795537,-0.48522615283727644,1.1807651937007906,-0.19746076278388502,0.33537696786224847,0.22774210721254348,-0.29307078272104264,-0.12215207805857062
2019-05-17 04:00:00,-5.187020540237427,0.04035328142344953,-1.1513657391071317,-1.4099936068058017,1.1807651937007906,0.6915844738483428,0.321660976856947,-0.23907102085649967,0.13194764275103804,-0.2193693183362484
2020-03-06 12:00:00,16.670312118530273,-1.9939947307109833,13.358168601989746,1.7994937106966973,-12.8245849609375,-1.1673282444477082,0.13807671610265965,0.548675960302353,-0.02743424121290445,-0.2733788698911668
2019-12-19 07:00:00,-27.044353866577147,-4.853078985214234,-3.2921161890029906,2.833056855201721,2.328744959831238,2.0655641198158263,0.21931802835315467,-0.6767084151506424,-0.6295435905456543,-0.07894444234552794
2019-08-06 05:00:00,-26.09403629302978,5.538591957092285,-3.767838883399963,-7.012997913360597,3.247127151489258,2.3888526916503903,0.411342902854085,-0.560005071759224,-0.22223428785800933,-0.11675115320831538
2020-03-10 09:00:00,-22.29275894165039,-1.5541358768939972,-4.00569965839386,0.49393976125866174,3.476724076271057,2.3888526916503903,0.2541356384754181,-0.023170027136802634,0.007983966544270507,-0.1815626084804535
2019-11-21 20:00:00,-9.938615608215333,-3.86339510679245,1.702968621253967,1.9626887708902359,-2.2631736278533934,1.0956959187984467,0.26996190920472146,-0.4141260594129562,-0.6649616688489914,-0.20856734961271287
2019-10-02 04:00:00,-8.037980604171754,1.8547719359397887,-2.102810275554657,-3.4771216392517097,1.6399566888809205,0.12582847466692323,0.36491920985281473,-0.09319195002317426,-0.11007670504041016,-0.08974631503224374
2019-10-28 04:00:00,-22.29275894165039,-1.2242417976260185,-3.767838883399963,-0.430828127078712,3.247127151489258,1.6614521384239196,0.28262296244502066,-0.560005071759224,-0.5941254615783691,-0.12215207805857062
2020-03-05 11:00:00,4.316166782379151,-1.9939947307109833,8.838802242279053,2.996252143383027,1.1807651937007906,0.4491176486015321,0.19083082145079971,0.28609374910593033,-0.3284889310598374,-0.11675115320831538
2019-06-07 21:00:00,8.117440509796143,1.5248777627944947,-4.00569965839386,-2.987538290023804,3.476724076271057,-1.0056836217641831,0.321660976856947,1.0738409101963042,0.043402151390910124,-0.1653596915304661
