,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_HUM_02,SHAP_OX_03,SHAP_TEMP_08,SHAP_OX_23,SHAP_OX_19,SHAP_WS_02
2019-04-06 14:00:00,-10.033644008636475,-8.48325309753418,4.041789150238038,0.7414167393697426,-2.417752373218536,0.7403254121541977,4.104151725769043,-0.320106550771743,0.42085481733083735,-0.3788426354527473
2019-04-06 15:00:00,-5.118053245544434,-7.031804752349855,4.46318461894989,0.753444674203638,-2.3571913719177244,-0.17155372817069292,3.32859206199646,-0.37006582207977773,0.19662190861999992,-0.5189671158790589
2019-04-06 16:00:00,-4.1349342346191404,-9.02754511833191,2.145508253574371,0.560996912047267,-2.478313529491425,-0.5363053783774376,2.5853476047515866,-0.4699841201305389,0.5810211420059204,0.0135058373212814
2019-04-18 15:00:00,-8.067406845092773,-6.1246494293212885,4.041789150238038,0.3805773206055164,-2.114947140216828,-0.9010570868849754,2.2945125937461848,-0.519943292438984,0.004422288388013845,-0.5750169277191162
2019-04-18 16:00:00,-5.118053245544434,-6.668942880630493,1.7241124868392945,0.440717344917357,-2.3571913719177244,-1.0834329724311833,2.1006227254867555,-0.519943292438984,0.004422288388013845,-0.6590915441513061
2019-04-18 17:00:00,-3.1518160104751596,-7.848244142532349,0.6706232547760009,0.5128850718960166,-1.691019606590271,-0.9010570868849754,1.8097874879837037,-0.7197799056768417,-0.09167754314839839,-1.3036641538143159
2019-04-19 12:00:00,-16.915473175048827,-7.031804752349855,-0.17216802956536417,0.6451929718255996,-0.9037255704402923,3.111211133003235,3.748687410354614,0.47924031019210817,1.285753095149994,-0.21069328151643277
2019-04-19 13:00:00,-6.101170206069947,-6.215365028381349,0.459925451874733,0.560996912047267,-1.1459699571132658,2.381707572937011,3.8133172750473023,0.4292811468243599,1.0615202486515045,-0.21069328151643277
2019-04-19 14:00:00,-0.20246050488203765,-5.489641237258912,1.3027168512344358,0.4527452139183879,-1.327653169631958,0.7403254121541977,3.199332070350647,0.5791586190462112,0.6450876772403717,-0.3788426354527473
2019-04-19 15:00:00,6.6793684482574465,-5.036063885688781,1.0920191109180453,0.35652143582701684,-1.5698972821235655,-1.2658087491989136,2.0036773562431334,0.6790770560503006,0.3888215318322182,-0.5750169277191162
2019-04-19 16:00:00,1.7637762665748604,-5.671072340011597,-0.8042615294456482,0.29638149961829185,-1.5093362927436829,-2.360063493251801,1.2281176686286925,0.5791586190462112,0.2286551645025611,-0.4348923996090889
