,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_08,SHAP_OX_23,SHAP_OX_03,SHAP_OX_05,SHAP_OX_04,SHAP_OX_18,SHAP_TEMP_24
2019-04-06 13:00:00,-4.777227973937989,-14.066184520721436,2.3797858715057374,12.107528400421142,-2.4503728389739994,-0.43247565925121306,-0.6517948627471923,-1.6839114785194398,1.0849983453750611,0.14633381217718125
2019-04-06 14:00:00,-3.2559545755386354,-14.211333751678467,2.2507383465766906,11.118773317337036,-2.3623864293098453,-1.4872714698314666,-0.6246674992144108,-1.6131821990013122,0.2841041812673211,0.15760766267776488
2019-04-06 15:00:00,0.5472270175814629,-11.888950681686403,2.508833086490631,8.961482620239257,-2.4503728389739994,-2.5420673966407774,-0.6029655896127224,-1.5247702121734616,1.6570653438568115,0.1914294630289078
2019-04-18 14:00:00,-0.9740456948056817,-9.711714887619019,1.7345485448837281,9.321031284332275,-2.4503728389739994,-1.9091898858547212,-0.6355184108018874,-1.6131821990013122,-0.40237657707184554,0.3210794240236282
2019-04-18 15:00:00,-1.7346820831298833,-10.43746085166931,2.2507383465766906,6.085097861289978,-2.714333653450012,-3.3859041690826417,-0.6029655896127224,-1.4894055247306826,-0.40237657707184554,0.326716348528862
2019-04-18 16:00:00,0.5472270175814629,-11.308354091644286,0.8312163338065147,5.545775008201599,-2.714333653450012,-3.5968631744384765,-0.5649872791022063,-1.3656288623809816,-0.7456170231103897,0.3408087283372879
2019-04-19 11:00:00,-15.426138114929199,-12.904992723464966,-0.8464003503322601,9.770466423034668,-1.0425840228796006,2.942871403694153,-0.8145592594519258,-2.14365354180336,4.174161148071289,0.22525103129446505
2019-04-19 12:00:00,-8.58041067123413,-11.888950681686403,-0.330210592597723,10.130015182495118,-0.9545971974730492,1.255197760462761,-0.7657299034297467,-1.896100103855133,3.3732672452926638,0.19988478720188133
2019-04-19 13:00:00,-0.2134093377739191,-10.582609844207765,0.05693163722753523,10.30978775024414,-1.0425840228796006,0.41136109828948964,-0.6897731922566891,-1.754641330242157,1.8858924627304077,0.16042615473270416
2019-04-19 14:00:00,4.350409197807312,-9.421417474746704,0.5731215089559555,8.60193428993225,-0.7786236315965652,-1.4872714698314666,-0.6463694497942924,-1.6839114785194398,0.970584774017334,0.17451866865158086
2019-04-19 15:00:00,9.674864768981934,-8.695672178268433,0.44407408237457274,5.276114106178284,-0.6026497215032578,-3.807822275161743,-0.6246674992144108,-1.5247702121734616,0.3985174797475338,0.1914294630289078
2019-04-21 14:00:00,-5.537864208221436,-11.453503751754761,-0.5883054435253143,9.231145191192628,-2.6263469219207765,-0.43247565925121306,-0.6572203572839499,-1.7015939593315124,-0.8600305244326591,0.31826087534427644
2019-04-22 11:00:00,-8.58041067123413,-9.856864976882935,-1.104495498538017,6.983968734741211,-1.8344656348228454,5.052462482452393,-0.8471120648086071,-2.267430138587952,3.6020944118499756,0.2562541544437408
2019-04-22 12:00:00,-2.495318341255188,-7.534480428695682,-0.20116319619119163,7.253629732131958,-1.482517981529236,1.7825956881046294,-0.8037083571776747,-2.0729240834712983,2.9156135559082026,0.21397731825709343
2019-04-22 13:00:00,1.3078634575009347,-5.502394676208496,0.05693163722753523,7.163741493225098,-0.9545971974730492,-1.4872714698314666,-0.7440280303359031,-1.7988470435142516,2.229132699966431,0.19424791187047963
2019-04-22 14:00:00,2.06849981546402,-6.51843776702881,0.05693163722753523,5.9053232908248905,-0.5146630294620991,-3.174944901466369,-0.6599330650642514,-1.5247702121734616,0.8561713814735412,0.16324464082717896
2019-04-22 16:00:00,2.8291363716125493,-6.373288416862488,-0.7173529416322708,3.6581476449966432,-1.2185576677322387,-4.440700244903565,-0.532434519007802,-1.2948994278907775,-0.17354973554611205,0.21115876305848352
2019-05-10 11:00:00,-5.537864208221436,-6.082990932464599,2.6378807067871097,7.613176918029787,-3.9461491823196413,1.8880753219127655,-0.7548790220171213,-2.0552415549755096,0.2841041812673211,0.21397731825709343
2019-05-10 12:00:00,-0.9740456948056817,-4.196053862571716,3.0250230431556706,8.062612438201905,-3.858162212371826,0.20040192939341067,-0.7386024784296751,-1.8076882243156434,-0.40237657707184554,0.20834029223769904
2019-05-10 13:00:00,4.350409197807312,-3.325160026550293,3.154070568084717,7.523290777206421,-3.770175409317017,-2.331108260154724,-0.662645784765482,-1.666229283809662,-1.3176841080188753,0.21397731825709343
2019-05-10 14:00:00,11.196136665344238,-3.9057565689086915,3.154070568084717,5.276114106178284,-3.3302409648895264,-3.5968631744384765,-0.6192420199513435,-1.4540407538414002,-1.4320974171161653,0.21115876305848352
2019-05-10 15:00:00,13.478045749664307,-3.9057565689086915,2.7669282555580135,2.309842348098755,-3.3302409648895264,-5.073577356338501,-0.554136358620599,-1.3479464292526249,-1.6609245777130126,0.20552176609635353
2019-05-10 16:00:00,11.196136665344238,-5.937842321395874,2.121690833568573,-0.20699473917484285,-3.770175409317017,-6.972210025787353,-0.5215834615752101,-1.2241697907447815,-1.6609245777130126,0.2224324619397521
2019-05-10 17:00:00,10.435501098632812,-6.80873556137085,2.2507383465766906,-1.0159780994057654,-4.298095989227295,-7.605087757110596,-0.4836050245910883,-1.0650285551790148,-1.4320974171161653,0.21679568570107227
2019-05-10 18:00:00,11.196136665344238,-8.115077209472656,2.121690833568573,-1.9148488521575928,-5.001990699768067,-6.972210025787353,-0.43477576561272147,-1.0119813039898873,-1.4320974171161653,0.261891233921051
2019-05-11 09:00:00,-7.819773292541505,-9.566566467285156,1.2183587431907654,5.6356628179550174,-1.482517981529236,2.942871403694153,-0.6951986789703369,-1.896100103855133,5.775950241088867,0.1181490533053875
2019-05-11 10:00:00,-1.7346820831298833,-8.840821361541748,1.0893113553524016,5.725549912452698,-0.9545971974730492,1.6771161317825318,-0.6897731922566891,-1.896100103855133,5.661536359786988,0.0899643421173096
2019-05-11 11:00:00,5.1110457420349125,-6.6635866403579715,1.347406166791916,6.624420595169068,-0.3386893756687642,-1.6982306838035588,-0.6897731922566891,-1.7900061011314392,5.775950241088867,0.05332422815263269
2019-05-11 12:00:00,15.759955024719238,-4.341203022003174,2.121690833568573,6.714307141304016,0.4531917525688186,-3.3859041690826417,-0.6572203572839499,-1.5070877552032471,5.089469146728516,0.03641340616159141
2019-05-11 13:00:00,17.281226825714118,-3.760607051849367,2.7669282555580135,5.6356628179550174,0.7171523183584214,-5.28453688621521,-0.5704126562923193,-1.3656288623809816,4.174161148071289,0.047687296755611897
2019-05-11 14:00:00,15.759955024719238,-3.4703091025352477,2.8959757924079894,3.388486683368682,0.4531917525688186,-8.237965536117553,-0.5270088948309422,-1.2064874202013018,2.343546199798584,0.047687296755611897
2019-05-11 15:00:00,21.08441028594971,-3.760607051849367,2.6378807067871097,2.309842348098755,0.3652050508186221,-8.659882974624633,-0.4781797520816326,-0.9589341431856155,0.8561713814735412,0.08714588731527328
2019-05-16 14:00:00,-4.777227973937989,-7.824778413772583,-0.20116319619119163,5.9053232908248905,-2.714333653450012,-0.22151642069220542,-0.662645784765482,-1.7192764163017273,0.2841041812673211,0.18297405168414116
2019-05-23 11:00:00,-7.059137630462646,-6.373288416862488,1.6055011212825778,6.89408097267151,-2.3623864293098453,1.8880753219127655,-0.8471120648086071,-2.1790184020996097,2.5723730087280274,0.188611101359129
2019-05-23 12:00:00,-2.495318341255188,-6.228139901161194,1.6055011212825778,7.253629732131958,-2.2743993520736696,0.62232024371624,-0.7765810115262866,-1.8076882243156434,2.5723730087280274,0.13505988717079162
2019-05-23 13:00:00,0.5472270175814629,-4.631500959396362,1.8635959863662719,6.1749849081039425,-1.8344656348228454,-1.9091898858547212,-0.662645784765482,-1.7015939593315124,0.3985174797475338,0.13224148079752923
2019-05-23 14:00:00,2.8291363716125493,-4.631500959396362,1.7345485448837281,3.4783738017082215,-1.482517981529236,-3.174944901466369,-0.6300930395722389,-1.4894055247306826,-1.088857442140579,0.12378607392311096
2019-05-23 15:00:00,5.1110457420349125,-4.196053862571716,1.347406166791916,0.1525532344356179,-1.6584916353225707,-4.018781542778014,-0.5649872791022063,-1.3833111405372618,-1.6609245777130126,0.13787842243909837
2019-05-23 16:00:00,12.717410469055174,-5.066947889328003,1.347406166791916,-0.3867687053978443,-2.0104390144348145,-4.651659297943115,-0.532434519007802,-1.3125817358493803,-2.576232290267945,0.15197086334228516
2019-05-24 10:00:00,-10.862319660186769,-4.196053862571716,0.9602639332413674,5.6356628179550174,-1.130570727586746,3.364789628982544,-0.7765810115262866,-2.108288902044296,5.432709407806397,0.09560135304927828
2019-05-24 11:00:00,-4.777227973937989,-2.744564139842987,2.3797858715057374,5.9053232908248905,-0.7786236315965652,1.255197760462761,-0.7548790220171213,-1.9314649522304534,4.174161148071289,0.09278286173939705
2019-05-24 12:00:00,-0.2134093377739191,-1.5833723336458208,2.8959757924079894,6.624420595169068,-0.5146630294620991,-0.8543940290808678,-0.7006240174174309,-1.754641330242157,3.4876808404922484,0.061779656633734706
2019-05-24 13:00:00,1.3078634575009347,-1.1479252817109225,3.154070568084717,5.6356628179550174,-0.2507025480270386,-2.5420673966407774,-0.6463694497942924,-1.5778174161911012,2.6867865324020386,0.061779656633734706
2019-05-24 14:00:00,-0.2134093377739191,1.1744588911533356,3.5412126779556274,3.4783738017082215,0.6291654601693153,-3.807822275161743,-0.5921146668493747,-1.4363582909107209,0.8561713814735412,0.05332422815263269
2019-05-24 15:00:00,-0.2134093377739191,0.7390115156769752,3.412165343761444,0.6918757081031799,0.1892314411699772,-4.229740738868713,-0.5487107532098889,-1.3302640318870542,0.16969067965401335,0.07023501768708229
2019-05-24 16:00:00,10.435501098632812,-0.4221802053973079,1.8635959863662719,-1.375526523590088,-0.7786236315965652,-3.807822275161743,-0.5161579033359884,-1.2948994278907775,-0.17354973554611205,0.09560135304927828
2019-05-24 17:00:00,18.041864967346193,-2.1639683127403258,1.8635959863662719,-3.0833799481391906,-1.306544589996338,-3.807822275161743,-0.5053069978952408,-1.3302640318870542,-0.40237657707184554,0.12942306622862815
2019-05-25 09:00:00,-8.58041067123413,-3.4703091025352477,1.347406166791916,2.9390516161918647,-1.3945313036441802,1.466157042980194,-0.6951986789703369,-1.8076882243156434,5.661536359786988,0.05332422815263269
2019-05-25 10:00:00,-3.2559545755386354,0.013266803324222564,1.2183587431907654,3.2087124586105347,-0.8666102189570666,0.41136109828948964,-0.662645784765482,-1.7723236322402953,6.805670642852784,0.025139506033156078
2019-05-25 11:00:00,4.350409197807312,0.15841552019119265,1.9926433563232422,3.2985997200012207,-0.690636794269085,-1.4872714698314666,-0.6517948627471923,-1.6839114785194398,5.432709407806397,0.0025917191058397295
2019-05-25 12:00:00,10.435501098632812,2.6259486794471742,3.154070568084717,3.837921643257141,-0.8666102189570666,-2.96398595571518,-0.6246674992144108,-1.5247702121734616,4.288574695587158,-0.005863638967275613
2019-05-25 13:00:00,6.632318305969238,4.512885451316833,3.5412126779556274,3.118825900554657,-0.8666102189570666,-5.073577356338501,-0.5758382622152567,-1.400993627309799,2.5723730087280274,-0.050959204137325284
2019-05-25 14:00:00,14.238682746887207,3.2065444469451903,2.7669282555580135,0.9615367755293847,0.3652050508186221,-6.761250829696655,-0.5378598492592573,-1.2241697907447815,2.0003057956695556,-0.0425038293004036
2019-05-25 15:00:00,15.759955024719238,1.3196075320243836,2.121690833568573,-1.735074532032013,1.245073264837265,-5.706455230712891,-0.4836050245910883,-1.0827108047902585,1.4282385349273683,-0.01995612457394603
2019-05-25 16:00:00,9.674864768981934,0.4487136175855994,1.9926433563232422,-3.5328150510787966,0.1892314411699772,-7.816046524047851,-0.44020138047635554,-1.1711227118968965,1.6570653438568115,0.013865606859326368
2019-05-25 17:00:00,6.632318305969238,-0.8576272636651993,1.8635959863662719,-5.690104269981385,-0.690636794269085,-8.237965536117553,-0.46732867136597633,-0.9942989304661751,1.7714791297912598,0.030776430253172293
2019-05-26 08:00:00,-18.4686842918396,-5.212096834182739,-0.7173529416322708,0.5121016323566436,-1.2185576677322387,0.8332797348499298,-0.6355184108018874,-1.7015939593315124,6.462430572509765,0.039231839869171406
2019-05-26 09:00:00,-8.58041067123413,-0.277031271532178,0.8312163338065147,1.231197892129421,-0.3386893756687642,1.466157042980194,-0.6300930395722389,-1.7192764163017273,5.547123050689698,-0.02841151058673861
2019-05-26 10:00:00,4.350409197807312,1.1744588911533356,1.0893113553524016,1.5008589774370191,0.3652050508186221,1.255197760462761,-0.6355184108018874,-1.7723236322402953,5.089469146728516,-0.03122990280389786
2019-05-26 11:00:00,16.520591163635252,4.077437472343446,2.121690833568573,1.9502939879894257,-0.07472914177924397,-1.4872714698314666,-0.6517948627471923,-1.754641330242157,4.288574695587158,-0.07914409190416338
2019-05-26 12:00:00,13.478045749664307,4.512885451316833,2.2507383465766906,1.6806329190731049,0.8051390588283539,-5.073577356338501,-0.6463694497942924,-1.5247702121734616,4.059747743606567,-0.11578409373760223
2019-05-26 13:00:00,13.478045749664307,4.367736005783081,2.6378807067871097,0.781762732565403,0.9811127860099077,-8.44892406463623,-0.5758382622152567,-1.2241697907447815,3.0300268173217773,-0.09041783809661866
2019-05-26 14:00:00,8.15359182357788,3.932289171218872,2.6378807067871097,-0.5665429754182696,0.27721831277012826,-7.605087757110596,-0.4836050245910883,-0.9412517860531807,0.8561713814735412,-0.05377770289778709
2019-05-26 15:00:00,11.956772899627685,3.2065444469451903,1.9926433563232422,-2.4541707992553716,-0.07472914177924397,-7.605087757110596,-0.39679748555645344,-1.0119813039898873,0.05527734346687794,-0.03686688095331192
2019-05-26 16:00:00,17.281226825714118,1.900203573703766,1.6055011212825778,-5.510329627990723,-0.690636794269085,-6.12837314605713,-0.4184993740171194,-1.0119813039898873,0.05527734346687794,-0.011500636115670182
2019-05-27 09:00:00,-12.383591270446779,-1.7285212993621826,0.5731215089559555,0.9615367755293847,1.069099598377943,4.841504001617432,-0.7223261050879956,-2.002194494009018,6.6912572383880615,-0.050959204137325284
2019-05-27 10:00:00,-6.298500394821167,0.8841605335474014,1.0893113553524016,0.6918757081031799,0.7171523183584214,2.942871403694153,-0.7223261050879956,-2.0552415549755096,5.661536359786988,-0.10732867866754532
2019-05-27 11:00:00,-0.2134093377739191,2.3356502413749696,1.7345485448837281,1.231197892129421,0.7171523183584214,-0.43247565925121306,-0.7386024784296751,-1.896100103855133,4.975055694580077,-0.11578409373760223
2019-05-27 12:00:00,8.15359182357788,3.4968424797058106,1.4764536678791047,1.3210848480463029,0.10124449906870722,-2.1201490640640257,-0.6897731922566891,-1.6131821990013122,3.9453345060348513,-0.1129655852913857
2019-05-27 13:00:00,17.281226825714118,3.787140417098999,1.9926433563232422,0.33232749924063676,0.5411787673830986,-3.807822275161743,-0.6029655896127224,-1.4717231690883636,2.4579596757888793,-0.10451031774282457
2019-05-27 14:00:00,9.674864768981934,3.4968424797058106,0.9602639332413674,-1.1957521930336952,1.157086297869682,-6.12837314605713,-0.559561791177839,-1.3302640318870542,1.1994116842746734,-0.09041783809661866
2019-05-27 15:00:00,13.478045749664307,2.771097254753113,0.44407408237457274,-3.1732669711112975,0.3652050508186221,-8.659882974624633,-0.5161579033359884,-1.1357578366994858,0.16969067965401335,-0.06505160629749299
2019-05-27 16:00:00,6.632318305969238,2.3356502413749696,0.05693163722753523,-4.611459136009217,-0.16271586306393146,-6.550291728973389,-0.45647775903344157,-0.9235693834722042,0.05527734346687794,-0.011500636115670182
2019-06-01 13:00:00,-8.58041067123413,-6.80873556137085,-1.8787801332771779,4.557018399238586,-4.034135961532593,0.41136109828948964,-0.7060496591031551,-1.8430530369281768,-0.40237657707184554,0.17451866865158086
2019-06-02 14:00:00,-12.383591270446779,-7.534480428695682,-2.782111936807632,2.8491644501686095,-1.130570727586746,1.0442387416958812,-0.7006240174174309,-1.8076882243156434,2.1147192358970646,0.1125121749937534
2019-06-02 15:00:00,-10.862319660186769,-7.679629182815551,-2.9111594527959825,2.399729371070862,-1.7464785695075988,-0.0105572322383523,-0.662645784765482,-1.7369586944580078,0.7417578130960465,0.12096761763095856
2019-06-02 16:00:00,-0.2134093377739191,-8.695672178268433,-3.8144915282726295,1.5008589774370191,-2.2743993520736696,-0.43247565925121306,-0.6409439705312252,-1.6485467970371246,-0.9744439393281936,0.13787842243909837
2019-06-02 17:00:00,4.350409197807312,-9.276268863677979,-3.6854441106319427,0.781762732565403,-2.186412584781647,-0.8543940290808678,-0.6138165444135666,-1.6131821990013122,-0.40237657707184554,0.16042615473270416
2019-06-04 11:00:00,-12.383591270446779,-6.228139901161194,-2.007827379275114,4.557018399238586,-2.6263469219207765,3.575748634338379,-0.8037083571776747,-2.0552415549755096,3.4876808404922484,0.1068752333521843
2019-06-04 12:00:00,-7.819773292541505,-4.341203022003174,-1.6206851333379746,4.646905159950257,-2.186412584781647,2.0990343928337096,-0.7386024784296751,-1.9491474270820617,1.7714791297912598,0.06459811590611934
2019-06-06 14:00:00,-3.2559545755386354,3.932289171218872,1.9926433563232422,0.781762732565403,-3.5062145709991457,-1.9091898858547212,-0.5975400481373072,-1.5070877552032471,-1.088857442140579,0.07305355928838253
2019-06-06 15:00:00,-3.2559545755386354,2.771097254753113,2.2507383465766906,-1.5552998811006544,-3.418228507041931,-2.7530266642570496,-0.5704126562923193,-1.4894055247306826,-0.9744439393281936,0.09560135304927828
2019-06-06 16:00:00,3.5897729635238647,2.6259486794471742,0.3150266472250223,-4.072137689590454,-3.770175409317017,-2.96398595571518,-0.5649872791022063,-1.4186761081218717,-1.6609245777130126,0.09560135304927828
2019-06-06 17:00:00,34.77586441040039,0.4487136175855994,-0.330210592597723,-5.779990458488465,-4.122122716903687,-2.96398595571518,-0.5432853646576404,-1.400993627309799,-2.91947261095047,0.1266045778989792
2019-06-06 18:00:00,37.05777854919434,-1.5833723336458208,-0.5883054435253143,-6.499088001251221,-4.738030481338501,-4.862618160247803,-0.5378598492592573,-1.400993627309799,-3.4915398836135862,0.1491522893309593
2019-06-20 15:00:00,-0.9740456948056817,-1.8736700415611267,-1.7497324034571649,0.9615367755293847,-2.3623864293098453,-1.276312404870987,-0.6680712499190122,-1.7192764163017273,-0.9744439393281936,0.03641340616159141
2019-06-20 16:00:00,-2.495318341255188,-2.454265809059143,-1.6206851333379746,0.1525532344356179,-2.8903069257736207,-3.3859041690826417,-0.6355184108018874,-1.5424526572227477,-0.5167899884283542,0.05896122157573699
2019-06-25 13:00:00,-12.383591270446779,-4.050905275344849,-1.104495498538017,4.736792302131653,-5.265951490402221,3.364789628982544,-0.7657299034297467,-2.0552415549755096,-2.461818933486938,0.23934341669082643
2019-07-30 11:00:00,-13.904866027832028,4.803183650970459,-3.0402070492506033,-3.2631539702415475,-2.186412584781647,7.162054824829101,-0.9176432758569717,-2.55034813284874,-0.8600305244326591,-0.13833217769861222
2019-07-30 12:00:00,-3.2559545755386354,4.512885451316833,-2.9111594527959825,-2.9934931278228762,-2.09842562675476,4.419585490226745,-0.8905158653855324,-2.249747693538666,-1.6609245777130126,-0.1890643909573555
2019-07-30 13:00:00,2.06849981546402,6.109524464607239,-2.007827379275114,-3.1732669711112975,-2.186412584781647,-0.0105572322383523,-0.7982827733270824,-2.0198768079280853,-2.347405278682709,-0.20033852159976956
2019-07-31 11:00:00,-8.58041067123413,5.8192264318466185,-2.3949699178338055,-3.0833799481391906,-0.6026497215032578,5.8962994575500485,-0.9067923411726951,-2.4088891744613647,0.5129309549927711,-0.11578409373760223
2019-08-01 12:00:00,-1.7346820831298833,7.56101393699646,-1.8787801332771779,-3.4429280877113344,-0.9545971974730492,1.466157042980194,-0.8471120648086071,-2.0198768079280853,0.5129309549927711,-0.1721535407006741
2019-08-01 13:00:00,-3.2559545755386354,7.851311826705933,-1.6206851333379746,-4.701346349716187,-1.5705047369003295,-2.7530266642570496,-0.7277514815330506,-1.7723236322402953,-0.7456170231103897,-0.20033852159976956
2019-08-01 16:00:00,-0.9740456948056817,6.2546730041503915,-2.9111594527959825,-10.364229822158814,-3.858162212371826,-4.440700244903565,-0.5270088948309422,-1.400993627309799,-3.8347799301147476,-0.12705786898732185
2019-08-02 10:00:00,-16.186772918701173,5.383779549598694,-3.1692542970180506,-4.072137689590454,-1.0425840228796006,8.005891132354737,-0.8633885107934475,-2.4265715062618254,1.4282385349273683,-0.15806124545633793
2019-08-02 11:00:00,-3.2559545755386354,6.544970750808716,-2.265922398865223,-3.892363011837007,-1.2185576677322387,3.364789628982544,-0.8525375850498677,-2.320477283000946,5.547123050689698,-0.1749721460044384
2019-08-02 13:00:00,10.435501098632812,10.028547286987305,-1.104495498538017,-3.802476108074189,0.3652050508186221,-2.96398595571518,-0.7006240174174309,-1.7015939593315124,-2.2329919815063475,-0.1693351611495019
2019-08-02 14:00:00,-2.495318341255188,11.334888029098511,0.3150266472250223,-5.150781607627869,-0.9545971974730492,-6.761250829696655,-0.6300930395722389,-1.400993627309799,-3.148299789428711,-0.16369809471070768
2019-08-02 15:00:00,18.041864967346193,6.835269546508789,-2.782111936807632,-7.308071327209473,-2.8903069257736207,-6.761250829696655,-0.5378598492592573,-1.0827108047902585,-3.377126860618593,-0.1496058172080666
2019-08-02 16:00:00,19.563136672973634,5.96437475681305,-3.0402070492506033,-8.206940603256225,0.27721831277012826,-3.174944901466369,-0.44020138047635554,-1.0827108047902585,-3.033885967731476,-0.10451031774282457
2019-08-03 10:00:00,-16.186772918701173,4.367736005783081,-3.2983015537261964,-3.892363011837007,0.3652050508186221,7.3730145454406735,-0.8796649679541588,-2.479618620872498,6.462430572509765,-0.15524282548576598
2019-08-03 11:00:00,-3.2559545755386354,4.658034443855286,-2.782111936807632,-3.802476108074189,0.3652050508186221,5.052462482452393,-0.8688139826059341,-2.267430138587952,4.975055694580077,-0.18060889467597008
2019-08-03 12:00:00,9.674864768981934,7.270715951919556,-2.007827379275114,-3.802476108074189,-1.130570727586746,0.62232024371624,-0.8037083571776747,-2.0729240834712983,2.343546199798584,-0.22288661301136017
2019-08-03 13:00:00,10.435501098632812,7.996461200714111,-0.5883054435253143,-4.431685829162598,1.245073264837265,-2.96398595571518,-0.7440280303359031,-1.7015939593315124,0.6273443698883057,-0.24825238883495332
2019-08-08 09:00:00,-25.31441459655762,4.222587060928346,-2.265922398865223,-4.251912069320679,-3.1542679071426396,9.27164716720581,-0.8796649679541588,-2.4973010003566736,-0.7456170231103897,-0.12987649515271188
2019-08-08 10:00:00,-13.144227123260498,5.674077367782592,-2.3949699178338055,-3.802476108074189,-2.3623864293098453,7.3730145454406735,-0.8742396250367165,-2.4265715062618254,-2.1185783147811894,-0.1721535407006741
2019-08-08 11:00:00,-0.2134093377739191,8.577056837081908,-2.007827379275114,-3.6227025389671335,-1.7464785695075988,3.1538307428359986,-0.8525375850498677,-2.267430138587952,-2.576232290267945,-0.1947011649608612
2019-08-09 12:00:00,-10.101683425903321,9.302801275253296,-0.330210592597723,-4.072137689590454,-2.4503728389739994,0.62232024371624,-0.8145592594519258,-1.9491474270820617,-2.0041648983955382,-0.1721535407006741
2019-08-09 13:00:00,-6.298500394821167,9.157652997970581,-0.20116319619119163,-5.060894846916199,-3.594201874732972,-2.96398595571518,-0.7060496591031551,-1.7015939593315124,-2.690645468235016,-0.1326950393617154
2019-08-10 10:00:00,-16.94741020202637,4.512885451316833,-3.2983015537261964,-3.9822500705718995,-2.0104390144348145,8.427809381484986,-0.9067923411726951,-2.55034813284874,-0.7456170231103897,-0.21443069726228714
2019-08-10 11:00:00,-5.537864208221436,5.5289287805557255,-2.9111594527959825,-3.4429280877113344,-1.5705047369003295,5.8962994575500485,-0.8905158653855324,-2.3558420658111574,-1.6609245777130126,-0.20879399925470352
