,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_04,SHAP_OX_03,SHAP_OX_05,SHAP_OX_18,SHAP_TEMP_03,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_OX_19,SHAP_TEMP_20,SHAP_OX_21,SHAP_OX_23,SHAP_SPM_21,SHAP_TEMP_04,SHAP_OX_22,SHAP_WS_01,SHAP_OX_20,SHAP_SPM_20
2019-04-21 12:00:00,-7.802030467987061,-28.72565689086914,-3.1116206049919124,0.4934074836783111,1.1869672924280166,-0.8378010034561157,-1.4060237169265748,12.839656257629395,-2.137600453197956,-1.7259417556226253,-0.938548493385315,-0.3823906898498535,-1.1665268182754518,-0.02759719379246236,0.23738467916846276,8.656494331359863,-0.840474845468998,-1.4982175767421726,-1.322304403781891,0.16104989666491748
2019-04-22 12:00:00,-7.186336421966553,-16.278905296325682,-2.6690078258514407,0.5842698290944099,1.646378403902054,-0.7223733678460121,-0.25721735673723745,10.905778694152833,-1.8506879642605782,-2.0836825251579283,-0.4744065850973129,-0.6371804367750883,-0.27122560506686566,-0.6486514046788215,-0.02271944768726827,7.022212314605713,-0.0038293890655040964,-1.4044093936681747,-0.25860969312489035,0.48306722901761523
2019-04-22 13:00:00,-4.723558712005615,-12.44913377761841,-2.2263951182365416,-0.14262875467538833,-0.8803843811154366,-1.0109424233436584,-1.1188221037387849,8.488431167602538,-1.9144462667405606,-2.0620012164115904,-0.35837108045816424,-0.6082270458340645,-0.43400755897164345,-0.7107567563652992,-0.066070144623518,5.932691526412964,-0.35243161860853434,-0.7946559160947801,-0.7421072766184806,0.5796724401414395
2019-05-10 08:00:00,-23.194388198852543,-29.683101081848132,-0.6772515839897096,1.8563421726226808,8.537550210952759,-0.7223733678460121,-0.9273543417453766,18.641290378570556,-1.8889429897069931,-1.964435523748398,-0.7644953280687332,-0.6719245590269567,-1.8176548779010773,0.12766636200249196,0.7575929872691631,10.368599939346314,-0.9799156963825226,-1.263697075843811,-1.4190039217472077,-0.03216048181056976
2019-05-10 09:00:00,-13.343279075622558,-20.746969223022468,1.3145050521939994,2.583240783214569,5.551376128196717,-0.6069455951452255,-1.0230882525444032,15.579315757751464,-1.8761912822723392,-1.9969573974609376,-0.7644953280687332,-0.6950873136520386,-1.4106998264789579,0.15871910080313678,0.6275408737361431,9.668193340301514,-1.014775997400284,-0.935368275642395,-1.225605034828186,-0.06436218470335006
2019-05-10 10:00:00,-4.723558712005615,-16.278905296325682,2.6423428058624268,1.4020306766033175,3.713730049133301,-0.3760902941226959,-1.1188221037387849,11.872717189788819,-1.8506879642605782,-2.0186386823654177,-0.8225130498409271,-0.6487620798870921,-1.2479178369045256,0.1897717842366545,0.6708916231989861,8.189556884765626,-0.840474845468998,-0.8884641379117966,-1.225605034828186,-0.12876573801040653
2019-05-10 11:00:00,2.6647720575332645,-14.364018535614013,3.0849553942680354,0.6751320846378803,0.03843850567936895,-0.7512302920222281,-1.1188221037387849,7.360336399078369,-1.9016943514347073,-2.0620012164115904,-0.8805307120084761,-0.6487620798870921,-1.2479178369045256,0.034508260525763015,0.7575929872691631,6.399628448486328,-0.7707542985677719,-0.8415600508451462,-1.322304403781891,-0.09656394869089127
2019-05-10 12:00:00,6.358937120437622,-7.98106837272644,3.7488742947578424,-0.7786650076508522,-3.1774416923522955,-0.9820856899023054,-1.2145560264587403,5.104146027565003,-1.9016943514347073,-1.9752762019634247,-0.8805307120084761,-0.625599167495966,-1.3293087601661682,-0.02759719379246236,0.7142423763871194,4.220585918426513,-0.7707542985677719,-1.1698888838291168,-1.4190039217472077,-0.06436218470335006
2019-05-10 13:00:00,8.821714830398559,-5.10873999595642,3.97018039226532,-2.0507373869419094,-5.933909702301025,-1.4437962830066682,-1.4060237169265748,4.137207651138306,-1.92719790674746,-1.9752762019634247,-0.938548493385315,-0.6082270458340645,-1.4106998264789579,-0.02759719379246236,0.6708916231989861,3.131064403057098,-0.805614547431469,-1.545121720433235,-1.4190039217472077,-0.06436218470335006
2019-05-10 14:00:00,2.6647720575332645,-7.6619203090667725,3.5275678277015685,-3.141085374355316,-7.312144756317139,-1.8477931186556815,-1.7889591336250306,0.9140783158713021,-1.9463254721835253,-1.931913673877716,-1.0545840919017793,-0.585064423084259,-1.4106998264789579,0.0034555710793938376,0.6708916231989861,2.6641265988349914,-0.840474845468998,-0.3725189942866564,-1.5157034099102022,4.1286647319804805e-05
2019-05-10 15:00:00,7.59032621383667,-6.0661827564239506,3.3062614798545837,-3.6862591028213503,-8.230966758728027,-2.194076238758862,-2.2676284432411196,-0.5363299455493689,-1.9718288749456405,-1.899391880631447,-1.286655020713806,-0.5503202714025974,-1.492090928554535,0.034508260525763015,0.5841902233660221,1.1076672807335854,-0.840474845468998,-0.7946559160947801,-1.7091023862361907,0.06444470447604542
2019-05-10 16:00:00,6.974632263183594,-7.98106837272644,3.5275678277015685,-4.049708151817322,-5.933909702301025,-2.3672176782041787,-2.8420316576957707,0.7529220163822175,-2.01008363366127,-1.8560292571783066,-1.5767436981201173,-0.49820434004068376,-1.6548730075359344,0.034508260525763015,0.4974888529628515,0.4072606034576893,-0.875334982573986,-0.8884641379117966,-2.0959004163742065,0.06444470447604542
2019-05-10 17:00:00,8.821714830398559,-14.364018535614013,0.6505861506797374,-3.141085374355316,-7.771556043624878,-2.482645301520824,-4.086571598052978,-0.052860388159751893,-2.0674659298732876,-1.7909854918718338,-1.924850380420685,-0.4518789708614349,-1.980437123775482,0.06556097082793713,0.4974888529628515,1.029844270646572,-0.9450554251670837,-0.7008477203547955,-2.579398167133331,-0.03216048181056976
2019-05-10 18:00:00,14.978657054901124,-18.5129376411438,-0.013332629948854435,-3.867983675003052,-7.541849803924561,-2.194076238758862,-5.235377717018127,0.9140783158713021,-2.11847273260355,-1.693420173227787,-2.6790809154510495,-0.41713463664054873,-2.387392520904541,0.12766636200249196,0.6275408737361431,0.6407294988632202,-1.0844962805509568,-0.7008477203547955,-3.159595453739166,0.09664641972631219
2019-05-11 10:00:00,-5.954947948455811,-19.15123224258423,-1.783782958984375,1.4928929507732391,2.5652015686035154,-0.7512302920222281,2.231862670183182,12.517344093322754,-1.5637757115066053,-2.6365543484687803,0.9760371282696724,-0.9846210241317749,0.6240756250917912,-0.9281257122755051,-0.10942085608839991,8.033911943435669,0.3796331115067005,-1.31060109436512,1.772080159187317,0.6118741869926453
2019-05-11 11:00:00,-4.723558712005615,-14.044871711730957,-0.2346389338374138,0.22082045450806617,-0.19126718416810037,-0.7223733678460121,3.1892012238502505,8.004961729049683,-1.531896511465311,-2.549829435348511,1.1500902473926542,-0.9498769879341126,1.2752038776874541,-1.052336612343788,-0.23947292398661374,6.7109204769134525,0.031030832231044768,-0.935368275642395,1.6753805696964263,0.7084794200956821
2019-05-11 12:00:00,-3.49217050075531,-9.576806449890137,1.7571176797151566,-0.8695272751152515,-2.718030107021332,-1.1263701792806384,3.3806693851947784,6.554554462432861,-1.5701515074819328,-2.604032588005066,1.7302679359912871,-0.8340635053813458,1.1938126593828202,-0.7418094977736474,-0.3695250055752694,4.531877756118774,0.3099126481451094,-0.8884641379117966,1.9654792547225952,0.48306722901761523
2019-05-11 13:00:00,4.511854887008667,-7.6619203090667725,2.4210364520549774,-1.8690127789974214,-3.1774416923522955,-1.472653138637543,2.3275966912508013,3.976051163673401,-1.6976681303232908,-2.538988900184631,1.8463031828403473,-0.7587846592068672,1.4379858762025834,-0.9902312070131302,-0.066070144623518,3.8314711809158326,0.2750524003989995,-0.3725189942866564,2.9324742913246156,0.48306722901761523
2019-05-23 10:00:00,-11.496196651458737,-16.278905296325682,0.6505861506797374,1.8563421726226808,4.862258934974671,-0.5492318404838443,-1.0230882525444032,10.583465480804444,-1.7295471519231795,-2.2462917923927312,-0.7644953280687332,-0.7993194683454931,-1.1665268182754518,0.06556097082793713,0.36743678077036757,7.177858924865722,-0.7358940750360489,-1.1229847133159638,-1.225605034828186,0.09664641972631219
2019-05-23 13:00:00,3.2804664254188536,-6.385330724716187,1.7571176797151566,-1.051251865923405,-2.4883243918418883,-1.1840840209275483,-2.8420316576957707,3.976051163673401,-1.7614263035356998,-2.333016812801361,-1.5187259137630464,-0.689296580851078,-1.3293087601661682,-0.02759719379246236,0.36743678077036757,3.131064403057098,-0.7707542985677719,-1.31060109436512,-1.9992009878158565,0.12884817197918888
2019-05-23 14:00:00,0.20199497193098068,-10.534248638153077,1.5358113005757332,-1.7781504452228547,-4.096264481544495,-1.530367088317871,-3.3207007884979247,2.8479558348655694,-1.857063789665699,-2.213770055770874,-1.924850380420685,-0.6429712036624551,-1.8990462005138398,-0.02759719379246236,0.41078748274594545,2.586303734779358,-0.805614547431469,-0.2787107817828655,-2.4826987266540526,0.2254533501341939
