,0
SHAP_OX_01,13.043648646530508
SHAP_TEMP_01,11.468820814028877
SHAP_TEMP_02,9.818281274397034
SHAP_HUM_01,2.051152956835025
SHAP_TEMP_03,1.9784174233396925
SHAP_HUM_02,1.7329533137967188
SHAP_OX_03,1.4378534796549627
SHAP_TEMP_05,0.6312854976149594
SHAP_OX_04,0.38611133334878833
SHAP_OX_21,0.37759547212664224
SHAP_TEMP_04,0.3523186997364974
SHAP_OX_19,0.2530978320942396
SHAP_SPM_17,0.24979089041274657
SHAP_OX_06,0.20905328358614736
SHAP_OX_20,0.19710820914515056
SHAP_SPM_14,0.17679492370963945
SHAP_OX_17,0.15512012721410326
SHAP_SPM_01,0.1117647337794148
SHAP_OX_23,0.09465106777158794
SHAP_SPM_18,0.014882415308766387
