,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_OX_04,SHAP_TEMP_03,SHAP_SPM_01,SHAP_TEMP_02,SHAP_OX_06,SHAP_TEMP_04,SHAP_OX_23,SHAP_TEMP_05,SHAP_OX_17,SHAP_SPM_14,SHAP_SPM_18,SHAP_OX_20,SHAP_HUM_02,SHAP_OX_19,SHAP_SPM_17,SHAP_OX_21
2019-04-28 10:00:00,18.239933204650878,-0.8124833613634109,6.5904500007629405,-0.010582787636667498,0.09000234473496674,0.7914087563753128,-0.16093265209347013,1.965904664993286,-0.12007007282227278,0.412894631549716,0.052875395072624065,-0.3169200986623764,0.19213417917490008,0.3400405153632164,-0.029464144515804917,-0.12506829351186752,-5.342518854141234,0.02980797812342646,-0.2947552651166916,-0.004598999852896624
2019-04-11 03:00:00,1.9930213689804077,-16.025732803344727,-2.641358399391174,-0.010582787636667498,0.14538438171148302,2.354597771167755,-0.182446270994842,12.83476448059082,0.022555450256913863,0.44112869054079057,0.07855886993929742,-0.48645139038562774,0.1298595692962408,0.15872865095734595,-0.019293943140655738,-0.10468346074922011,2.0046705484390257,-0.2157903909683227,-0.18746494799852373,-0.11252444386482238
2019-10-07 12:00:00,5.815825176239014,10.851007556915283,1.1832478165626525,0.575062844157219,-0.0761437649372965,-1.7381144523620606,-0.15555425398051737,-8.759942817687989,-0.2341705799102783,0.3257020846009254,0.11066319700330496,0.643757876753807,0.14610516354441644,0.13606461584568022,-0.019293943140655738,-0.17603029310703278,-1.0472398400306702,-0.13392425328493118,-0.25899177938699725,0.10332641750574112
2019-11-07 05:00:00,-21.899487495422363,-9.771396827697753,-1.4544114589691164,2.9176450729370123,-0.6576550781726838,1.1893111258745193,-0.1510195381939411,6.97130117416382,-0.3910587392747402,0.39960821215063336,0.11218086965382099,-0.04244070528075099,0.18873739466071127,0.23605284243822097,-0.01825699191540476,-0.2931503212079406,0.9873667299747468,0.07743921454530207,-0.24005819261074066,0.34812098443508155
2019-12-27 11:00:00,-5.652581787109375,-3.348025345802308,1.3151301622390748,2.234390759468079,-0.5468910247087478,1.2177326679229736,-0.1501758500933647,3.968062400817871,-0.2341705799102783,0.42202901765704154,-0.06270024577970615,-0.2765555091202259,0.08112299796193836,-0.0679113572463393,0.00511453161016104,-0.03333663296652957,-0.2560037702322006,-0.31402977705001833,0.17016970589756966,-0.3823380425572395
2020-03-31 22:00:00,-8.51968469619751,-9.94043321609497,-1.9819441437721257,1.7463537216186524,-0.3253629758954048,1.2177326679229736,-0.04798623081296678,7.400331640243531,-0.12007007282227278,0.4037603331613354,-0.06270024577970615,-0.05051357466727494,0.09736848769243807,0.15872865095734595,-0.005055674444884079,-0.04352902038954195,1.3264679312705994,-0.4122689962387086,0.0271158589981496,-0.436300753057003
2019-12-17 16:00:00,-12.34248504638672,-8.926217412948608,-1.718177664279938,1.7463537216186524,-0.26998087316751485,1.5587920546531675,-0.09639185760170219,7.400331640243531,-0.37679602093994613,0.4170468181371689,-0.1397506745532155,-0.20389897972345356,0.08112299796193836,0.022744633257389027,0.011216642009094339,0.11954945055767889,1.5525354385375976,-0.526881605386734,0.2059331201016903,-0.7330957889556885
2019-07-23 21:00:00,-18.076695632934573,18.119565773010255,-1.9819441437721257,1.0631005704402923,0.6438227146863936,-3.642364811897278,-0.1286622568964958,-16.911591243743896,0.4219070251099765,0.25345705449581146,-0.09480456188321111,1.451050195097923,0.08112299796193836,0.04540864210575815,0.00511453161016104,0.06858744947239756,1.2134345531463624,-0.5432548135519027,0.17016970589756966,-0.5981890171766281
2019-04-26 12:00:00,5.815825176239014,-6.221639728546144,-2.641358399391174,-0.3034055158495903,0.3392214745283127,0.649300616979599,-0.1501758500933647,4.540107870101929,0.07960561977233735,0.3896435886621475,0.13634665925055742,0.1593824252486229,0.15422795861959457,8.06326628662854e-05,-0.0030216348124668434,-0.39007082358002665,2.0046705484390257,0.19354022759944203,0.0271158589981496,0.5350282192230225
2019-05-15 15:00:00,25.885540580749513,8.991609859466553,1.3151301622390748,-3.0364182949066163,1.0591878116130826,-2.249704074859619,-0.11790546178817748,-9.761019802093506,0.2935439495369792,0.3016204617917538,0.14918840304017067,0.8536540478467941,0.19754936657845976,0.0907366208732128,-0.005055674444884079,-0.2881467819213867,-1.6124080061912536,0.20991339441388845,0.0271158589981496,0.2921958029270172
