,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_OX_04,SHAP_TEMP_03,SHAP_SPM_01,SHAP_TEMP_02,SHAP_OX_06,SHAP_TEMP_04,SHAP_OX_23,SHAP_TEMP_05,SHAP_OX_17,SHAP_SPM_14,SHAP_SPM_18,SHAP_OX_20,SHAP_HUM_02,SHAP_OX_19,SHAP_SPM_17,SHAP_OX_21
2019-04-06 13:00:00,-12.775019550323488,-11.621744060516358,1.7624052882194519,1.7391106486320496,-0.40535776168107984,-1.7412528544664383,0.14506083503365516,8.853500938415527,-0.5944761335849762,0.7340000541880727,-0.25340556018054483,2.7117150187492376,0.5374587789177895,0.6473430514335633,-0.4381598323583601,-0.05621390691958365,-0.6744356989860535,0.013292350620031382,-0.26881045531481507,0.14225142039358613
2019-04-06 14:00:00,-7.834503984451294,-11.621744060516358,1.6793051362037659,1.222326672077179,-0.22454802319407463,-1.5072496354579925,0.12734966983698542,8.082435035705567,-0.4385255196131766,0.6696822160854936,-0.2383579570800066,2.328229832649231,0.5374587789177895,0.583001685142517,-0.39564005583524703,-0.044432713417336324,-0.7091382414102554,-0.00011711022816596611,-0.26881045531481507,0.07990167958196252
2019-04-06 15:00:00,-7.834503984451294,-10.892511844635012,1.0145051062107087,0.18875885456800462,-0.13414313877292444,-1.381247782707214,0.09192734165117143,8.082435035705567,-0.4162469170987606,0.5936702400445938,-0.25340556018054483,2.04700785279274,0.4374769419431687,0.6473430514335633,-0.39564005583524703,-0.03265150189399716,-0.6744356989860535,-0.00011711022816596611,-0.2342983878217638,0.017551922798156764
2019-04-06 16:00:00,-4.870197010040284,-12.642668914794921,0.848305058479309,-0.6725476861000061,0.04666658416390417,-1.381247782707214,0.14506083503365516,7.531674385070801,-0.28257499337196357,0.5527407102286817,-0.28350079581141474,1.7146542906761169,0.33749513924121866,0.8403669834136963,-0.35312034934759146,-0.03265150189399716,-0.3968157529830932,-0.00011711022816596611,-0.2342983878217638,-0.04479779619723556
2019-04-18 17:00:00,-10.798813152313233,-11.913437175750735,0.599004989862442,0.18875885456800462,0.07680154326371845,-0.8772407859563828,0.18933874312788243,6.650456285476684,-0.12662436114624145,0.44164624288678167,-0.41892927810549735,1.1010784029960632,-0.2623957425355911,0.8403669834136963,-0.48067957162857067,0.1440664827823639,-0.18860078528523444,-0.18784951530396937,-0.40685880482196807,-0.9488689839839937
2019-04-19 12:00:00,-11.786915397644043,-7.538045883178711,0.34970496594905853,2.944939613342285,-0.9779219299554824,-1.417248439788818,0.1981943404302001,7.311370086669922,-1.329671996831894,0.6638351786881685,-0.04273897483944891,2.6094523906707767,0.6707678228616716,0.583001685142517,-0.39564005583524703,-0.15635408721864225,-0.015088327857665729,0.16079640947282314,-0.2342983878217638,0.578699591755867
2019-04-19 13:00:00,-5.858299827575683,-5.642042970657349,0.5159050256013871,1.3945878505706788,-0.43549266159534455,-1.255246141552925,0.18933874312788243,4.998172378540039,-1.062328016757965,0.56443492770195,-0.05778658698545767,2.0214422762393953,0.4374769419431687,0.5186603516340256,-0.35312034934759146,-0.17402588799595825,-0.11919579803943633,0.06693019196391106,-0.37234670035541056,0.6098744601011277
2019-04-22 12:00:00,-12.775019550323488,-6.808814907073975,-0.2319951057434082,3.806246590614319,-0.8573820650577545,-1.2912466317415237,0.1007829150184989,5.438780832290648,-1.1737213492393495,0.5995173014700413,-0.01264374596066772,2.123704928159714,0.6374405652284623,-0.12475293502211571,0.32719588428735735,-0.1269010879099369,0.3319365873932839,0.08033964708447458,0.3524070531129837,0.45400013625621793
2019-04-22 13:00:00,-5.858299827575683,-4.766965055465698,0.18350493833422662,1.3945878505706788,-0.5861674845218658,-0.9492418572306633,0.08307175412774084,4.44741108417511,-0.9732134282588959,0.5235053546726703,-0.07283420572057364,1.740220022201538,0.2375133522320539,0.06827104762196537,0.36971555352211005,-0.10333869196474552,0.12372168377041817,0.06693019196391106,0.3869191959500314,0.45400013625621793
2019-04-22 15:00:00,-9.810709571838379,-5.204504489898682,0.017304950288962555,-1.0170703172683715,0.04666658416390417,-0.5352360993623734,0.029938250966370084,1.8037569880485536,-0.5499188497662544,0.35978724695742137,-0.10292943827807902,0.9221188396215438,-0.0957593634724617,0.06827104762196537,0.4972748547792435,-0.05032329093664882,-0.04979079216718674,-0.06045967726968225,0.17984665706753727,0.2669508721679449
