,0
SHAP_CH4_01,0.06002515334670697
SHAP_CH4_02,0.04974439408980777
SHAP_CH4_03,0.0316798842700702
SHAP_CH4_04,0.01720842649560355
SHAP_CH4_05,0.013315084728320603
SHAP_CH4_06,0.011314310544361461
SHAP_CH4_07,0.013066125679048057
SHAP_CH4_08,0.002194871578952423
SHAP_CH4_09,0.0039521998501183195
SHAP_CH4_10,0.00952982462515349
SHAP_CH4_11,0.0036829016415006115
SHAP_CH4_12,0.0010784323040109024
SHAP_CH4_13,0.013096631241209647
SHAP_CH4_14,0.01629230424583745
SHAP_CH4_15,0.011792530502106012
SHAP_CH4_16,0.01293390356556038
SHAP_CH4_17,0.018161038409582914
SHAP_CH4_18,0.030778237385629636
SHAP_CH4_19,0.022173394358018284
SHAP_CH4_20,0.018236805346832058
SHAP_CH4_21,0.01457609034581881
SHAP_CH4_22,0.021513333653826565
SHAP_CH4_23,0.016121915228389024
SHAP_CH4_24,0.006828881999981137
SHAP_HUM_01,2.013264461514664
SHAP_HUM_02,0.3702191152358932
SHAP_HUM_03,0.3427123221485565
SHAP_HUM_04,0.0735614310269942
SHAP_HUM_05,0.14632099382048613
SHAP_HUM_06,0.2239612320914498
SHAP_HUM_07,0.03824582896994342
SHAP_HUM_08,0.12291752545703002
SHAP_HUM_09,0.032645576029145675
SHAP_HUM_10,0.019075610985796018
SHAP_HUM_11,0.21572301423179446
SHAP_HUM_12,0.2503192172869574
SHAP_HUM_13,0.11375190525167463
SHAP_HUM_14,0.022354628475781103
SHAP_HUM_15,0.04498876945430087
SHAP_HUM_16,0.0395362601331483
SHAP_HUM_17,0.02430457819284534
SHAP_HUM_18,0.05955750457908797
SHAP_HUM_19,0.13422393367750624
SHAP_HUM_20,0.1617760203382543
SHAP_HUM_21,0.09716609351072056
SHAP_HUM_22,0.03854140322667026
SHAP_HUM_23,0.0008782038252208651
SHAP_HUM_24,0.3362019632088175
SHAP_NMHC_01,0.3111474141016272
SHAP_NMHC_02,0.0800392938337516
SHAP_NMHC_03,0.12858075226933963
SHAP_NMHC_04,0.04148996381150735
SHAP_NMHC_05,0.027923089186048734
SHAP_NMHC_06,0.13038251388313554
SHAP_NMHC_07,0.32112228941722615
SHAP_NMHC_08,0.1800393500265044
SHAP_NMHC_09,0.056976184566808113
SHAP_NMHC_10,0.04211848334886458
SHAP_NMHC_11,0.04391542409535751
SHAP_NMHC_12,0.010952818063898749
SHAP_NMHC_13,0.052738651470566326
SHAP_NMHC_14,0.06499228354804211
SHAP_NMHC_15,0.18268442379826055
SHAP_NMHC_16,0.13789629062344702
SHAP_NMHC_17,0.04510270455871836
SHAP_NMHC_18,0.1389895958732847
SHAP_NMHC_19,0.026403242203624208
SHAP_NMHC_20,0.18529317624266253
SHAP_NMHC_21,0.26888909629696667
SHAP_NMHC_22,0.21457628419451544
SHAP_NMHC_23,0.058696189194333594
SHAP_NMHC_24,0.04853060289596219
SHAP_NO_01,0.3401760235986983
SHAP_NO_02,0.09756011671690402
SHAP_NO_03,0.06749090422373841
SHAP_NO_04,0.012352273926266867
SHAP_NO_05,0.02983966005427202
SHAP_NO_06,0.012595738471327686
SHAP_NO_07,0.04280726797385231
SHAP_NO_08,0.08759112968387776
SHAP_NO_09,0.03417296918186272
SHAP_NO_10,0.018911995883663792
SHAP_NO_11,0.1424829950886002
SHAP_NO_12,0.20991015454751125
SHAP_NO_13,0.10813455291830848
SHAP_NO_14,0.10683211349675732
SHAP_NO_15,0.1549017018770609
SHAP_NO_16,0.15389257371081302
SHAP_NO_17,0.0404670445184368
SHAP_NO_18,0.0237093856635202
SHAP_NO_19,0.0890538333345456
SHAP_NO_20,0.03812890382851272
SHAP_NO_21,0.1028504611294095
SHAP_NO_22,0.029101792015249685
SHAP_NO_23,0.12642109767818271
SHAP_NO_24,0.10062927002246329
SHAP_NO2_01,0.43782068955167197
SHAP_NO2_02,0.5040717691553136
SHAP_NO2_03,0.042851798256570005
SHAP_NO2_04,0.05195337525941036
SHAP_NO2_05,0.03017700520563369
SHAP_NO2_06,0.08656625095479582
SHAP_NO2_07,0.13633082418181772
SHAP_NO2_08,0.07890054647220719
SHAP_NO2_09,0.1062653910750057
SHAP_NO2_10,0.1247578158596142
SHAP_NO2_11,0.08428102498050616
SHAP_NO2_12,0.05522057580140724
SHAP_NO2_13,0.1269042940231544
SHAP_NO2_14,0.07861731097450046
SHAP_NO2_15,0.016334889361986203
SHAP_NO2_16,0.03223131228262638
SHAP_NO2_17,0.08008264808659629
SHAP_NO2_18,0.09990002583859647
SHAP_NO2_19,0.08948643817163532
SHAP_NO2_20,0.015939766179442247
SHAP_NO2_21,0.043444269950053356
SHAP_NO2_22,0.1429846816869491
SHAP_NO2_23,0.27508551914694573
SHAP_NO2_24,0.2370319911875141
SHAP_NOX_01,0.2937822142281511
SHAP_NOX_02,0.4644928107625339
SHAP_NOX_03,0.01491547377682428
SHAP_NOX_04,0.03896464719592954
SHAP_NOX_05,0.024668676944903486
SHAP_NOX_06,0.1223970542018961
SHAP_NOX_07,0.10858826259232782
SHAP_NOX_08,0.1604764950641387
SHAP_NOX_09,0.1531383671118596
SHAP_NOX_10,0.13240020030213437
SHAP_NOX_11,0.19002272158934108
SHAP_NOX_12,0.07006741341322575
SHAP_NOX_13,0.08958698818987074
SHAP_NOX_14,0.032672221148896806
SHAP_NOX_15,0.10869119036891493
SHAP_NOX_16,0.060120366261251355
SHAP_NOX_17,0.07960962227649282
SHAP_NOX_18,0.10883082758991895
SHAP_NOX_19,0.03534060961412643
