,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_03,SHAP_OX_05,SHAP_OX_06,SHAP_OX_23,SHAP_TEMP_03,SHAP_TEMP_04,SHAP_NO2_01,SHAP_OX_20,SHAP_SPM_22,SHAP_NO2_02,SHAP_NOX_02,SHAP_SPM_01,SHAP_PM25_01,SHAP_TEMP_02,SHAP_TEMP_22,SHAP_OX_15,SHAP_NOX_01,SHAP_SPM_02,SHAP_OX_04,SHAP_OX_19,SHAP_OX_09,SHAP_OX_21,SHAP_WS_02,SHAP_NMHC_02,SHAP_OX_24,SHAP_TEMP_19,SHAP_TEMP_23
2019-04-21 14:00:00,-15.68458380699158,-14.356942625045775,-1.443863731622696,1.1331509330868723,0.19562935837544498,0.3152264478802681,-0.8315714192390441,1.4346477515995502,2.1556384754180913,0.4158995778858662,-0.5508515015244484,0.5448740051686763,-0.11942368424963204,-0.003059282097965471,-0.10393879235722123,-0.10284612767398356,6.088934302330016,-1.1288425007462504,0.018914061328396174,-0.2532145813107491,1.2542421454191208,-1.722141498923302,-0.411042234748602,-0.5773240541107953,-0.4406661271303893,-0.5236870560050011,0.4185113739967347,0.02769418548792597,-0.6475896142423153,2.5680246499180788
2019-04-22 14:00:00,-14.580813856124882,-7.649750185012818,-0.2733653812110424,0.9701374776661396,0.28698400422930714,0.31954614039510487,-0.25768778428435324,0.7316909690201283,1.5513704349100588,-1.196546130180359,0.14536996071226893,0.03565345765091475,0.04214883862994611,0.06211332422681147,-0.00706694040214641,-0.03793666666722853,3.1642979335784913,-0.7982928977161647,-0.5636398931592703,1.0993262088298796,-0.3239187683165074,-1.6610963517427446,-0.4122194512560964,-0.47777108743786806,-0.13460792697034774,-0.22368295753374695,-0.11002559740096327,-0.2864888998866081,-0.5759207471832634,1.2415022934973243
2019-04-22 15:00:00,-5.750653133392333,-8.885285978317262,-0.5659899246692658,0.31808413717895756,-0.21546632539480925,0.28498900176957254,-0.36203023940324786,0.5153965342789888,0.9996473699598573,0.6174552643299103,-0.3767961012572049,-0.11711270526051518,0.030607916447333978,0.054445953294634794,0.23511276885867122,0.41642957359552374,3.0873337173461914,-0.8358553634583951,-0.7225182417035102,-0.5537792178988457,-0.0811248105857521,-1.4779611825942995,-0.41148368760943416,-0.42799462378025055,-0.05809336608275769,0.5263272243738174,-0.19811509735882285,-0.15557926768437028,-0.5759207471832634,1.5362850598990916
2019-05-10 10:00:00,-25.618516426086433,-9.94431636810303,1.4823821347951889,5.208484461307526,1.6573028522729878,0.3800211373157799,-1.2489413577318196,1.488721385896206,2.707361721992493,1.0205666875839237,-0.26075915671885014,0.8504063063859938,-0.06171920666005461,0.02761017252458256,-0.7336059649195521,-0.4273934942483903,5.165365092754364,-0.7532179752737284,0.7073868606984617,-0.5537792178988457,2.2254178154468534,-2.515727401375771,-0.41229310028254984,-0.07955928098410367,-0.32589430967345834,-0.37368500590324405,0.2423323818296194,0.08005803106352685,-0.5520311352983118,1.4183720767311756
2019-05-10 11:00:00,-12.373274707794192,-8.885285978317262,1.6774652379751203,2.600271087884903,1.0634980428218843,0.414578251875937,-0.9880851382017136,0.9840345534682274,2.1030936613678928,1.6252337658405303,-0.3187776768952608,0.9013284443318843,-0.09634187371702864,0.012275447758147536,-0.4429903446859681,-0.23266505029052498,4.087867472171784,-0.7231680170353503,0.4955491078644991,-1.1549085229635239,1.7398299348354336,-2.2715471488237378,-0.4122194512560964,-0.2288887337408961,-0.32589430967345834,-0.3236843192577362,0.506600842922926,0.0931490086019039,-0.5580034921132029,1.3594154346734286
2019-05-10 12:00:00,-5.750653133392333,-5.355183808803559,1.9700898146629335,0.31808413717895756,0.6980796305835246,0.3584229220077395,-0.883742606639862,0.7316909690201283,1.3674627184122798,1.826789543628692,-0.3767961012572049,1.00317251175642,-0.1309645485784858,-0.003059282097965471,-0.39455439131706954,-0.23266505029052498,3.626082515716553,-0.7832679146900773,0.2307518760859967,-1.3051907414197923,1.0114480805397035,-1.783186404705048,-0.4122194512560964,-0.7266535079479217,-0.3641516232863068,-0.2736836740933358,0.6827798414230346,0.02769418548792597,-0.5624828208703547,1.2415022934973243
2019-05-10 13:00:00,-1.3355721819400788,-3.7666382241249083,2.06763133406639,-1.6380760020017626,-0.0327571105747484,0.32386584545485675,-0.883742606639862,0.6235437428951263,0.9996473699598573,1.4236781096458433,-0.3767961012572049,0.9522504833340646,-0.14250545917078852,-0.006892968565225577,-0.29768253026530145,-0.10284612767398356,2.0868004059791563,-0.7832679146900773,-0.0870048372261226,-1.004626172184944,0.8900510507822037,-1.3558710330724717,-0.41214587394148106,-0.5275476121902466,-0.40240888189524415,-0.623688409626484,0.6827798414230346,0.0015122674530720914,-0.568455326780677,1.4773285321518779
2019-05-10 14:00:00,-12.373274707794192,-5.178678772449493,1.8725482296943667,-2.6161562204360957,-0.6722392722964287,0.2547514487989247,-0.9359139603376387,0.2630530531331897,0.8420121828094125,-1.5996574699878692,-0.4348145647346974,0.9013284443318843,-0.11942368424963204,0.0007743909675628297,-0.29768253026530145,-0.16775560587644575,1.394123476743698,-0.8133178698271513,-0.7754776401817798,1.3998908358812336,0.6472571206092836,-0.9896005976200104,-0.41199874676764026,-0.12933576275594533,-0.40240888189524415,-1.0236938604712487,0.5946903565526007,0.0015122674530720914,-0.577413825467229,1.4773285321518779
2019-05-10 15:00:00,-3.543112580776215,-4.296153423786164,1.7750067591667176,-3.268209292888642,-1.220366837978363,0.194276459403336,-0.9880851382017136,0.10083222313274745,0.3165615251811687,-2.204324645996093,-0.5508515015244484,0.9013284443318843,0.053689701281255095,0.06211332422681147,-0.1523747131042182,0.02697278659325088,2.009836308956147,-0.8358553634583951,-1.4109909611940386,1.850737833976746,0.6472571206092836,-0.8064653780311346,-0.4117044044286013,-0.7764300176501274,-0.4406661271303893,0.22632313022390002,-0.02193610774120313,0.014603242519078774,-0.590851801307872,1.5952417232096194
2019-05-10 16:00:00,-4.646883008480072,-5.355183808803559,1.8725482296943667,-1.6380760020017626,-1.494430484175682,0.14244067830964918,-0.9880851382017136,0.24502850597724316,0.08010878935456273,-2.204324645996093,-0.7829253423213959,0.7994841979444027,0.08831240419298413,0.07361435543745756,-0.00706694040214641,0.221701188236475,1.6250157630443574,-0.8659053459763527,-1.1991532176733015,1.850737833976746,0.28306616097688675,-0.6843752539157866,-0.411336520910263,-1.1746418011188504,-0.5171807265281678,-0.22368295753374695,-2.576531561613083,0.02769418548792597,-0.602796598598361,1.6836765009164811
