,0
SHAP_OX_01,12.286824056605498
SHAP_TEMP_01,6.452174759695927
SHAP_OX_05,2.458260129594865
SHAP_OX_04,2.199732258199714
SHAP_TEMP_24,2.089951636192699
SHAP_OX_06,1.850016872867942
SHAP_OX_03,1.8099214223790914
SHAP_TEMP_20,1.598783595229344
SHAP_TEMP_03,1.452709284417176
SHAP_OX_18,1.2501445464898522
SHAP_TEMP_22,1.1500970754454223
SHAP_OX_17,1.1419815871426837
SHAP_OX_19,1.1266177982203665
SHAP_NMHC_04,1.0649388922130067
SHAP_TEMP_04,1.0418982092203903
SHAP_TEMP_19,0.9613632581778802
SHAP_TEMP_21,0.9554527303751092
SHAP_OX_14,0.9454198133929943
SHAP_NMHC_03,0.8867300895055136
SHAP_OX_23,0.8598012251695618
