,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_05,SHAP_WS_01,SHAP_TEMP_04,SHAP_TEMP_06,SHAP_WS_02,SHAP_OX_03,SHAP_OX_15,SHAP_OX_16,SHAP_TEMP_03,SHAP_TEMP_11,SHAP_OX_14,SHAP_TEMP_12,SHAP_WD_11,SHAP_SPM_02,SHAP_TEMP_07,SHAP_SPM_01,SHAP_TEMP_19,SHAP_THC_06,SHAP_OX_20,SHAP_NO2_17,SHAP_TEMP_17,SHAP_OX_04,SHAP_WS_17,SHAP_HUM_21,SHAP_CH4_06,SHAP_PM25_19,SHAP_OX_19
2019-04-19 12:00:00,-3.3341488361358635,-14.41536569595337,0.7467818975448608,4.927939081192017,1.7397101044654846,2.089818400144577,3.366885520517826,0.2611292347311973,0.6163584426045419,0.9860299542546272,1.1176546111702919,0.7688315585255623,0.386753249168396,0.7889693791046738,0.3895061433315277,-0.522950428724289,-0.5315589398145676,2.9890381097793575,-0.574525985121727,-2.058123522996903,-0.20783455334603787,1.5818028688430785,1.0384780645370484,0.42377433106303214,-0.775092950463295,1.0444916322827342,-0.5971121419221163,-0.139238815754652,-0.7347068637609483,0.7401843309402466
2019-04-19 13:00:00,1.6105568408966064,-10.635708141326905,1.9481516957283023,4.220078849792481,0.6186329573392868,1.6191102534532547,2.453838451951742,0.5631404787302017,-0.5711977064609528,0.9341384828090668,0.629332049190998,0.6714853428304195,0.4009972095489502,0.7556320914998651,0.3869988262653351,-0.8720554530620575,-0.5957406982779503,2.4872825503349305,-0.6970754235982894,-2.6502808034420013,-0.21766906641423706,1.3560865283012389,-0.04401756357401608,0.4569399982690811,-0.8472751408815384,1.0444916322827342,-0.45869398564100267,-0.20373896062374114,-0.3835511192679405,0.4995723307132721
2019-04-19 14:00:00,3.0233302354812617,-9.690792655944824,1.9481516957283023,3.1582876324653624,0.6186329573392868,1.4622075289487841,2.054380314797163,-0.04088207548484203,-1.5608278155326842,0.8822470441460609,0.5595717288553714,0.4211666163057089,0.40811907649040224,0.18889809101819993,0.4020426720380783,0.43708865344524384,-0.7241041347384453,1.684473317861557,-0.6970754235982894,-3.0121544897556305,-0.24225524067878723,0.22750483006238936,-0.47701580822467804,0.4853676587343216,-0.9435180246829986,0.5222236290574074,-0.20954125076532365,-0.268239102512598,-0.6469179034233093,0.45144995748996736
2019-04-19 15:00:00,3.0233302354812617,-10.950679302215576,2.398665380477906,2.804357302188873,1.5528639078140258,1.0587432488799096,1.4551933258771896,-0.04088207548484203,-2.2535689830780026,9.278301149607052e-05,0.4898113001137972,0.08740827720612285,0.4247371256351471,0.15556081458926202,0.4095646560192108,0.26253609806299205,-0.7241041347384453,1.3332445204257963,-0.574525985121727,-3.2424378514289858,-0.2520896710455417,0.001788475364446665,-0.6935148239135743,0.5090572327375413,-1.0237205564975738,0.44187464416027067,0.26108061112463476,-0.2843641370534897,-0.910284698009491,0.45144995748996736
2019-04-22 11:00:00,-11.104400730133056,-14.41536569595337,-0.15424546096473934,5.07962350845337,1.7397101044654846,2.000159865617752,3.1956894479691975,0.7644814133644103,2.100803625583649,1.037921351194382,0.8386131353676319,0.7827382311224937,0.35589157193899157,0.6889575570821762,0.3569112688302994,0.5243649750947952,-0.01810505141183965,2.336755782365799,-0.14560304805636404,-1.8607376307249068,-0.2520896710455417,1.1303702116012573,-1.7760103344917297,0.4095604643225671,-0.6628094807267189,0.5623980432748794,0.03961149372626095,-0.2198639951646328,1.1966497004032137,0.7241434425115585
2019-04-22 12:00:00,-4.7469222307205206,-11.8955943107605,0.7467818975448608,4.017832756042481,1.3660177409648895,1.6415248811244965,2.539436461031437,0.5631404787302017,0.8142844289541245,0.778464161977172,0.6990924529731274,0.5185128211975097,0.35589157193899157,0.5556083455681801,0.35440395772457123,-0.43567412793636323,-0.14646852649748326,2.336755782365799,-0.20687777325510975,-2.419997429847717,-0.2520896710455417,1.2808476626873018,-1.7760103344917297,0.4522019445896149,-0.726971572637558,0.44187464416027067,0.1503460481762886,-0.23598902225494384,0.6699160933494568,0.627898707985878
2019-04-22 13:00:00,2.316943573951721,-10.005763912200928,0.7467818975448608,3.208849108219147,0.6186329573392868,1.2156460642814637,1.9402494944632054,0.36179963797330855,-0.4722346991300584,0.5708985053002834,0.35029059343505653,0.4211666163057089,0.36063954085111616,0.5222710348665714,0.35440395772457123,0.5243649750947952,-0.2106502518057823,1.7597368508577347,-0.0843283551526838,-2.913461571931839,-0.23733801245689395,0.8294150769710541,-1.9925094723701484,0.4853676587343216,-0.8312345445156097,0.04012994850054381,0.23339698514901103,-0.23598902225494384,0.49433824717998504,0.46749075651168825
2019-05-03 15:00:00,-6.159696006774903,-7.643478488922119,3.6000350952148437,1.8942509293556213,-1.249828726053238,0.8570111744105816,1.2269314363598824,-1.0475864470005036,-0.5711977064609528,0.46711558699607847,-0.06827161246910692,0.07350164800882339,0.4555987983942032,0.2555726934224367,0.4421595484018326,0.26253609806299205,-1.1733762621879578,1.3583323180675504,-1.003448921442032,-2.8476664483547216,-0.27667589411139487,-0.6001217156648636,-0.6935148239135743,0.4995813429355622,-0.8873764336109161,-0.24109134525060655,-0.37564308345317843,-0.2843641370534897,-0.910284698009491,0.339164349809289
2019-05-05 13:00:00,-4.7469222307205206,-10.320736026763916,1.1972955226898194,3.9672711730003356,-2.1840596079826353,1.372548794746399,2.5965019643306735,-0.7455751299858093,-0.07638267725706101,0.31144131869077685,0.5595717288553714,0.4211666163057089,0.40574505627155305,0.3222473006695509,0.3995354175567627,0.26253609806299205,-1.1091946244239808,2.4621945619583134,-1.2485475838184354,-2.814768642187119,-0.24225524067878723,0.6036987513303756,-1.343012309074402,0.47115376591682434,-0.8071739614009857,-0.6428361028432846,0.01192786619067196,-0.20373896062374114,-1.437018245458603,0.5637355148792267
2019-05-05 14:00:00,0.9041702926158905,-9.690792655944824,1.9481516957283023,2.602111387252808,-1.8103673219680787,1.0587432488799096,1.9117168851196766,-1.5509384870529175,-0.7691237837076187,0.2076584666967392,-0.2775527615100145,0.24038085686042904,0.4247371256351471,0.28890997469425206,0.4070572853088379,0.5243649750947952,-1.3017397850751877,1.8099123060703277,-1.0647236287593842,-2.9463592290878298,-0.27667589411139487,0.5284599035978317,-0.910014021396637,0.47115376591682434,-0.903416883945465,-0.7231849983334542,0.3441315159201622,-0.2843641370534897,-0.7347068637609483,0.48353156745433806
