,SHAP_NO2_01,SHAP_TEMP_24,SHAP_OX_05,SHAP_OX_15,SHAP_OX_22,SHAP_OX_14,SHAP_TEMP_08,SHAP_TEMP_01,SHAP_TEMP_14,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_OX_03,SHAP_TEMP_02,SHAP_OX_21,SHAP_OX_01,SHAP_OX_04,SHAP_WS_02,SHAP_TEMP_03,SHAP_OX_23,SHAP_NOX_02,SHAP_TEMP_20,SHAP_TEMP_06,SHAP_OX_16,SHAP_TEMP_04,SHAP_OX_20,SHAP_OX_02,SHAP_TEMP_07,SHAP_HUM_01,SHAP_TEMP_18,SHAP_WS_01,SHAP_TEMP_11
2019-04-19 11:00:00,0.13252580314874646,3.2494731664657595,-0.516320426762104,1.540437549352646,-0.07485085334628819,0.8155505239963532,1.5896377678960563,-21.161273384094237,-0.18265232397243378,-0.34681746214628223,-1.1593963146209716,1.2950358271598816,4.048208332061767,0.36972121000289915,-10.307514858245849,0.7219702633097768,0.15508621130138636,3.0922233343124392,-0.2476665198802948,0.03900254620239135,-0.8851395726203919,2.322046542167664,1.4764940500259403,1.3283214151859282,0.8256020843982697,1.9139394402503966,2.9491020917892454,-1.1129255950450898,-0.9827029198408127,1.3788558602333072,4.4345824241638185
2019-04-19 12:00:00,0.13252580314874646,2.732056212425232,-0.32786258645355704,0.6275850772857666,0.035351086035370786,0.3920400008559227,1.5439474184066053,-19.028739356994627,-0.18116797553375366,-0.336629830300808,-1.1145632207393648,0.3869554203003645,3.3597072839736937,0.39522500038146974,-4.153041791915894,0.10939127653837204,0.28428323343396195,2.5228926956653597,-0.3284919336438179,-0.0052325555123388405,-1.0359757602214812,2.181165862083435,1.0840440958738327,1.1475979447364806,0.9183819115161895,0.8209469795227051,2.868966281414032,-0.3589145049452782,-1.2660530984401703,1.1798663139343262,4.6494566917419435
2019-04-19 13:00:00,0.08324107341468331,2.214639043807984,-0.13940469771623612,0.17115888260304926,0.07208505538292227,0.3920400008559227,1.4982572428882124,-15.616683959960938,-0.16632433217018844,-0.4079429492354394,-1.092146646976471,-0.5211251229047776,2.9547061085700994,0.4462325513362885,-0.3064966164529324,-0.3117568850517274,0.21968471482396126,2.06200624704361,-0.2072538137435913,-0.0052325555123388405,-1.53158016204834,1.7585238695144654,0.2991442671976984,0.8945851653814316,1.0575515687465669,0.026043291110545385,2.6819827795028686,0.2873807399068028,-1.4160619735717774,1.7768351554870605,4.971768140792848
2019-04-19 14:00:00,0.0339563489256761,2.135036599636078,-0.009839904867112625,0.17115888260304926,0.14555299063213173,0.18028471991419792,1.3916466902941462,-13.91065492630005,-0.14257454229518773,-0.6422571241855621,-1.2490622878074644,-1.181547272205353,2.3067049741744996,0.522743871808052,0.46281239986419676,-0.7329050719738006,0.41348031163215637,1.7908963859081268,-0.1668410563841462,-0.04946765247732398,-1.8978963851928712,1.45663657784462,-0.09330564988777039,0.6897653341293335,0.8719919711351395,-0.47077148959506304,2.121032333374024,0.3950966618955135,-1.5160678207874296,-0.8100302278995514,5.025486707687378
2019-04-19 15:00:00,0.08324107341468331,2.0952353239059454,0.11972480565309525,-0.05705423566978422,0.2557549364864826,-0.031470520759467,1.0718145161867143,-12.417881298065186,-0.1366370752453804,-0.815445813536644,-1.7646421134471892,-1.5943111658096314,1.982703936100006,0.42072877287864685,4.309357285499573,-1.039194530248642,-0.42630045115947723,1.3571206867694852,-0.08601562399417159,-0.07158520165830848,-2.0918285429477694,1.0339945077896118,-0.09330564988777039,0.5692830145359038,0.7328223258256913,-0.5701344467699527,1.720353376865387,0.3950966618955135,-1.7494151055812837,0.18491797940805554,4.864330911636353
2019-04-22 12:00:00,0.18181052803993222,3.56788375377655,-0.2925267802551389,0.6275850772857666,-0.038116879668086745,0.6743802964687348,1.132734826207161,-14.337162113189697,-0.18116797553375366,-0.5403813183307647,-1.540477019548416,0.9648248493671417,2.671205234527588,0.34421744793653486,-9.922859954833985,0.3391084142029286,-0.29710344523191445,2.007784277200699,-0.4497300863265991,0.03900254620239135,-1.38074392080307,1.597517305612564,0.42996092438697814,0.8584405541419983,0.6400425344705581,1.5164874911308288,2.1744562447071076,-0.5743461549282074,-1.3327236771583557,-0.014071652159327663,3.4139288902282714
2019-04-22 13:00:00,0.13252580314874646,3.130069184303284,-0.21007640119642024,0.47544301450252535,-0.0013829037547111872,0.5332101434469223,1.1022747360169889,-11.778119850158692,-0.17819925085641444,-0.5709440991282463,-1.540477019548416,0.056744318455457674,2.063704323768616,0.29320991337299357,-4.153041791915894,-0.043753529526293244,-0.16790639013051986,1.6011194944381715,-0.28807925432920456,0.009512483421713121,-1.70396431684494,1.2755042672157288,0.2991442671976984,0.6656688153743744,0.6864324361085892,0.7712654292583466,1.907337135076523,-0.2511985832825303,-1.4994001269340516,0.5828971952199937,3.3602099418640137
2019-04-22 14:00:00,0.08324107341468331,2.891261410713196,-0.09229026325047014,0.3233009591698647,-0.07485085334628819,0.3920400008559227,0.9499737991020083,-9.005825185775757,-0.1722618019208312,-0.7237576961517334,-1.607726365327835,-0.5624014914035798,1.577703070640564,0.3187136590480804,0.46281239986419676,-0.4649016678333284,0.025889158784411816,1.1944548547267915,-0.2476665198802948,-0.01997759819496419,-1.9840886056423188,0.9736171066761017,0.16832763962447644,0.4849454268813133,0.12975388783961533,0.026043291110545385,1.4799460589885713,-0.035766790062189115,-1.5994061529636383,-0.6110405802726746,3.628803157806395
2019-04-22 15:00:00,0.08324107341468331,2.891261410713196,0.03727450408041478,0.17115888260304926,-0.038116879668086745,0.3449832655489445,0.7062922671437264,-7.939558315277099,-0.17077743485569954,-0.8561961323022842,-1.9439739465713501,-1.181547272205353,1.0512019336223601,0.012668367847800233,4.309357285499573,-0.7520480737090111,-0.3617019861936569,0.869123087823391,-0.3284919336438179,-0.04946765247732398,-2.199568772315979,0.6516040369868279,0.03751097535714505,0.30422195345163344,-0.19497528159990912,-0.5701344467699527,1.0792672008275987,0.07194903716444967,-1.7160797476768497,-0.8100302278995514,3.4139288902282714
2019-05-10 10:00:00,0.23109524548053742,3.0106652975082397,-0.32786258645355704,0.42472902983427047,-0.6993284821510315,0.20381310321390628,1.2545756071805951,-17.535963916778563,-0.21233963370323172,-0.41813048124313357,-1.3835613548755643,2.1205636143684385,2.7927056550979614,-0.16585798850283023,-18.769913291931154,0.6453979788348079,-0.8138915479183197,1.980673372745514,-1.0963336765766143,0.03900254620239135,-1.18681178689003,2.140914297103882,0.5171720124781132,1.1837427020072937,-0.19497528159990912,2.311391079425812,2.6552710771560664,0.2873807399068028,-0.666017371416092,-1.00901979804039,3.3602099418640137
