,SHAP_NO2_01,SHAP_TEMP_24,SHAP_OX_05,SHAP_OX_15,SHAP_OX_22,SHAP_OX_14,SHAP_TEMP_08,SHAP_TEMP_01,SHAP_TEMP_14,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_OX_03,SHAP_TEMP_02,SHAP_OX_21,SHAP_OX_01,SHAP_OX_04,SHAP_WS_02,SHAP_TEMP_03,SHAP_OX_23,SHAP_NOX_02,SHAP_TEMP_20,SHAP_TEMP_06,SHAP_OX_16,SHAP_TEMP_04,SHAP_OX_20,SHAP_OX_02,SHAP_TEMP_07,SHAP_HUM_01,SHAP_TEMP_18,SHAP_WS_01,SHAP_TEMP_11
2019-05-03 04:00:00,0.1507340043783188,-0.34398402608931067,0.01562847569584843,0.09448923552408817,-0.05071655027568338,0.40961407124996185,-0.331212516874075,-6.511040782928466,-0.7878300346434115,0.9505074620246887,0.6698124766349792,0.04974342249333855,3.161484360694885,0.09357212344184515,-7.213122463226318,-0.002475438080728097,-0.03509019569028166,1.2102059304714203,-0.23286824375391008,0.04541814904659984,0.0147083064541221,-0.5373835362493992,-0.09727681931108237,0.06700927615165708,0.6321405559778214,0.3905157893896103,-0.5695560723543166,-0.19844540506601333,0.6523928528651595,-0.112411915557459,1.3198231369256974
2019-08-14 18:00:00,-0.0015357820317149205,-5.824875783920288,-0.197464083135128,-0.2860862985253334,-0.03307987274602053,-0.5480522379279137,0.2142176240682602,19.079199981689456,-1.11970197763294,2.4637841820716857,4.045677971839905,0.4387539327144623,-12.131204795837402,-0.0004965943284332517,-12.551061344146728,0.17672651261091232,-0.03202016763389107,-4.020071601867675,-0.20353677161037922,-0.14161102268844836,0.41686305999755857,-2.987531805038453,-0.2545069359242916,0.21263963556848467,-0.7144301921129227,0.5270556479692459,-1.8167706251144409,-0.8058088511228562,1.5337242990732194,0.5710730969905853,1.5677243590354917
2020-03-03 14:00:00,-0.039603221276774986,2.1751841068267823,0.09553820284199899,-0.15129918754100796,-0.055755597725510565,-0.3884410932660103,-0.7541986250784248,2.8071450710296633,0.939855943620205,-0.7046401292085649,-1.7192623496055603,-0.14476183117367328,-1.2206311464309694,0.036085675680078554,9.563268375396728,-0.102032021433115,-0.06425557956099509,0.1641502961050719,-0.15953966323286292,-0.20395412668585777,-0.6246144086122513,-0.10500449240207672,-0.19995768330991268,0.07236339915543795,-0.3879889339208603,0.11743613183498383,-0.0644857108592987,1.0837660789489747,-1.0473184823989867,1.4823858737945554,0.8439664900302887
2020-03-28 23:00:00,-0.07767063230276107,-0.6844122737646103,0.06890165340737438,-0.016512016393244233,-0.06079465392976996,0.13029458373785016,-0.49818079322576525,-10.683360481262207,-0.397392612695694,0.5406613484025001,0.30625766292214396,-0.04750920105725528,6.380994510650636,0.07789405276998877,2.7001978158950806,-0.06220940351486207,-0.05658050272613761,2.3870183706283568,-0.14487395817413926,-0.3286403834819794,-0.2327714771032333,0.21927970913238828,-0.18070501424372196,0.01775192208588125,-0.26557337939739234,0.20846270434558392,-0.16756122186779976,-1.2444600641727448,-0.0778537005186081,0.45715902149677284,1.3454688251018525
2020-02-22 05:00:00,0.6075432479381562,3.3326403379440306,-0.27737378329038614,-0.0006547155790030737,-0.02552132159471509,0.13029458373785016,-0.7931586699560286,-12.352290725708006,0.15898096989840269,-0.7046401292085649,-2.3424990177154545,0.730511599779129,7.454166603088379,0.036085675680078554,-19.414134979248047,0.3492912694811821,-0.030485163070261452,3.0734917640686037,-0.2695323944091797,1.1675933361053468,-0.5266536965966224,0.7957854956388474,-0.13899090982740747,-0.013301500678062439,-0.26557337939739234,0.6939378440380095,0.2447406642138958,-0.6708391577005386,-0.46815776228904726,-0.5680685460567474,1.0234817802906035
2020-01-04 12:00:00,-0.07767063230276107,1.2560279786586759,0.01562847569584843,-0.2860862985253334,-0.08347032275050877,-0.3884410932660103,-0.9823888719081879,-6.371960639953614,1.0765095412731172,-0.058344331942498676,-0.6545657873153686,-0.07182236975058912,4.234655833244323,0.11447626771405339,4.987887525558472,-0.06220940351486207,-0.08421086110174658,2.1908823490142826,-0.10820969678461549,-0.2662971466779709,-0.4854071043431759,1.2101485028862953,-0.23525420161895455,0.008114647865295421,0.020062827458605152,0.19329162649810314,0.47150691151618956,0.7800846487283707,-1.0095469951629636,3.6467557907104493,0.8183220900595188
2019-06-08 09:00:00,0.07459907801821825,-2.7269808769226076,-0.037644640728831245,0.07070326427929105,-0.0985875021666288,0.32980828061699874,-0.19763777703046798,8.509317684173585,-0.2802612453699112,1.265773171186447,1.370953756570816,0.17130922228097914,-5.334453296661378,0.15105854582507164,6.513014507293701,0.07053273948840795,-0.03816024027764794,-1.3068654894828795,-0.012882588626234787,-0.016924918629229083,0.030175862461328508,-1.3841265976428987,-0.10690312571823597,0.12804558351635933,0.7137511074543001,0.28431813716888427,-0.961242938041687,-0.7383240252733231,0.48871672581881287,0.11541638970375061,1.237189456820488
2019-04-21 08:00:00,0.07459907801821825,0.5070865035057068,0.028946777340024675,0.14206117251887918,-0.11118513620458541,0.40961407124996185,-0.5315743461251259,-1.6433305263519287,0.09065441116690635,0.8086374193429947,0.4620667200535536,0.17130922228097914,1.7305895566940308,0.19286686088889837,4.2253234624862674,0.004161625436972788,-0.03509019569028166,1.537097656726837,-0.02754832999780773,-0.016924918629229083,-0.05231741999450605,-0.24913100078701972,-0.06839787736535072,0.044522209651768195,1.1218025624752044,0.3298315703868866,-0.29125197008252146,-0.06347570102661845,0.5642595756798983,-0.3402401193976402,1.094717562198639
2020-03-28 04:00:00,0.5314083844423294,2.311355292797088,-0.06428122520446775,0.11827514080796393,0.002193496574182102,0.48941943794488907,-0.2087690383195877,-0.5307115957140922,-0.3485878676176072,-0.31055733636021615,-1.5115169346332549,0.2199354931712151,-0.5051838040351868,-0.026626792922615976,-6.450556850433349,0.07053273948840795,-0.03969526928849516,-0.0319852940738201,-0.3501938462257385,0.6065057516098022,-0.377134652773384,-0.8976993948221207,-0.10690312571823597,0.09163792990148067,-0.5104045331478119,0.3298315703868866,-0.7447843581438065,0.07149393651634454,0.035460457811132044,-0.3402401193976402,1.2172432541847227
2019-10-14 08:00:00,0.07459907801821825,-4.190820765495301,-0.17082751989364625,-0.03236933846492318,-0.07591180107556281,-0.029316403251141276,-0.23659698218107222,3.2243768692016603,-0.5340453460812568,2.416495668888092,3.1887278795242304,0.4144408106803894,-2.204371166229248,0.10402417480945585,-8.738248729705811,0.16345231160521506,-0.030485163070261452,-0.29349911846220494,-0.12287543080747128,-0.07926796562969683,0.4013952948153019,-1.0418258756399155,-0.14861730383709074,0.10127520393580196,0.2648938693106174,0.4815424501895905,-0.8066292911767959,-0.19844540506601333,1.2945059269666674,-0.112411915557459,1.2457377582788467
