,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_23,SHAP_OX_24,SHAP_TEMP_03,SHAP_OX_04,SHAP_OX_22,SHAP_NOX_02,SHAP_PM25_01,SHAP_NO2_02,SHAP_SPM_02,SHAP_TEMP_23,SHAP_TEMP_07,SHAP_PM25_09,SHAP_TEMP_02,SHAP_OX_07,SHAP_OX_13,SHAP_TEMP_08
2019-04-29 13:00:00,17.553427696228027,3.2176487684249877,0.6612411111593246,-1.8513022541999817,0.48529344499111177,0.14590702801942826,0.10891698445193469,-0.22860077992081643,0.6275851212441922,-0.06320155330467966,-0.06668184613808988,-0.2042239136993885,-0.030224104411900023,0.05075627192854881,1.1158280432224272,-0.10105301141738891,-3.5784101724624633,-0.07987687779823316,0.18158956840634347,-0.48540951461764054
2019-09-14 14:00:00,11.617749404907226,11.733280658721924,-0.2610199511051178,-0.056403545849025225,0.026656962605193246,0.1517760820686817,-0.5056668020784855,0.1864948295522481,0.08327384986914693,0.03805300504900515,-0.0328897271887399,-0.20724163576960564,-0.09659810364246366,0.6679139748215677,-0.11731433309614656,-0.12779754251241687,-10.32204647064209,-0.36264452338218683,0.22362347617745398,0.7165822178125383
2020-01-13 02:00:00,-13.114255046844482,-13.015271186828613,-0.5001245900988579,1.3396287858486176,-0.5915053695440292,0.15911233508959413,2.043049171566963,0.22602773755788802,-0.66839399933815,0.09500868152827023,-0.012614460683107597,-0.21176827922463418,-0.08453010134398938,-1.267240881919861,1.9256531953811646,0.0059249860234558294,8.560139417648315,-0.22126065641641618,0.2081373304128647,-1.0179377526044846
2019-08-22 07:00:00,-0.2536138185299933,11.866335010528562,-0.8758606404066086,-0.056403545849025225,-0.1926909372210503,0.15642240606248375,-0.9575667753815651,0.048129662498831716,-0.020404478861018982,-0.07585840388201177,-0.05992342652752993,-0.20362031238619233,-0.04229208184406159,1.1700078820809723,-1.38726681470871,-0.08768074586987494,-11.333591842651368,-0.22126065641641618,0.2015003606677055,1.7055632948875428
2020-01-12 05:00:00,-22.017787551879884,-14.47889404296875,-0.3634934365749358,2.735661053657532,-0.4918016940355301,0.15691152065992356,2.4949482619762415,0.4829918101429939,-0.7720721602439881,0.12665077764540908,0.02793610133230685,-0.2132771648466587,-0.13280212581157683,-1.1521772414445877,2.164919579029083,0.16639191042631865,10.470841217041016,-0.4838305711746216,0.2435342412441969,-1.246163785457611
2019-05-16 19:00:00,21.5105504989624,6.277952814102173,-0.021915264939889267,-2.0507359743118285,-0.25251312702894213,0.15250968392938374,-0.5598949737846851,-0.44603181034326556,-0.35735905468463897,-0.0885152221788303,-0.05992342652752993,-0.20362031238619233,-0.08453010134398938,0.1867401735857129,-0.9823542684316637,-0.007447264320217056,-7.73698787689209,0.6270420223474502,0.1970757558941841,1.4316911399364471
2019-07-04 12:00:00,-7.1785742282867435,9.471315908432008,-0.94417624771595,2.237077641487122,0.9040486216545105,0.14321699244901537,-0.9575667753815651,0.4829918101429939,1.0941372200846673,0.05070984056219456,-0.08019872521981594,-0.20603454262018203,-0.12073409855365755,1.180467993952334,-0.9271389216184616,-0.11442522406578062,-12.007958316802977,-0.5242261499166488,0.2501711264252663,1.3099710404872895
2020-03-10 12:00:00,-18.060658264160153,-0.10877004861831666,-0.9783342093229294,2.0376446247100826,0.06653837636113166,0.1517760820686817,0.9042607694864273,0.4829918101429939,0.2128717646002769,0.2785326957702637,0.014419256901601295,-0.2120700217783451,-0.09056408219039438,0.1344386743381619,1.0606126070022586,-0.07430850975215433,-1.105742045864463,-0.42323744744062425,0.2015003606677055,-0.36368891894817357
2019-06-11 07:00:00,-2.2321741700172426,1.7540240645408631,-0.6025981575250625,0.24274622648954397,-0.15280953906476494,0.15519967675209048,0.5427412539720535,0.06789609529078004,-0.09816325586289165,-0.037887927307747295,-0.09371556068072093,-0.20543099716305732,-0.018156107817776497,-0.0015451569110155245,0.6004849415272474,-0.14116978496313098,-2.1172877192497253,-0.03948148386552928,0.18158956840634347,0.016688190214335936
2019-08-03 21:00:00,-19.04993782043457,16.25720853805542,-0.7733871281147003,2.4365110039710998,-0.6712683051824571,0.15960147632285954,-1.7529108256101604,0.4829918101429939,-0.8498312950134277,0.05070984056219456,-0.06668184613808988,-0.20905234664678574,-0.07246210132725535,1.107245867047459,-2.215496647357941,-0.02081951356958594,-15.379773807525634,-0.07987687779823316,0.2523834532126784,2.496747028827667
2019-06-23 20:00:00,-6.189295768737795,8.273805332183837,-0.5684405356645584,0.641612434387207,0.026656962605193246,0.15055328868329523,-0.6321989014744759,0.2062613543123007,-0.04632407873868938,-0.050544733786955454,-0.026131301443092492,-0.20482742227613931,-0.06642810229677706,0.5214695902541279,-0.8167083010077476,-0.07430850975215433,-8.298959016799927,-0.12027219664305447,0.22583575323224067,1.173035055398941
