,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_23,SHAP_OX_24,SHAP_TEMP_03,SHAP_OX_04,SHAP_OX_22,SHAP_NOX_02,SHAP_PM25_01,SHAP_NO2_02,SHAP_SPM_02,SHAP_TEMP_23,SHAP_TEMP_07,SHAP_PM25_09,SHAP_TEMP_02,SHAP_OX_07,SHAP_OX_13,SHAP_TEMP_08
2019-04-06 14:00:00,-10.89395170211792,-14.318665409088135,1.5337637424468995,1.5804739117622377,-0.7131734609603881,-0.005734746903181065,1.9443076729774476,-0.41162422467023135,-0.5920468658208847,-0.04408620335161685,-0.6532048344612122,0.09369800160638986,0.43748447149991987,0.5200822085142136,3.058672571182251,-0.0007068596780299807,5.514471054077149,-0.5910704880952835,0.7017763506621122,0.593964571505785
2019-04-22 13:00:00,-13.637476730346682,-6.773925399780273,0.015340956742875236,2.472272491455078,-0.42418028563261034,-0.3320607706904411,1.2214055478572845,0.04906177045777441,0.1840278200805187,-0.08840962155954911,-0.1551629140973091,-0.26589433997869494,-0.0674707643687725,0.5127139419317246,2.094291889667511,-0.013620682200416904,3.4479541301727297,-0.23654906898736958,0.042807178199291265,0.42381726801395414
2019-04-22 14:00:00,-5.406899356842041,-6.03785285949707,0.015340956742875236,0.24277624851092697,-0.2507843621075153,-0.07443496659398077,1.0718395709991457,-0.19340454116463662,-0.054764407128095605,-0.052950888127088536,0.25987197160720826,0.0037999138236045533,0.08790008164942262,0.5790288090705872,1.646543848514557,-0.015234902745578413,2.48850029706955,-0.2732237040996552,-0.07080821469426155,0.3276470437645912
2019-05-05 13:00:00,-22.782561683654784,-7.509997415542602,0.4114512220025063,2.175006127357483,-0.4819788783788681,-0.07443496659398077,1.246333158016205,-0.04792476948350668,-0.5323488533496856,-0.021924489736557022,-1.317260676622391,0.3184432312846184,0.8259116088971495,0.38008418753743173,2.1976184487342834,-0.0007068596780299807,3.300345945358276,-0.3098983302712441,0.20186870684847236,0.4460103951394558
2019-05-10 12:00:00,-18.210019111633304,-4.565708684921264,1.6658003538846966,1.8777400732040406,-1.1755625665187837,0.14884069561958313,0.8724182695150375,0.024815125018358235,-0.8905371367931366,-0.07954493314027784,-0.4041838258504867,-0.2209453135728836,0.5928553014993667,0.4463990777730942,2.1976184487342834,-0.012006457522511454,2.3408919095993044,-0.15097493780776858,-0.3434851292520762,0.4016241550445557
2019-05-10 13:00:00,-3.5778823375701903,-3.461599898338317,1.797837144136429,0.9859416604042053,-1.2911598801612854,0.14884069561958313,0.6979246646165848,-0.3873775882646441,-0.7711410284042358,-0.09284196348162366,-0.5701977968215942,-0.3557924747467041,0.5151699233800172,0.4906089588999748,1.646543848514557,-0.01039223838597533,1.602850317955017,-0.2609988391399384,-0.8433927476406098,0.3498402193188667
2019-05-10 14:00:00,10.139746761322021,-3.2775818347930907,1.863855516910553,-1.3921876192092895,-1.1755625665187837,0.18319083394017072,0.44864807575941085,-0.41162422467023135,-0.7114428699016571,-0.06181556163355707,-0.32117688357830043,-0.08609816939570007,0.35979908704757696,0.5127139419317246,0.9577004075050354,-0.007163778692483894,1.1600254535675047,-0.40769737511873244,-1.3433003872632978,0.23147682333365083
2019-05-10 15:00:00,5.567203760147095,-4.013654279708862,1.5997820109128953,-3.6216839790344237,-1.117763841152191,0.14884069561958313,0.2990820904262364,-0.5571039989590645,-0.8905371367931366,-0.03965384922921658,-0.23816990554332734,0.09369800160638986,0.20442821234464645,0.5495554968714714,0.23441481813788415,-0.007163778692483894,1.086221247911453,-0.5054963603615761,-1.3433003872632978,0.08352265432476996
2019-05-11 11:00:00,-9.064933586120606,-6.405889368057251,1.137653374671936,4.701768445968629,0.7895911067724228,-0.16031023673713204,1.196477860212326,0.3157746969838627,2.154063546657562,-0.19478583516320214,-0.1551629140973091,-1.0749771118164062,0.010214661061763766,0.055878248531371355,2.1631762266159056,-0.020077588595449905,3.0789334297180178,-0.12652520984411242,0.5654378816485406,0.29805622249841685
2019-05-11 12:00:00,9.225238418579101,-4.933744335174561,1.2696900874376298,-0.500389164686203,1.6565707027912144,-0.43511105738580225,0.9472012877464294,-0.12066464051604268,1.8555732131004334,-0.10170664619654415,0.25987197160720826,-0.4456905275583267,0.2821136452257633,0.048509920947253704,1.612101686000824,-0.02976294606924056,2.3408919095993044,-0.07762568066827952,1.0653454601764678,0.34244246035814285
