,0
SHAP_OX_01,6.468813268773879
SHAP_HUM_01,0.2987460659301083
SHAP_TEMP_01,1.1885201129030436
SHAP_SPM_01,0.21713202379477828
SHAP_PM25_04,0.13890328983800057
SHAP_PM25_05,0.16489163743640134
SHAP_HUM_21,0.21280720816684964
SHAP_PM25_21,0.3735340136156514
SHAP_OX_06,0.2299401385140527
SHAP_TEMP_11,2.21826159252439
SHAP_OX_07,0.40897276945119077
SHAP_PM25_15,0.4145802497581035
SHAP_PM25_14,0.45811371464539935
SHAP_TEMP_12,0.39921947695824006
SHAP_OX_05,0.37840577825055804
SHAP_PM25_01,0.13222049225686056
SHAP_HUM_20,0.5581230000845933
SHAP_WD_01,0.12402407791328635
SHAP_TEMP_13,1.0404433393375017
SHAP_WD_02,0.2750500299967204
