,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_OX_06,SHAP_PM25_04,SHAP_TEMP_02,SHAP_HUM_20,SHAP_PM25_14,SHAP_TEMP_11,SHAP_WD_01,SHAP_OX_05,SHAP_PM25_03,SHAP_TEMP_12,SHAP_PM25_13,SHAP_PM25_22,SHAP_PM25_05,SHAP_TEMP_13,SHAP_PM25_21,SHAP_TEMP_14,SHAP_HUM_19,SHAP_HUM_21,SHAP_HUM_02,SHAP_OX_04,SHAP_TEMP_10,SHAP_PM25_15,SHAP_TEMP_03,SHAP_PM25_20,SHAP_OX_07,SHAP_PM25_01
2019-04-18 15:00:00,-2.15670360326767,1.453011065721512,-5.095307207107544,-2.1507656574249268,0.04179567568935454,-0.1253247160464525,-3.2671014189720156,-0.5359800536185503,0.013657977432012572,2.936548279970884,0.29185832142829893,0.0997732140123844,0.11964158788323398,3.4498829364776613,-0.19763622339814896,-2.114820212125778,0.6551264315843582,2.4829956009984016,-0.7742165461182594,1.3191007576882838,-0.21541144885122784,-0.3187020853161812,-0.6435860440135002,-1.1660719990730288,1.443973220512271,-0.18066783268004655,-4.450849643349648,-0.30863646501675246,0.20021937116980554,-2.095050973072648
2019-04-19 12:00:00,-8.196825504302979,0.5320434004068375,-4.396636724472046,-0.8259690821170806,0.7244312077760696,-0.43751898743212225,-3.0790352582931524,0.8187148079276085,-0.41334902346134184,2.623262740625069,0.29185832142829893,-0.05340790753252804,-0.1125355800613761,3.022674214839935,-0.04687495827674864,-0.36730461642146106,0.8725170344114304,2.1414923906326293,-0.1560945332050323,1.163375722616911,-0.19665929563343526,0.2527091309428215,0.9652740091085434,-1.6710826814174653,1.3066089890897274,-0.11166078969836235,-5.299793262779713,0.1394130507018417,0.5548869696445763,0.01089050094597034
2019-04-19 13:00:00,-4.57275242805481,0.6087906837463379,-4.650698709487915,-0.9731687188148499,0.21245452612638474,-0.19470122456550598,-2.8909690976142883,0.1413672627764754,-0.2425461681559682,2.5561299815773966,0.29185832142829893,-0.12999855726957324,-0.1125355800613761,3.079635280370712,0.5561701357364655,-0.8915593177080154,0.7855608880519866,2.261018677055836,-0.45518587734550237,1.2243116326630115,-0.06539418231695893,0.14744922665413468,0.563059101998806,-1.6710826814174653,1.3523970760405066,-0.019651352614164348,-4.337656792998314,-0.27876640716567636,0.6838568940758705,-0.8758217394351959
2019-04-19 14:00:00,-1.5526913702487943,0.7622853428125381,-4.523668313026429,-0.8259690821170806,0.09868194027803838,-0.19470122456550598,-3.04142233133316,-0.45131178349256523,0.09905936941504478,2.6456401745323093,0.29185832142829893,-0.12999855726957324,0.09061946161091328,2.994193866848945,-0.04687495827674864,-1.546877583861351,0.4812139071524143,2.295168692618609,-0.7343376934528351,1.2717060074210165,-0.12165062725543974,0.02715214344789275,0.4625053282827139,-1.303802144527435,1.3066089890897274,-0.06565605029463768,-4.054676026105881,-0.24889647103846074,0.3936743650119752,-1.0974998444318773
2019-04-19 15:00:00,0.2593454129993916,0.5320434004068375,-4.650698709487915,-0.5315698772668839,0.09868194027803838,0.04811651827767491,-2.9661954402923585,-0.19730644561350344,-0.2425461681559682,2.5561299815773966,0.29185832142829893,0.17636382263153794,0.32279663127847014,3.10811619758606,0.40540888756513604,-2.158508414030075,0.4812139071524143,2.2439432322978976,-0.7143982797861099,1.2852475464344022,-0.14040282294154166,-0.07810781486332412,0.26139771826565267,-0.9824316531419754,1.1120102509856225,-0.15766546931117773,-4.281060856580734,-0.48785616979002955,0.32918939739465714,-1.4300167918205262
2019-04-22 12:00:00,-13.632936763763428,0.37854881584644323,-4.015543937683106,0.20442808307707314,0.8950901046395302,-0.29876593351364145,-2.4772234916687013,-0.19730644561350344,-0.3279476180672646,2.0190693221986296,0.5935695350170136,0.17636382263153794,0.06159727722406383,2.2252171546220776,-0.9514425210654733,-0.9352471649646759,0.4812139071524143,1.7999889433383942,-0.2358522593975067,1.0821282401680943,0.14087957236915827,0.04218924362212419,1.4680427789688113,-1.303802144527435,1.0204342201352117,-0.13466312290402127,-4.394253605604172,0.4082426495850086,0.8128270149230957,-0.21078775078058243
2019-04-22 13:00:00,-8.800837993621826,0.30180142670869825,-3.126327562332153,0.35162766724824907,0.5537723064422608,0.013428267836570728,-2.66528981924057,-1.3826644361019134,-0.7549546897411347,1.9966919036582111,0.29185832142829893,0.17636382263153794,0.20670803152024747,2.3106590032577516,-0.9514425210654733,-1.0663108792155982,0.6116482838988304,1.7829139083623886,-0.2757310003042221,1.088898988068104,0.2721446618437767,-0.032996431924402714,0.7641665205359459,-1.8088130235671998,1.043328356742859,-0.04265370294451713,-3.432117283344268,0.4082426495850086,0.7805844068527221,-1.873373031616211
2019-04-22 14:00:00,-3.3647279500961305,0.5320434004068375,-2.5546884536743155,0.20442808307707314,0.5537723064422608,0.18686944544315337,-2.138704150915146,-1.975343519449234,-0.7549546897411347,2.041446933336556,0.29185832142829893,-0.24488451238721615,0.14866370502859355,2.2821786046028136,-0.9514425210654733,-1.153686649352312,0.2203451448585838,1.83413927257061,-0.2757310003042221,1.0821282401680943,0.3659054860472679,-0.24351630061864854,0.8647203147411346,-1.6710826814174653,0.9975401416420938,0.07235811017453671,-3.715098443627357,0.07967307791113853,0.5871293593198063,-1.9842117801308632
2019-04-22 15:00:00,-0.34466701913625003,0.37854881584644323,-3.0628118753433227,0.057228504121303536,-0.07197693847119806,0.11749295421504938,-1.8001848876476287,-2.3986854791641234,-0.7549546897411347,1.9519367741420866,0.29185832142829893,-0.12999855726957324,0.5839959690347314,2.3391396433115004,-0.9514425210654733,-1.153686649352312,0.00295447418466212,1.8170642837882043,-0.49506459534168246,1.1024401471018792,0.38465773984789847,-0.3487762778997422,0.563059101998806,-1.3956224024295807,0.9174113363027573,0.07235811017453671,-2.9227510154247285,-0.24889647103846074,0.5871293593198063,-2.095050973072648
2019-05-10 12:00:00,-6.384790134429933,2.680967783927918,-1.0303168311715125,-1.2675679206848145,0.2693408228456974,-0.6456483408808709,-1.499278864264488,2.173409652709961,0.5260663613677026,1.8176712648710236,-2.1218313574790955,-0.015112693607807154,-0.19960205405950546,2.1397753924131395,0.8576926529407501,-1.1099987268447875,0.9594734340906144,1.7999889433383942,-0.19597331695258619,1.0821282401680943,-0.32792441996280103,0.26774631179869174,-2.1518926739692685,-1.2119820535182952,0.9631991624832154,-0.15766546931117773,-3.035943651199341,0.6173324920237064,0.42591685708612204,-1.0974998444318773
