,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_OX_06,SHAP_PM25_04,SHAP_TEMP_02,SHAP_HUM_20,SHAP_PM25_14,SHAP_TEMP_11,SHAP_WD_01,SHAP_OX_05,SHAP_PM25_03,SHAP_TEMP_12,SHAP_PM25_13,SHAP_PM25_22,SHAP_PM25_05,SHAP_TEMP_13,SHAP_PM25_21,SHAP_TEMP_14,SHAP_HUM_19,SHAP_HUM_21,SHAP_HUM_02,SHAP_OX_04,SHAP_TEMP_10,SHAP_PM25_15,SHAP_TEMP_03,SHAP_PM25_20,SHAP_OX_07,SHAP_PM25_01
2019-12-13 20:00:00,-3.611120176315308,1.0611200630664825,-2.131393110752106,-0.3464356839656831,-0.2726441413164139,0.124181648530066,-0.5780237317085266,0.00477159908041359,-0.13721630144864322,0.9004894688725471,-0.6327127873897552,-0.24523439407348632,0.038476493582129456,-1.0025007545948026,0.36207490898668765,-0.09262104444205763,0.23580566570162773,-1.4451017886400221,-0.14337350782006977,-1.2509505569934845,-1.008246660232544,-0.36132125481963157,-1.181903719902039,-0.6603428184986115,3.928387045860292,0.007726337201893288,1.943330079317093,-1.0441782772541048,-0.27566694766283034,0.021328236348927027
2019-04-26 03:00:00,-4.807111740112306,-1.5888407111167906,-0.22843378819525237,-0.6162418484687806,-0.22463910579681395,-0.13035244131460785,-0.835498258471489,-0.5817255496978759,-0.15529028293676675,0.6700012596324086,-0.521185576915741,-0.09120132699608803,0.12496446203440428,0.5376742310822009,0.09006964080035687,0.0024982931092381823,0.020754824066534665,0.4117591083049774,-0.14587232619524002,-0.3094862103462219,0.6650758236646652,0.32910292651504275,1.4446656584739686,-0.37107028961181643,-0.5688212938606739,0.23581092841923237,-1.7264518558979032,-0.6139222472906113,-0.19868153408169745,-0.034457350894808766
2020-02-05 11:00:00,-3.0131238460540777,2.063807761669159,-1.4072578668594362,-0.13059046911075708,-0.17663408108055592,-0.060934060579165804,-0.624075647816062,0.11573050133883951,-0.1395334554836154,0.9332139663398266,-0.2981312215328217,-0.11687344908714295,0.038476493582129456,-1.1182358019053935,0.3126193255186081,0.12688524853438138,0.05985499611124394,-1.4351178467273713,-0.14920392520725725,-1.209339555352926,-1.2951017141342163,-0.6862266443669796,-1.9444553732872012,-0.536369001865387,4.52404396533966,0.0906661843881011,1.7598404943943025,-0.027209474577102787,-0.15249026203528043,0.17008973993360993
2019-08-31 01:00:00,-5.405106592178345,-1.5888407111167906,1.0345919579267502,-0.18455167561769487,-0.3686543807387352,0.008484347257763114,-0.9694689184427261,-0.5817255496978759,-0.14138716738671064,0.620204509049654,0.14797755824401973,-0.29657859653234475,0.038476493582129456,0.7958534836769104,0.12716130688786506,0.04639959617052226,-0.0574455039575696,0.6513537146151066,-0.14670522436499595,-0.15344214476644993,0.6650758236646652,0.32910292651504275,1.4446656584739686,-0.8256416618824005,-1.760135143995285,0.06301953382790088,-2.8273876786231993,-0.3401230197399855,-0.32185804843902593,-0.015862097591161695
2019-09-20 17:00:00,4.760820531845093,0.5597760409116745,0.563062540255487,-0.07662922451272607,-0.24864178299903875,0.4712733820080757,-0.9129501968622208,-0.5500229150056839,-0.1395334554836154,0.7254894807934761,-0.13084045872092245,-0.09120132699608803,0.3363796226680279,0.15485613662749528,0.3991664058063179,-0.14383921194821597,0.5877071298658849,-0.0873971470631659,-0.14115248173475267,-0.5383503019809723,0.6650758236646652,0.06511720791459079,-0.8429912805557251,-0.24709637314081187,0.23531507924199105,0.007726337201893288,-2.512835323810578,-0.53569395840168,-0.35265235602855677,0.5048031439539045
2019-12-29 23:00:00,-2.4151280403137205,0.4165349960327148,-2.2492759227752686,-0.07662922451272607,-0.17663408108055592,-0.014655137062072767,-0.5612769819796085,0.08402800299227237,-0.13814320527017115,0.886262433230877,0.14797755824401973,-0.11687344908714295,0.15379382185637952,-0.8244454845786094,0.3497109543532133,-0.019452265650033922,0.020754824066534665,-1.075726394355297,-0.14392896294593813,-1.1781302392482758,-1.2951017141342163,-0.5034673683345318,-1.0124474883079528,-0.41239503026008606,3.719906926155091,0.007726337201893288,2.205456495285034,-0.53569395840168,-0.21407856047153467,0.11430415129289032
2019-09-10 05:00:00,-11.983063411712646,-0.6577731907367708,1.4050799280405046,-0.2924741759896278,-0.680687415599823,-0.014655137062072767,-1.0134279876947403,-0.4549153596162797,-0.1789252026937902,0.588903696089983,-0.07507683781441299,-0.6046445280313492,0.028866746090352512,1.0362278282642365,-0.342665795981884,-0.09262104444205763,-0.01834536623209712,1.0706446085125207,-0.14337350782006977,0.08582485690712938,-0.004253196343779572,0.2478765897452831,0.5126571118831634,-1.197563850879669,-2.415357291698456,0.6919805526733398,-3.5089174985885627,-0.06632365770637987,-0.5528141736984253,-0.0716476941248402
2019-04-21 08:00:00,2.966832685470581,-0.29967060238122933,-0.6999635219573974,0.40902234116801994,-0.08062391988933085,0.10104219880886375,-0.7099010817706585,0.1791356747038662,-0.13999689519405364,0.8165465459227562,0.14797755824401973,0.06283167880028485,0.09613519525155426,-0.2546699203550816,0.3868025874719024,0.04639959617052226,0.11850522637832908,-0.5066882438957692,-0.1483711175620556,-0.7568120285868645,-1.534148156642914,-0.5440807811915874,0.34320111125707625,0.08350095953792333,2.2605480551719666,0.1528710938990116,0.44920429144985974,0.24658984802663325,-0.19868153408169745,0.17008973993360993
2019-07-29 05:00:00,-9.591080093383791,-1.3023579001426697,1.3882391184568408,-0.022667912393808345,-0.680687415599823,-0.014655137062072767,-1.028081153333187,-0.13788984548300504,-0.14555811909958719,0.568984754383564,-0.01931328587234016,-0.5533004224300384,0.038476493582129456,1.2053796589374544,0.43625806234776976,-0.026769158244132986,-0.09654567837715151,1.0706446085125207,-0.14670522436499595,0.04421316161751756,-0.960436749458313,0.28848972534760836,1.0210249066352843,-1.0735896468162536,-2.564272594451905,0.38095557615160947,-3.587555730342865,0.12924730740487575,-0.5528141736984253,0.11430415129289032
2019-07-16 20:00:00,-8.99307918548584,-1.5888407111167906,0.44518011808395386,-0.40039677917957306,-0.46466454714536665,0.10104219880886375,-0.9045766562223434,-0.5817255496978759,-0.1404603427276015,0.6756926633417607,0.14797755824401973,-0.5019559562206268,0.12496446203440428,0.4486465500667691,0.275527760386467,-0.07067044824361798,0.11850522637832908,0.20211344100534917,-0.14281823893543336,-0.382306519895792,0.6650758236646652,0.32910292651504275,1.4446656584739686,-1.0735896468162536,-0.747518601641059,0.04919619560241697,-2.119642949104309,-0.8094931304454803,-0.42963759005069735,-0.09024287955835461
