,SHAP_NO2_01,SHAP_TEMP_24,SHAP_OX_05,SHAP_OX_22,SHAP_SPM_20,SHAP_OX_19,SHAP_OX_18,SHAP_TEMP_01,SHAP_SPM_21,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_OX_03,SHAP_NOX_01,SHAP_TEMP_02,SHAP_OX_21,SHAP_OX_01,SHAP_OX_04,SHAP_TEMP_03,SHAP_OX_23,SHAP_TEMP_15,SHAP_TEMP_20,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_TEMP_19,SHAP_TEMP_04,SHAP_OX_20,SHAP_OX_02,SHAP_HUM_01,SHAP_TEMP_10,SHAP_WS_01
2019-07-30 00:00:00,-0.12258247323334218,-5.317105174064636,-0.1874924585223198,-0.3324005603790283,0.43479024469852445,0.0946645576506853,-1.7897343397140495,15.838464736938477,0.20856274738907815,2.043881916999817,3.085074615478516,0.6039975821971894,0.8372901201248169,-12.757056713104246,-0.7144714459776879,-15.866323661804199,-0.035413053445518025,-8.311898708343506,-0.3580964533612132,0.3401690322905779,1.274764521420002,0.8409978568553924,0.9644379127770663,-0.5365922152996064,-1.1652708561421603,-0.5436050608754159,0.9203011244535446,-1.1446702241897584,5.019864940643311,-1.8588697552680968
2019-07-03 07:00:00,-0.9157446250319481,-3.1304880380630484,-0.17258238121867178,-0.3592088047415018,0.46378866881132125,0.012125730514526322,1.082961481809616,10.343744802474976,0.2499834019690752,1.886307156085968,2.0093136072158813,0.9306919634342193,3.1028131365776073,-7.7418607711792005,-0.25216760188341136,-13.799423122406006,-0.029016013210639364,-4.300427770614624,-0.509613729827106,0.44483384639024737,1.274764521420002,0.6107089751400053,0.6340939357876778,-0.5329941123723984,-0.13255957961082457,0.43176537901163103,1.340692806243896,-1.6824041843414306,2.896757447719574,-1.306292277574539
2019-06-23 00:00:00,0.48754229843616476,-2.810497581958771,0.09580091759562492,-0.09112739053089172,0.04331159149296578,-0.00288132494315506,-0.2336907846853137,4.567234516143801,-0.04824516125954685,1.075918960571289,1.2793318226933479,-0.15828932970762252,-0.15953961489722135,-5.2782535552978525,-0.11619578152894972,-0.7091096118092538,-0.15695718917995694,-2.6828991174697885,-0.07189676389098165,0.4929794089868665,0.6607265885919332,0.524350506067276,0.554010721296072,-0.45024654269218445,0.22195324599742888,0.0172330691944808,0.032807698938995565,-1.8019012331962585,2.372225797176361,0.07515308391302822
2019-04-16 00:00:00,0.6095670625567436,2.0960509419441222,0.3194535750895739,0.2171662293374538,0.057810769230127304,-0.059157790057361145,-0.05414728112518787,-7.831120204925537,-0.11451813851017505,-1.107624700665474,-2.447413682937622,-0.6664806045591831,-0.34078150317072875,2.024580442905426,0.4820798419415951,13.759137916564942,-0.24011896876618272,2.16968652009964,0.2984792950563132,0.6374160021543502,-0.5412203043699265,0.30125762252137067,0.25870290994644163,-0.2757567982189357,1.3779736503958704,0.5293025851249695,-0.8079755783081055,1.6634990632534028,1.9725820064544677,4.081343817710876
2019-05-18 05:00:00,-0.12258247323334218,-0.197227030992508,0.12562123201787473,-0.05091517223045228,0.014313171477988332,-0.08917189240455632,1.202657091617584,-0.22303957715630532,-0.0896658112411387,0.7157472416758537,0.3188305102288723,-0.12198998257517815,0.7466695487499238,-3.518534779548645,0.21013641403988004,-8.976677513122558,-0.16975136920809747,-1.3241752266883848,-0.2234141615801491,0.5013524295762182,0.6215328425168991,0.4487866640090942,0.408859483897686,-0.4736315459012985,0.5302252668887377,0.5293025851249695,0.032807698938995565,-0.8459289312362671,1.747782784700394,-1.8588697552680968
2019-04-27 02:00:00,0.5485547438263894,1.616061836481095,-0.05330092296935618,0.09652956947684288,0.07231004151981321,-0.05165423225262206,0.304939740896225,-11.776054954528812,-0.03167689777910708,-1.0400923430919646,-2.1400527477264406,0.09580630809068677,-0.2501605670899153,4.400199913978577,0.23733060210943208,1.3577820897102355,-0.10578070906922217,4.563627529144287,0.16379712857306003,0.7609206035733223,-0.5542848400771618,0.1285406991839408,-0.041610036045312875,-0.26496372316032646,1.9482775993645192,0.38299684375524523,0.032807698938995565,-1.8019012331962585,-0.32536880075931546,-0.20113589689135547
2019-06-15 11:00:00,0.3655172899365425,-4.837113857269286,0.12562123201787473,0.10993365198373795,-0.04368367008864878,-0.04039899352937938,-0.05414728112518787,-1.0683820351958275,-0.13108640504069624,1.7287319779396058,2.777714502811432,-0.15828932970762252,0.11232309979386626,-1.6708285570144654,0.21013641403988004,7.558459138870239,-0.14416309399530294,0.16395095810294152,0.24797351416200403,0.547404982894659,0.9089546364732086,0.36242817640304564,0.2987447840394452,-0.4772295504808426,0.9001518815755845,0.38299684375524523,-0.434294031560421,-2.100642371177673,1.7727601885795594,0.9040198892354965
2019-12-03 23:00:00,0.060454911668784916,2.4693750262260434,-0.426055621355772,-0.03751111421734092,0.14712588470429183,-0.04039899352937938,-0.05414728112518787,-10.36715316772461,-0.010635269712656714,-1.175157043337822,-2.677934539318085,0.34990189373493197,0.47480666637420654,3.6963144063949587,0.0741646088194102,-4.842893362045288,-0.0034277751576155756,3.851915788650513,-0.1055673093535006,0.7588271915912628,-0.6588020356371999,0.26527490448206664,0.16360383704304696,-0.257768121920526,1.532108946144581,0.33422831892967225,0.5466196104884148,1.006267699599266,0.6487625325098634,-0.3392804520204663
2019-06-07 21:00:00,0.060454911668784916,-3.9838019609451294,0.2896333340555429,0.10993365198373795,0.37813584953546525,-0.03289545066654684,0.1852440908551216,2.4538783490657794,0.11252817399799823,1.2334954649209977,1.6635327279567722,-0.19458874743431806,0.47480666637420654,-4.046449685096741,0.40049682185053825,2.0467462658882143,-0.21453058682382112,-1.906485645473003,0.28164381841197605,0.5160056652443018,0.8175016602501273,0.4703762821853161,0.4689218942075968,-0.4682349070906639,0.45315738543868067,0.28545979708433156,-0.10732288993895053,-2.220139908790588,2.2972920417785643,0.4895865939557553
2020-01-31 01:00:00,0.6095670625567436,3.2693556308746343,-0.023480557650327694,-0.21176389120519162,-0.08718130288762041,0.09091277979314327,-1.8495822906494142,-11.776054954528812,-0.15593881607055665,-1.8504799485206604,-3.56159565448761,0.13210568614304066,-0.34078150317072875,4.6641583442688,-0.7960542470216752,-0.7091096118092538,-0.10578070906922217,4.3048237562179565,-0.15607312098145484,0.7044015888124705,-1.0899349212646485,0.1717200443148613,0.05849435292184352,-0.20200344864279032,1.8249678790569306,-0.5436050608754159,0.12622799500823018,0.46853344440460204,0.9984508454799654,1.8710315108299256
