,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_21,SHAP_HUM_02,SHAP_OX_02,SHAP_WS_01,SHAP_TEMP_04,SHAP_TEMP_20,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_WS_02,SHAP_TEMP_22,SHAP_TEMP_24,SHAP_WD_03,SHAP_WS_03,SHAP_WD_02,SHAP_SPM_03,SHAP_SPM_04,SHAP_HUM_03
2019-04-22 10:00:00,-17.987509155273436,-32.28360252380371,-7.854766082763672,-9.809860181808471,-2.3291743814945223,-0.34356255531311036,1.7085831701755523,11.173425006866456,-7.261607313156128,7.475141954421997,8.466102385520935,1.9817391514778138,-4.874707558751107,20.03414888381958,-3.571040725708008,-0.1639261983335018,-3.581924629211426,0.565852352976799,-0.40174842774868014,-2.412619060277939
2019-04-22 11:00:00,-8.007128810882568,-26.60871810913086,-5.812384414672851,-9.482213354110717,-1.9786108613014222,-0.611273517087102,1.7085831701755523,9.83380093574524,-8.023996782302856,6.483810138702393,8.141386580467223,0.9302271902561184,-4.934225806593894,16.865873908996583,-4.0518320322036745,1.148273241519928,-3.0960147380828857,1.559655749797821,-0.14505367949604991,-1.986126536130905
2019-05-10 09:00:00,-14.244865322113037,-25.899356842041016,4.399519753456116,-8.390057802200317,-1.321303617954254,-0.5139239825308323,-0.40966336652636526,12.178142690658571,-6.221984767913819,7.899997806549072,8.466102385520935,-0.12128479643724857,-4.398561581969261,13.364094257354733,-4.0518320322036745,-0.6888059914112092,-3.0960147380828857,-2.415557873249054,-0.7867905128747225,-1.0265194773674011
2019-05-10 10:00:00,-3.6407135486602775,-23.061915588378902,6.952496290206909,-7.843979978561403,-0.9269193522632122,-0.757297607511282,-4.222507214546205,9.498895120620727,-6.360601162910462,7.121094560623169,8.628461480140686,-0.8222928941249847,-4.160488647222519,12.697088718414305,-3.571040725708008,-0.42636609375476836,-3.581924629211426,-0.5521764606237413,-1.1718325018882754,-0.7599618703126907
2019-05-10 11:00:00,5.092117357254028,-16.322987842559815,8.48428201675415,-8.062410879135133,-0.7078168943524361,-1.1710326492786407,-3.798857736587525,6.9312827587127686,-6.707142233848572,5.421668720245362,7.735490918159485,-3.9768289804458625,-3.862897288799286,13.697597980499268,-4.0518320322036745,-0.9512458801269531,3.7067191123962404,-1.2975290060043334,-0.5300957664847374,-0.2801581472158432
2019-05-10 12:00:00,8.210985088348389,-14.194907188415531,8.48428201675415,-8.608489370346069,-0.5763555228710175,-1.5117556691169733,0.4376352548599243,3.5822224736213686,-7.053682661056518,3.7930524587631225,5.787194776535035,-3.6263251304626465,-3.9819338232278825,13.030590915679932,3.1600361108779906,-3.3132049560546877,2.734900045394897,-0.9248527437448502,-0.7867905128747225,-0.013600569404661625
2019-05-10 13:00:00,10.706079864501953,-11.35746431350708,12.058448791503906,-9.154566669464112,-0.5763555228710175,-1.6334424257278441,0.013985951174981897,2.6891398549079897,-7.330915641784668,1.668770599365234,3.9200770378112795,-0.12128479643724857,-4.279524806141853,12.196834564208984,2.1984538197517396,-3.0507652282714846,3.7067191123962404,-0.42795105949044226,-0.6584431283175946,0.14633387625217437
2019-05-10 14:00:00,13.201174926757812,-8.874701547622681,11.037258338928224,-9.591429519653321,-0.2696121402084827,-1.7307919979095459,-0.40966336652636526,0.5680684190243482,-7.816072750091553,1.102295309305191,1.4847062309971082,-0.47178883105516434,-4.577116370201111,12.530337047576904,3.1600361108779906,-0.42636609375476836,-3.0960147380828857,-0.42795105949044226,-0.4873133450746536,0.14633387625217437
2019-05-10 15:00:00,13.201174926757812,-7.101300001144409,12.058448791503906,-10.355938625335694,-0.3572530701756477,-1.8281413495540615,-1.256961965560913,-0.10174355059862139,-8.023996782302856,-0.24308346547186374,0.8352740041911602,-0.8222928941249847,-4.815189358592034,13.364094257354733,-3.571040725708008,-0.6888059914112092,1.7630807161331177,-0.42795105949044226,-0.4873133450746536,0.5195146046578885
2019-05-10 18:00:00,10.706079864501953,-21.997875213623047,1.335948866605759,-13.413972282409668,-1.189842200279236,-1.8281413495540615,-10.153597831726074,-2.3344501316547395,-10.588398170471192,-1.730080908536911,-1.843633896112442,-10.98690929412842,-6.184108531475068,16.03211555480957,-1.1670847475528716,-8.562002849578857,-0.6664670228958129,0.690077754855156,-0.6584431283175946,0.14633387625217437
