,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_TEMP_03,SHAP_OX_05,SHAP_TEMP_20,SHAP_OX_06,SHAP_OX_19,SHAP_OX_04,SHAP_TEMP_04,SHAP_OX_18,SHAP_WS_02,SHAP_WS_01,SHAP_TEMP_24,SHAP_HUM_24,SHAP_TEMP_19,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_TEMP_07
2019-04-06 15:00:00,1.7119158267974854,-17.621592330932618,4.152159285545349,-1.4646138787269591,6.776202440261843,-3.457044410705566,-11.614395046234131,-2.6284282445907587,0.22088971622288228,-3.5519201040267943,2.521418058872223,-0.07783501558005809,-0.5605809390544891,-1.22078418135643,-0.9808064505457876,-5.175149059295655,-2.6201465100049974,1.3749935531988737,0.7530860738828778,5.862245702743531
2019-04-18 13:00:00,0.8945919215679169,-15.590050888061523,1.021560937166214,-0.6371754929423333,6.676944637298584,-2.0442755818367004,-12.416895008087156,-0.8303979963064194,-0.6982693212106824,-3.020223581790924,2.4370962828397755,-2.1736891627311707,-1.0112292051315308,0.3336585596203804,-1.1961584895849229,-0.002914393506944174,-2.6454537957906723,1.8178288757801055,0.9738814137876034,8.145525932312012
2019-04-18 14:00:00,3.3465640783309936,-12.136430406570435,2.0650937974452974,-1.4646138787269591,5.882887148857117,-3.1921506285667416,-13.42002077102661,-1.9605884313583375,-3.324438047409058,-3.3240498065948487,1.9733259260654445,-3.2635333061218263,0.04028330484870822,-2.516153371334076,-1.2523373126983643,0.33077816944569355,-2.6679494053125383,1.3196388084441424,0.7870544537436217,5.957382917404175
2019-04-18 15:00:00,5.798536348342895,-12.74589376449585,3.108626914024353,-1.8783331036567688,4.691798853874206,-3.5453426837921143,-14.222520351409909,-2.6284282445907587,-5.031447863578796,-3.703833723068237,1.6360387306660407,-3.7665381908416746,-1.6120933651924134,-0.18448903039097783,-1.299152985215187,-0.002914393506944174,-2.662325608730316,1.0151890717446803,0.4813376784324646,4.910880470275879
2019-04-18 16:00:00,7.433184432983398,-11.323815345764162,1.2302675612270833,-2.292052245140076,3.0044252395629885,-3.9868326663970945,-14.021894645690917,-2.8339172363281255,-5.819298505783081,-4.159573602676391,1.1301075085997583,-4.018040585517883,-0.2601488009095192,-4.070596051216126,-1.3553316563367848,0.16393198668956752,-2.6763849869370464,0.793771214503795,0.29451076984405516,3.198420131206512
2019-04-19 10:00:00,-13.817240715026855,-18.84051685333252,-4.196102285385132,3.086297965049744,10.250207328796385,0.16317545250058174,-6.19751763343811,-0.9845148712396622,3.6349091291427618,-0.5136530082672834,4.081372189521791,2.3533560037612915,0.791363587975502,-0.18448903039097783,-1.1680692136287694,-1.8382233738899232,-2.4233117580413817,2.8142097592353825,1.4154724121093751,8.430935096740722
2019-04-19 11:00:00,-6.461324548721313,-16.40266618728638,-2.5264507055282595,1.0177012741565703,8.36431975364685,-0.27831481061875823,-5.495329475402832,-0.676281225681305,3.766218137741089,-1.0453496426343918,3.491119313240051,2.3533560037612915,-0.2601488009095192,-0.18448903039097783,-1.0931638225913047,-2.5056084036827087,-2.496421891450882,2.399051085114479,1.398488235473633,8.430935096740722
2019-04-21 12:00:00,-5.644000720977783,-18.434210109710694,-2.943863797187805,0.32816942930221554,8.761348867416382,-1.4261894941329953,-12.717831897735596,-1.1386316418647766,0.48350665643811225,-2.184699952602386,3.280314487218857,0.005999235995113835,-0.8610129654407501,0.3336585596203804,-1.1867950305342674,-1.8382233738899232,-2.6595136135816575,2.2883421212434767,1.313566824793816,9.38230357170105
2019-04-22 10:00:00,-20.355833244323726,-17.418438720703126,-5.030929517745972,3.224204158782959,8.95986270904541,1.311050071567297,-6.799392318725586,-0.4707920734770596,2.715749955177307,-0.057912854477763176,3.448958146572113,1.7665166437625885,0.791363587975502,0.3336585596203804,-1.289789685606957,1.3318557620048523,-2.490797770023346,2.1499556630849836,1.2286455303430557,7.003885650634766
2019-04-22 11:00:00,-4.009352326393127,-15.183742809295657,-3.56998291015625,2.1209524989128115,6.875459337234497,0.251473568379879,-7.902830839157106,-0.008441425114870066,2.847058820724487,-0.817479595541954,2.9430273652076724,1.4311799466609954,0.04028330484870822,-0.7026366204023361,-1.1118903741240502,-0.002914393506944174,-2.496421891450882,1.9838923394680024,0.9908658362925052,7.384433031082156
