,SHAP_NO2_01,SHAP_TEMP_24,SHAP_OX_05,SHAP_OX_15,SHAP_OX_22,SHAP_TEMP_01,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_OX_03,SHAP_TEMP_02,SHAP_OX_21,SHAP_OX_01,SHAP_OX_04,SHAP_TEMP_17,SHAP_TEMP_03,SHAP_TEMP_20,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_TEMP_19,SHAP_TEMP_04,SHAP_OX_20,SHAP_OX_02,SHAP_HUM_02,SHAP_TEMP_07,SHAP_HUM_01,SHAP_TEMP_18,SHAP_WS_01
2019-04-19 10:00:00,0.42718317210674295,7.863206195831299,-0.88203766644001,6.1675288677215585,-0.14978823896963148,-24.579143524169925,-0.46547720581293106,-4.9784942150115965,1.9197724640369416,2.5294269919395447,0.1500113233923912,-10.752820110321046,1.4934763312339785,-0.6143080607056618,3.909427374601364,-0.6878170922398568,3.4413374602794646,4.331465172767639,-1.3992003053426745,2.364579174667597,0.9700068771839142,2.86512713432312,-0.167413224093616,5.752699708938598,-2.5393786668777465,-0.8599577054381371,0.8737721025943757
2019-04-19 11:00:00,0.2554275780916214,7.150945329666138,-1.076621377468109,4.612328338623047,-0.3144148156046867,-20.584952926635744,-0.4443970310501754,-4.147563362121582,0.4796291418373585,2.082861286401749,0.24786329194903373,-3.0968735218048096,0.6297324687242508,-0.6333274751901626,3.4273809015750887,-0.6770915195345879,3.2321551203727723,4.212008476257324,-1.5696365267038346,1.9665756093338131,1.0614391446113587,1.3844497442245483,-0.781467393040657,5.585575604438782,-1.4001989841461184,-1.1799644455313683,1.3999036967754364
2019-04-19 12:00:00,0.2554275780916214,5.993523979187012,-0.298286559432745,1.5019264578819276,-0.06747499069315381,-18.23542804718018,-0.43385690320283177,-4.019727778434754,-0.5104694155044853,1.7213551998138428,0.28048058077692983,2.4710885405540464,-0.23401144724339246,-0.6433966249227524,2.75251579284668,-0.7521704807877542,2.604607605934143,3.9332754850387572,-2.129641532897949,1.6822872990742326,1.2443037688732148,-0.09622771888971329,-1.0884945929050445,5.418450188636781,0.1946525912731886,-1.41649110019207,1.136837959289551
2019-04-19 13:00:00,0.08367197848856447,4.836100792884827,0.4800484662875533,-0.053274409566074585,0.014838308605249017,-14.476186180114743,-0.5076376918703318,-3.9558101415634157,-1.5005678892135619,1.5087047636508946,0.3457152783870697,5.951064157485963,-0.8278353929519653,-0.6501093734055756,2.206196355819702,-0.9988585494458675,2.1563595712184904,3.0970764398574833,-2.5435582876205443,1.2842833794653417,1.5186004042625432,-1.173083984851837,-1.5183324694633484,5.028492879867554,1.561668610572815,-1.5417112022638322,1.9260349512100219
2019-04-19 14:00:00,-0.08808360565453767,4.6580359697341915,1.0151537388563157,-0.053274409566074585,0.17946487218141555,-12.596565914154052,-0.750060212612152,-4.403234362602234,-2.220639598369598,1.168463832139969,0.44356720745563505,6.6470598697662355,-1.4216592311859129,-0.6657723549753427,1.8848318696022033,-1.1811933112330733,1.528812003135681,2.4997913599014283,-2.762690681219101,0.9620898135006428,1.1528715074062348,-1.8461192011833192,-1.886765193939209,3.858620309829712,1.7895045638084413,-1.625191193819046,-1.49381982088089
2019-04-22 11:00:00,0.5989388078451158,9.020628404617309,-0.7847459077835083,2.0203267455101015,-0.5613546878099441,-16.59075860977173,-0.6446592450141907,-5.61767086982727,1.0196828335523604,1.6788251101970677,0.18262864355929195,-7.968839645385742,0.4677804559469223,-0.6378026716411113,2.6561064958572382,-0.8916028887033463,2.3655421495437623,3.1767145872116087,-1.959205120801926,1.5117141887545587,0.878574675321579,2.326698839664459,-0.9042783141136169,4.0814530611038204,-1.4001989841461184,-1.2912710636854174,-0.9676882207393647
2019-04-22 12:00:00,0.42718317210674295,7.863206195831299,-0.15234872540459035,1.5019264578819276,-0.23210154436528682,-13.066471290588378,-0.6446592450141907,-5.2341649532318115,0.11959329377859831,1.3598493576049804,0.21524595189839607,-2.7488753318786623,0.08989247996360065,-0.6489905409514904,2.1419233918190006,-0.92377959638834,1.8874106347560882,2.7785246014595026,-2.324425762891769,1.227425613999367,0.6957100629806519,0.8460216403007508,-1.0884945929050445,3.9700367927551268,-0.2610192770982394,-1.4721444696187975,-0.44155664294958114
2019-04-22 13:00:00,0.2554275780916214,6.8838481426239015,0.18817280791699886,0.9835261583328248,-0.14978823896963148,-10.247040653228762,-0.6762794867157936,-5.2341649532318115,-0.8705051720142365,1.040873497724533,0.1500113233923912,2.4710885405540464,-0.4499474238604308,-0.6557032362557947,1.6598767936229706,-1.0846631389111279,1.439162302017212,2.1414202570915224,-2.640950310230255,0.9241846606135369,0.7871423542499543,-0.16353123001754283,-1.3955217123031614,3.412954306602478,0.4224887263029814,-1.6112777888774876,0.3476405799388885
2019-04-22 14:00:00,0.08367197848856447,6.349653291702271,0.6746321640908718,0.4651258781552315,-0.3144148156046867,-7.1926568984985355,-0.8343813240528105,-5.425918245315552,-1.5455724358558656,0.7856928676366806,0.18262864355929195,6.6470598697662355,-1.043771389126778,-0.6635347843170166,1.1778303623199464,-1.2240955993533138,0.9610308781266212,1.5441351294517518,-2.884431129693985,0.6398962363600731,-0.31004506051540376,-1.173083984851837,-1.5797378778457642,2.521622443199158,0.878160583972931,-1.694757843017578,-1.2307539999485015
2019-05-10 09:00:00,0.42718317210674295,7.863206195831299,0.09088095519691705,2.365926969051361,-1.8783671736717225,-17.295615863800048,-0.5708783648908138,-5.042411637306214,1.7397545635700227,1.6575600504875183,-0.4044831745326519,-13.536801147460938,0.6297324687242508,-0.5930510878562927,3.523790103197098,-0.7628959551453592,3.1723885416984556,3.8934566736221314,-1.740072914958,2.326674280315638,-0.9500710070133209,4.211197471618652,-1.82535971403122,4.527119207382202,1.561668610572815,-0.8321309626102448,-3.072214436531067
