,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_HUM_02,SHAP_OX_03,SHAP_TEMP_08,SHAP_OX_23,SHAP_OX_19,SHAP_WS_02,SHAP_TEMP_03,SHAP_TEMP_09,SHAP_HUM_24,SHAP_HUM_09,SHAP_TEMP_21,SHAP_OX_11,SHAP_OX_24,SHAP_TEMP_13,SHAP_SPM_02,SHAP_TEMP_15,SHAP_OX_04,SHAP_HUM_07,SHAP_OX_02,SHAP_OX_09,SHAP_PM25_01,SHAP_OX_21,SHAP_HUM_06,SHAP_HUM_05,SHAP_SPM_01,SHAP_TEMP_24
2019-04-06 14:00:00,-10.525864315032958,-8.633794069290161,4.016549229621887,1.0155623868107795,-2.488728594779968,0.14661800991743804,6.370612001419067,-0.2342573270201683,0.4767887949943542,-0.2387760438024998,0.2208845891058445,0.9407690010964871,-1.057920187711716,-0.32660272121429446,-1.7294859886169434,-0.7371075987815857,-0.21130568720400333,0.6375936127267778,0.5192583978176117,-0.8263807594776154,-0.20772445276379586,0.6641462281346321,1.7892357945442199,0.23368491157889365,-0.5355746656656267,0.13658861666917801,-0.09766114912927151,-0.009561894088983525,-0.1319541471078992,0.9074579000473022
2019-04-06 15:00:00,-5.434536218643189,-7.182457637786865,4.431765794754028,1.0267317950725556,-2.3769951820373527,0.10550365205854176,5.146921253204345,-0.3003676876425743,0.12255512513220308,-0.313177627325058,0.21619923263788224,0.8775565223768353,-0.9784568727016449,-0.41893978118896474,-1.8388432502746581,-0.42584231197834016,-0.20164925493299962,0.7229015320539475,0.8775178372859955,-1.8922027230262757,-0.16982273347675797,0.9194976419210434,1.3345125555992126,-0.06173391472548242,-0.44190122187137604,0.17674600724130868,0.04995576431974771,0.04017045572400094,0.021528684534132446,1.1589132845401764
2019-04-06 16:00:00,-4.416270208358764,-9.178044176101684,2.1480756759643556,0.8480194658041,-2.6004616022109985,0.08905790196731685,3.974217319488526,-0.43258865773677824,0.729812866449356,-0.030451546981930734,0.21854190602898602,0.7396386452019215,-0.9254815876483917,-0.9114039361476898,-1.9755397081375121,-0.2924429208040237,-0.21130568720400333,0.7854608308523894,0.23265085369348532,-2.425113785266877,-0.13192100543528795,1.557876253128052,0.1977038763463497,0.6557118088006973,-0.1608809232711792,0.25706072673201563,0.10900251679122448,0.052603517472743985,0.08974327519536016,1.2636863052845002
2019-04-18 15:00:00,-8.489333438873292,-6.2753727436065665,4.016549229621887,0.6804766245186329,-1.9300625920295715,0.07261214666068552,3.515333557128907,-0.49869915544986726,-0.18107375102117657,-0.34293825924396515,0.17871581017971036,0.7626252077519894,0.08105235183611512,0.07352449411991982,-2.6863606810569762,0.10775529005331916,-0.21130568720400333,0.6489680361002683,1.2357773900032043,-2.4504906892776486,-0.1546620287001133,-0.4849352508783342,0.6524273335933686,-0.3993553817272187,-0.9102684140205384,0.2369820512831211,-0.2748014196753502,-0.20849119052290915,-0.18311505168676373,2.164734673500061
2019-04-18 16:00:00,-5.434536218643189,-6.819623565673828,1.7328592777252194,0.7363242529332638,-2.3769951820373527,0.06438927948474885,3.2094105958938597,-0.49869915544986726,-0.18107375102117657,-0.3875792592763901,0.1459178164601326,0.5557482182979584,0.08105235183611512,-0.2958237022161484,-2.959753537178039,0.24115471988916398,-0.24027513898909092,0.6774040048941969,1.0924735069274902,-2.374360346794128,-0.10159962261095641,0.15344334729015824,0.8797891557216644,-0.14613927714526653,-0.7229215919971466,0.4176901638507843,-0.18623126968741416,-0.12145964391529555,-0.14900778606534001,2.269507789611816
2019-04-18 17:00:00,-3.3980052232742315,-7.998834085464478,0.6948184728622436,0.8033414334058762,-1.1479304790496827,0.07261214666068552,2.7505263805389406,-0.763140857219696,-0.3328881651163101,-0.7298266857862472,0.15763136371970174,0.5212686702609062,0.08105235183611512,-0.35738171339035035,-3.178467607498169,0.3745540738105774,-0.24027513898909092,0.7229015320539475,0.9491697430610657,-2.4758671760559077,-0.09401927755679934,0.5364704951643944,0.1977038763463497,0.6135091215372086,-0.8165948987007141,0.5180835753679276,-0.08289946462027727,-0.021994974091649033,-0.06373954792506992,2.3533262372016903
2019-04-19 12:00:00,-17.65372428894043,-7.182457637786865,-0.13561448529362674,0.9262061446905137,0.3046008475124836,0.2535153765231371,5.809754037857056,0.8235101044178009,1.8431186199188232,-0.1494941338896751,0.19042930752038958,0.7913579676300287,-0.687091937661171,0.19664051309227942,-0.9913256764411926,-0.24797643572092057,-0.0568020327016711,0.6205319654662163,0.1609989352524281,-2.069839680194855,-0.32900997847318647,-1.6978546857833863,4.972299528121948,-0.10393657228651136,-0.5355746656656267,-0.2850636501330882,-0.6290818929672242,-0.4447198107838631,0.004475036542862651,1.22177711725235
2019-04-19 13:00:00,-6.452802276611328,-6.366081142425537,0.48721024990081785,0.8480194658041,-0.14233190286904573,0.22062388360500332,5.911728429794311,0.7573995947837829,1.4888850688934328,-0.1494941338896751,0.19745746105909348,0.8143441859632731,-0.7665550768375397,0.25819856971502303,-1.3467362165451051,-0.11457705004140731,-0.04714555926620957,0.6262191792950034,0.3043027177453041,-2.22210009098053,-0.2683672159910202,-1.3786652326583861,2.9260444879531864,-0.1883419744670391,-0.44190122187137604,-0.32522103674709796,-0.46670331954956057,-0.3328220501542092,-0.09784684288315473,0.9284125208854676
2019-04-19 14:00:00,-0.34320774078369143,-5.64041337966919,1.3176429986953737,0.7474938094615937,-0.4775314360857011,0.14661800991743804,4.942972946166992,0.9557310044765472,0.8310224920511246,-0.2387760438024998,0.18105852827429775,0.8258374514058232,-0.8725061297416687,0.2274195984005928,-1.7841646552085877,0.06328885555267331,-0.0568020327016711,0.6603424655273556,0.7342140436172485,-2.348983609676361,-0.2380458176136017,-0.6764488250017167,0.42506560385227204,-0.3149500712752343,-0.44190122187137604,-0.2850636501330882,-0.3338481396436691,-0.23335736393928533,0.05563597481232134,1.0331856310367584
2019-04-19 15:00:00,6.784652376174927,-5.18687071800232,1.110034853219986,0.658137584477663,-0.9244640886783599,0.056166401319205764,3.0564491033554075,1.087951922416687,0.42618402391672144,-0.34293825924396515,0.1599741481244564,0.7166525468230247,-0.5811409622430802,0.07352449411991982,-2.1122359395027166,0.15222175717353822,-0.027832586690783485,0.6603424655273556,0.08934704400599003,-2.374360346794128,-0.16982273347675797,-0.10190814528614282,-0.9391047239303589,-0.3571527749300003,-0.25455436110496515,-0.14451288878917695,-0.21575468853116037,-0.23335736393928533,0.038582328148186185,1.1589132845401764
