61001,間人,35.736666666666665,135.08666666666667
61076,宮津,35.55,135.235
61111,舞鶴,35.45,135.31666666666666
61187,福知山,35.31166666666667,135.11333333333334
61206,美山,35.275,135.55
61242,園部,35.108333333333334,135.455
61286,京都,35.013333333333335,135.73166666666663
61286,京都,35.01166666666666,135.735
61326,京田辺,34.83,135.76
63016,香住,35.625,134.6266666666667
63051,豊岡,35.535,134.82166666666666
63071,兎和野高原,35.431666666666665,134.58333333333334
63121,和田山,35.32333333333333,134.84833333333333
63201,生野,35.166666666666664,134.79166666666666
63216,柏原,35.13666666666666,135.065
63251,一宮,35.096666666666664,134.585
63321,福崎,34.95,134.7483333333333
63331,西脇,34.998333333333335,134.99666666666667
63411,三田,34.895,135.21166666666667
63491,家島,34.67166666666667,134.52666666666667
63551,郡家,34.46666666666667,134.84833333333333
63571,洲本,34.31,134.84833333333333
63588,南淡,34.218333333333334,134.72
