,予測値,実測値,予測値_lug
0,23.524498,11.000001,21.808645
1,21.808645,13.0,25.749334
2,25.749334,22.000002,30.589985
3,30.589985,25.0,34.002094
4,34.002094,28.0,32.789368
5,32.789368,27.000002,31.946167
6,31.946167,30.0,32.716553
7,32.716553,31.999998,33.18743
8,33.18743,31.0,33.29248
9,33.29248,35.0,37.45274
10,37.45274,36.0,38.94592
11,38.94592,38.0,41.940464
12,41.940464,39.0,41.972897
13,41.972897,39.0,42.765594
14,42.765594,40.0,41.83886
15,41.83886,39.0,43.49097
16,43.49097,38.0,40.899666
17,40.899666,37.0,40.25047
18,40.25047,36.0,41.16038
19,41.16038,36.0,40.058834
20,40.058834,35.0,39.61332
21,39.61332,34.0,36.935947
22,36.935947,33.0,36.75211
23,36.75211,35.0,38.656418
24,38.656418,35.0,36.819824
25,36.819824,34.0,34.636032
26,34.636032,31.999998,33.50545
27,33.50545,29.0,30.553505
28,30.553505,28.0,32.534508
29,32.534508,29.0,34.756344
30,34.756344,27.000002,31.177141
31,31.177141,23.0,29.44355
32,29.44355,28.0,33.484734
33,33.484734,28.0,32.48456
34,32.48456,30.0,37.730736
35,37.730736,36.0,44.15455
36,44.15455,38.0,45.16434
37,45.16434,40.0,46.414898
38,46.414898,40.0,43.735584
39,43.735584,39.0,42.576817
40,42.576817,39.0,42.400013
41,42.400013,38.0,41.452644
42,41.452644,37.0,39.56709
43,39.56709,36.0,40.89532
44,40.89532,35.0,40.34248
45,40.34248,34.0,38.664352
46,38.664352,31.999998,36.15298
47,36.15298,33.0,38.893776
48,38.893776,33.0,38.83395
49,38.83395,31.0,37.34687
50,37.34687,29.0,34.298595
51,34.298595,28.0,33.314274
52,33.314274,27.000002,31.45456
53,31.45456,26.0,31.673563
54,31.673563,24.0,29.832605
55,29.832605,24.0,29.124357
56,29.124357,22.000002,28.65947
57,28.65947,15.999999,23.545671
58,23.545671,18.0,27.579157
59,27.579157,25.0,34.36194
60,34.36194,33.0,40.7666
61,40.7666,31.0,38.23388
62,38.23388,31.0,38.636135
63,38.636135,26.0,32.55285
64,32.55285,24.0,31.79537
65,31.79537,14.0,22.412926
66,22.412926,20.0,29.564825
67,29.564825,22.000002,28.530184
68,28.530184,22.000002,30.291594
69,30.291594,24.0,30.700705
70,30.700705,15.999999,21.310541
71,21.310541,5.0,17.576883
72,17.576883,3.0,20.035252
73,20.035252,17.0,25.676598
74,25.676598,14.0,23.079435
75,23.079435,9.0,17.328106
76,17.328106,5.0,15.631411
77,15.631411,1.9999999,12.280867
78,12.280867,0.99999994,9.530635
79,9.530635,1.9999999,11.115492
80,11.115492,5.0,16.171389
81,16.171389,5.0,14.976021
82,14.976021,15.0,28.853985
83,28.853985,27.000002,34.765877
84,34.765877,34.0,41.7015
85,41.7015,36.0,40.678364
86,40.678364,33.0,37.53698
87,37.53698,19.0,24.919321
88,24.919321,3.9999998,13.622994
89,13.622994,34.0,40.534916
90,40.534916,39.0,41.183884
91,41.183884,39.0,42.18193
92,42.18193,39.0,43.006004
93,43.006004,38.0,41.88571
94,41.88571,38.0,41.006145
95,41.006145,37.0,39.386623
96,39.386623,37.0,41.847286
97,41.847286,37.0,39.659348
98,39.659348,37.0,39.777504
99,39.777504,39.0,39.264595
100,39.264595,39.0,37.694935
101,37.694935,38.0,38.989548
102,38.989548,37.0,38.983612
103,38.983612,34.0,37.313614
104,37.313614,34.0,38.59359
105,38.59359,36.0,42.43753
106,42.43753,37.0,42.53972
107,42.53972,37.0,42.951794
108,42.951794,37.0,42.459587
109,42.459587,36.0,42.73285
110,42.73285,38.0,46.595142
111,46.595142,39.0,44.897324
112,44.897324,39.0,41.917686
113,41.917686,38.0,40.59811
114,40.59811,38.0,38.424328
115,38.424328,38.0,41.419006
116,41.419006,36.0,38.218
117,38.218,33.0,36.972843
118,36.972843,34.0,39.230232
119,39.230232,35.0,37.967457
120,37.967457,35.0,39.210735
121,39.210735,35.0,39.183537
122,39.183537,34.0,38.861797
123,38.861797,34.0,37.72081
124,37.72081,33.0,34.973774
125,34.973774,31.999998,35.22878
126,35.22878,25.0,27.743145
127,27.743145,23.0,27.097849
128,27.097849,22.000002,27.578728
129,27.578728,27.000002,32.323387
130,32.323387,33.0,38.164043
131,38.164043,33.0,39.080086
132,39.080086,36.0,43.5892
133,43.5892,35.0,39.9641
134,39.9641,37.0,41.18645
135,41.18645,36.0,39.05124
136,39.05124,34.0,39.593
137,39.593,31.0,36.669167
138,36.669167,30.0,35.94104
139,35.94104,29.0,33.51188
140,33.51188,29.0,35.140312
141,35.140312,23.0,32.24893
142,32.24893,30.0,39.273205
143,39.273205,15.0,24.78835
144,24.78835,11.000001,22.403019
145,22.403019,0.99999994,10.707369
146,10.707369,7.0,18.59203
147,18.59203,15.0,25.26109
148,25.26109,13.0,24.04376
149,24.04376,10.0,19.468622
150,19.468622,9.0,18.653564
151,18.653564,7.0,16.213182
152,16.213182,7.0,18.233791
153,18.233791,7.9999995,18.923256
154,18.923256,6.0,13.84783
155,13.84783,7.0,17.526258
156,17.526258,7.0,19.350683
157,19.350683,11.000001,23.69377
158,23.69377,7.9999995,20.365273
159,20.365273,5.0,15.417357
160,15.417357,1.9999999,11.837822
161,11.837822,0.99999994,9.225021
162,9.225021,0.99999994,8.814572
163,8.814572,0.99999994,9.787819
164,9.787819,0.99999994,9.616329
165,9.616329,0.99999994,16.39382
166,16.39382,0.99999994,18.754272
167,18.754272,1.9999999,21.236465
168,21.236465,6.0,22.207554
169,22.207554,3.0,15.271646
170,15.271646,11.000001,22.775633
171,22.775633,19.0,26.890913
172,26.890913,25.0,30.53931
173,30.53931,30.0,35.752487
174,35.752487,29.0,33.55558
175,33.55558,30.0,36.43349
176,36.43349,29.0,30.871447
177,30.871447,29.0,34.926174
178,34.926174,31.0,40.10096
179,40.10096,33.0,41.550724
180,41.550724,37.0,45.095245
181,45.095245,35.0,40.667942
182,40.667942,34.0,41.703655
183,41.703655,33.0,40.72098
184,40.72098,31.0,38.260258
185,38.260258,31.0,37.944916
186,37.944916,31.0,38.951035
187,38.951035,31.999998,41.93459
188,41.93459,31.0,40.798588
189,40.798588,31.999998,41.34287
190,41.34287,30.0,38.76808
191,38.76808,29.0,37.245396
192,37.245396,31.0,37.39443
193,37.39443,26.0,31.829525
194,31.829525,23.0,28.275383
195,28.275383,24.0,29.954668
196,29.954668,18.0,26.631416
197,26.631416,9.0,20.708857
198,20.708857,5.0,18.814726
199,18.814726,13.0,25.856804
200,25.856804,13.0,23.937445
201,23.937445,14.0,27.412516
202,27.412516,12.0,25.450886
203,25.450886,15.999999,29.57244
204,29.57244,14.0,27.283518
205,27.283518,11.000001,25.556803
206,25.556803,7.9999995,23.199465
207,23.199465,6.0,20.183157
208,20.183157,1.9999999,17.329674
209,17.329674,0.99999994,17.520695
210,17.520695,3.0,17.901375
211,17.901375,1.9999999,18.883265
212,18.883265,1.9999999,18.617561
213,18.617561,3.9999998,19.236341
214,19.236341,1.9999999,17.061174
215,17.061174,0.99999994,12.718007
216,12.718007,0.99999994,12.716187
217,12.716187,0.99999994,11.548907
218,11.548907,0.99999994,15.059114
219,15.059114,0.99999994,11.2834635
220,11.2834635,0.99999994,11.9499235
221,11.9499235,14.0,27.131582
222,27.131582,27.000002,31.747849
223,31.747849,26.0,29.47242
224,29.47242,25.0,30.276241
225,30.276241,27.000002,31.974861
226,31.974861,27.000002,32.735233
227,32.735233,31.0,38.62369
228,38.62369,36.0,42.99396
229,42.99396,35.0,40.96455
230,40.96455,34.0,41.04653
231,41.04653,31.999998,38.24095
232,38.24095,31.0,39.607815
233,39.607815,29.0,36.769882
234,36.769882,28.0,35.285854
235,35.285854,23.0,30.100626
236,30.100626,18.0,26.985462
237,26.985462,24.0,31.627087
238,31.627087,29.0,33.6472
239,33.6472,27.000002,34.562874
240,34.562874,25.0,34.343285
241,34.343285,26.0,31.919466
242,31.919466,29.0,35.09104
243,35.09104,28.0,34.764664
244,34.764664,29.0,35.94325
245,35.94325,25.0,32.373535
246,32.373535,20.0,28.54642
247,28.54642,20.0,24.74743
248,24.74743,9.0,17.595505
249,17.595505,7.9999995,19.466246
250,19.466246,7.0,20.52369
251,20.52369,11.000001,23.295189
252,23.295189,13.0,25.169106
253,25.169106,11.000001,23.068806
254,23.068806,13.0,26.045288
255,26.045288,12.0,25.953661
256,25.953661,10.0,22.73381
257,22.73381,11.000001,24.540823
258,24.540823,14.0,24.784756
259,24.784756,15.0,23.441
260,23.441,11.000001,20.228933
261,20.228933,5.0,13.853678
262,13.853678,11.000001,21.454393
263,21.454393,14.0,22.378542
264,22.378542,17.0,25.438387
265,25.438387,20.0,26.74606
266,26.74606,20.0,26.686441
