,予測値,実測値,予測値_lug
0,24.312174,11.000001,22.46943
1,22.46943,13.0,25.914467
2,25.914467,22.000002,31.193474
3,31.193474,25.0,34.760487
4,34.760487,28.0,33.887054
5,33.887054,27.000002,34.04354
6,34.04354,30.0,35.59121
7,35.59121,31.999998,36.115513
8,36.115513,31.0,36.298874
9,36.298874,35.0,40.820435
10,40.820435,36.0,42.039925
11,42.039925,38.0,44.66219
12,44.66219,39.0,44.628666
13,44.628666,39.0,45.016544
14,45.016544,40.0,43.948627
15,43.948627,39.0,45.250515
16,45.250515,38.0,42.49743
17,42.49743,37.0,41.82918
18,41.82918,36.0,42.38215
19,42.38215,36.0,41.12905
20,41.12905,35.0,40.558056
21,40.558056,34.0,38.090405
22,38.090405,33.0,38.13272
23,38.13272,35.0,40.35602
24,40.35602,35.0,38.676792
25,38.676792,34.0,36.763214
26,36.763214,31.999998,35.577618
27,35.577618,29.0,32.517933
28,32.517933,28.0,34.36379
29,34.36379,29.0,36.943844
30,36.943844,27.000002,33.500782
31,33.500782,23.0,31.878044
32,31.878044,28.0,36.337555
33,36.337555,28.0,35.25924
34,35.25924,30.0,40.47339
35,40.47339,36.0,46.73745
36,46.73745,38.0,47.54367
37,47.54367,40.0,49.18568
38,49.18568,40.0,45.883938
39,45.883938,39.0,44.110332
40,44.110332,39.0,43.91326
41,43.91326,38.0,42.767075
42,42.767075,37.0,40.805416
43,40.805416,36.0,41.758904
44,41.758904,35.0,40.8248
45,40.8248,34.0,39.5037
46,39.5037,31.999998,37.552406
47,37.552406,33.0,40.27426
48,40.27426,33.0,40.139538
49,40.139538,31.0,38.841805
50,38.841805,29.0,35.674313
51,35.674313,28.0,35.039284
52,35.039284,27.000002,33.351818
53,33.351818,26.0,33.850433
54,33.850433,24.0,31.816034
55,31.816034,24.0,31.251354
56,31.251354,22.000002,30.759209
57,30.759209,15.999999,25.406775
58,25.406775,18.0,29.91743
59,29.91743,25.0,37.918003
60,37.918003,33.0,43.920074
61,43.920074,31.0,40.04586
62,40.04586,31.0,40.019024
63,40.019024,26.0,34.42342
64,34.42342,24.0,33.187984
65,33.187984,14.0,24.45369
66,24.45369,20.0,30.932634
67,30.932634,22.000002,29.508987
68,29.508987,22.000002,30.776012
69,30.776012,24.0,29.880434
70,29.880434,15.999999,20.708921
71,20.708921,5.0,17.729149
72,17.729149,3.0,20.375313
73,20.375313,17.0,26.681993
74,26.681993,14.0,23.389088
75,23.389088,9.0,17.591106
76,17.591106,5.0,15.844603
77,15.844603,1.9999999,12.6371155
78,12.6371155,0.99999994,10.96201
79,10.96201,1.9999999,12.986038
80,12.986038,5.0,19.463682
81,19.463682,5.0,17.926937
82,17.926937,15.0,32.424503
83,32.424503,27.000002,37.525707
84,37.525707,34.0,44.149223
85,44.149223,36.0,41.7778
86,41.7778,33.0,38.958893
87,38.958893,19.0,26.35945
88,26.35945,3.9999998,15.687936
89,15.687936,34.0,43.167183
90,43.167183,39.0,43.494083
91,43.494083,39.0,43.028667
92,43.028667,39.0,43.47299
93,43.47299,38.0,42.997974
94,42.997974,38.0,42.591553
95,42.591553,37.0,41.360867
96,41.360867,37.0,43.793068
97,43.793068,37.0,41.68942
98,41.68942,37.0,42.454826
99,42.454826,39.0,42.370377
100,42.370377,39.0,41.02942
101,41.02942,38.0,42.115406
102,42.115406,37.0,41.41865
103,41.41865,34.0,39.684605
104,39.684605,34.0,41.61238
105,41.61238,36.0,45.725048
106,45.725048,37.0,45.914124
107,45.914124,37.0,45.811
108,45.811,37.0,45.441746
109,45.441746,36.0,44.998035
110,44.998035,38.0,48.732838
111,48.732838,39.0,46.74926
112,46.74926,39.0,44.18725
113,44.18725,38.0,42.66091
114,42.66091,38.0,40.174774
115,40.174774,38.0,42.861748
116,42.861748,36.0,39.359776
117,39.359776,33.0,38.186375
118,38.186375,34.0,40.563324
119,40.563324,35.0,39.370827
120,39.370827,35.0,41.03368
121,41.03368,35.0,41.169014
122,41.169014,34.0,41.08866
123,41.08866,34.0,40.12481
124,40.12481,33.0,37.741867
125,37.741867,31.999998,38.116814
126,38.116814,25.0,30.409847
127,30.409847,23.0,30.088745
128,30.088745,22.000002,30.729044
129,30.729044,27.000002,35.868275
130,35.868275,33.0,41.751328
131,41.751328,33.0,41.69922
132,41.69922,36.0,45.52829
133,45.52829,35.0,42.221474
134,42.221474,37.0,43.59861
135,43.59861,36.0,40.83819
136,40.83819,34.0,40.970547
137,40.970547,31.0,37.410484
138,37.410484,30.0,37.214817
139,37.214817,29.0,34.724316
140,34.724316,29.0,35.889057
141,35.889057,23.0,32.332554
142,32.332554,30.0,39.695797
143,39.695797,15.0,24.375446
144,24.375446,11.000001,22.50687
145,22.50687,0.99999994,10.96198
146,10.96198,7.0,20.318964
147,20.318964,15.0,26.992947
148,26.992947,13.0,24.340143
149,24.340143,10.0,19.8727
150,19.8727,9.0,20.33146
151,20.33146,7.0,17.552465
152,17.552465,7.0,19.745047
153,19.745047,7.9999995,21.324562
154,21.324562,6.0,16.342573
155,16.342573,7.0,20.105204
156,20.105204,7.0,22.465944
157,22.465944,11.000001,28.28096
158,28.28096,7.9999995,23.287771
159,23.287771,5.0,17.112389
160,17.112389,1.9999999,13.13332
161,13.13332,0.99999994,10.34849
162,10.34849,0.99999994,9.395382
163,9.395382,0.99999994,9.686005
164,9.686005,0.99999994,8.286881
165,8.286881,0.99999994,15.58227
166,15.58227,0.99999994,16.370102
167,16.370102,1.9999999,17.70572
168,17.70572,6.0,19.546228
169,19.546228,3.0,13.507548
170,13.507548,11.000001,22.877682
171,22.877682,19.0,27.929056
172,27.929056,25.0,32.30355
173,32.30355,30.0,38.27295
174,38.27295,29.0,36.066692
175,36.066692,30.0,39.345318
176,39.345318,29.0,33.465874
177,33.465874,29.0,37.683304
178,37.683304,31.0,42.71141
179,42.71141,33.0,43.70109
180,43.70109,37.0,46.986645
181,46.986645,35.0,42.664627
182,42.664627,34.0,43.430927
183,43.430927,33.0,41.800804
184,41.800804,31.0,39.731907
185,39.731907,31.0,39.34152
186,39.34152,31.0,40.20255
187,40.20255,31.999998,42.361065
188,42.361065,31.0,40.990246
189,40.990246,31.999998,42.092438
190,42.092438,30.0,39.930317
191,39.930317,29.0,38.55998
192,38.55998,31.0,39.164116
193,39.164116,26.0,33.649456
194,33.649456,23.0,30.160408
195,30.160408,24.0,31.669954
196,31.669954,18.0,27.976393
197,27.976393,9.0,21.28793
198,21.28793,5.0,19.663548
199,19.663548,13.0,27.983713
200,27.983713,13.0,25.79433
201,25.79433,14.0,29.718422
202,29.718422,12.0,27.274706
203,27.274706,15.999999,31.927992
204,31.927992,14.0,29.136917
205,29.136917,11.000001,26.662586
206,26.662586,7.9999995,23.803507
207,23.803507,6.0,20.30407
208,20.30407,1.9999999,16.985796
209,16.985796,0.99999994,17.675932
210,17.675932,3.0,18.50557
211,18.50557,1.9999999,18.71297
212,18.71297,1.9999999,17.577497
213,17.577497,3.9999998,18.22055
214,18.22055,1.9999999,15.869428
215,15.869428,0.99999994,11.924177
216,11.924177,0.99999994,12.102329
217,12.102329,0.99999994,11.160802
218,11.160802,0.99999994,14.166978
219,14.166978,0.99999994,11.1914015
220,11.1914015,0.99999994,13.40906
221,13.40906,14.0,29.69994
222,29.69994,27.000002,34.201237
223,34.201237,26.0,30.954107
224,30.954107,25.0,32.43945
225,32.43945,27.000002,34.828037
226,34.828037,27.000002,35.8718
227,35.8718,31.0,41.494644
228,41.494644,36.0,45.63708
229,45.63708,35.0,43.06648
230,43.06648,34.0,42.544704
231,42.544704,31.999998,39.593033
232,39.593033,31.0,40.74231
233,40.74231,29.0,37.48002
234,37.48002,28.0,36.375877
235,36.375877,23.0,31.086182
236,31.086182,18.0,27.798986
237,27.798986,24.0,32.635784
238,32.635784,29.0,34.906944
239,34.906944,27.000002,35.071373
240,35.071373,25.0,34.327374
241,34.327374,26.0,32.867374
242,32.867374,29.0,36.926918
243,36.926918,28.0,36.554836
244,36.554836,29.0,37.931377
245,37.931377,25.0,34.309185
246,34.309185,20.0,30.86713
247,30.86713,20.0,27.387936
248,27.387936,9.0,20.044437
249,20.044437,7.9999995,21.396832
250,21.396832,7.0,22.11974
251,22.11974,11.000001,25.880068
252,25.880068,13.0,26.70715
253,26.70715,11.000001,23.5954
254,23.5954,13.0,26.078115
255,26.078115,12.0,25.565413
256,25.565413,10.0,21.583532
257,21.583532,11.000001,23.183683
258,23.183683,14.0,23.438076
259,23.438076,15.0,22.599054
260,22.599054,11.000001,19.301008
261,19.301008,5.0,12.977721
262,12.977721,11.000001,20.959873
263,20.959873,14.0,21.202864
264,21.202864,17.0,25.113745
265,25.113745,20.0,26.977077
266,26.977077,20.0,27.549715
267,27.549715,21.0,27.78884
268,27.78884,21.0,30.55185
269,30.55185,22.000002,30.271025
270,30.271025,22.000002,32.02054
271,32.02054,22.000002,30.091305
272,30.091305,21.0,29.543043
273,29.543043,22.000002,29.641598
274,29.641598,25.0,36.038834
275,36.038834,33.0,42.17307
276,42.17307,39.0,48.59834
277,48.59834,41.0,50.06243
278,50.06243,43.0,50.677353
279,50.677353,42.0,49.338676
280,49.338676,41.0,47.48344
281,47.48344,34.0,38.0063
282,38.0063,34.0,39.777405
283,39.777405,31.999998,36.963455
284,36.963455,29.0,34.27649
285,34.27649,30.0,37.432705
286,37.432705,29.0,37.0184
287,37.0184,29.0,37.27679
288,37.27679,29.0,37.3634
289,37.3634,29.0,37.833225
290,37.833225,31.0,39.995155
291,39.995155,35.0,41.39775
292,41.39775,31.999998,35.665184
293,35.665184,22.000002,28.631142
294,28.631142,11.000001,19.952305
295,19.952305,15.999999,24.411123
296,24.411123,17.0,26.523596
297,26.523596,20.0,31.945152
298,31.945152,26.0,38.15909
299,38.15909,31.999998,43.73162
300,43.73162,35.0,46.636353
301,46.636353,38.0,48.025124
302,48.025124,40.0,48.07279
303,48.07279,41.0,48.838024
304,48.838024,39.0,46.20584
305,46.20584,36.0,42.81066
306,42.81066,29.0,35.280174
307,35.280174,27.000002,33.926872
308,33.926872,24.0,31.609692
309,31.609692,29.0,36.639725
310,36.639725,26.0,32.025158
311,32.025158,25.0,31.774265
312,31.774265,20.0,27.54969
313,27.54969,20.0,28.048328
314,28.048328,18.0,26.23737
315,26.23737,15.0,22.808987
316,22.808987,3.0,12.564441
317,12.564441,3.0,15.413319
318,15.413319,1.9999999,11.070067
319,11.070067,1.9999999,13.0017395
320,13.0017395,3.0,15.756908
321,15.756908,3.9999998,14.975045
322,14.975045,3.0,13.436615
323,13.436615,3.0,14.408554
324,14.408554,3.9999998,17.546719
325,17.546719,3.0,13.072155
326,13.072155,3.0,13.009173
327,13.009173,3.0,17.325993
328,17.325993,0.99999994,12.097097
329,12.097097,0.99999994,12.246342
330,12.246342,10.0,21.861523
331,21.861523,29.0,39.803585
332,39.803585,35.0,38.139694
333,38.139694,33.0,36.99967
334,36.99967,34.0,37.51476
335,37.51476,36.0,39.510662
336,39.510662,29.0,34.017635
337,34.017635,0.99999994,8.404449
338,8.404449,6.0,21.461006
339,21.461006,7.9999995,18.62566
340,18.62566,7.9999995,19.019552
341,19.019552,7.0,20.948353
342,20.948353,11.000001,22.753868
343,22.753868,9.0,20.155916
344,20.155916,15.999999,27.819675
345,27.819675,22.000002,35.045902
346,35.045902,29.0,42.497868
347,42.497868,36.0,48.095642
348,48.095642,41.0,48.115177
349,48.115177,40.0,46.323925
350,46.323925,37.0,40.957962
351,40.957962,37.0,44.950462
352,44.950462,33.0,41.3738
353,41.3738,31.999998,41.066597
354,41.066597,34.0,42.73476
355,42.73476,34.0,43.689327
356,43.689327,34.0,43.692543
357,43.692543,33.0,43.47994
358,43.47994,34.0,42.082947
359,42.082947,31.999998,39.49046
360,39.49046,34.0,39.996002
361,39.996002,31.999998,37.664616
362,37.664616,31.999998,36.76061
363,36.76061,31.0,38.139656
364,38.139656,28.0,36.965576
365,36.965576,25.0,32.40539
366,32.40539,17.0,25.626463
367,25.626463,7.9999995,18.386238
368,18.386238,6.0,16.82845
369,16.82845,7.0,19.578392
370,19.578392,7.0,23.301786
371,23.301786,11.000001,25.319338
372,25.319338,15.0,30.88745
373,30.88745,18.0,31.803131
374,31.803131,21.0,32.522903
375,32.522903,21.0,29.32039
376,29.32039,20.0,27.921621
377,27.921621,11.000001,19.445454
378,19.445454,1.9999999,12.391951
379,12.391951,0.99999994,10.130144
380,10.130144,3.9999998,13.883814
381,13.883814,18.0,31.99294
382,31.99294,15.999999,27.61411
383,27.61411,20.0,31.968567
384,31.968567,23.0,31.90024
385,31.90024,31.0,39.426453
386,39.426453,35.0,41.037663
387,41.037663,36.0,41.082336
388,41.082336,37.0,42.088104
389,42.088104,37.0,41.53782
390,41.53782,34.0,37.719593
391,37.719593,30.0,33.913734
392,33.913734,30.0,36.13421
393,36.13421,31.0,40.587944
394,40.587944,33.0,42.81743
395,42.81743,36.0,45.987198
396,45.987198,38.0,47.637043
397,47.637043,34.0,42.124187
398,42.124187,34.0,39.636127
399,39.636127,34.0,41.655014
400,41.655014,29.0,35.064117
401,35.064117,29.0,36.745514
402,36.745514,29.0,36.493065
403,36.493065,31.0,40.750854
404,40.750854,34.0,43.011356
405,43.011356,35.0,42.68393
406,42.68393,34.0,41.801632
407,41.801632,34.0,40.581985
408,40.581985,35.5,41.11655
409,41.11655,37.0,44.130886
410,44.130886,39.0,45.76943
411,45.76943,39.0,44.555714
412,44.555714,36.0,40.437878
413,40.437878,35.0,39.30424
414,39.30424,30.0,35.261707
415,35.261707,27.000002,35.905464
416,35.905464,27.000002,34.81983
417,34.81983,27.000002,35.23334
418,35.23334,33.0,44.180466
419,44.180466,34.0,42.61882
420,42.61882,39.0,46.665733
421,46.665733,40.0,44.839993
422,44.839993,35.0,40.85759
423,40.85759,29.0,36.3533
424,36.3533,22.000002,30.89885
425,30.89885,5.0,18.76725
426,18.76725,3.0,15.38133
427,15.38133,0.99999994,11.100964
428,11.100964,7.9999995,23.521492
429,23.521492,23.0,34.845997
430,34.845997,24.0,31.956709
431,31.956709,24.0,32.612972
432,32.612972,23.0,32.391354
433,32.391354,26.0,35.9336
434,35.9336,25.0,36.32392
435,36.32392,25.0,35.53087
436,35.53087,21.0,30.295782
437,30.295782,18.0,28.183617
438,28.183617,15.999999,26.290548
439,26.290548,17.0,29.267653
440,29.267653,18.0,27.514004
441,27.514004,19.0,29.393085
442,29.393085,17.0,26.502087
443,26.502087,15.999999,28.209833
444,28.209833,18.0,32.025494
445,32.025494,31.0,44.701977
446,44.701977,35.0,42.1953
447,42.1953,39.0,43.775177
448,43.775177,34.0,35.0109
449,35.0109,31.0,35.719936
450,35.719936,34.0,38.353756
451,38.353756,35.0,39.114407
452,39.114407,35.0,38.357475
453,38.357475,33.0,37.230957
454,37.230957,38.0,45.262695
455,45.262695,39.0,43.92484
456,43.92484,39.0,45.291046
457,45.291046,39.0,44.288593
458,44.288593,39.0,43.53197
459,43.53197,38.0,43.595245
460,43.595245,37.0,41.271694
461,41.271694,35.0,40.062363
462,40.062363,31.999998,36.473038
463,36.473038,27.000002,33.190765
464,33.190765,26.0,33.423985
465,33.423985,28.0,38.323746
466,38.323746,30.0,38.210907
467,38.210907,33.0,43.26893
468,43.26893,38.0,46.277264
469,46.277264,37.0,45.222023
470,45.222023,34.0,41.885155
471,41.885155,31.0,40.603905
472,40.603905,26.0,34.61928
473,34.61928,17.0,27.755447
474,27.755447,21.0,33.775696
475,33.775696,23.0,35.374134
476,35.374134,22.000002,34.26246
477,34.26246,11.000001,24.659962
478,24.659962,10.0,22.54253
479,22.54253,1.9999999,16.325233
480,16.325233,5.0,20.614462
481,20.614462,3.9999998,16.564058
482,16.564058,3.0,15.959294
483,15.959294,7.0,19.741877
484,19.741877,7.0,18.663784
485,18.663784,3.0,14.154221
486,14.154221,0.99999994,11.748796
487,11.748796,3.0,19.410742
488,19.410742,11.000001,27.99231
489,27.99231,19.0,31.492237
490,31.492237,21.0,32.187283
491,32.187283,27.000002,40.064465
492,40.064465,36.0,46.320656
493,46.320656,36.0,45.316696
494,45.316696,35.0,42.657852
495,42.657852,34.0,41.507538
496,41.507538,33.0,40.171932
497,40.171932,33.0,39.45053
498,39.45053,31.999998,38.021294
499,38.021294,29.0,36.634914
500,36.634914,30.0,36.919857
501,36.919857,31.999998,38.02433
502,38.02433,30.0,34.733196
503,34.733196,28.0,36.356377
504,36.356377,29.0,38.05503
505,38.05503,27.000002,37.130634
506,37.130634,26.0,35.51579
507,35.51579,26.0,35.39376
508,35.39376,26.0,36.090652
509,36.090652,23.0,33.428825
510,33.428825,15.999999,26.638561
511,26.638561,11.000001,22.161692
512,22.161692,14.0,25.675985
513,25.675985,14.0,23.535233
514,23.535233,13.0,27.31961
515,27.31961,9.0,21.47755
516,21.47755,20.0,37.711884
517,37.711884,15.999999,28.735664
518,28.735664,25.0,36.68455
519,36.68455,21.0,27.959549
520,27.959549,19.0,28.35811
521,28.35811,20.0,25.107645
522,25.107645,28.0,35.92631
523,35.92631,34.0,39.75271
524,39.75271,33.0,38.82808
525,38.82808,31.999998,37.248905
526,37.248905,29.0,33.898315
527,33.898315,29.0,36.236668
528,36.236668,23.0,31.034378
529,31.034378,30.0,37.07068
530,37.07068,31.999998,36.523506
531,36.523506,31.999998,37.545784
532,37.545784,35.0,40.012043
533,40.012043,33.0,39.523693
534,39.523693,31.0,40.79263
535,40.79263,30.0,38.530334
536,38.530334,29.0,36.900356
537,36.900356,29.0,39.11359
538,39.11359,31.0,41.214634
539,41.214634,31.999998,43.5093
540,43.5093,37.0,46.65892
541,46.65892,36.0,46.006477
542,46.006477,36.0,45.05198
543,45.05198,35.0,42.32045
