,SHAP_NO2_01,SHAP_TEMP_16,SHAP_TEMP_24,SHAP_OX_05,SHAP_OX_22,SHAP_SPM_22,SHAP_OX_19,SHAP_OX_06,SHAP_TEMP_01,SHAP_SPM_01,SHAP_SPM_21,SHAP_TEMP_21,SHAP_TEMP_22,SHAP_TEMP_23,SHAP_OX_03,SHAP_NOX_01,SHAP_TEMP_02,SHAP_OX_21,SHAP_OX_01,SHAP_OX_04,SHAP_WS_02,SHAP_TEMP_03,SHAP_OX_23,SHAP_TEMP_15,SHAP_NOX_02,SHAP_TEMP_05,SHAP_TEMP_04,SHAP_OX_20,SHAP_OX_02,SHAP_HUM_01,SHAP_WS_01,SHAP_TEMP_11
2019-04-21 13:00:00,0.6795347094535827,0.7117215916514396,3.665595418214798,1.007714107632637,-0.7426194965839387,0.23007698282599448,-1.3330795049667354,-0.1825279848650098,-18.457735252380367,-0.19099993146955965,1.2613599717617032,0.762639394402504,-3.0345929918810732,-1.0755646839737891,-0.6399351418018341,-1.2685923099517822,1.6856224209070205,-0.7019247055053711,-11.367302227020264,-0.43308188766241074,-0.9088479310274125,3.210684448480607,-0.613112872838974,-0.18761245310306549,0.8596205234527587,2.6150730311870576,3.7621255636215216,-1.0163363993167878,2.874854016304016,-0.9734362542629242,-0.8648770987987519,-0.8119258835911751
2019-04-22 13:00:00,-0.4533499538898468,0.14387318417429923,2.5235897660255433,1.0677428930997848,-0.18245938876643775,0.1425911884754896,-0.23744538128376008,-0.13553074877709154,-9.859068393707275,0.2724002465605736,0.30157994516193865,0.30955091267824175,-1.9400222145020958,-0.9077679544687272,-0.7572182670235634,1.5847190499305728,0.8110467471182347,-0.062083950266242006,-13.069175338745117,-0.36760579682886596,-0.8352937042713166,2.2685166358947755,0.1968549236655235,-0.19334305226802825,-0.605031430721283,2.0570949494838713,3.2098031401634217,-0.4087873738259077,2.6407272815704337,-0.9734362542629242,-0.5653366476297379,-0.6321671041077934
2019-04-22 14:00:00,-0.3724295645952224,0.3142276626080275,2.156516689062119,0.5875132791697979,-0.2843066453933716,0.1280101966112852,-1.059170925617218,-0.2530238751322031,-9.632788181304932,0.20110791381448506,0.01364592853933573,0.36103815585374843,-2.1832600086927414,-0.9179374985396862,-1.1090670701116323,1.2490353226661681,0.5419465266168118,-0.3529206246137619,-4.559812903404236,-0.7277242034673691,-0.3571921080350876,1.4082766085863112,-0.14063166603446003,-0.19290222823619843,-1.270782351493835,1.6851095914840701,2.519400084018707,-0.25690004229545593,1.7042193770408631,-0.31857832707464706,0.1835145253688097,-0.6681189361959696
2019-05-10 09:00:00,0.27493304908275606,-0.02648130953311918,2.7275195598602293,1.9081444203853608,-1.1500086903572084,0.4050486826337874,-0.8765653431415558,-0.13553074877709154,-15.742367935180663,-0.4761693559587002,1.837227988243103,0.24776607789099217,-2.0859650038182735,-0.9637002319097518,0.8847433060407639,0.07414242587983606,1.7528975874185562,-0.7600919842720032,-24.982283210754392,0.6145351767539977,-0.7249625504016877,4.070924305915833,-0.7481075555086136,-0.1977511797100306,-1.270782351493835,3.199621278047562,5.419092583656312,-0.7885057210922242,8.728027534484863,1.6459953010082244,-0.715106835961342,-0.5332997366786003
2019-05-10 10:00:00,0.5176940381526947,0.030303560942411423,2.6051616907119755,2.38837383389473,-0.8953904449939728,0.3613057222217321,-0.967868196964264,-0.08853350202552975,-12.574437808990478,-0.333584675937891,1.933205962181092,0.20657621682621538,-2.0373173162341116,-0.9484460309147835,0.41561151295900345,-0.597225022315979,1.1249969244003295,-0.6437572956085205,-13.069175338745117,0.18894075090065598,-0.46752325296401975,3.128756827116013,-0.781856170296669,-0.19642874160781504,-0.07243076635058968,2.96048789024353,4.544582235813141,-0.7885057210922242,4.981997060775757,2.628282058238983,-0.665183448791504,-0.6052033614367247
2019-05-10 11:00:00,0.7604550451040268,0.11548078171908856,2.482804024219513,1.608001184463501,-0.7935432016849517,0.37588671436533333,-1.059170925617218,0.005461038649082186,-11.216752910614012,-0.11970762386918068,2.1251620888710017,0.28895592540502546,-1.9400222145020958,-0.9382765375077724,-0.5226522531360389,-1.2685923099517822,0.8110467471182347,-0.6437572956085205,-2.8579401969909664,-0.07296354724094271,-0.4307462066411972,1.981769794225693,-0.613112872838974,-0.1944450605660677,0.4601699411869049,2.4556503057479855,3.485964262485504,-0.8644492834806442,1.7042193770408631,2.9557109117507943,-0.6152600765228271,-0.5872275654226542
2019-05-10 12:00:00,0.8413753688335419,0.24324656538665296,2.401232308149338,1.1277715355157851,-0.7935432016849517,0.4050486826337874,-1.059170925617218,-0.14728008583188054,-6.691139888763428,-0.08406144045293329,2.029184067249298,0.28895592540502546,-2.1346123233437537,-0.9179374985396862,-1.3436330765485764,-1.436434233188629,0.6764966294169426,-0.7019247055053711,2.247677230834961,-0.5967720471322536,-0.3939691513776779,1.4082766085863112,-0.5456155419349671,-0.19268180131912227,0.9927705943584442,1.8445317804813386,2.197211927175522,-0.9403929442167283,-1.1053038924932481,3.44685435295105,-0.9647239595651627,-0.6411550287622958
2019-05-10 13:00:00,0.6795347094535827,0.3568163327872753,2.2380883038043975,0.16731250658631322,-0.8444668352603912,0.3904676876962185,-1.1504737317562104,-0.24127454236149784,-4.654613447189331,-0.012769099697470648,1.933205962181092,0.33014581352472305,-2.1346123233437537,-0.9586154863238334,-2.0473308682441713,-1.1007504999637603,0.22799624102190133,-0.7600919842720032,5.651421976089479,-1.0551045477390288,-0.6514084488153458,1.1624935299158095,-0.5456155419349671,-0.19135938286781312,1.1259209275245667,1.1005611926317216,1.5528359800577163,-0.9403929442167283,-2.510065376758576,3.610569071769715,-1.3641112074255946,-0.6501430509611964
2019-05-10 14:00:00,-0.5342702865600586,0.4419935777783393,2.5643756568431852,-0.6730890087783337,-0.8953904449939728,0.37588671436533333,-1.3330795049667354,-0.42926350394263857,-6.464858627319336,-0.012769099697470648,1.933205962181092,0.36103815585374843,-2.2319076947867877,-0.9586154863238334,-2.3991796493530275,1.5847190499305728,0.026171040534973145,-0.7600919842720032,-2.8579401969909664,-1.4479609012603758,-0.9456248372793198,0.34321732297539714,-0.5793642461299896,-0.18959615826606746,0.8596205234527587,0.72857586145401,1.2766746133565903,-1.0163363993167878,-3.4465731143951417,3.2831400632858276,-0.11602594684809445,-0.6860948074609039
2019-05-10 15:00:00,-0.7770313680171966,0.5555632844567299,2.5643756568431852,-1.3934332132339475,-0.8953904449939728,0.37588671436533333,-1.6982908487319945,-0.5937538586556912,-5.33345537185669,0.09416938445065169,1.741249942779541,0.4022281259298325,-2.3048790611326697,-0.9789545074105263,-2.6337459921836848,2.0882446527481076,0.20557119814911856,-0.8182593703269958,3.9495498180389412,-1.6443892419338226,-0.02619871627539396,-0.025457013025879816,-0.613112872838974,-0.1900369182229042,-1.270782351493835,0.5691535711288452,0.35613723658025265,-1.1682238578796387,-1.1053038924932481,3.119425642490387,-0.5653366476297379,-0.7759742267429829
