,高濃度出現回数,高濃度追跡,高濃度追跡率,高濃度RMSE,予測高濃度出現回数,予測高濃度追跡,予測高濃度追跡率,適合率
0,103,35,33.980582524271846,19.077239200987567,59,35,59.32203389830508,43.20987654320987
