,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_TEMP_03,SHAP_OX_04,SHAP_OX_03,SHAP_OX_21,SHAP_OX_02,SHAP_OX_15,SHAP_OX_22,SHAP_WS_02,SHAP_OX_19,SHAP_TEMP_04,SHAP_OX_17,SHAP_SPM_01,SHAP_OX_20,SHAP_WS_01,SHAP_HUM_20,SHAP_TEMP_21
2019-04-19 12:00:00,-14.036062622070313,-17.59860200881958,-0.41225647926330566,10.991908740997314,1.4053579151630404,0.390453883446753,-1.5382835149765013,0.4096526727080345,3.8991875648498535,1.229843360185623,0.6677300453186035,-0.09656257890164852,-2.9382512569427486,5.790441370010376,1.3582416236400605,0.3220031946897507,0.9492273807525635,0.23251645863056183,-1.934071695804596,-0.719851265847683
2019-04-19 13:00:00,-8.793910503387451,-14.623643016815189,0.35628543943166735,9.866907691955566,1.2116195201873778,-0.015180224133655426,-0.814897745847702,0.43893607407808305,1.7995976328849792,0.5927459985017777,0.7462875127792359,-0.0908376421779394,-2.5990647315979007,4.7207763671875,1.0345417231321334,0.4283788800239563,1.0717702805995941,0.3401125725358724,-1.0748639166355134,-0.8000507846474647
2019-04-19 14:00:00,-7.745479822158815,-13.136164474487305,0.4843758106231689,8.066906881332397,1.0976559340953826,-0.4208143725991249,-0.28879892379045485,0.4828611686825752,0.4873535007238388,0.5927459985017777,0.903402578830719,-0.10801243409514424,-2.3446751952171327,3.8548575162887575,0.3871421549469232,0.48156678378582,0.9083797931671143,-0.1261373460292816,-0.8035351991653442,-1.0635633949190377
2019-04-19 15:00:00,-2.5033270359039306,-11.834618282318115,0.4843758106231689,7.166906309127808,0.9153140097856521,-0.7158209800720214,0.040012834966182693,0.42429437935352327,0.22490477710962295,0.2741973720490933,1.1390751004219055,-0.033588442951440776,-1.5815059542655947,3.345493233203888,0.06344233360141513,0.3220031946897507,0.7858369708061218,0.05318955667316914,-0.5774279057979583,-1.2583335753530265
2019-04-19 16:00:00,2.738825416564942,-13.508034420013427,0.35628543943166735,6.379405212402344,0.8241429030895233,-0.9002001971006395,0.10577516397461295,0.38036932796239853,-1.0873392045497894,-0.044351304834708546,0.824845039844513,-0.06221306277438998,-0.055167317204177356,2.5305108308792117,0.06344233360141513,0.21562745571136474,0.41820853054523466,0.48357412442564973,-0.3060991525650024,-1.3614471377804873
2019-04-22 13:00:00,-14.036062622070313,-11.276813983917238,-0.2841662392020226,7.391905832290649,1.0178813278675078,0.24295063167810443,-1.2752340316772461,0.3510859370231628,3.7679636001586916,1.0174776017665863,0.5891725361347199,-0.056488121184520415,-1.2423194825649262,3.752984547615051,0.4950420655310154,0.14471026733517647,0.7449893802404404,0.12492031017318368,-0.21565622538328166,-0.9833638362586496
2019-04-22 14:00:00,-7.745479822158815,-8.859660100936889,-0.027985545620322193,6.041905736923217,0.8469358921051026,-0.16268354468047616,-0.7820165514945984,0.36572765856981276,1.7995976328849792,0.805111762881279,0.43205754458904266,-0.07366290166974067,-0.6487434327602386,2.9889385700225835,0.3871421549469232,0.10925171859562396,0.2548180587589742,-0.09027196466922757,0.010451038554310784,-1.155219954252243
2019-04-22 15:00:00,-2.5033270359039306,-7.929985475540161,0.10010482259094713,4.579404497146607,0.7101792812347412,-0.4392522871494293,-0.28879892379045485,0.19002743177115916,0.22490477710962295,0.5927459985017777,0.5106150835752488,-0.03931336626410482,-0.3095570914447308,2.2248922109603884,0.2792422195896506,0.002875973389018338,-0.031115212757140402,-0.1261373460292816,0.19133686833083627,-1.3041617478709666
2019-04-22 16:00:00,3.787255859375,-8.115920782089233,-0.1560758747160435,4.016903972625732,0.5620264783501625,-0.7158209800720214,0.10577516397461295,0.08753561051562427,-1.0873392045497894,0.5219574332237243,-0.4320750027894974,-0.033588442951440776,-0.055167317204177356,1.6136550784111023,0.17134226337075234,-0.050311909243464445,-0.1945056438446045,-0.1620027206838131,0.3722226798534393,-1.4187323026359082
2019-05-10 11:00:00,-19.278216361999508,-11.834618282318115,1.2529178202152251,9.079407024383546,1.0520704567432402,0.7592122927308084,-1.8013327956199645,0.08753561051562427,6.786124610900879,0.30959169268608094,-0.9819775223731995,-0.027863524761050924,-0.9879298508167267,3.7020482063293456,0.5669753551483154,0.4283788800239563,0.00973241180181501,-0.09027196466922757,-1.3461927294731137,-0.8802502244710922
2019-05-10 12:00:00,-7.745479822158815,-10.71900987625122,2.02145961523056,6.379405212402344,1.0178813278675078,0.13232310339808465,-1.5382835149765013,0.10217732135206463,3.1118412971496583,-0.4690828412771225,-0.9819775223731995,-0.03931336626410482,-0.9031331598758697,3.1417477011680606,0.24327554404735566,0.4283788800239563,0.1322752296924591,-0.05440658750012515,-1.1653067469596865,-0.777136605978012
2019-05-10 13:00:00,-2.5033270359039306,-8.30185580253601,2.277640497684479,5.704405450820923,0.7443685203790664,-0.015180224133655426,-0.617610576748848,0.14610236259177325,0.22490477710962295,-0.8938143074512481,-0.9034198641777038,-0.0450382941169664,-0.4791502498090267,2.9889385700225835,-0.08042425825260578,0.4283788800239563,0.0914276226889342,-0.1620027206838131,-1.0748639166355134,-0.8458789266645909
2019-05-10 14:00:00,-5.648618507385254,-6.628441429138183,3.0461826801300047,4.24190411567688,0.6759902179241182,-0.5314418703317643,0.10577516397461295,0.13146068900823596,-1.0873392045497894,-0.7522371411323547,-0.6677475035190582,-0.027863524761050924,0.2840190716087818,1.7664642751216888,-0.4760573774576187,0.4283788800239563,-0.11281041167676446,-0.05440658750012515,-0.8035351991653442,-0.9146214909851551
2019-05-10 15:00:00,-5.648618507385254,-5.698766326904297,2.661911416053772,3.229403328895569,0.5278373688459397,-0.9370759069919586,0.43458691649138925,0.05825225375592709,-0.29999277144670483,-0.2921113267540932,-0.7463049948215484,-0.0450382941169664,1.0471882462501525,1.4608459591865537,-0.6918572515249253,0.2688153050839901,-0.48043890595436095,-0.3413296639919281,-0.6226493775844574,-1.097934589162469
