,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_02,SHAP_TEMP_03,SHAP_OX_04,SHAP_OX_03,SHAP_OX_21,SHAP_OX_02,SHAP_OX_15,SHAP_OX_22,SHAP_WS_02,SHAP_OX_19,SHAP_TEMP_04,SHAP_OX_17,SHAP_SPM_01,SHAP_OX_20,SHAP_WS_01,SHAP_HUM_20,SHAP_TEMP_21
2019-05-03 04:00:00,-9.322612190246582,-5.339624595642091,0.06625009030103682,4.26324565410614,0.24930389504879713,-0.15739826485514635,0.08119852787349371,0.17538669258356093,1.442896497249603,0.4260139808058739,-0.2657568961381912,0.13571305871009826,-0.3177229627966881,0.3834019880741834,-0.06575448121875523,-0.011463875323533993,0.3931080847978593,-0.09039790797978638,-0.6274464488029481,-0.32194808572530753
2019-08-14 18:00:00,-16.434128761291504,21.02277374267578,-0.5584673583507538,-19.068157958984376,-1.1847356706857681,0.09788509146310387,-0.6560875415802002,-0.01771035236306486,3.134754180908203,-0.26582765281200404,-0.36172607541084295,0.2031654454767704,0.2782904922962188,-0.36643818467855455,-0.05202794438228009,0.028756422828882893,-0.6564485490322114,0.6020578444004059,0.6414960026741028,0.45468371398746965
2020-03-03 14:00:00,13.027861022949219,4.259728455543518,1.3850977778434752,-2.4223619341850275,-0.037504121474921666,-0.2992224782705307,0.44984143078327177,0.0573829438537359,-1.9408183574676514,-0.020800348743796337,-0.2383371561765671,-0.505084702372551,0.09948645173572002,0.35583418793976307,-0.057461340073496084,-0.0344469019444659,-0.4020105868577957,1.5253326773643496,0.42550584077835085,-1.1713889092206955
2020-03-28 23:00:00,3.8844872236251833,-9.637841701507568,-1.0096523761749268,9.175118827819825,0.5719627246260643,-0.24249267503619193,0.2655199222266674,0.14320385828614238,-0.8129129230976104,0.22422690987586974,-0.2109173759818077,-0.33645382821559905,0.17398813851177689,0.6370242955163121,-0.05831927852705119,-0.028701142687350484,-0.3065962836146354,0.48664862811565407,-0.49245267510414126,-0.532285949587822
2020-02-22 05:00:00,-25.577500915527345,-11.357129955291748,-0.41964118778705606,10.81241683959961,0.7601805597543717,0.3437135186046362,-1.2090514302253723,0.0573829438537359,5.202580356597901,0.2530535727739334,-0.40285587310791016,0.23689171373844148,-0.06441721485462039,0.7969165500253439,-0.061750911222770766,0.05748520484194156,-0.3065962836146354,-0.5520350843667985,-0.4654538482427597,-1.1713889092206955
2020-01-04 12:00:00,6.932278060913086,-5.196350479125977,1.072739267349243,5.900537538528443,0.5181861102581025,-0.24249267503619193,0.311600436270237,0.21829721331596375,-1.0008974671363828,-0.26582765281200404,-0.08752848301082848,-0.9435255765914917,0.17398813851177689,0.6866461111232638,-0.05603148620575664,-0.05742994789034126,-0.08396310508251187,3.7181079387664795,-0.789439034461975,-0.8397025734186172
2019-06-08 09:00:00,8.964142608642579,10.133959102630616,-0.4890543341636658,-8.698644542694092,-0.4408276453614236,-0.053393962979316714,-0.14920334704220292,0.29339052438735963,0.12700773328542708,0.38277393877506255,-0.005269198212772572,0.068260660325177,-0.2730218887329102,0.06913076071068644,-0.06489658430218696,0.023010663408786023,0.45671763718128205,0.14042066931724545,0.5874984294176102,-0.16014966508373618
2019-04-21 08:00:00,5.9163489818573,-0.32503796331584456,0.2050761617720127,2.0801905512809755,0.33893130607903005,-0.1479433562606573,-0.14920334704220292,0.3792112782597542,0.6909602224826814,0.5124943241477012,0.06328021883964535,0.13571305871009826,-0.5114271819591523,0.4991860929876565,-0.0694721564766951,0.011519166438665648,0.7747651100158691,-0.3212164148688316,-0.978430712223053,-0.39475725889205937
2020-03-28 04:00:00,-8.306681823730468,0.8211535044014454,0.34390232861042025,-1.3308340013027193,-0.09128062222152947,-0.053393962979316714,-0.2413640901446342,-0.07134838700294495,0.6909602224826814,0.4692540764808655,-0.5536644518375397,0.03453446235507722,0.01008444530889395,0.25659077763557436,-0.06375270223179538,0.12643424845300613,-0.4974247634410858,-0.3212164148688316,-0.70844287276268,-0.9691414713859559
2019-10-14 08:00:00,-11.354477405548096,4.689548301696777,0.06625009030103682,-3.9232139348983766,-0.16298261098563674,0.07897518090903756,-0.610006868839264,0.19684191495180134,2.5708016872406008,0.19540014714002607,-0.12865812517702582,0.23689171373844148,-0.12401857636868954,0.20696902275085444,-0.061464965064078544,0.0172649034298956,0.10686537371948361,-0.09039790797978638,-0.843436473608017,0.43041412718594074
