,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_23,SHAP_OX_22,SHAP_OX_24,SHAP_TEMP_06,SHAP_TEMP_07,SHAP_OX_06,SHAP_OX_05,SHAP_OX_04,SHAP_WS_02,SHAP_OX_13,SHAP_NOX_02,SHAP_OX_21,SHAP_TEMP_05,SHAP_WD_05,SHAP_NO2_15,SHAP_NO2_14
2019-04-29 13:00:00,14.85769662857056,0.43140676617622375,0.9096784710884094,-2.025899815559387,0.9607080698013306,0.7463235929608345,-0.9204486858844575,0.23469596832874232,0.02465672641992569,-0.38184654116630556,-0.001653131097555164,-0.2843397185206413,0.07550085335969928,0.7684566378593445,0.02939378097653391,1.9959341406822209,-0.9911976158618925,-0.07650076741701921,-0.3858509957790375,-0.22525113448500633
2019-09-14 14:00:00,9.957893896102906,5.537869882583619,-0.5349086999893189,0.08788465820252896,0.26876172721385955,0.07132670041173694,0.05737248659133909,-0.899191016703844,2.8309500217437744,-0.7044585883617401,-0.1300321402028203,0.060825084801763275,-0.06714975507929921,-0.060353501420468095,-0.1472809173166752,-0.07770182238891718,-4.654150891304016,-0.16542772110551596,-0.6973488807678223,-0.43173627257347097
2020-01-13 02:00:00,-10.457956504821777,-9.302784252166749,-0.9094316363334656,1.7319395065307617,-0.6638616271317005,-0.860811972618103,1.2796491503715515,2.00145063996315,-1.8182825773954392,-0.46983163952827456,-0.12086227461695671,0.09369795699603856,-0.6853025481104851,0.244997649639845,-0.24666035883128642,-1.5588699460029605,4.98100666999817,0.027247290080413177,0.5486427873373032,-0.22525113448500633
2019-08-22 07:00:00,0.15828680247068405,5.617657899856567,-1.497967052459717,0.08788465820252896,-0.06216918248683214,-0.05724417846649884,0.8314812242984772,-2.586838150024414,5.721011173725128,-0.6458017587661743,-0.15754196764901282,-0.05422984464094042,-0.13847501743584872,0.37586233094334603,0.05147809684276581,1.1072330176830292,-7.918954801559448,-0.18024879768490792,-0.4637254387140274,-0.3904392361640931
2020-01-12 05:00:00,-17.80766010284424,-10.180458879470825,-0.6954184234142303,3.3759941339492796,-0.5134384304285049,-0.9893834114074707,0.9129661858081818,2.687058460712433,-2.3627864688634874,-1.0270706474781037,-0.2767511295154691,0.3073713377118111,-0.2811256743967534,-0.45294776037335394,-0.3018714174628258,-1.9291622877120964,7.130997896194458,-0.18024879768490792,0.3928939133882524,0.3942042581737041
2019-05-16 19:00:00,18.124240970611574,2.2665419459342955,-0.16038626059889793,-2.2607650399208072,-0.15242300629615785,-0.47509972751140594,0.1796000838279724,-1.9012315750122073,4.799543702602387,0.6153183564543724,0.18174555636942388,-0.46514042243361475,-0.019599563814699673,0.46310544363223016,0.07356241457164288,-0.4479938820004463,-6.9634020805358885,-0.017216167727019626,0.7043920934200287,0.06382801048457619
2019-07-04 12:00:00,-5.558150625228882,4.18146493434906,-1.6049731492996215,2.788831949234009,1.5924845159053802,1.3248928874731063,-1.3686166018247605,-2.033079135417938,4.67388870716095,-1.0857274770736693,-0.2767511295154691,0.3073713377118111,0.14682630337774755,-0.5838122935034334,-0.16936528501100837,3.106810092926025,-7.361547231674194,-0.06167963388725182,0.9380152583122253,-0.22525113448500633
2020-03-10 12:00:00,-14.541124534606933,-1.5633049964904784,-1.6584770321846007,2.5539664506912234,0.328930925950408,0.23204029724001884,0.05737248659133909,0.7884549409151077,0.15031158328056335,-1.0563992261886597,-0.25841123238205915,0.3073713377118111,-0.5426518343389034,0.37586233094334603,-0.5668833911418915,0.7369407743215561,0.8402778387069703,0.042068440467119196,-0.23010195493698116,-0.3904392361640931
2019-06-11 07:00:00,-1.4749808371067046,-0.4462662830017507,-1.0699411153793335,0.44018203765153896,-0.0019999802971142635,-0.15367240803316234,0.6277683109045029,0.12921818122267725,1.197436046600342,-0.32318985015153895,-0.0658426120877266,-0.03779346464434637,0.43212730884552003,0.7684566378593445,-0.014774900674819924,-0.07770182238891718,-0.9115683868527412,-0.1506065748631954,-0.3858509957790375,-0.3904392361640931
2019-08-03 21:00:00,-15.357759094238281,8.250677156448365,-1.3374572038650514,3.0236957311630257,-0.7841998271644116,-1.0858109593391418,1.3611341834068298,-3.7734636545181273,7.60583758354187,-0.46983163952827456,-0.15754196764901282,0.3073713377118111,0.1943764831405134,-0.6274341803044081,-0.16936528501100837,-2.2253961086273195,-11.980052852630617,-0.06167963388725182,-0.30797646194696415,-0.30784508287906637
