,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_23,SHAP_OX_24,SHAP_TEMP_03,SHAP_OX_04,SHAP_OX_22,SHAP_NOX_02
2019-04-29 13:00:00,19.267382049560545,0.8668329887092113,0.3916831657290459,-3.6464521884918213,0.4102990433573723,-0.34750880375504495,-1.376439893245697,0.11256858184933664,0.9021913796663285,-0.05217388039454816
2019-09-14 14:00:00,13.05895767211914,6.204994344711304,-0.22546375989913942,-0.5430662289261818,-0.03405657717958092,0.058553186431527106,-4.075904464721679,0.007641910389065723,-0.010069759748876079,-0.05018434058874845
2020-01-13 02:00:00,-12.809479999542237,-9.309039688110351,-0.3854648798704148,1.8706784009933473,-0.6329705804586411,0.5661304533481598,7.1189371109008786,-0.002351165190339069,-1.2698594629764557,-0.04906522671808485
2019-08-22 07:00:00,0.6421065017580986,6.288402557373047,-0.6368950515985489,-0.5430662289261818,-0.24657444804906842,0.38001886159181597,-6.060806179046631,0.04261747281998394,-0.18383385688066484,-0.05242254016629881
2020-01-12 05:00:00,-22.12212085723877,-10.226534175872803,-0.29403561055660254,4.2844232559204105,-0.5363717138767242,0.41385756582021715,9.103838348388672,-0.0673056436702609,-1.443623149394989,-0.04844346647150812
2019-05-16 19:00:00,23.406324005126947,2.785234582424164,-0.06546272151172158,-3.991273856163025,-0.3045337527990341,0.10931091839447618,-4.314094209671021,0.16753013711422685,-0.7485670208930969,-0.05267125517129896
2019-07-04 12:00:00,-6.601056385040283,4.787045860290527,-0.682609686255455,3.422371745109558,0.8160152345895767,-0.5336204901337623,-6.060806179046631,-0.0673056436702609,1.6841299116611481,-0.0499356453772634
2020-03-10 12:00:00,-17.983169174194337,-1.218386819958687,-0.7054672241210938,3.077550768852234,0.004583012312650664,0.058553186431527106,2.1169855117797853,-0.0673056436702609,0.20713538378477098,-0.04545921059325337
2019-06-11 07:00:00,-1.4273689806461334,-0.050663729663938305,-0.45403677225112915,-0.02583534233272075,-0.20793477073311806,0.29542268738150596,0.5290648549795149,0.037620949558913666,-0.31415690779685973,-0.05167647805064914
2019-08-03 21:00:00,-19.01791000366211,9.040892839431763,-0.5683232456445694,3.767192816734314,-0.7102500081062317,0.5999690055847168,-9.554232501983643,-0.0673056436702609,-1.5739466071128845,-0.0499356453772634
2019-06-23 20:00:00,-5.5663188934326175,4.036366057395935,-0.4311793550848961,0.6638057708740235,-0.03405657717958092,-0.026043037278577662,-4.631675887107849,0.0026454383274540387,-0.22727484405040732,-0.051925165206193905
2019-04-24 05:00:00,-7.635792970657349,0.9502418637275696,-0.682609686255455,0.8362164378166199,0.13982170186936854,-0.1952356368303299,-0.9794597357511521,0.07259650680643967,0.38089941926300525,-0.04869223320856689
2019-09-06 11:00:00,1.6768438875675202,11.543155956268311,-0.019748144410550568,0.8362164378166199,0.3909791883081198,-0.17831629887223244,-10.665775585174561,-0.002351165190339069,1.3800428688526154,-0.04869223320856689
2019-12-17 17:00:00,-27.295805168151862,-5.722459864616394,-0.49975142180919657,4.112011575698853,-0.6716100931167602,0.5661304533481598,5.292828798294067,-0.07729865834116936,-1.443623149394989,-0.04050342347472903
2020-02-07 23:00:00,-26.261076545715333,-10.81039981842041,0.11739554161904378,4.456832480430603,-0.2272546961903572,0.19390719255898148,9.183234310150146,-0.052316175773739815,-0.4879208505153656,-0.041728778183460234
