,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_23,SHAP_OX_24,SHAP_TEMP_03,SHAP_OX_04,SHAP_OX_22,SHAP_NOX_02
2019-04-06 14:00:00,-11.036628150939944,-11.116849422454834,1.3843367844820023,2.320576310157776,-0.6861616611480713,-0.44248627722263334,8.97431788444519,-0.7717184484004975,-0.5272834718227386,-0.1726919282227755
2019-04-22 13:00:00,-13.875024700164795,-5.197143125534059,-0.20574064999818806,3.2928643226623535,-0.3891436628997326,-0.8774375796318055,5.555159091949463,-0.273347906768322,0.7082906723022462,-0.19891668334603307
2019-04-22 14:00:00,-5.359837532043457,-4.619610691070557,-0.20574064999818806,0.8621443897485733,-0.21093286629766225,-0.5340550035238267,4.847746515274048,-0.535648187994957,0.32811402454972266,-0.17793690823018546
2019-05-05 13:00:00,-23.336341094970702,-5.774675416946411,0.2090621327981353,2.9687682390213013,-0.44854727387428284,-0.5340550035238267,5.67306079864502,-0.37826801580376923,-0.4322392769157887,-0.15957959219813345
2019-05-10 12:00:00,-18.605681800842284,-3.4645460844039917,1.5226043701171876,2.644672334194183,-1.1613904178142547,-0.23645676421001555,3.904530429840088,-0.29957792833447455,-1.0025042653083802,-0.19367174729704856
2019-05-10 13:00:00,-3.4675743341445924,-2.598247528076172,1.6608718931674957,1.6723842740058905,-1.2801977217197416,-0.23645676421001555,3.079216098785401,-0.7454884380102158,-0.8124158948659896,-0.20153917819261552
2019-05-10 14:00:00,10.724402046203613,-2.453864502906799,1.7300058245658874,-0.9203837215900421,-1.1613904178142547,-0.19067246066406368,1.9001957297325134,-0.7717184484004975,-0.7173717558383942,-0.18318188264966012
2019-05-10 15:00:00,5.993743228912353,-3.031396865844727,1.4534706354141234,-3.351103496551515,-1.101986825466156,-0.23645676421001555,1.1927836120128632,-0.929098653793335,-1.0025042653083802,-0.17006947516929355
2019-05-11 11:00:00,-9.144364643096925,-4.908376693725586,0.9695339530706406,5.723584461212158,0.8583319246768951,-0.6485158532857895,5.437256741523743,0.015182421728968654,3.844748091697693,-0.26185610443353646
2019-05-11 12:00:00,9.778269958496095,-3.753312373161316,1.1078015834093093,0.05190428663045166,1.7493858218193055,-1.014790540933609,4.258236408233642,-0.4569581188261509,3.3695273637771606,-0.2067840915173292
2019-05-11 13:00:00,2.209216225147247,-2.887013840675354,0.8312664061784745,-3.189055991172791,1.4523678719997406,-1.358173096179962,3.079216098785401,-0.273347906768322,1.9438648581504814,-0.17531443778425454
2019-05-11 14:00:00,4.101480007171631,-2.3094814777374264,0.7621325850486755,-1.8926717638969421,0.5613139510154724,-1.2437123000621795,2.1359998583793645,-1.191398936510086,1.5636881709098815,-0.16482454696670176
2019-05-23 15:00:00,-15.767288398742675,-2.887013840675354,1.1769353747367859,1.5103363275527952,-0.864372444152832,-0.4195941433310509,2.1359998583793645,-0.7717184484004975,-1.0025042653083802,-0.15695709697902205
2019-05-23 16:00:00,-8.198233366012573,-3.031396865844727,0.8312664061784745,1.1862403750419617,-1.2801977217197416,-0.3509176152758301,1.7822937726974488,-0.929098653793335,-1.4777251720428464,-0.15433466061949724
2019-05-24 12:00:00,-16.71341791152954,-0.7212677299976349,0.4855973556637764,2.9687682390213013,-0.03272209642454982,-0.6485158532857895,2.8434120178222657,-0.19465778768062592,1.1835115253925323,-0.2067840915173292
2019-05-24 13:00:00,-8.198233366012573,-2.1650983810424806,0.2090621327981353,1.348288416862488,0.08608512692153454,-0.6714079916477204,1.4285876691341401,-0.535648187994957,1.9438648581504814,-0.21465154960751534
2019-05-24 14:00:00,9.778269958496095,-2.453864502906799,-0.1366068061441183,-0.11014370578341186,0.5613139510154724,-0.7171923398971558,-0.3399428881704807,-0.7192584186792375,1.9438648581504814,-0.21202902942895893
2019-05-25 11:00:00,-20.49794578552246,1.3000951170921322,0.6929987519979477,2.9687682390213013,0.5613139510154724,-0.6943002045154572,1.1927836120128632,-0.4307280987501144,3.7497040748596193,-0.19891668334603307
2019-05-25 12:00:00,15.4550609588623,3.1770749568939207,1.2460691213607789,1.9964803457260132,1.6899823188781737,-0.9003297209739685,-0.10413883440196517,-0.5094181701540947,3.27448308467865,-0.2356313150376082
2019-05-25 13:00:00,11.67053394317627,2.743925833702088,1.7300058245658874,-4.161343550682068,1.3929643511772158,-1.3352809131145478,-1.9905714035034179,-0.7192584186792375,1.8488206982612603,-0.20153917819261552
