,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_23,SHAP_OX_22,SHAP_OX_24,SHAP_TEMP_06,SHAP_TEMP_07,SHAP_OX_06,SHAP_OX_05,SHAP_OX_04,SHAP_WS_02,SHAP_OX_13,SHAP_NOX_02,SHAP_OX_21,SHAP_TEMP_05,SHAP_WD_05,SHAP_NO2_15,SHAP_NO2_14,SHAP_TEMP_22,SHAP_NO2_02,SHAP_NOX_01,SHAP_NMHC_20,SHAP_OX_03,SHAP_TEMP_03,SHAP_OX_19,SHAP_TEMP_04,SHAP_TEMP_23,SHAP_WD_06
2019-04-29 13:00:00,13.502394008636475,1.3735768854618073,0.7129984498023987,-0.8680947482585907,0.6177581518888474,0.5725707948207855,-0.2930048260837793,0.19494445458985865,0.16799785662442446,-0.1446867421269417,-0.2052943054586649,-0.24967654272913933,0.09765609465539456,0.730011910200119,-0.18336934205144645,1.5546656608581544,-0.4349831022322177,0.05802748864516614,-0.409072270989418,-0.1469719335436821,-0.4612344726920128,0.37946304082870486,-0.19658982274122536,-0.1375250644981861,0.1608721636235714,-2.225818228721619,-0.4038056492805481,-0.5492141410708428,0.7790721654891968,0.12957461401820186
2019-09-14 14:00:00,8.906582450866699,6.82700788974762,-0.47029206454753886,0.10962241748347878,0.12299495572224259,0.04473660234361887,0.14847836680710313,-0.7624108452349901,1.7660540461540222,-0.47624664902687075,-0.12700185477733617,-0.021531933825463055,-0.10274116536602376,-0.09442269522696736,0.03562013246119019,0.012748480329173566,-1.197563593089581,-0.10152492104098201,-0.6699375927448272,-0.37317006886005405,0.43022827953100207,0.14311988595873118,-0.17842137850821013,-0.12503229826688766,0.26267444519326094,-4.701710653305054,-0.07221224475651979,-1.3257729828357694,2.1070721507072445,-0.028306853410322196
2020-01-13 02:00:00,-10.242650985717775,-9.022027778625489,-0.7770711869001389,0.8700693368911743,-0.5438598215579986,-0.6841772556304933,0.7003326311707496,1.6866374284029007,-0.8814714249223471,-0.23511205650866032,-0.13259419091045857,0.000196110829710972,-0.9711292207241058,0.20931642055511473,0.1588015867397189,-1.0886206686496736,0.8083544760942459,0.24417196586728096,0.3735234856605529,-0.1469719335436821,-1.9639858722686767,-0.21139485165476796,0.0032632742426358134,-0.012597766565159,0.2765566951595247,5.565959692001343,0.27596097365021705,1.003904789686203,-2.056995713710785,-0.028306853410322196
2019-08-22 07:00:00,-0.2850504022091628,6.912217473983764,-1.2591525316238403,0.10962241748347878,-0.11363098248839373,-0.05580326208146289,0.49798602163791655,-2.1873120963573456,3.4118123650550842,-0.41596296727657317,-0.11022495912620797,-0.09758014485705643,-0.20293982550501818,0.3394903600215913,-0.21074296310544013,0.8938438713550567,-1.8772546961903571,-0.12811700999736786,-0.47428869307041177,-0.3279304251074791,1.2325436875224116,0.42673169672489164,-0.19658982274122536,-0.08755413424223661,0.23028289303183555,-6.522220659255981,-0.6359210148453712,-1.8552457511425018,3.1874793529510494,0.19272716157138348
2020-01-12 05:00:00,-17.136374282836915,-9.959335994720458,-0.6017684429883957,1.6305159211158755,-0.4363026678562164,-0.7847170531749725,0.5347762748599054,2.2655031561851504,-1.191541790962219,-0.807806771993637,-0.0375246986746788,0.14142847489565613,-0.40333694517612456,-0.48494445383548734,0.22723597586154937,-1.3639634847640993,1.2559560418128966,-0.12811700999736786,0.24309087991714473,0.5316223263740539,-1.8111629486083984,-0.3295664578676224,-0.0330736454110592,0.06235857717692852,0.36447688937187195,7.386469173431396,0.15990320686250925,1.4804303675889972,-1.8094026923179627,-0.04409501131449359
2019-05-16 19:00:00,16.566274166107178,3.3334035992622377,-0.16351292952895163,-0.9767303884029388,-0.17816523276269436,-0.3825576573610306,0.20366397723555565,-1.6084456384181975,2.8870776891708374,0.8801348514854908,-0.31714083701372137,-0.36918078511953356,-0.03594208359718321,0.42627277076244346,-0.2381167022511363,-0.26259381547570226,-1.6783210009336471,0.16439577974379063,0.5039560288190842,0.1697054053656757,-0.21926600188016893,0.42673169672489164,-0.2692636318504811,-0.07506139352917669,0.12848052419722084,-4.920172119140625,-0.014183402340859172,-1.678754633665085,1.071682158112526,0.12957461401820186
2019-07-04 12:00:00,-5.646832370758057,5.378441262245178,-1.3468034327030183,1.358928310871124,1.0694986879825594,1.025000077486038,-0.49535142332315446,-1.7197662621736527,2.81552357673645,-0.8680903196334839,-0.0375246986746788,0.14142847489565613,0.19785471912473446,-0.6151181936264039,0.06299382522702215,2.3806922912597663,-1.7612104915082458,0.08461956344544884,0.6996050268411637,-0.1469719335436821,0.977841280773282,0.23765716925263405,-0.05124210221692917,-0.10004686340689657,0.3598494559526444,-6.522220659255981,-0.38722592890262597,-1.8552457511425018,3.2099887847900392,0.09799830913543699
2020-03-10 12:00:00,-14.072502326965331,-0.7566705353558063,-1.3906291365623473,1.2502927303314209,0.16601782962679862,0.17041143625974653,0.14847836680710313,0.6624900680035354,0.23955269083380704,-0.837948614358902,-0.04870942421257496,0.14142847489565613,-0.7707320928573609,0.3394903600215913,0.5557202130556107,0.6185015797615051,-0.053692940634209665,0.27076403498649604,-0.2786395937204361,-0.3279304251074791,-0.18106056009419264,-0.23502915240824224,0.16677947398275134,-0.12503229826688766,0.3459673896431923,0.9782771766185763,-0.23800900727510452,0.015556576475501077,0.9591397494077682,-0.04409501131449359
2019-06-11 07:00:00,-1.8169878602027894,0.43626771941781045,-0.9085478544235229,0.2725753331789747,-0.07060801954939959,-0.13120815120637414,0.40601045191287993,0.10588800571858883,0.8358421623706818,-0.08440300337970258,-0.16614809129387142,-0.08671609571902081,0.5986493021249771,0.730011910200119,-0.12862193826586008,0.012748480329173566,-0.4184052273631096,-0.07493287324559786,-0.409072270989418,-0.3279304251074791,-0.3593528266996145,0.284925876557827,-0.16025289548560975,-0.11253958307206631,0.2534197265282273,-0.47813005298376077,-0.1882700264453888,-0.3550740479491651,0.666529867053032,-0.028306853410322196
2019-08-03 21:00:00,-14.838467121124268,9.72414526939392,-1.1276758074760438,1.4675633311271667,-0.6299055278301239,-0.8601218640804291,0.7371228903532029,-3.1891955256462103,4.485133647918702,-0.23511205650866032,-0.11022495912620797,0.14142847489565613,0.2646538934670389,-0.6585096657276155,0.06299382522702215,-1.5842369079589844,-2.722723512724042,0.08461956344544884,-0.3438558995723724,-0.23745120614767073,0.9396350130438806,0.001314000925049151,-0.23292672280222176,-0.15001781061291694,0.3459673896431923,-9.726317119598388,0.3754388866946102,-2.64945382475853,3.052429032325745,0.08221017830073832
