国環研局番,測定局名,緯度,経度
13102010,中央区晴海,35.65611111111111,139.7788888888889
13103010,港区高輪,35.64222222222222,139.73583333333332
13104010,国設東京（新宿）,35.68194444444444,139.71444444444444
13105010,文京区本駒込,35.733333333333334,139.755
13108010,江東区大島,35.69,139.82722222222222
13108020,港区台場,35.63305555555556,139.77722222222224
13111010,大田区東糀谷,35.55722222222222,139.7397222222222
13112010,世田谷区世田谷,35.64666666666667,139.65305555555557
13114010,中野区若宮,35.71944444444445,139.6436111111111
13115010,杉並区久我山,35.69027777777777,139.60194444444443
13120020,練馬区石神井町,35.73777777777778,139.5991666666667
13121010,足立区西新井,35.77972222222222,139.7761111111111
13123010,江戸川区鹿骨,35.70888888888889,139.885
13123030,江戸川区南葛西,35.65333333333333,139.86944444444444
13201020,片倉町,35.64388888888889,139.33972222222224
13201040,館町,35.62638888888889,139.2902777777778
13205010,青梅市東青梅,35.788333333333334,139.2752777777778
13206010,府中市四谷,35.66583333333333,139.4425
13208020,調布市深大寺南町,35.66638888888889,139.55444444444444
13209010,町田市金森,35.535555555555554,139.45027777777776
13218010,福生市本町,35.73861111111111,139.32666666666665
13219010,狛江市中和泉,35.635,139.57027777777776
13220010,東大和市奈良橋,35.75083333333333,139.42555555555555
13221010,清瀬市上清戸,35.77972222222222,139.52055555555555
13224010,多摩市愛宕,35.63472222222222,139.43166666666664
