,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_TEMP_03,SHAP_OX_05,SHAP_TEMP_20,SHAP_OX_06,SHAP_OX_19,SHAP_OX_04,SHAP_TEMP_04,SHAP_OX_18,SHAP_WS_02,SHAP_WS_01,SHAP_TEMP_24,SHAP_HUM_24,SHAP_TEMP_19,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_TEMP_07,SHAP_OX_14,SHAP_SPM_18,SHAP_SPM_07,SHAP_OX_17,SHAP_HUM_05,SHAP_TEMP_18,SHAP_OX_13,SHAP_NMHC_06,SHAP_PM25_01,SHAP_TEMP_21
2019-10-09 05:00:00,0.4680476874113083,1.7038548350334168,0.7940966099500656,-0.19471761882305144,-2.975059676170349,-0.2033985177986323,0.8375935167074203,0.10004758983850477,-1.5578614473342896,-0.12337059713900086,-1.3071831464767454,-0.5003346398472788,-0.20538985907915047,4.103481554985047,-0.8099511355161667,1.3734230518341062,0.6075669273734092,-1.760392165184021,-1.1487004339694977,0.16166540235280996,-0.00972989870933815,-0.1920315906405449,0.21919981390237808,-0.23092703185975552,-1.2269572854042052,0.5803175373002887,0.11635228060185909,-0.1309885451570153,-0.05540683493018148,0.6070915553718805
2019-08-05 12:00:00,4.2140418767929075,18.774762725830076,2.2048758029937736,-0.19471761882305144,-12.97917537689209,0.18354381993412971,4.4001106262207035,-0.7174806863069534,0.2763205200433731,-0.05729825366288421,-4.176051688194276,-0.3342102751135826,-0.08092548330314456,1.3473885178565979,-2.667488265037537,-1.438272053003311,1.170132501423359,-3.5518624544143678,-1.63989377617836,-0.177652183175087,-0.32798085361719126,0.1185240976512432,-0.0978691931813955,-0.20909824538975955,-0.6319214403629303,-1.7566494807600974,-0.1887019851244986,0.19117047935724257,0.20405507013201712,9.311609983444214
2019-09-23 09:00:00,-11.305076313018798,5.731823587417603,-3.1359297752380373,0.19068347997963425,-3.667652201652527,0.025900701433420166,2.3718162298202516,-0.2664304204285145,1.3601552367210388,-0.0604444844648242,-1.3833483517169953,-0.08502362756989895,-0.07360398871824143,-0.7962397873401641,-1.3715321272611616,-0.41092200502753257,0.9058969929814339,-1.7977146625518798,-1.0963063836097717,0.23849207125604152,0.22895826827734708,-0.36456256210803983,-0.045024338224902746,-0.38372870981693263,0.38313981001265346,-0.6291651010513306,0.17736317524686454,0.007079603895544998,0.018725087121129004,4.412347507476808
2019-09-07 06:00:00,-16.12135601043701,7.937611532211304,-2.73284957408905,0.3483475148677826,-6.976709413528442,0.26953097432851797,3.3859639883041384,-0.6892897039651872,1.2767832815647124,-0.006957430206239239,-2.6019828557968148,-0.01580505329184233,-0.02235398590564728,-0.949356484413147,-1.533526819944382,0.7245704263448716,1.170132501423359,-2.7680942296981814,-1.4958105836063624,-0.177652183175087,-0.08929265749175101,-0.4680811434984207,0.03424290181137619,-0.2964134603738785,0.24313145047053691,-2.269143061339855,-0.026006339676678158,0.05310230799950657,-0.027607372833881504,5.886882638931275
2019-09-15 12:00:00,7.42489185333252,11.006544017791748,0.894866281747818,-0.3698998104315251,-7.823211908340454,0.06889426223933695,1.5136909604072575,-0.6610991865396499,0.10957674477249384,-0.09505384396761654,-2.6019828557968148,-0.30652293711900713,-0.12485406175255775,1.653620982170105,-1.3715321272611616,0.02164652943611144,0.7695175869390368,-2.432193148136139,-1.2403899490833283,0.23208982907235623,-0.19537629382684824,0.912166279554367,-0.12429161518812179,-0.26003211960196493,-0.21189596373587846,0.10882447534240783,-0.1480280991643667,0.19117047935724257,0.17625550385564565,3.175638651847839
2019-06-12 05:00:00,-6.488797903060913,-1.2691692382097242,-3.035160279273986,-0.019535251520574066,0.7957253664731979,-0.04575526937842368,0.6555667642503977,-0.2664304204285145,0.8599237740039826,-0.07932239919900894,-0.08854859415441749,-0.057336151227354984,-0.04431829573586582,-0.949356484413147,-0.5615588579326869,1.0489966869354248,0.6672329723834991,-0.9393019258975983,-0.8212383441627026,0.45616749580949545,0.7593764334917068,-0.261043855547905,-0.17713643079623578,-0.4419387876987457,0.24313145047053691,0.3343214735388756,0.5637652516365051,0.07611365104094145,0.018725087121129004,1.0351830303668976
2019-12-20 13:00:00,1.5383318543434146,-1.4609774708747865,2.809493756294251,-0.12464462481439116,2.4117751717567444,0.29819345399737357,-2.6729177117347716,-0.8584336459636688,-1.891348421573639,-0.0447130262851715,0.9015919342637062,-0.5557095929980278,-0.1907469345256686,1.194271993637085,0.20521547428797932,0.12978868414647876,0.07057343050837521,0.27367257624864577,-0.20560876429080963,1.1796180881559848,-0.35450179725885395,0.29105499386787415,-0.22998121734708551,-0.15088814310729504,-0.07188753383234141,3.347780001163483,-0.2293757755309343,0.9045226082205773,-0.018340826802887004,-4.387305474281311
2019-12-20 12:00:00,-1.672520673274994,-2.2282103896141052,2.607954788208008,-0.019535251520574066,3.489142155647278,0.32685578539967536,-2.5428989171981815,-0.8866240710020066,-1.8079763293266295,-0.013250167854130268,1.4093565613031385,-0.5418657243251801,-0.16146120391786095,1.9598535537719726,0.16201680181548,-0.19463773146271707,0.10466816425323484,0.7775234661530702,-0.12701807916164398,1.1348027847707272,-0.3014598682522774,0.08401785343885419,-0.3620934046804905,-0.1581643786281347,0.34813772290945055,3.3272786259651186,-0.1887019851244986,0.4212838731706142,0.03725810409523543,-4.292174100875856
2019-05-10 04:00:00,-9.699651050567628,-3.1872502803802485,-0.21360253840684887,0.015501201525330577,1.3344085335731506,0.09755669012665746,0.629562846198678,-0.49195549786090853,0.943296080827713,-0.06673716137884184,0.06378063187003133,-0.029648806154727935,-0.02235398590564728,-0.643123522400856,-0.36716555841267107,-0.3568508982658386,0.6970663227140904,-0.7713518053293228,-0.7753934601321817,0.50098289065063,0.9715433478355407,0.08401785343885419,-0.045024338224902746,-0.4419387876987457,-0.6669234573841095,0.12932406403124333,0.8281456768512726,0.789465768635273,0.07432409059256315,0.6546571180224419
2019-10-27 14:00:00,3.6789018154144286,5.060492897033692,0.7940966099500656,-0.21223576068878175,-3.3598323106765746,0.21220632642507553,0.4735403016209602,-0.6610991865396499,-2.39158126115799,-0.0447130262851715,-0.977136668562889,-0.6110843658447266,-0.0955683056265116,-0.33689097017049796,-1.3715321272611616,-0.3027797169983387,0.603305172920227,-1.2565415143966676,-0.8867307633161545,0.48177626878023155,-0.4605853587388992,0.1185240976512432,-0.33567090779542913,-0.19454574026167393,-0.07188753383234141,0.8058147901669145,-0.3310606300830842,0.12213639244437217,0.07432409059256315,1.6535363495349884
2019-06-21 15:00:00,19.198022270202635,12.44510726928711,1.4994853377342223,-0.8604102969169617,-8.823621702194213,-0.2177296575060609,1.7217214286327363,-0.2664304204285145,1.1934114634990691,-0.18629663648207498,-3.109745943546296,-0.12655470557510853,-0.30788974352180964,4.103481554985047,-2.051908934116363,-1.438272053003311,0.8078744970262051,-2.8427389502525333,-1.325530806183815,0.04002318084239964,0.5206881538033485,0.3945735335350037,-1.2076107382774353,-0.36189975067973135,-0.6319214403629303,-0.11667251996695996,0.4620805189013481,0.14514771848917007,0.14845600305125117,3.8415581464767454
2019-12-18 09:00:00,-16.12135601043701,-9.325107288360595,-3.2366988897323608,0.36586586013436323,8.568155813217164,0.3411870330572128,-2.620908892154694,-0.8866240710020066,-2.39158126115799,-0.0038110935129225367,2.3994970500469206,-0.624927893280983,-0.04431829573586582,-1.2555887937545775,0.4644070539623499,1.2652808010578156,0.1430249771103263,0.9454737771302462,-0.1466657847166061,1.1284005388617515,-0.5401480950415135,0.32556125670671465,0.21919981390237808,-0.09995425827801226,0.38313981001265346,2.8762859344482417,-0.3310606300830842,0.6283861413598061,0.139189506880939,-4.81539742946625
2020-03-19 05:00:00,-15.58621282577515,-9.51691107749939,-0.4151422530412674,0.12061062902212141,6.875152635574341,0.14055021405220028,-1.2427094548940658,-0.4355743080377579,0.2763205200433731,-0.041566799953579904,1.815567708015442,-0.08502362756989895,-0.0003897398710250632,-2.3274025559425358,0.540004026144743,0.1838596865534782,0.3816888839006423,0.4976061835885048,-0.35624154806137087,0.8723114147782326,0.9450225710868836,-0.29555006027221686,0.03424290181137619,-0.4419387876987457,-0.8069319188594818,1.5643043220043182,0.7874716103076935,0.3522499278187752,0.046524600777775024,-2.9603354692459103
2020-01-27 14:00:00,-10.769938278198243,-10.475951099395754,0.1894771439023315,0.1731652552261949,8.183385467529297,0.28386235088109973,-3.4270266771316535,-0.8020522445440292,-2.8084409236907963,-0.028981570713222028,2.551826137304306,-0.7079903811216355,-0.06628256440162658,0.428690530359745,0.39960896596312534,-0.0324245313182473,-0.03171124141663312,1.3000348776578903,0.0236147403717041,1.371684567630291,-0.4340643860399723,0.498092120885849,-0.045024338224902746,-0.07812540791928767,-0.4919128447771074,4.1062681674957275,-0.2700497593730689,0.5823634639382362,0.10212354306131602,-5.766710829734803
