,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_TEMP_21,SHAP_HUM_02,SHAP_OX_02,SHAP_WS_01,SHAP_TEMP_04,SHAP_TEMP_20,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_WS_02,SHAP_TEMP_22,SHAP_TEMP_24,SHAP_WD_03,SHAP_WS_03,SHAP_WD_02,SHAP_SPM_03,SHAP_SPM_04,SHAP_HUM_03,SHAP_WD_04,SHAP_WS_04,SHAP_TEMP_19,SHAP_OX_16,SHAP_OX_05,SHAP_NO2_15,SHAP_TEMP_07,SHAP_OX_18,SHAP_OX_17,SHAP_NOX_15
2019-05-10 19:00:00,5.0752316236495965,-21.510284996032716,-2.0858104109764097,-5.945067322254182,0.19183141607791185,-1.752499270439148,-6.400546932220459,-0.5585669107153081,-3.8866414427757263,-1.4494405806064603,-2.741422709822655,-6.451533412933351,-6.047036981582641,7.989331769943237,-0.6769887149333953,-7.846642971038818,-0.10292009450495243,0.6422317683696745,0.2676722893491388,-0.08613452157005667,-0.5467658358626067,-6.907942008972168,-0.7866543143987654,-2.8801883101463326,0.08988065570592885,1.9128406405448914,0.8558655962347984,-0.9386561167659238,-0.09830808248370879,1.2709435343742368
2019-05-11 09:00:00,-11.67589225769043,-26.296533012390135,-3.908665585517883,-1.1660698831081393,-0.82552729845047,2.5124035358428953,1.2837201058864591,8.413949346542358,-0.6458615824580193,4.199624872207642,4.801314902305603,-1.10424342751503,-1.791406984627247,5.188889837265014,2.420370018482209,-0.29803343862295156,3.2997890233993536,2.1144787073135376,0.9994945973157883,-0.41923346221447,1.7167094111442567,0.6165447354316711,0.30716757141053674,-0.4558620974421501,-0.12260288298130036,2.597417497634888,-1.3277005553245544,0.17678576707839969,-0.88893171697855,1.7712984204292297
2019-05-11 10:00:00,-5.191585731506348,-20.014582061767577,-1.6300966620445252,-0.8380994707345962,-0.43796209171414385,1.5281951904296875,-1.3890684723854065,7.4915406703948975,-0.5049581630155445,3.9306219100952147,5.264466041326522,0.678186482191086,-1.3762235722504557,3.5261276245117186,2.420370018482209,-1.272047483921051,-2.2296133160591127,0.1514827746897936,1.487376162409782,-0.29810658097267156,1.7167094111442567,-0.6036423176527024,0.19778540432453157,-0.7547515392303467,-0.11066562533378602,2.7685618877410887,-1.4347382664680481,0.06179168815724552,-0.8521586656570435,1.8963871479034424
2019-05-11 11:00:00,5.0752316236495965,-15.228334045410154,0.19275854174047707,-0.6038348019123078,-0.19573385864496234,0.5439867973327637,0.2814244065433741,5.646725034713746,-0.8713070824742317,3.437449097633362,4.867479228973389,-1.3588763475418089,-1.0129380092024802,3.0010446429252626,-2.053592574596405,0.43247717171907424,-1.8042746543884278,1.034830889105797,-0.13889564340934155,-0.21735525727272034,1.7167094111442567,-1.4171004056930543,0.00426296889781953,-0.920801192522049,-0.08201617891900241,-0.4831788033246994,-1.5845905900001527,0.015794153511524224,-0.7694188470486553,-0.6053873896598817
2019-05-11 12:00:00,11.019178104400634,-10.14294366836548,5.205611038208008,-1.212922787666321,-0.0019512242637574617,-1.014343124628067,-0.38677278775721785,4.137329745292663,-1.5194630801677704,2.451104497909546,4.139671286940574,-0.08571206480264662,-0.7534483617171646,2.300934100151062,-1.709441602230072,-1.5155511021614074,-0.5282587319612503,1.2311304509639742,0.5929266512393951,-0.1668857283890247,-1.552754783630371,0.006451192114036509,-0.04622112140059469,-0.4558620974421501,-0.04381691887974737,-0.6543230012059211,-1.456145739555359,-0.08770044557750226,-0.7234523855149746,-0.7304760307073593
2019-05-11 13:00:00,13.720972537994385,-8.04895977973938,9.762749576568604,-2.2905397653579707,0.5309509664773941,-1.9165341675281524,-6.066448926925659,2.3763684630393977,-1.6885472118854523,1.6440951704978943,2.684055212140084,-0.5949778050184251,-1.4281215563416478,1.6883373975753784,-0.6769887149333953,-0.29803343862295156,-0.953597366809845,1.7218794763088225,0.7555537670850754,-0.1265101008117199,-1.301257574558258,-1.6204648971557618,-0.13877531439065932,-0.6551216546446085,-0.015167461149394535,2.597417497634888,-1.220663022994995,-0.1451974942581728,-0.8521586656570435,1.7712984204292297
2019-05-11 14:00:00,7.777025556564331,-6.254116582870484,11.585604763031006,-2.5716573536396026,1.01540748141706,-2.3266209244728087,-6.734645891189575,1.0346837013959884,-1.9985348463058472,0.7025842800736427,1.4930967941880229,-4.923736619949341,-2.621773588657379,1.2507682800292972,-1.0211397111415863,-0.7850404918193817,-0.5282587319612503,-0.7318653345108033,1.1621216535568235,-0.015477071702480328,-0.5467658358626067,-0.6036423176527024,-0.17243134975433355,-1.6846300140023232,0.013481938466429704,0.8859751790761947,-0.7496976613998413,0.015794153511524224,-0.796998854726553,0.52041120454669
2019-05-11 15:00:00,8.317384338378906,-5.057554173469543,7.028466415405274,-3.0870392203331005,1.2091901183128355,-1.4244298815727234,-3.3936603307723994,-0.3908563077449799,-2.1112576603889464,-0.014757423102855678,0.1036451925523579,-5.433002090454102,-2.933161175251007,2.3884478569030763,-0.6769887149333953,-4.924600410461426,-0.10292009450495243,-0.7318653345108033,-0.8707178860902787,0.0854619592428207,-0.7982630982995034,-1.0103713989257812,-0.2145014181733132,-1.751049971580505,0.05884337723255158,0.20139819607138634,-0.36436252817511555,-0.05320230659563093,-0.5120065391063691,-0.1050324256531894
2019-05-23 14:00:00,2.9137964606285087,-7.7498194694519045,4.294183325767519,-4.117803645133972,0.48250532895326614,-0.7682910583913326,-4.730054569244385,1.4539602756500247,-2.928497886657715,0.3439133679494262,1.029946283996105,-0.5949778050184251,-3.7116302669048302,4.0512103080749515,-1.0211397111415863,-1.7590545892715455,-2.2296133160591127,-1.6152135193347932,-1.0333450376987459,-0.02557095736265182,1.7167094111442567,-2.6372873663902285,-0.45850786194205284,-1.8838898062705993,-0.0032301345374435575,-1.8523326754570006,-0.5570302024483681,-0.44418184012174605,-0.4292669042944908,-1.6060970962047576
2019-05-24 15:00:00,-0.32835636958479875,4.814083695411682,12.497031974792481,-2.9933335304260256,1.2576357029378413,-0.3582041945308448,-7.402842950820923,-3.4935022592544556,-2.16761908531189,-1.2252712845802307,-0.8888202954083682,-7.724697685241699,-2.725569450855255,1.7758511841297149,2.076218914985656,-4.924600410461426,3.2997890233993536,-1.5170635402202608,-0.9520314425230026,0.12583776265382765,1.7167094111442567,-5.484390330314636,-0.27339949663728474,-2.4152490496635437,0.039743862301111224,0.543686717003584,-0.00043480396270753066,-0.5016788065433502,-0.40168689005076885,0.1451450258493423
2019-05-24 16:00:00,-0.32835636958479875,5.113225603103638,12.041318607330323,-3.368156671524048,1.3060815051198005,-0.19416946899145843,-5.3982514381408695,-3.5773574113845825,-2.4494259476661684,-2.435785293579102,-2.741422709822655,-5.942267608642579,-3.4002422928810128,2.3884478569030763,2.420370018482209,-7.603139638900757,2.874450516700745,-1.5170635402202608,-1.5212265074253086,0.13593150228261947,1.4652121424674989,-4.467568159103394,-0.3238835707306862,-2.4650640010833738,0.06123092919588089,0.030253992602229107,0.40630785655230284,-0.5476764556020498,-0.30975397266447546,-0.23012114875018597
2019-05-25 09:00:00,-10.054814577102663,-14.33091106414795,2.927041745185852,0.4737822208553554,0.14338573487475514,1.6102126359939575,1.951917403936386,5.982146000862121,0.4250047613866627,3.1236123085021967,3.411863186955452,-0.8496106386184692,0.3883058661594987,4.1387241840362545,2.420370018482209,-1.0285440266132355,2.874450516700745,-1.5170635402202608,-0.3828364349901676,-0.15679179877042773,1.4652121424674989,0.2098157042171806,0.6016580251976847,-0.2898123729974033,-0.0987283334136009,-1.3388999938964845,-0.7925127267837524,-0.20269445069134234,-0.6866792343556881,-1.230830955505371
2019-05-25 10:00:00,-4.110867762565613,-7.7498194694519045,6.57275242805481,0.9423113241791725,0.2887226466089487,1.2821430087089538,1.6178187906742096,4.55660605430603,0.48136619925498964,2.630439794063568,3.6765208780765533,1.1874522924423219,0.44020384093746545,1.6883373975753784,2.076218914985656,-1.0285440266132355,-3.0802907705307008,-1.8115131616592404,-1.5212265074253086,-0.09622834939509631,1.7167094111442567,-1.21373593211174,0.610072136297822,-0.5554919093847275,-0.09634085893630984,0.543686717003584,-0.9851802945137024,-0.19119504205882554,-0.8981250867247581,0.1451450258493423
2019-05-25 11:00:00,2.9137964606285087,-2.3652894377708438,7.48418025970459,1.03601715862751,0.6762879386544227,0.379952069465071,-0.0526741706766188,2.7956448793411255,0.5095468237996101,1.868264365196228,2.948712921142578,0.9328193545341492,0.9591831356287003,-0.6745355397462844,-2.7418943405151373,0.9194841980934143,-2.2296133160591127,-0.14296660013496876,-1.7651674270629876,-0.06594664929434657,1.4652121424674989,-1.21373593211174,0.5259319163858891,-1.2529007880948484,-0.046204387769103086,3.4531388521194457,-1.0708104670047762,0.07329107951372861,-0.8245787195861339,2.3967419266700745
2019-05-25 12:00:00,8.85774302482605,4.514943313598633,9.762749576568604,1.0828701063990591,0.773179180175066,-0.6862736564129592,-0.0526741706766188,0.7831179343163968,0.22773992419242858,0.9267535120248794,1.8239185035228729,-0.3403449133038521,1.0629789531230927,-0.7620494768023491,-2.053592574596405,0.6759807407855989,-1.3789360642433164,-1.026314729452133,-0.3828364349901676,0.014804606139659834,-2.0557493209838866,0.41318022264167664,0.3408235996961594,-2.116359460353851,-0.01755499001592397,4.4800045728683475,-0.8353277444839478,-0.018704073876142497,-0.6315193630754948,3.147274386882782
2019-05-25 13:00:00,12.640254497528078,4.514943313598633,9.307035446166992,0.614340971596539,1.01540748141706,-1.5884646654129027,-0.38677278775721785,-1.061698889732361,-0.3922354146838189,-0.14925897344946853,0.4344669461250306,-0.3403449133038521,1.114876887202263,-1.637187522649765,-1.365290677547455,-0.5415369749069214,-1.3789360642433164,-0.4374159865081311,-1.114658683538437,0.0349923849105835,-1.552754783630371,0.2098157042171806,0.223027415946126,-2.3488290309906015,-0.00800509545952086,4.822292685508728,-0.4714000951498747,-0.26019150763750076,-0.3924935780465603,3.397451639175415
2019-05-25 14:00:00,18.04384126663208,6.608927440643311,10.218463039398193,-0.4164231885224581,0.9669618878513575,-2.162586081027985,-9.741533470153808,-2.571094083786011,-0.7867651402950286,-1.135603630542755,-1.1534778028726582,-0.5949778050184251,0.5958975419402123,-1.8122150897979736,-1.365290677547455,-0.5415369749069214,1.5984345436096192,-0.3392661830410362,-0.6267771810293198,0.0854619592428207,-1.0497602641582489,-0.8070068597793579,-0.054635100066661835,-2.481668949127197,0.0182568479329348,1.5705522418022158,-0.02184232026338578,-0.5591758953407406,-0.3281405732035637,1.02076615691185
2019-05-26 07:00:00,-15.458401966094971,-20.014582061767577,-2.997238230705261,-0.08845267612487073,-1.0677556142210958,2.676438260078431,1.2837201058864591,4.808172178268433,0.45318543873727324,1.733762836456299,1.228439330495894,1.442084896564484,-1.116733920574188,5.889000654220581,1.7320680737495422,2.137001860141754,2.4491117119789125,4.077474427223206,1.812630546092987,-0.5605481058359147,1.9682065844535828,2.0400962114334105,0.5932441025157459,-0.32302212491631505,-0.034267112240195255,-1.1677557170391082,-0.150287426286377,0.18828513622283935,-1.072797778248787,-0.9806535184383393
2019-05-26 08:00:00,-5.191585731506348,-15.228334045410154,0.6484724640846252,0.9891643308103084,-0.3410708412528038,2.102316665649414,0.2814244065433741,5.143592977523804,0.45318543873727324,2.002765965461731,1.6254255563020705,0.678186482191086,-0.18257136456668377,3.7886688470840455,1.7320680737495422,1.1629878163337706,2.874450516700745,1.1329806923866272,3.1136479020118712,-0.34857607036828997,1.2137148916721343,1.4300028026103973,0.6521422751247883,-0.4558620974421501,-0.046204387769103086,-0.4831788033246994,-0.27873250544071204,0.29177976250648496,-0.88893171697855,-0.4802985757589341
2019-05-26 09:00:00,0.2120024800300598,-8.946381664276123,2.015614056587219,0.9891643308103084,0.04649445489048956,0.5439867973327637,-0.7208713561296463,4.305040264129639,0.6504502825438976,2.1821013927459716,2.0224116399884227,-0.08571206480264662,1.011080914735794,1.8633650302886964,2.076218914985656,0.43247717171907424,2.874450516700745,0.05333299292251468,0.6742401972413062,-0.19716745261102914,1.2137148916721343,0.6165447354316711,0.6942122608423233,-0.8211713984608652,-0.060529119521379494,-0.3120344869792461,-0.40717762932181356,0.06179168815724552,-0.8521586656570435,-0.4802985757589341
2019-05-26 10:00:00,9.938460445404052,-2.3652894377708438,4.294183325767519,1.317134553194046,0.19183141607791185,-0.27618684321641923,1.6178187906742096,2.3763684630393977,0.791353858448565,1.733762836456299,2.287069126963615,-0.8496106386184692,1.011080914735794,0.28811633102595813,2.076218914985656,-0.29803343862295156,2.4491117119789125,-1.5170635402202608,-0.2202092304825783,-0.1164162054657936,1.4652121424674989,0.006451192114036509,0.6521422751247883,-0.9540111154317856,-0.04859179914928968,1.057119435071945,-0.535622575879097,0.015794153511524224,-0.7510322485119104,0.52041120454669
2019-05-26 11:00:00,16.963124465942382,3.617521953582764,6.117038297653199,1.5513992547988893,0.4340596668422222,-1.752499270439148,0.6155229974538088,1.0346837013959884,0.6504502825438976,0.7025842800736427,1.6254255563020705,0.9328193545341492,1.3743665158748626,-1.7247013568878173,1.7320680737495422,-1.0285440266132355,-2.2296133160591127,-0.7318653345108033,-1.5212265074253086,-0.08613452157005667,1.4652121424674989,-0.6036423176527024,0.5680020056664944,-1.3193206518888474,-0.031879646610468604,2.597417497634888,-0.6212526470422746,-0.11069927958305925,-0.7142591342329979,1.7712984204292297
2019-05-26 12:00:00,20.205278587341304,7.805490589141845,7.48418025970459,1.317134553194046,0.6278422713279725,-2.8187249898910527,-0.7208713561296463,-0.726277394592762,0.3686432916671038,-0.014757423102855678,0.1036451925523579,0.16892080502584575,1.6338560938835145,-1.7247013568878173,-2.053592574596405,0.6759807407855989,-0.5282587319612503,0.1514827746897936,-0.8707178860902787,-0.03566491529345517,1.2137148916721343,-1.21373593211174,0.43337778821587564,-1.8174699068069458,0.013481938466429704,2.597417497634888,-0.40717762932181356,-0.15669688992202283,-0.6131328256800771,1.7712984204292297
2019-05-26 13:00:00,25.60886573791504,12.292599487304686,7.48418025970459,0.8486055750399828,0.773179180175066,-3.310829150676727,-1.3890684723854065,-2.571094083786011,-0.08224773257970812,-0.9562681198120118,-0.9549846485257149,-0.8496106386184692,1.3743665158748626,-2.337298083305359,-0.6769887149333953,-0.05452986462041733,-0.10292009450495243,0.05333299292251468,-0.13889564340934155,0.0047107875347137396,-1.552754783630371,0.2098157042171806,0.27351149097085,-1.9503097653388977,0.03735653385519976,2.2551292061805728,0.08519520440604539,-0.2831902451813221,-0.4752333603799343,1.521120911836624
2019-05-26 14:00:00,35.335325050354,12.292599487304686,8.395607566833496,0.09895891062915325,0.773179180175066,-4.131002664566041,-3.727758765220642,-4.248200082778932,-0.6176809154450893,-1.9426128625869752,-2.3444365620613095,-1.3588763475418089,0.8553872644901276,-2.774867129325867,-0.33283774927258497,-1.0285440266132355,-0.5282587319612503,0.05333299292251468,-0.2202092304825783,0.0349923849105835,-0.5467658358626067,-0.4002778381109239,0.1136451579630375,-1.983519685268402,0.08033074736595154,2.426273465156555,0.4277153959497809,-0.4556812416762114,-0.43846013098955156,1.646209728717804
2019-05-27 08:00:00,-17.079478454589843,-12.236927223205567,-4.364380288124085,1.504546384513378,-0.5832991332514211,3.496612012386322,1.2837201058864591,3.8857637882232665,1.1858834743499755,1.3750919818878173,0.8314531713724136,1.9513508319854735,0.8553872644901276,2.2134203791618345,1.3879170060157775,1.1629878163337706,1.1730959117412567,2.801526880264282,1.3247489243745805,-0.3082004576921463,0.7107203722000122,1.2266382873058315,0.8120084702968597,-0.5887018129229546,-0.1178280383348465,-1.1677557170391082,-0.08606489300727843,0.7517556861042977,-0.9440916165709495,-1.1057422518730164
2019-05-27 09:00:00,-6.8126615524292,-5.65583529472351,-0.7186691462993622,2.2073401629924776,-0.4864077799022197,2.348368835449219,2.286016035079956,3.298776853084564,1.1858834743499755,1.509593552350998,1.096110586076975,0.678186482191086,1.5819580852985382,0.28811633102595813,0.6996151477098465,1.6499948740005492,2.874450516700745,0.44593216329813,2.0565711140632628,-0.24763699173927306,0.9622175395488739,0.6165447354316711,0.7278682172298432,-0.920801192522049,-0.11544061005115513,-1.6811884164810185,-0.150287426286377,0.13078813552856444,-0.8153854347765446,-1.48100848197937
2019-05-27 10:00:00,5.0752316236495965,0.027835005521774276,2.47132785320282,2.2073401629924776,-0.09884253367781637,0.7900388658046723,1.2837201058864591,1.7055261552333831,0.9040764017030597,1.195756608247757,1.2946037238463763,1.442084896564484,2.3604269266128544,-1.4621599674224852,2.076218914985656,0.43247717171907424,2.874450516700745,0.8385313659906387,0.10504509862512353,-0.22744916006922727,0.459223110973835,1.023273754119873,0.6942122608423233,-0.8211713984608652,-0.0987283334136009,-1.5100441813468932,-0.23591748699545861,-0.030203466676175607,-0.7234523855149746,-1.3559196889400482
2019-05-27 11:00:00,14.801689529418946,8.104630613327027,4.294183325767519,1.738811001181602,0.24027701467275625,-1.014343124628067,0.9496215999126434,0.1961308028548956,0.791353858448565,0.3439133679494262,0.8314531713724136,0.678186482191086,2.3604269266128544,-2.687353157997131,2.076218914985656,1.1629878163337706,1.1730959117412567,0.5440819174051285,0.43029944226145755,-0.14669787734746934,1.4652121424674989,0.006451192114036509,0.7194541797041893,-1.0536410883069038,-0.07246635705232618,-0.6543230012059211,-0.3001399673521519,-0.1451974942581728,-0.7510322485119104,-0.7304760307073593
2019-06-02 12:00:00,-3.5705090284347536,-15.826613330841065,-7.098663282394409,-1.868863618373871,-0.9708642810583115,0.7900388658046723,0.2814244065433741,3.2149214386940015,-1.4912823498249055,1.5992612540721893,2.0885760843753816,-0.3403449133038521,-1.8433046862483025,3.35109965801239,-2.7418943405151373,0.18897363673895598,-0.953597366809845,-0.14296660013496876,-1.4399131178855895,-0.34857607036828997,-1.8042520761489869,0.41318022264167664,-0.04622112140059469,-1.9170998573303222,-0.0414294859394431,-0.3120344869792461,-0.6854751020669937,-0.4211830902844668,-0.42007355727255347,-0.35520987771451473
2019-06-06 12:00:00,5.0752316236495965,3.318381190299988,2.015614056587219,-1.5877460956573484,-0.0019512242637574617,-0.440221593528986,-5.732350492477418,0.028420148298027924,-1.1531141310930253,0.5232488714158535,0.5006313599646092,-3.395939040184021,-1.6357131086289882,3.35109965801239,2.420370018482209,-2.733068704605102,-3.0802907705307008,-0.535565759241581,-0.3828364349901676,-0.1870735360309482,-2.0557493209838866,-1.6204648971557618,0.021090988535434,-2.581298959255218,-0.07246635705232618,-0.6543230012059211,-0.3215475104749203,-0.6281722212210298,-0.3005606340244412,-0.7304760307073593
2019-07-25 11:00:00,-13.837326335906983,3.617521953582764,-9.37723159790039,0.7080467956373468,-1.552212083339691,3.5786292791366585,-3.059561443328858,-0.9778434038162231,0.1995592124760151,-0.6424312829971314,-0.9549846485257149,2.2059836983680725,1.011080914735794,0.11308868043124676,2.420370018482209,-2.733068704605102,-1.8042746543884278,0.8385313659906387,-0.46414998173713684,-0.5403603240847588,1.4652121424674989,0.41318022264167664,0.43337778821587564,-2.647718632221222,-0.1178280383348465,-0.3120344869792461,0.3634928807616234,-0.6281722212210298,-0.2454007901251316,-0.35520987771451473
2019-07-31 10:00:00,-12.216250705718995,11.096036052703859,-8.921518087387085,2.6290162086486815,-1.019309975206852,3.3325770258903504,-0.38677278775721785,-2.2356726765632633,1.214064174890518,-1.0011021763086319,-2.3444365620613095,1.442084896564484,2.516120624542236,-3.562491464614868,1.7320680737495422,1.1629878163337706,-0.5282587319612503,-1.8115131616592404,-0.13889564340934155,-0.4293274194002151,1.2137148916721343,0.6165447354316711,0.7699383348226547,-3.1790777564048764,-0.1249903947114944,0.3725424561649561,0.9629031628370287,-0.7201673846691847,-0.1718544825911522,1.3960323512554167
2019-08-01 12:00:00,2.9137964606285087,17.07884635925293,-2.541524577140808,2.535310488939285,-0.6317447554320097,-0.03013476775959132,-0.0526741706766188,-5.170608162879945,1.2704255953431127,-2.659954512119293,-4.263202720880509,0.16892080502584575,3.035099732875824,-5.050226354598999,-2.3977436423301697,-0.05452986462041733,-1.3789360642433164,-0.14296660013496876,0.5116130754351615,-0.2880126804113389,-2.0557493209838866,-0.19691330902278423,0.7362823128700257,-3.046238112449646,-0.09634085893630984,0.7148309871554375,1.1983858942985535,-0.6396716336719692,-0.217820942401886,0.52041120454669
2019-08-01 14:00:00,6.155949354171754,17.07884635925293,-4.364380288124085,1.7856640577316285,-0.3410708412528038,-1.178377804160118,-0.7208713561296463,-7.015424537658691,0.5940888315439224,-3.9153022527694703,-5.85114734172821,-1.8681420683860783,2.516120624542236,-5.137739801406861,2.420370018482209,-0.5415369749069214,-1.8042746543884278,0.6422317683696745,-0.13889564340934155,-0.1870735360309482,-1.0497602641582489,-0.4002778381109239,0.5175179257988931,-3.278707540035248,-0.0008427348569966381,0.543686717003584,1.6907586574554443,-0.8811589918797835,-0.14427463114261632,0.6454999493900687
