,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_PM25_04,SHAP_PM25_05,SHAP_HUM_21,SHAP_PM25_21,SHAP_OX_06,SHAP_TEMP_11,SHAP_OX_07,SHAP_PM25_15,SHAP_PM25_14,SHAP_TEMP_12,SHAP_OX_05,SHAP_PM25_01,SHAP_HUM_20,SHAP_WD_01,SHAP_TEMP_13,SHAP_WD_02,SHAP_PM25_22,SHAP_PM25_13,SHAP_PM25_03,SHAP_TEMP_14,SHAP_OX_03,SHAP_TEMP_03,SHAP_TEMP_04,SHAP_HUM_15,SHAP_HUM_02,SHAP_TEMP_15
2019-04-18 16:00:00,-4.676739692687988,1.357813400030136,-5.047449350357056,-1.3376196146011354,-0.11466718316078181,0.38186654150486,-0.40118129923939705,-0.10780660063028336,0.396984227001667,4.746068489551544,-0.4663497325032949,-0.239881586516276,-0.499149566888809,4.329089641571045,-0.6260104984045028,-1.7597837924957276,0.06824531257152558,0.16159230768680571,1.7689650535583497,0.16807998195290563,-0.6000007003545761,-0.037730191648006436,0.4724555306136608,1.0023308157920838,-1.0851083278656006,-3.75962610244751,-2.478490115702152,0.5882739543914794,-0.3838762812316418,-2.5455714762210846
2019-04-19 13:00:00,-7.564948272705078,0.5299255594611167,-4.109335851669312,-0.6705099016427993,-0.4849454790353775,0.5289445452392101,0.7738665044307709,0.4816186115145683,0.20967306327074767,4.290330076217652,0.5181695818901062,-0.44856846928596494,-0.4427617207169533,3.8226709365844727,-1.6176398158073417,-1.8470817804336548,0.027238332480192185,0.16159230768680571,1.5481960237026213,0.16807998195290563,0.8861661374568939,0.167698406544514,0.3238807834684849,0.845945930480957,0.006819772673770802,-3.5179705381393434,-2.985893738269806,0.11190460491925477,0.34783640113014375,-2.0302857875823976
2019-04-19 14:00:00,-3.9546871185302734,0.8058881610631943,-3.984254479408264,-0.5752085328102112,-0.4849454790353775,0.4145505502820015,0.18634264171123505,-0.06851161196827887,0.11601751260459423,4.442242980003357,-0.22021990194916724,-0.3650937169790268,-0.217210496775806,3.7141528725624084,-1.6176398158073417,-2.021677255630493,-0.2598104737699032,0.16159230768680571,1.577631849050522,0.16807998195290563,0.16705312654376026,-0.10620640227571125,0.369099210202694,0.9006807714700699,-0.5391442865133286,-3.276314687728882,-2.410836224257946,0.8740956664085389,0.2868603270500898,-2.2319194078445435
2019-04-19 15:00:00,-1.7885308384895324,0.39194420427083965,-4.109335851669312,-0.384605747461319,-0.16095197908580303,0.4145505502820015,-0.32774080783128745,-0.02921659960411488,0.11601751260459423,4.290330076217652,-0.38430647702189163,-0.19814419103786352,-0.4427617207169533,3.85884370803833,-0.896454906463623,-2.2835710048675537,-0.13678953759372234,0.16159230768680571,1.5334783911705017,0.16807998195290563,-0.5041189283132553,0.09922218807041644,0.42077734768390657,0.9163193553686142,-1.0071134626865388,-3.469638991355896,-2.2417017146944995,2.017381751537323,0.16490820776671172,-2.388745221495628
2019-04-19 16:00:00,-1.0664786159992217,-0.021999619156122203,-4.484581184387207,-0.6705099016427993,0.20932631716132163,0.30015649572014813,-0.10741940857842562,-0.34357672110199927,0.4906397670507431,3.6447007596492766,-0.38430647702189163,-0.3650937169790268,-0.2735982164740563,3.7141528725624084,-0.26541792303323747,-1.4978902697563168,-0.09578259512782097,0.16159230768680571,1.5923499703407291,0.16807998195290563,-0.45617813915014266,-0.3116349898278713,0.43369692489504813,0.892861607670784,-1.39708776473999,-3.3729767084121702,-2.3770093783736224,2.493751037120819,0.34783640113014375,-2.4335531294345856
2019-04-22 13:00:00,-12.619314861297607,-0.021999619156122203,-2.608354616165161,0.1872026830911636,-0.20723671857267617,0.4635765213519335,-0.10741940857842562,0.835273738950491,0.4906397670507431,3.340875416994095,0.7642993867397309,-0.4068311080336571,-0.7810887008905412,2.8460059046745307,-0.896454906463623,-2.6327618598937987,-0.7108872309327128,0.16159230768680571,1.136093509197235,0.2880551636219025,0.6944026939570904,-0.5170635730028152,0.3949382692575455,0.6895610883831977,0.6307786017656326,-2.7446719884872435,-2.44466338455677,2.017381751537323,0.46978849340230233,-1.7614409148693082
2019-04-22 14:00:00,-6.120844793319702,0.39194420427083965,-2.045486497879028,0.09190129879862068,0.02418720833957195,0.31649847980588675,-1.135586094856262,0.835273738950491,0.4906397670507431,3.416831910610199,0.2720397476106882,-0.6155180782079697,-0.7810887008905412,2.809832942485809,-1.888084387779236,-2.7200602769851683,-0.9979359418153763,0.16159230768680571,1.1802475810050963,0.16807998195290563,0.5985208626836538,-0.5170635730028152,0.38201874345541,0.6817419260740281,0.16280948370695117,-2.9863276720046996,-1.8696056857705117,1.8268341422080994,0.5307644896209239,-1.7838445782661438
2019-04-22 15:00:00,-2.510582947731018,0.11598164588212967,-2.5458140850067137,-0.0034001136838923834,-0.06838236749172209,0.2347884826362133,-1.6496696054935456,0.4030285134911538,-0.024465849623084086,3.2649192035198213,0.2720397476106882,-0.6155180782079697,-0.7810887008905412,2.8821786880493163,-1.6176398158073417,-2.8073578119277958,-1.2029710710048676,0.16159230768680571,1.1655295610427854,0.16807998195290563,0.5985208626836538,-0.5170635730028152,0.4789152443408966,0.7051996782422065,-0.46114940494298934,-2.309691596031189,-2.0387402728199957,1.7315601468086244,0.34783640113014375,-1.7614409148693082
2019-04-22 16:00:00,-1.7885308384895324,-0.021999619156122203,-2.921059226989746,0.282504079863429,0.6258894518017769,0.267472479492426,-2.0168723583221433,-0.02921659960411488,0.11601751260459423,2.9990721166133882,-0.6304363280534744,-0.6155180782079697,-0.7810887008905412,2.737487292289734,-1.0767511487007142,-2.1089749574661254,-1.2439778745174408,0.16159230768680571,1.1949654459953307,0.16807998195290563,0.07117136437445878,-0.5170635730028152,0.4853750765323639,0.6973804086446762,-1.1631031334400175,-1.8747114419937134,-1.565163318812847,1.7315601468086244,0.46978849340230233,-1.8286523520946503
2019-05-10 13:00:00,-9.009053421020507,4.5313831090927135,-0.481964647769928,-0.9564140498638153,-0.6237997230142355,0.6269964747130871,1.9489140391349793,1.1103387750685214,0.25650086952373385,3.1509844779968263,-0.13817667942494155,0.010542641393840285,-0.104434834420681,2.5204506278038026,-0.7161585211753845,-4.20412323474884,0.3142871089279652,-1.2712177515029905,1.0919398248195649,-0.7917214334011078,0.790284538269043,0.44160321801900865,0.31742103993892673,0.6895610883831977,-0.8511236608028412,-1.4880622982978822,-1.632817031443119,-0.364464570581913,-1.3594930768013003,-1.7614409148693082
