,SHAP_OX_01,SHAP_HUM_01,SHAP_TEMP_01,SHAP_SPM_01,SHAP_PM25_04,SHAP_PM25_05,SHAP_HUM_21,SHAP_PM25_21,SHAP_OX_06,SHAP_TEMP_11,SHAP_OX_07,SHAP_PM25_15,SHAP_PM25_14,SHAP_TEMP_12,SHAP_OX_05,SHAP_PM25_01,SHAP_HUM_20,SHAP_WD_01,SHAP_TEMP_13,SHAP_WD_02,SHAP_PM25_22,SHAP_PM25_13,SHAP_PM25_03,SHAP_TEMP_14,SHAP_OX_03,SHAP_TEMP_03,SHAP_TEMP_04,SHAP_HUM_15,SHAP_HUM_02,SHAP_TEMP_15
2019-12-13 20:00:00,-3.944580388069153,1.503550660610199,-1.2127852454781534,-0.18642094284296037,0.205378907173872,0.30453747063875203,0.09343809112906454,-0.323619132488966,-0.09726420892402528,3.2720587611198426,-0.36918534338474274,-0.1931292215362191,-0.08664633925072848,0.3628716319799423,-0.49194927215576173,-0.07984817335382102,-0.2876297473907471,-0.01915937084704637,-1.6732974708080293,0.3173278719186783,0.10837048646062611,0.12397342901676893,0.05258859004825352,-0.7555556297302246,-0.27448479682207105,-1.0899716489017008,2.5613090634346016,-1.5402488708496092,-0.9323196470737457,-1.847656899690628
2019-04-26 03:00:00,-5.329058265686035,-2.0258104681968687,-0.27659814301878216,-0.3625177428126335,0.05817952270153907,0.14158602748066185,-0.21950857751071456,-0.1297366188140586,-0.07614629301242529,-0.2831107935868204,-0.1844440907239914,-0.07000819072127343,-0.3306446012109518,0.5166092682629824,-0.2508592665195465,-0.10124744903296232,0.05582663447130472,-0.05327300094068047,0.2535438470542431,-0.39683922529220583,0.05064663849771021,0.2862860192079097,0.2408023595809936,0.4477676317095757,-0.28748023211956025,-0.361765019595623,-1.442756497859955,-0.5021915346384048,1.460672342777252,-0.42363224774599073
2020-02-05 11:00:00,-3.2523419141769407,2.8389838457107546,-0.8565370596945285,-0.04554342217743393,0.09832481220364568,0.1712135849520564,0.24070705026388167,0.12877328116446735,-0.055028410209342814,3.776804637908936,-0.07359945755451916,-0.14835795015096662,-0.11792816147208214,0.35131931230425834,-0.2910407781600952,-0.022783433645963653,-0.3526079580187798,-0.12150038033723828,-1.6629381716251372,-0.39683922529220583,-0.024838422797620295,0.1534847883507609,0.05258859004825352,-0.7023696810007095,-0.22250288128852844,-1.0535612016916276,2.4795940279960633,0.24751643538475038,-1.627059280872345,-1.8559366106986999
2019-08-31 01:00:00,-6.021293878555298,-2.0258104681968687,0.3447652012109756,-0.08076277971267698,0.1384700956754386,0.08233090229332443,-0.21950857751071456,-0.06510909646749496,-0.13949993308633565,-1.051203292608261,-0.48003012835979464,-0.16328169479966165,-0.1429536323994398,0.5423803985118866,-0.5723126709461213,-0.09411432910710574,0.05582663447130472,-0.25795516222715387,0.5021684244275093,0.3173278719186783,0.024004833912476875,0.26415250720456246,0.05258859004825352,0.6472133740782737,-0.3394619852304458,-0.14330314397811889,-2.559536457061767,0.8242145717144013,1.460672342777252,-0.12558065950870514
2019-09-20 17:00:00,5.746755361557007,0.8358334362506866,0.11278948858380315,-0.01032403199933467,0.4061053141951561,0.57118518948555,-0.09985250141471624,-0.4959589682519436,-0.08670523483306167,0.5727634012699128,-0.5539265632629394,-0.1931292215362191,-0.11792816147208214,0.47839719280600546,-0.2508592665195465,0.10561216585338115,0.03726140754297373,-0.1726708710193634,-0.26442402601242065,0.3173278719186783,0.13945253714919095,0.10183984600007534,0.700880366563797,0.15524709150195123,-0.17052106261253358,-0.20572073832154264,-1.987526798248291,0.8242145717144013,-0.623546439409256,-0.6885673224925994
2019-12-29 23:00:00,-2.560103440284729,0.6450574964284896,-1.2707790553569793,-0.01032403199933467,0.12508829366415736,0.14158602748066185,0.15786825492978096,-0.2805341005325318,-0.055028410209342814,3.052603471279144,-0.2213924542069435,-0.1931292215362191,-0.09915908895782194,0.38064492857083676,-0.2910407781600952,-0.04418267952278253,-0.33404277414083483,-0.25795516222715387,-1.2900009095668792,-0.39683922529220583,0.06396754658780993,0.13135124612599614,0.30354022830724714,-0.6624804362654686,-0.2095073759555816,-1.1419859619811177,2.5885475635528565,-1.5402488708496092,-0.777932631969452,-1.8807748049497603
2019-09-10 05:00:00,-13.63591890335083,-0.7857646644115448,0.5270318314433098,-0.1512015476822853,0.12508829366415736,0.11195847755298019,-0.18269138745963576,-0.323619132488966,-0.2767662424594164,-1.5340043425559997,-1.0342532992362976,0.1762338638305664,-0.649719259981066,0.5663741216063499,-1.0544928908348083,-0.11551360748708246,-0.018434246303513604,-0.18972771763801574,0.937261101603508,0.07927215471863744,0.10837048646062611,0.5445105411112309,0.03167597223073241,0.9530300974845887,-0.46941662281751634,-0.008064789604395644,-3.376692223548889,-0.7328706979751587,0.6115464985370637,0.4042892396450043
2019-04-21 08:00:00,3.6700408697128295,-0.3088239818811417,-0.5085737586021424,0.30665033161640165,0.19199716225266455,0.21565487645566464,0.17627686113119126,0.064145866461331,-0.012792639620602137,1.977275401353836,-0.1844440907239914,-0.11477948697283862,-0.12418452911078925,0.4375190095975995,-0.009769124956801547,-0.022783433645963653,-0.38973829746246336,-0.25795516222715387,-0.6995170414447784,0.3173278719186783,0.024004833912476875,0.10921767503023143,0.17806436121463778,-0.12397700920701027,-0.014575458597391847,-0.7934873387217521,0.9542352944612503,-0.15617247857153416,0.45715985894203187,-1.110807067155838
2019-07-29 05:00:00,-10.866963768005371,-1.6442576050758362,0.5187465161085129,0.02489532949402924,0.12508829366415736,0.052703394752461455,-0.2010999545454979,-0.06510909646749496,-0.2767662424594164,-1.8412414610385894,-1.0342532992362976,0.008341587005998036,-0.19926089197397232,0.5832586497068405,-0.9741294920444489,-0.04418267952278253,-0.20408629179000853,-0.20678457468748093,0.937261101603508,0.07927215471863744,0.06840783273801207,0.07970636375248433,0.05258859004825352,0.8998443931341171,-0.41743486672639846,0.007539584487676648,-3.2949758529663087,-0.38685181736946106,1.0747063338756562,0.25526338443160057
2019-07-16 20:00:00,-10.174725818634034,-2.0258104681968687,0.0547955311834812,-0.22164032831788064,0.19199716225266455,0.21565487645566464,-0.21950857751071456,-0.3667041100561619,-0.18173574674874543,-0.19532890990376472,-0.7386675953865052,-0.17074356265366078,-0.13044087477028368,0.5077227612026036,-0.8937658607959748,-0.12264665514230728,0.05582663447130472,-0.25795516222715387,0.03599717505276203,0.3173278719186783,0.09504967145621776,0.17561836875975134,0.2408023595809936,0.3546928112395108,-0.4044393479824066,-0.2837430140003562,-1.8240955948829651,0.8242145717144013,1.460672342777252,-0.4815868854522705
