,SHAP_OX_01,SHAP_TEMP_01,SHAP_HUM_01,SHAP_OX_02,SHAP_OX_06,SHAP_TEMP_03,SHAP_OX_04,SHAP_TEMP_04,SHAP_TEMP_21,SHAP_TEMP_24,SHAP_WS_02,SHAP_OX_07,SHAP_WS_01,SHAP_TEMP_20,SHAP_SPM_19,SHAP_NMHC_07,SHAP_OX_18,SHAP_HUM_24,SHAP_OX_05,SHAP_OX_14
2019-04-06 16:00:00,-11.488992404937743,-17.830863761901856,3.8124751806259156,-0.20341246002353727,-1.7582672238349915,2.055609042942524,-1.4178330659866334,8.358297348022461,-7.880130338668823,3.829412746429443,-0.5023521393537521,-0.297770656645298,-0.4632726401090622,0.5621924459934234,0.7601561486721039,-2.632221293449402,1.224329599738121,-2.3614579916000364,-1.5786827981472018,2.4867262184619903
2019-04-18 14:00:00,-4.558766293525696,-12.048984241485595,2.329234218597412,-0.07202317565679547,-0.780518158711493,2.1236874237656593,-1.0081143334507943,8.24535665512085,-8.420494890213012,4.596058857440949,-0.18310185298323625,-0.5104561761021613,-1.2647032856941223,0.7453753352165222,-1.4354849994182586,1.4344576358795165,-3.397894644737243,0.25802153870463373,-1.4958695292472843,-0.7220557510852814
2019-04-18 15:00:00,-1.9599318623542785,-12.608519744873046,3.388691806793213,-0.46619095131754856,-1.5749393224716188,1.715216264128685,-1.3007707655429839,7.34182448387146,-9.095951414108276,4.835635459423065,-0.7683939784765244,-0.3767681401222944,-0.06255743987858293,0.9082044839859005,-0.7368718504905701,-0.664473471045494,-4.127719712257385,0.08338945582509041,-1.5431913673877715,-0.38428915143013
2019-04-18 16:00:00,-0.22737511266022917,-11.302935695648191,1.4816681325435639,-0.8603588849306106,-1.8193765342235566,1.1365481872111558,-1.651958429813385,5.986526918411255,-9.636315870285035,5.123127877712251,-0.28951863078400486,-0.297770656645298,-2.0661336302757265,0.8674972355365753,-1.036277562379837,-1.7139389932155609,-4.492632222175598,0.17070548664778473,-1.602343773841858,-0.29984757700003684
2019-04-18 17:00:00,0.6389031529426575,-16.152252769470216,-0.4253554165363312,-1.1231373727321625,-2.124923127889633,1.2386660635471345,-1.827552193403244,4.0665223598480225,-9.501225996017457,5.506451141834259,-1.0876443207263944,-0.27346372902393357,-3.1347077250480653,0.9692651987075808,-1.6350888013839722,-1.9763053894042968,-3.032982051372528,0.17070548664778473,-1.6733265161514281,-0.8909390032291412
2019-04-19 11:00:00,-14.954104328155518,-15.965739345550537,-2.3323791861534118,2.292984211444855,0.7472147176973521,2.9746698349714276,0.7478238582611084,12.31124725341797,-4.232666754722596,3.7814972400665283,-0.28951863078400486,-0.4922259315848351,-0.06255743987858293,-0.8625638782978058,-0.13806070126593112,-0.40210709273815154,4.751816749572755,-1.226350224018097,-1.1054639548063279,2.233401679992676
2019-04-19 12:00:00,-7.157600831985474,-12.422008991241455,-0.4253554165363312,1.1104805707931518,0.4416682027280331,2.2598446637392042,0.2795737348496914,10.165360832214356,-3.759846901893616,3.206512850522995,-0.28951863078400486,-0.5286863446235657,-0.06255743987858293,-0.33336846977472306,-0.9364756047725677,-0.1397407203912735,4.508541417121887,-1.575614148378372,-1.1882772982120513,1.9800764262676238
2019-04-21 13:00:00,-8.023878622055054,-16.52527770996094,-2.5442707419395445,0.9790913760662079,-0.35275295749306684,2.83851251900196,-0.5398640900850296,10.617126607894898,-8.623131608963012,3.9731589913368226,-0.18310185298323625,-0.47399570643901834,-0.19612915813922882,0.8471434652805325,-1.8346924543380734,-1.5827556788921355,1.1026920959353448,-0.877086354792118,-1.365734356641769,0.7978937044739723
2019-04-22 11:00:00,-12.355269908905028,-14.846667194366455,-3.39183669090271,3.3440988302230834,1.5416360519826413,2.4640806138515474,0.9234177142381668,10.843009662628173,-4.637940311431885,3.877328026294708,-0.18310185298323625,-0.5529931008815765,-0.32970097092911604,-0.37407592907547954,-1.2358813047409059,-1.3203893721103666,3.413804316520691,0.08338945582509041,-1.0344814859330653,0.2912438899278641
2019-04-22 12:00:00,-1.9599318623542785,-9.064788436889648,-1.9085962355136872,0.7163127735257149,0.8083240233361721,2.021569696068764,0.33810513168573375,8.471238327026366,-5.380942559242248,3.54192031621933,-0.39593539088964463,-0.6076836924999952,-0.32970097092911604,-0.33336846977472306,0.1613449188880622,-0.7956566780805587,2.6839793205261233,-0.003926527313888091,-1.1527857571840288,0.20680230110883718
