,SHAP_NO2_01,SHAP_TEMP_24,SHAP_OX_05,SHAP_OX_14,SHAP_TEMP_08,SHAP_OX_07,SHAP_OX_06,SHAP_OX_18,SHAP_TEMP_01,SHAP_TEMP_21,SHAP_TEMP_02,SHAP_SPM_19,SHAP_OX_01,SHAP_OX_04,SHAP_WS_02,SHAP_NO2_02,SHAP_TEMP_03,SHAP_HUM_24,SHAP_NOX_02,SHAP_TEMP_20,SHAP_TEMP_05,SHAP_TEMP_06,SHAP_TEMP_19,SHAP_TEMP_04,SHAP_OX_02,SHAP_NMHC_07,SHAP_TEMP_07,SHAP_HUM_01,SHAP_WS_01
2019-04-06 16:00:00,-0.616459971666336,0.20610107034444808,-0.5074248675256967,1.4333285219967364,3.9176246881484986,1.1849049359560013,-0.42157512009143827,0.5376793175935746,-16.923090839385985,-6.536861371994019,3.544699501991272,0.5113322913646698,-11.304259204864502,-1.7047205507755279,-0.43591968417167665,0.028720743767917105,0.47322304751724004,-1.9889768481254577,0.3895514607429505,-1.6025987714529037,0.5331919226795435,-0.7394464947283268,1.963373029232025,3.2431580066680907,0.17578221643343567,-2.6724646091461186,0.8830110538750887,3.4578995943069453,-0.47078190594911573
2019-04-18 14:00:00,-0.4587868884205818,0.3104448221623898,-0.5714676946401596,-0.2915436547249555,5.3740390777587885,-0.30246420912444594,-0.2620104102417827,-4.259646153450012,-11.60434274673462,-7.017092895507813,3.1023286461830137,-1.0226020574569703,-4.600926733016968,-1.135281926393509,-0.001783978007733837,0.013718666136264754,0.4908687502145767,-0.015268365107476678,0.31413248032331464,-1.691352865099907,0.5168568827211857,-0.8778211995959282,2.3015765309333807,3.200347828865051,0.3025476478040218,1.4786471128463745,1.0240260489284994,2.1712365984916686,-1.2500688672065736
2019-04-18 15:00:00,-0.4587868884205818,0.3430521659553051,-0.5348718252964317,-0.10997816016897559,3.97830891609192,0.6324535533785821,-0.3916567293927074,-5.017118072509765,-12.119060802459718,-7.617381477355957,2.3502974152565,-0.5345319718122482,-2.0871768712997434,-1.5420237958431242,-0.7976994633674621,-0.001283404394052913,0.3849942763336003,-0.14684894694946707,0.23871348798274994,-1.7702446788549415,0.42701416537165643,-0.722149595618248,2.245209276676178,2.857868182659149,-0.0777486857026815,-0.6638623893260955,0.9047057572752237,3.0902819514274595,-0.08113840725272892
2019-04-18 16:00:00,-0.30111375749111174,0.3821809507906437,-0.48912689704447987,-0.06458677109330889,3.3107853651046755,1.1849049359560013,-0.43154794238507754,-5.395854806900025,-10.918051528930665,-8.097612428665162,2.4830089211463933,-0.7437048941850662,-0.4113439112901688,-2.0301140904426576,-0.14649588782340286,-0.001283404394052913,0.23500541634857663,-0.08105867877602577,0.23871348798274994,-1.7505217730998992,0.3616739481687546,-0.6270170083269477,2.3861275970935822,2.344148480892181,-0.4580449849367141,-1.7351170539855958,0.709454415179789,1.4360005199909207,-2.0293557405471807
2019-04-18 17:00:00,0.8025980651378631,0.43435288444161413,-0.43423299118876457,-0.3823263727128506,2.2184744238853455,1.3548899799585343,-0.4814118668437004,-3.88090980052948,-15.378937721252441,-7.977555274963381,2.1733492374420167,-1.1620505094528197,0.4265723300166428,-2.274159216880798,-1.2318350553512576,-0.016285483539104438,0.26147405691444875,-0.08105867877602577,0.1632944919168949,-1.7998290836811066,0.26366369277238844,-0.5578295509330929,2.583413326740265,1.6163784325122834,-0.7115759044885636,-2.002930670976639,0.5901342773810029,-0.21828094590455294,-3.0684052705764766
2019-04-19 11:00:00,0.8025980651378631,0.19957970902323724,-0.8733841449022293,1.2971543125808238,5.556090450286865,-0.17497539510950447,-0.012690494209527965,4.19879605770111,-15.207365417480469,-3.295299601554871,3.8101226091384888,-0.11618626862764359,-14.655925941467284,1.3051693260669708,-0.14649588782340286,-0.1213000547140837,0.7114407472312451,-1.1337032914161684,-0.5154763251543045,-0.9122918669134379,0.8353903947398067,-1.1891643509268761,0.582374919205904,4.741506886482239,2.5843255519866943,-0.3960487306118012,1.3060557618737219,-1.8725623369216922,-0.08113840725272892
2019-04-19 12:00:00,0.6449248760938646,0.1213219045428559,-0.8093411892652511,1.160980050265789,5.556090450286865,-0.42995297759771345,-0.062554522883147,3.94630527496338,-11.947486972808838,-2.875097107887268,3.2792767763137816,-0.6739805728197099,-7.114676189422608,0.6543822646141052,-0.14649588782340286,-0.1213000547140837,0.5261602163314819,-1.39686439037323,-0.44005735516548156,-1.1686916209757328,0.7210450562648475,-1.0594382256269455,1.1460476726293565,3.9281176805496214,1.443436622619629,-0.12823501415550703,1.2952082317322493,-0.21828094590455294,-0.08113840725272892
2019-04-21 13:00:00,-0.4587868884205818,0.22566558867692948,-0.6721065640449523,0.5255010664463043,6.162930107116699,-0.04748661643825469,-0.19220081772655245,0.4114339634776115,-15.722082614898682,-7.197179889678955,3.721648359298706,-1.3014991879463196,-7.952592849731445,-0.4844949621707201,-0.001783978007733837,-0.001283404394052913,0.6761491946876049,-0.8705420732498169,0.23871348798274994,-1.7406603515148162,0.6802074329927563,-1.0248444393277167,2.3861275970935822,4.099357724189759,1.3166710674762725,-1.6012103199958805,1.2409719284623861,-2.0563712716102596,-0.21101958937942983
2019-04-22 11:00:00,0.6449248760938646,0.21262254640460015,-0.9282779812812805,0.2531527931801974,4.645831942558289,-0.5999380677938462,0.11695580929517746,2.810096597671509,-14.177929496765136,-3.655473065376282,3.5004627704620375,-0.8831534326076508,-12.142175674438478,1.5492144107818604,-0.001783978007733837,-0.15130420140922068,0.5790975213050842,-0.14684894694946707,-0.7417332351207734,-1.148968481272459,0.7128774539567531,-0.9816023245453834,0.582374919205904,4.184978008270264,3.598449182510376,-1.3333965837955475,1.1867354165762665,-2.7916075229644775,-0.3409007200971246
2019-04-22 12:00:00,0.32957868427038195,0.16697226390242575,-0.8367881029844284,0.20776145979762078,4.888567161560059,-0.9824045121669769,-0.0027177084237336806,2.052624213695526,-8.85918231010437,-4.315791440010071,3.013854312896729,0.09298656508326528,-2.0871768712997434,0.7357306867837906,-0.29120776057243347,-0.10629795566201208,0.4644002037122846,-0.21263924883678556,-0.36463836878538136,-1.1686916209757328,0.6148672848939896,-0.9297117061913014,0.6105585791170597,3.285967946052552,1.0631402909755707,-0.7977692693471908,1.0348732136189938,-1.5049441158771517,-0.3409007200971246
